SA1_7DIGITCODE_2016,DC0_4FSEOMSEO,DC0_4FSEOMSolsEVww,DC0_4FSEOMSolNwna,DC0_4FSEOMsol_pEns,DC0_4FSEOMSolsET,DC0_4FSEOM_LpEns,DC0_4FSEOMT,DC0_4FSolsEVwwMSEO,DC0_4FSolsEVwwMSolsEVww,DC0_4FSolsEVwwMSolNwna,DC0_4FSolsEVwwMsol_pEns,DC0_4FSolsEVwwMSolsET,DC0_4FSolsEVwwM_LpEns,DC0_4FSolsEVwwMT,DC0_4FSolNwnaMSEO,DC0_4FSolNwnaMSolsEVww,DC0_4FSolNwnaMSolNwna,DC0_4FSolNwnaMsol_pEns,DC0_4FSolNwnaMSolsET,DC0_4FSolNwnaM_LpEns,DC0_4FSolNwnaMT,DC0_4FSol_pEnsMSEO,DC0_4FSol_pEnsMSolsEVww,DC0_4FSol_pEnsMSolNwna,DC0_4FSol_pEnsMsol_pEns,DC0_4FSol_pEnsMSolsET,DC0_4FSol_pEnsM_LpEns,DC0_4FSol_pEnsMT,DC0_4FSolsETMSEO,DC0_4FSolsETMSolsEVww,DC0_4FSolsETMSolNwna,DC0_4FSolsETMsol_pEns,DC0_4FSolsETMSolsET,DC0_4FSolsETM_LpEns,DC0_4FSolsETMT,DC0_4F_LpEnsMSEO,DC0_4F_LpEnsMSolsEVww,DC0_4F_LpEnsMSolNwna,DC0_4F_LpEnsMsol_pEns,DC0_4F_LpEnsMSolsET,DC0_4F_LpEnsM_LpEns,DC0_4F_LpEnsMT,DC0_4FTMSEO,DC0_4FTMSolsEVww,DC0_4FTMSolNwna,DC0_4FTMsol_pEns,DC0_4FTMSolsET,DC0_4FTM_LpEns,DC0_4FTMT,DC5_9FSEOMSEO,DC5_9FSEOMSolsEVww,DC5_9FSEOMSolNwna,DC5_9FSEOMsol_pEns,DC5_9FSEOMSolsET,DC5_9FSEOM_LpEns,DC5_9FSEOMT,DC5_9FSolsEVwwMSEO,DC5_9FSolsEVwwMSolsEVww,DC5_9FSolsEVwwMSolNwna,DC5_9FSolsEVwwMsol_pEns,DC5_9FSolsEVwwMSolsET,DC5_9FSolsEVwwM_LpEns,DC5_9FSolsEVwwMT,DC5_9FSolNwnaMSEO,DC5_9FSolNwnaMSolsEVww,DC5_9FSolNwnaMSolNwna,DC5_9FSolNwnaMsol_pEns,DC5_9FSolNwnaMSolsET,DC5_9FSolNwnaM_LpEns,DC5_9FSolNwnaMT,DC5_9FSol_pEnsMSEO,DC5_9FSol_pEnsMSolsEVww,DC5_9FSol_pEnsMSolNwna,DC5_9FSol_pEnsMsol_pEns,DC5_9FSol_pEnsMSolsET,DC5_9FSol_pEnsM_LpEns,DC5_9FSol_pEnsMT,DC5_9FSolsETMSEO,DC5_9FSolsETMSolsEVww,DC5_9FSolsETMSolNwna,DC5_9FSolsETMsol_pEns,DC5_9FSolsETMSolsET,DC5_9FSolsETM_LpEns,DC5_9FSolsETMT,DC5_9F_LpEnsMSEO,DC5_9F_LpEnsMSolsEVww,DC5_9F_LpEnsMSolNwna,DC5_9F_LpEnsMsol_pEns,DC5_9F_LpEnsMSolsET,DC5_9F_LpEnsM_LpEns,DC5_9F_LpEnsMT,DC5_9FTMSEO,DC5_9FTMSolsEVww,DC5_9FTMSolNwna,DC5_9FTMsol_pEns,DC5_9FTMSolsET,DC5_9FTM_LpEns,DC5_9FTMT,DC10_12FSEOMSEO,DC10_12FSEOMSolsEVww,DC10_12FSEOMSolNwna,DC10_12FSEOMsol_pEns,DC10_12FSEOMSolsET,DC10_12FSEOM_LpEns,DC10_12FSEOMT,DC10_12FSolsEVwwMSEO,DC10_12FSolsEVwwMSolsEVww,DC10_12FSolsEVwwMSolNwna,DC10_12FSolsEVwwMsol_pEns,DC10_12FSolsEVwwMSolsET,DC10_12FSolsEVwwM_LpEns,DC10_12FSolsEVwwMT,DC10_12FSolNwnaMSEO,DC10_12FSolNwnaMSolsEVww,DC10_12FSolNwnaMSolNwna,DC10_12FSolNwnaMsol_pEns,DC10_12FSolNwnaMSolsET,DC10_12FSolNwnaM_LpEns,DC10_12FSolNwnaMT,DC10_12FSol_pEnsMSEO,DC10_12FSol_pEnsMSolsEVww,DC10_12FSol_pEnsMSolNwna,DC10_12FSol_pEnsMsol_pEns,DC10_12FSol_pEnsMSolsET,DC10_12FSol_pEnsM_LpEns,DC10_12FSol_pEnsMT,DC10_12FSolsETMSEO,DC10_12FSolsETMSolsEVww,DC10_12FSolsETMSolNwna,DC10_12FSolsETMsol_pEns,DC10_12FSolsETMSolsET,DC10_12FSolsETM_LpEns,DC10_12FSolsETMT,DC10_12F_LpEnsMSEO,DC10_12F_LpEnsMSolsEVww,DC10_12F_LpEnsMSolNwna,DC10_12F_LpEnsMsol_pEns,DC10_12F_LpEnsMSolsET,DC10_12F_LpEnsM_LpEns,DC10_12F_LpEnsMT,DC10_12FTMSEO,DC10_12FTMSolsEVww,DC10_12FTMSolNwna,DC10_12FTMsol_pEns,DC10_12FTMSolsET,DC10_12FTM_LpEns,DC10_12FTMT,DC13_14FSEOMSEO,DC13_14FSEOMSolsEVww,DC13_14FSEOMSolNwna,DC13_14FSEOMsol_pEns,DC13_14FSEOMSolsET,DC13_14FSEOM_LpEns,DC13_14FSEOMT,DC13_14FSolsEVwwMSEO,DC13_14FSolsEVwwMSolsEVww,DC13_14FSolsEVwwMSolNwna,DC13_14FSolsEVwwMsol_pEns,DC13_14FSolsEVwwMSolsET,DC13_14FSolsEVwwM_LpEns,DC13_14FSolsEVwwMT,DC13_14FSolNwnaMSEO,DC13_14FSolNwnaMSolsEVww,DC13_14FSolNwnaMSolNwna,DC13_14FSolNwnaMsol_pEns,DC13_14FSolNwnaMSolsET,DC13_14FSolNwnaM_LpEns,DC13_14FSolNwnaMT,DC13_14FSol_pEnsMSEO,DC13_14FSol_pEnsMSolsEVww,DC13_14FSol_pEnsMSolNwna,DC13_14FSol_pEnsMsol_pEns,DC13_14FSol_pEnsMSolsET,DC13_14FSol_pEnsM_LpEns,DC13_14FSol_pEnsMT,DC13_14FSolsETMSEO,DC13_14FSolsETMSolsEVww,DC13_14FSolsETMSolNwna,DC13_14FSolsETMsol_pEns,DC13_14FSolsETMSolsET,DC13_14FSolsETM_LpEns,DC13_14FSolsETMT,DC13_14F_LpEnsMSEO,DC13_14F_LpEnsMSolsEVww,DC13_14F_LpEnsMSolNwna,DC13_14F_LpEnsMsol_pEns,DC13_14F_LpEnsMSolsET,DC13_14F_LpEnsM_LpEns,DC13_14F_LpEnsMT,DC13_14FTMSEO,DC13_14FTMSolsEVww,DC13_14FTMSolNwna,DC13_14FTMsol_pEns,DC13_14FTMSolsET,DC13_14FTM_LpEns,DC13_14FTMT,DC15_17FSEOMSEO,DC15_17FSEOMSolsEVww,DC15_17FSEOMSolNwna,DC15_17FSEOMsol_pEns
5125103,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,22,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,15,0,0,0
5125104,62,0,0,0,0,0,64,4,15,0,0,15,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,15,0,16,0,0,0,0,0,0,0,69,11,0,0,11,0,85,42,3,0,0,3,0,51,0,16,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,0,16,0,0,0,0,0,0,0,42,18,0,0,18,0,60,15,0,0,0,0,3,12,0,18,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18,0,18,0,0,0,0,0,0,0,15,18,0,0,18,3,27,13,0,0,0,0,0,17,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,13,10,0,0,10,0,24,9,0,0,0
5125105,13,0,0,0,0,0,13,3,8,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,8,0,6,0,0,0,0,0,0,0,14,8,0,0,8,0,19,21,0,0,0,0,0,21,0,8,0,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,15,0,0,0,0,0,0,0,22,8,0,0,8,0,32,19,0,0,0,0,0,19,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,19,6,0,0,6,0,25,15,0,0,0,0,0,15,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,15,3,0,0,3,0,19,18,0,0,0
5125106,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,23,0,0,0,0,0,23,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,30,3,0,0,3,0,32,20,0,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,20,4,0,0,4,0,21,8,4,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,6,0,9,20,0,0,0
5125107,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,5,20,0,0,0,0,0,20,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,17,3,0,0,3,0,21,26,0,0,0,0,0,26,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,27,3,0,0,3,0,27,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,14,3,0,0
5125108,10,0,0,0,0,0,10,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,10,4,0,0,4,0,14,14,0,0,0,0,0,14,5,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,8,0,0,0,0,0,0,0,17,3,0,0,3,0,19,9,0,0,0,0,0,9,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,9,3,0,0,3,0,14,8,0,0,0,0,0,8,3,6,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,0,4,0,0,0,0,0,0,0,12,6,0,0,6,0,12,5,0,0,0
5125109,16,6,0,0,6,0,20,0,7,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,7,0,0,0,0,0,0,0,16,8,0,0,8,0,27,28,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,3,0,27,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,7,4,0,0,0
5125110,32,0,0,0,0,0,32,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,37,6,0,0,6,0,37,45,0,0,0,0,0,45,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,45,5,0,0,5,0,48,15,0,0,0,0,0,15,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,15,3,0,0,3,0,18,15,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,14,0,0,0
5125111,15,0,0,0,0,0,15,3,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,0,0,0,0,0,0,0,17,3,0,0,3,0,19,17,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,3,0,19,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,13,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,9,13,0,0,0
5125112,31,0,0,0,0,0,32,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,31,3,0,0,3,0,37,42,0,0,0,0,0,42,0,7,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,42,9,0,0,9,0,51,13,0,0,0,0,0,13,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,13,3,0,0,3,0,15,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,9,0,0,0
5125113,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,18,0,0,0,0,0,18,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,19,3,0,0,3,0,21,24,0,0,0,0,0,24,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,24,3,0,0,3,0,32,6,0,0,0,0,0,6,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,6,3,0,0,3,0,14,20,0,0,0
5125114,36,0,0,0,0,0,36,3,10,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,10,0,12,0,0,0,0,0,0,0,36,10,0,0,10,0,44,35,0,0,0,0,0,35,0,5,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,6,0,0,0,0,0,0,0,39,5,0,0,5,0,41,19,0,0,0,0,0,19,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,19,3,0,0,3,0,24,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,3,0,17,18,0,0,0
5125115,21,0,0,0,0,0,21,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,18,3,0,0,3,0,24,26,0,0,0,0,0,26,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,29,0,0,0,0,0,26,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,13,4,0,0,0,0,0,4,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,4,3,0,0,3,0,9,5,0,0,0
5125116,24,0,0,0,0,0,23,0,5,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,4,0,0,0,0,0,0,0,29,5,0,0,5,0,36,11,0,0,0,0,0,11,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,0,18,3,0,0,3,0,18,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,10,3,0,0,0,0,0,3,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,3,4,0,0,4,0,11,10,0,0,0
5125117,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,14,26,0,0,0,0,0,26,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,32,3,0,0,3,0,32,23,0,0,0,0,0,23,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,19,0,0,0,0,0,23,21,0,0,0,0,0,18,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,21,9,0,0,9,0,22,27,0,0,0
5125201,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5,0,0,0
5125202,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,10,0,0,0
5125203,29,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,29,39,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,42,28,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,29,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,31,0,0,0
5125204,24,0,0,0,0,0,22,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,24,4,0,0,4,0,24,24,0,0,0,0,0,24,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,30,4,0,0,4,0,27,24,0,0,0,0,0,24,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,29,0,0,0,0,0,29,16,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,3,0,19,22,0,0,0
5125205,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,17,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,27,0,0,0
5125206,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,8,0,0,0
5125207,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,9,16,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,21,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,13,0,0,0
5125208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,10,0,0,0,0,0,10,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,14,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,11,0,0,0
5125301,9,0,0,0,0,0,9,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,0,15,3,0,0,3,0,19,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,8,0,0,0,0,0,8,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,8,3,0,0,3,0,16,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,8,0,0,0
5125302,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,5,0,0,0,0,0,8,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,5,3,0,0,3,0,7,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,5,9,0,0,0
5125303,13,0,0,0,0,0,13,0,7,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,7,0,0,0,0,0,0,0,13,7,0,0,7,0,15,10,0,0,0,0,0,10,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,10,3,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
