SA1_7DIGITCODE_2016,M_15_19_Ud_wk_L_5_hrs,M_15_19_Ud_wk_5_14_hrs,M_15_19_Ud_wk_15_29_hrs,M_15_19_Ud_wk_30h_more,M_15_19_no_Ud_wk,M_15_19_Ud_wk_ns,M_15_19_OS_v,M_15_19_yr_Tot,M_20_24_Ud_wk_L_5_hrs,M_20_24_Ud_wk_5_14_hrs,M_20_24_Ud_wk_15_29_hrs,M_20_24_Ud_wk_30h_more,M_20_24_no_Ud_wk,M_20_24_Ud_wk_ns,M_20_24_OS_v,M_20_24_yr_Tot,M_25_34_Ud_wk_L_5_hrs,M_25_34_Ud_wk_5_14_hrs,M_25_34_Ud_wk_15_29_hrs,M_25_34_Ud_wk_30h_more,M_25_34_no_Ud_wk,M_25_34_Ud_wk_ns,M_25_34_OS_v,M_25_34_yr_Tot,M_35_44_Ud_wk_L_5_hrs,M_35_44_Ud_wk_5_14_hrs,M_35_44_Ud_wk_15_29_hrs,M_35_44_Ud_wk_30h_more,M_35_44_no_Ud_wk,M_35_44_Ud_wk_ns,M_35_44_OS_v,M_35_44_yr_Tot,M_45_54_Ud_wk_L_5_hrs,M_45_54_Ud_wk_5_14_hrs,M_45_54_Ud_wk_15_29_hrs,M_45_54_Ud_wk_30h_more,M_45_54_no_Ud_wk,M_45_54_Ud_wk_ns,M_45_54_OS_v,M_45_54_yr_Tot,M_55_64_Ud_wk_L_5_hrs,M_55_64_Ud_wk_5_14_hrs,M_55_64_Ud_wk_15_29_hrs,M_55_64_Ud_wk_30h_more,M_55_64_no_Ud_wk,M_55_64_Ud_wk_ns,M_55_64_OS_v,M_55_64_yr_Tot,M_65_74_Ud_wk_L_5_hrs,M_65_74_Ud_wk_5_14_hrs,M_65_74_Ud_wk_15_29_hrs,M_65_74_Ud_wk_30h_more,M_65_74_no_Ud_wk,M_65_74_Ud_wk_ns,M_65_74_OS_v,M_65_74_yr_Tot,M_75_84_Ud_wk_L_5_hrs,M_75_84_Ud_wk_5_14_hrs,M_75_84_Ud_wk_15_29_hrs,M_75_84_Ud_wk_30h_more,M_75_84_no_Ud_wk,M_75_84_Ud_wk_ns,M_75_84_OS_v,M_75_84_yr_Tot,M_85ov_Ud_wk_L_5_h,M_85ov_Ud_wk_5_14_h,M_85ov_Ud_wk_15_29_h,M_85ov_Ud_wk_30h_more,M_85ov_no_Ud_wk,M_85ov_Ud_wk_ns,M_85ov_OS_v,M_85_yr_over_Tot,M_Tot_Ud_wk_L_5_hrs,M_Tot_Ud_wk_5_14_hrs,M_Tot_Ud_wk_15_29_hrs,M_Tot_Ud_wk_30h_more,M_Tot_no_Ud_wk,M_Tot_Ud_wk_ns,M_Total_OS_v,M_Tot_Tot,F_15_19_Ud_wk_L_5_hrs,F_15_19_Ud_wk_5_14_hrs,F_15_19_Ud_wk_15_29_hrs,F_15_19_Ud_wk_30h_more,F_15_19_no_Ud_wk,F_15_19_Ud_wk_ns,F_15_19_OS_v,F_15_19_yr_Tot,F_20_24_Ud_wk_L_5_hrs,F_20_24_Ud_wk_5_14_hrs,F_20_24_Ud_wk_15_29_hrs,F_20_24_Ud_wk_30h_more,F_20_24_no_Ud_wk,F_20_24_Ud_wk_ns,F_20_24_OS_v,F_20_24_yr_Tot,F_25_34_Ud_wk_L_5_hrs,F_25_34_Ud_wk_5_14_hrs,F_25_34_Ud_wk_15_29_hrs,F_25_34_Ud_wk_30h_more,F_25_34_no_Ud_wk,F_25_34_Ud_wk_ns,F_25_34_OS_v,F_25_34_yr_Tot,F_35_44_Ud_wk_L_5_hrs,F_35_44_Ud_wk_5_14_hrs,F_35_44_Ud_wk_15_29_hrs,F_35_44_Ud_wk_30h_more,F_35_44_no_Ud_wk,F_35_44_Ud_wk_ns,F_35_44_OS_v,F_35_44_yr_Tot,F_45_54_Ud_wk_L_5_hrs,F_45_54_Ud_wk_5_14_hrs,F_45_54_Ud_wk_15_29_hrs,F_45_54_Ud_wk_30h_more,F_45_54_no_Ud_wk,F_45_54_Ud_wk_ns,F_45_54_OS_v,F_45_54_yr_Tot,F_55_64_Ud_wk_L_5_hrs,F_55_64_Ud_wk_5_14_hrs,F_55_64_Ud_wk_15_29_hrs,F_55_64_Ud_wk_30h_more,F_55_64_no_Ud_wk,F_55_64_Ud_wk_ns,F_55_64_OS_v,F_55_64_yr_Tot,F_65_74_Ud_wk_L_5_hrs,F_65_74_Ud_wk_5_14_hrs,F_65_74_Ud_wk_15_29_hrs,F_65_74_Ud_wk_30h_more,F_65_74_no_Ud_wk,F_65_74_Ud_wk_ns,F_65_74_OS_v,F_65_74_yr_Tot,F_75_84_Ud_wk_L_5_hrs,F_75_84_Ud_wk_5_14_hrs,F_75_84_Ud_wk_15_29_hrs,F_75_84_Ud_wk_30h_more,F_75_84_no_Ud_wk,F_75_84_Ud_wk_ns,F_75_84_OS_v,F_75_84_yr_Tot,F_85ov_Ud_wk_L_5_h,F_85ov_Ud_wk_5_14_h,F_85ov_Ud_wk_15_29_h,F_85ov_Ud_wk_30h_more,F_85ov_no_Ud_wk,F_85ov_Ud_wk_ns,F_85ov_OS_v,F_85_yr_over_Tot,F_Tot_Ud_wk_L_5_hrs,F_Tot_Ud_wk_5_14_hrs,F_Tot_Ud_wk_15_29_hrs,F_Tot_Ud_wk_30h_more,F_Tot_no_Ud_wk,F_Tot_Ud_wk_ns,F_Total_OS_v,F_Tot_Tot,P_15_19_Ud_wk_L_5_hrs,P_15_19_Ud_wk_5_14_hrs,P_15_19_Ud_wk_15_29_hrs,P_15_19_Ud_wk_30h_more,P_15_19_no_Ud_wk,P_15_19_Ud_wk_ns,P_15_19_OS_v,P_15_19_yr_Tot,P_20_24_Ud_wk_L_5_hrs,P_20_24_Ud_wk_5_14_hrs,P_20_24_Ud_wk_15_29_hrs,P_20_24_Ud_wk_30h_more,P_20_24_no_Ud_wk,P_20_24_Ud_wk_ns,P_20_24_OS_v,P_20_24_yr_Tot,P_25_34_Ud_wk_L_5_hrs,P_25_34_Ud_wk_5_14_hrs,P_25_34_Ud_wk_15_29_hrs,P_25_34_Ud_wk_30h_more,P_25_34_no_Ud_wk,P_25_34_Ud_wk_ns,P_25_34_OS_v,P_25_34_yr_Tot,P_35_44_Ud_wk_L_5_hrs,P_35_44_Ud_wk_5_14_hrs,P_35_44_Ud_wk_15_29_hrs,P_35_44_Ud_wk_30h_more,P_35_44_no_Ud_wk,P_35_44_Ud_wk_ns,P_35_44_OS_v,P_35_44_yr_Tot,P_45_54_Ud_wk_L_5_hrs,P_45_54_Ud_wk_5_14_hrs,P_45_54_Ud_wk_15_29_hrs,P_45_54_Ud_wk_30h_more,P_45_54_no_Ud_wk,P_45_54_Ud_wk_ns,P_45_54_OS_v,P_45_54_yr_Tot
5124708,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,8,0,5,0,0,0,3,0,15,4,7,0,0,0,0,0,22,8,3,3,0,3,0,0,16,0,3,0,0,7,4,0,16,3,9,0,0,7,0,0,18,0,0,0,3,4,5,0,6,0,0,0,0,0,3,0,4,21,34,8,6,26,20,0,113,0,0,0,0,0,3,0,3,0,3,4,0,0,0,0,11,0,8,0,3,0,0,0,20,0,9,3,3,0,0,0,15,0,8,0,3,4,0,0,16,0,3,9,3,3,0,0,12,0,3,3,0,9,0,0,14,0,3,0,0,8,5,0,17,0,3,0,0,0,3,0,7,9,30,21,12,24,19,0,117,3,0,0,0,0,3,0,7,7,6,4,0,3,3,0,23,5,13,4,3,3,3,0,30,5,17,3,3,0,4,0,32,8,11,8,8,5,7,0,40
5124709,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,6,3,0,3,0,0,0,16,5,12,0,0,0,0,0,21,11,7,0,0,9,3,0,26,11,3,0,0,4,3,0,21,4,7,3,0,5,0,0,16,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,49,36,5,8,19,7,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,10,0,4,5,9,0,3,0,25,0,9,4,4,4,0,0,25,0,0,10,5,0,0,0,21,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,26,26,35,6,7,0,93,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,9,6,11,3,4,3,0,0,28,5,18,5,9,0,4,0,45,11,13,4,6,6,3,0,53
5124710,5,0,0,0,5,0,0,8,4,3,0,0,0,0,0,8,7,4,3,0,4,0,0,24,0,3,0,3,3,0,0,10,7,10,3,0,9,0,0,27,6,4,0,0,3,0,0,15,3,8,3,0,7,3,0,21,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,3,27,29,7,6,29,10,0,114,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,7,3,4,3,4,0,0,0,17,0,0,4,10,0,0,0,15,0,8,8,6,4,0,0,24,0,8,3,3,4,0,0,16,0,3,0,3,3,3,0,10,3,4,0,0,0,0,0,13,0,0,0,0,3,0,0,3,10,31,19,28,18,6,0,111,3,5,0,0,11,0,0,19,4,3,0,0,3,0,0,10,10,11,8,4,4,0,0,37,5,3,4,13,0,0,0,25,7,13,8,6,13,0,0,48
5124711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,12,10,4,0,0,0,4,0,23,4,3,3,4,3,5,0,27,3,9,0,0,9,8,0,25,0,3,3,0,6,0,0,13,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,23,32,10,5,17,26,3,110,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,6,0,0,0,6,0,0,5,7,0,4,0,18,0,3,3,3,0,0,0,13,0,3,3,6,0,0,0,11,0,0,0,6,3,0,0,16,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,3,11,16,28,5,10,0,79,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,3,9,3,6,0,3,3,24,10,4,5,7,0,10,0,35,4,9,10,6,3,7,0,35
5124712,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,8,3,0,0,0,0,0,11,7,6,0,0,0,0,0,13,11,4,0,0,4,0,0,16,10,3,0,0,0,0,0,17,6,3,3,0,3,4,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,35,20,7,3,13,4,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,13,0,3,0,6,0,0,0,10,0,10,3,4,0,0,0,21,0,3,3,0,0,0,0,9,0,0,3,0,0,5,0,6,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,5,19,23,9,6,6,3,67,3,0,0,0,0,0,0,3,3,0,0,0,3,0,0,7,9,5,5,0,0,0,0,18,7,8,0,6,3,0,0,21,11,11,5,4,4,0,0,38
5124713,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,18,8,0,3,0,0,0,0,19,8,3,0,0,0,6,0,17,10,0,0,0,3,0,0,9,6,0,0,0,3,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,45,14,3,0,13,9,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,12,0,6,3,8,0,0,0,10,0,5,5,4,0,4,0,15,0,0,0,3,0,0,0,4,0,0,0,6,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,10,23,6,3,0,54,3,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,5,10,0,3,3,0,0,25,10,6,6,8,0,0,0,27,12,11,5,3,0,8,0,35
5124714,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,16,17,13,6,4,22,13,0,73,13,24,5,3,20,14,0,65,11,21,4,0,12,14,0,56,10,5,4,0,15,13,0,49,7,3,0,0,6,6,0,24,0,4,0,0,7,3,0,14,0,0,0,0,0,0,0,0,56,74,11,6,84,59,4,300,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,3,5,3,3,0,0,0,19,0,4,3,10,0,3,0,18,3,0,7,3,4,3,0,15,0,4,7,5,4,7,0,22,0,5,3,0,0,0,0,11,0,3,0,3,3,0,0,10,0,0,0,0,0,0,0,0,11,24,20,22,17,15,0,104,0,0,0,0,0,0,0,0,6,0,0,0,6,4,7,18,15,19,11,3,26,14,0,87,16,27,5,8,16,16,0,89,10,22,10,3,13,14,0,76
5124715,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,3,0,0,0,0,0,11,3,3,0,0,0,4,0,15,3,3,5,0,0,0,0,10,3,7,3,3,3,3,0,23,3,3,0,0,3,3,0,16,0,0,0,0,7,4,0,14,0,0,0,0,0,0,0,0,21,22,8,5,18,17,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,3,7,4,0,0,14,0,6,3,3,0,3,0,15,0,0,3,4,0,0,0,9,0,9,3,3,0,5,0,25,3,4,0,0,5,3,0,12,0,5,0,0,3,5,0,9,0,0,0,0,0,0,0,0,4,27,14,16,16,13,0,90,3,0,0,0,0,0,0,3,0,3,0,0,0,3,0,4,7,11,3,7,4,0,0,24,3,6,4,3,3,6,0,24,7,3,8,4,0,0,0,19
5124716,0,0,0,0,0,3,0,7,3,3,0,0,4,0,0,12,16,14,3,0,4,3,0,39,13,14,3,0,0,5,0,33,15,8,3,0,4,3,0,29,20,7,0,0,4,10,0,38,0,4,0,3,7,4,0,28,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,69,46,10,9,26,35,0,197,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,3,7,0,20,0,4,0,34,0,4,8,13,0,4,3,32,4,7,11,9,0,7,0,30,0,5,11,10,3,8,0,33,0,0,0,7,3,4,0,11,0,0,3,3,3,3,0,6,0,0,0,0,0,0,0,0,12,33,32,53,10,25,7,164,0,0,0,0,0,4,0,6,9,4,0,0,4,0,0,19,16,19,4,20,4,3,0,75,11,18,13,10,0,10,3,68,19,15,9,9,4,6,0,64
5124717,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,3,0,0,4,0,0,11,4,5,0,3,5,0,0,16,4,3,3,0,3,0,0,18,8,3,0,0,7,0,0,18,0,0,0,0,8,0,0,13,0,0,0,0,3,0,0,4,0,0,0,0,4,0,0,3,26,22,4,5,32,3,3,92,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,6,0,7,0,0,15,0,3,4,0,0,4,0,20,0,3,9,3,0,0,0,19,3,4,0,6,3,0,3,19,0,0,0,0,6,0,0,6,0,4,0,0,3,0,0,5,0,0,0,0,3,0,0,5,13,18,20,10,20,8,7,90,3,3,0,0,3,3,0,7,0,0,0,0,0,0,0,7,11,7,6,0,5,0,0,24,7,6,4,3,7,4,0,32,9,8,6,3,3,0,0,33
5124718,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,3,0,0,0,3,0,13,9,4,0,0,0,0,0,15,3,10,0,3,5,0,0,17,7,4,0,0,14,0,0,25,5,3,0,0,3,3,0,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,37,25,0,3,26,6,0,96,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,3,3,3,0,0,0,12,0,0,3,3,0,0,0,9,0,7,3,0,0,0,0,15,0,8,7,5,4,4,0,27,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,15,22,20,4,6,0,75,5,0,0,0,0,0,0,3,0,3,0,0,0,0,3,8,6,6,3,3,0,4,0,28,12,3,3,3,3,0,0,24,3,14,3,3,4,0,0,35
5124801,7,0,0,0,0,3,0,7,3,0,0,0,0,0,0,4,3,6,0,4,3,0,0,16,5,6,0,0,3,3,0,18,6,4,6,0,11,10,0,36,0,17,3,0,4,3,0,25,5,6,5,0,6,3,0,23,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,29,42,18,11,30,25,0,150,3,0,0,0,0,4,0,8,3,6,0,0,0,0,0,4,3,4,5,5,0,3,0,16,0,0,3,9,0,6,0,19,0,13,7,3,3,8,0,35,0,3,10,3,6,0,0,24,3,3,4,9,0,7,0,19,0,0,0,0,3,0,0,8,0,0,0,3,0,0,0,7,10,35,24,28,12,23,0,142,6,3,0,0,0,7,0,14,3,5,0,0,0,0,0,15,10,10,3,5,3,3,0,33,5,5,6,9,6,8,0,36,8,19,14,5,11,17,0,77
5124802,3,0,0,0,6,0,0,6,0,0,0,0,4,0,0,11,0,5,0,3,6,3,0,27,5,13,3,0,7,3,0,29,15,11,4,3,3,0,0,40,13,4,3,4,5,0,0,34,3,0,3,0,6,3,0,17,0,5,0,0,4,3,0,11,0,0,0,0,0,0,0,0,44,49,14,9,43,14,0,166,3,0,0,0,0,0,0,3,3,0,0,0,3,0,0,11,0,3,3,10,0,3,0,22,3,13,13,9,4,4,0,39,0,6,10,7,3,5,0,38,0,11,3,8,3,4,0,30,0,4,4,3,3,3,0,20,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,9,41,36,45,14,19,3,166,9,0,0,0,6,0,0,13,3,3,0,0,5,3,0,20,0,9,3,13,4,11,0,48,5,28,16,11,5,8,0,73,12,23,12,12,6,4,0,72
5124803,9,0,0,0,5,0,0,9,10,0,0,0,5,0,0,13,10,15,0,0,8,5,0,37,11,10,6,0,9,3,0,36,4,14,0,3,3,3,0,32,16,6,3,0,8,4,0,30,0,3,4,3,0,3,0,13,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,58,44,11,4,44,21,0,184,4,4,0,0,3,0,0,9,7,9,0,3,0,0,0,19,6,7,4,15,0,0,0,38,5,9,9,3,6,3,0,37,3,9,10,3,5,4,0,39,3,5,7,7,3,3,0,35,0,3,0,3,0,3,0,13,0,0,0,0,3,0,0,8,0,0,0,0,3,0,0,4,27,48,28,38,36,18,0,196,13,4,0,0,7,0,0,22,16,7,3,3,6,0,0,36,15,16,6,16,13,8,0,70,17,24,12,3,11,7,0,73,6,21,6,10,11,9,0,69
5124804,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,12,3,4,3,0,0,3,0,18,3,3,0,0,7,0,0,15,5,4,0,3,4,3,0,18,0,4,4,0,3,3,0,10,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,18,29,7,6,15,10,0,87,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,3,6,0,4,0,0,0,8,0,3,0,3,0,0,0,11,0,5,4,3,3,3,0,19,0,7,9,7,0,0,0,22,3,3,0,4,3,0,0,11,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,22,15,12,16,3,0,74,3,0,0,0,3,0,0,12,3,0,0,0,0,0,0,3,5,9,0,5,0,0,0,23,4,11,4,3,3,3,0,30,3,13,5,3,7,3,0,33
5124806,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,10,0,0,0,0,0,0,10,3,5,0,0,0,3,0,15,0,3,0,0,3,0,0,8,0,3,0,3,3,3,0,17,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,19,13,4,0,10,12,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,4,4,0,0,0,10,0,0,3,3,0,0,0,5,0,3,0,0,0,0,0,6,0,0,0,3,0,3,0,8,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,5,8,5,12,6,8,0,44,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,7,0,9,8,3,4,4,0,5,0,26,6,3,5,7,0,6,0,24
5124807,10,6,0,0,8,3,0,29,15,0,0,0,3,0,0,19,7,7,0,0,7,3,0,19,3,9,0,0,4,3,0,17,5,14,4,0,3,4,0,28,3,13,3,0,5,3,0,28,3,7,5,0,7,7,0,26,0,3,0,0,4,3,0,7,0,0,0,0,0,0,0,0,47,51,12,0,37,27,0,179,7,0,0,0,0,0,0,7,3,4,0,0,5,0,0,12,4,3,3,0,0,4,0,13,0,9,6,13,0,0,0,30,3,0,7,8,3,7,0,29,3,10,10,3,3,3,0,31,0,7,6,3,0,0,0,16,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,24,33,29,25,15,18,0,150,16,4,0,0,8,3,0,33,15,4,0,0,9,5,0,33,12,10,3,0,6,6,0,31,4,12,4,13,7,0,0,46,12,18,13,11,4,9,0,61
5124808,0,0,0,0,0,0,0,0,6,7,3,0,12,3,0,32,46,33,11,3,40,15,0,144,27,40,15,9,39,10,0,131,30,33,7,5,45,16,0,136,19,15,3,3,16,11,0,69,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,125,35,11,151,54,0,509,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,11,10,5,5,0,3,3,0,29,8,6,5,0,4,0,0,18,5,5,7,0,6,0,0,19,0,4,0,0,3,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,28,12,8,17,12,0,96,0,0,0,0,0,0,0,3,6,8,3,0,15,3,0,36,50,40,14,5,39,20,0,166,33,44,19,7,43,15,0,153,30,39,15,3,47,20,0,154
5124809,0,0,0,0,3,3,0,10,3,3,0,0,3,0,0,9,3,5,3,0,3,3,0,16,4,9,0,3,6,0,0,23,10,5,0,4,3,8,0,34,3,7,3,3,4,0,0,30,0,6,6,9,3,3,0,25,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,3,30,44,21,22,29,18,0,150,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,5,7,6,3,0,3,0,26,0,7,6,13,4,3,0,29,0,18,7,10,3,5,0,38,0,4,3,7,4,0,0,25,0,5,0,9,0,3,0,20,3,0,0,3,0,7,0,9,0,0,0,0,0,0,0,0,9,40,29,42,10,16,0,150,7,3,0,0,3,3,0,15,3,3,3,0,3,0,0,12,7,10,9,3,3,7,0,42,9,13,4,12,7,4,0,55,13,20,7,11,8,9,0,68
5124901,3,3,0,0,3,0,0,13,3,0,0,0,3,0,0,7,4,0,0,0,4,0,0,8,3,7,3,0,4,0,0,19,0,9,0,3,7,0,0,16,3,0,0,0,5,3,0,8,4,3,0,0,3,0,0,5,0,0,3,3,0,3,0,10,0,0,0,0,0,0,0,3,15,24,13,10,25,10,0,94,4,3,0,0,0,3,0,7,0,0,0,0,0,0,0,5,0,5,3,0,0,0,0,15,0,0,4,5,0,0,0,17,4,3,3,0,5,3,0,20,0,3,3,3,3,0,0,10,0,9,0,5,3,0,0,18,0,4,0,3,0,0,0,6,0,0,0,0,0,0,0,3,7,27,20,22,12,7,0,96,4,7,3,0,0,0,0,19,3,0,0,0,4,0,0,11,4,9,4,4,5,0,0,23,3,15,12,3,8,0,0,33,4,13,7,3,12,3,0,32
5124902,6,0,0,0,0,5,0,7,4,3,0,0,3,0,0,18,0,10,0,0,6,3,0,25,9,3,0,0,3,0,0,11,4,7,0,0,4,0,0,20,3,4,3,0,7,0,0,24,3,10,3,3,7,3,0,25,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,32,35,11,6,37,17,3,144,7,0,0,0,0,4,0,11,10,3,0,0,0,0,0,12,0,6,0,8,6,0,3,23,3,12,7,3,0,0,0,23,3,12,4,0,0,3,0,24,0,12,9,12,8,7,0,41,0,4,0,11,3,3,0,18,0,0,0,5,6,0,0,14,3,0,0,0,5,0,0,3,25,46,16,30,26,19,3,175,8,3,0,0,3,6,0,25,13,6,3,0,5,3,0,31,3,17,3,8,14,6,3,46,12,13,8,3,6,3,0,36,8,17,3,0,3,8,0,41
5124903,12,5,0,0,20,23,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,5,3,0,4,3,0,14,3,9,0,3,0,3,0,17,0,3,0,0,3,4,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,27,19,7,6,30,40,0,124,8,3,0,3,9,11,0,33,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,6,3,7,6,3,0,3,0,19,0,8,0,5,0,0,0,16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,15,19,8,18,13,22,0,87,24,9,0,0,31,36,0,104,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,12,0,0,3,3,0,3,0,12,3,5,9,7,5,7,0,38
5124904,3,0,0,0,3,0,0,7,3,0,0,0,0,0,0,3,5,0,0,0,0,0,0,5,7,7,0,0,0,0,0,16,11,11,0,3,6,0,0,21,4,5,3,0,4,0,0,17,6,3,0,0,4,0,0,14,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,33,31,9,3,16,4,3,95,5,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,0,3,5,4,0,0,0,16,0,10,6,3,0,0,0,15,4,3,3,3,3,3,0,18,0,3,4,11,0,0,0,18,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,11,22,24,24,10,10,0,91,3,0,0,0,0,3,0,17,3,0,0,0,0,0,0,9,3,4,0,3,0,0,0,16,8,7,12,4,0,0,0,32,11,18,7,3,6,0,0,39
5124905,3,0,0,0,11,9,0,24,5,7,0,3,5,4,0,21,14,9,4,3,7,10,0,49,8,8,3,0,9,0,0,29,5,11,0,0,4,6,0,26,7,13,4,3,4,4,0,32,8,0,0,3,4,0,3,19,0,6,0,0,0,0,0,15,0,0,0,0,0,3,0,3,54,47,12,21,50,30,3,215,15,0,0,0,8,6,0,32,3,5,0,0,0,4,0,18,0,12,13,8,7,8,3,43,0,20,3,5,3,4,0,35,5,9,3,6,7,5,0,38,4,10,14,12,0,9,0,45,6,5,3,3,11,9,0,32,0,0,3,3,5,3,0,16,5,0,0,0,3,0,0,3,37,62,35,39,42,42,3,269,19,3,0,0,23,12,0,56,9,10,0,3,5,7,0,43,15,23,11,14,15,14,3,94,8,25,7,3,16,5,0,65,9,23,3,9,9,8,0,63
5124906,5,0,0,0,0,3,0,7,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,5,7,0,0,0,0,0,18,3,0,0,0,3,0,0,9,3,3,0,0,0,3,0,8,3,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,29,20,4,6,11,6,0,65,4,3,0,0,0,3,0,12,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,6,0,6,3,6,0,4,0,16,0,0,3,0,0,0,0,8,0,3,0,3,0,0,0,10,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,8,24,11,18,0,7,0,65,8,4,0,0,0,5,0,19,3,3,0,0,0,0,0,9,5,0,5,0,0,0,0,11,4,4,3,0,0,0,0,15,5,15,3,6,0,4,0,38
5124907,4,0,0,0,0,0,0,5,3,0,0,0,0,0,0,4,5,3,0,0,0,0,0,7,4,3,4,0,0,0,0,10,3,10,4,0,0,0,0,16,3,10,0,0,3,3,0,19,0,3,0,0,3,3,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,17,27,9,3,12,9,0,75,5,0,0,0,0,0,0,7,6,0,0,0,0,0,0,6,0,6,0,3,0,0,0,11,0,3,3,3,0,0,0,11,0,6,3,0,0,0,0,14,0,0,0,5,0,0,0,8,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,13,18,14,4,3,0,67,9,0,0,0,0,0,0,9,11,0,0,0,0,0,0,13,5,9,0,3,0,0,0,17,4,3,8,5,0,0,0,22,4,17,5,0,0,3,0,34
