SA1_7DIGITCODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
5114413,0,0,4,50,41,93,0,0,0,0,0,3,0,0,0,21,29,54,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,3,3,3,7,13,16,27,0,0,0,0,3,0,4,3,9,11,15,25,0,0,0,105,117,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,63,137,0,0,0,0,0,0,75,62,136,20,16,37,0,0,0,199,197,395
5114501,0,3,3,12,20,30,0,0,0,0,0,0,0,0,0,29,26,56,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,3,3,3,3,8,9,0,0,0,0,3,8,0,0,0,0,0,0,10,4,19,3,0,6,0,0,0,60,71,127,5,4,10,3,3,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,48,44,90,3,0,3,0,0,0,53,44,89,12,11,21,3,0,4,136,135,268
5114502,8,13,20,31,61,89,0,0,0,4,3,7,0,0,0,40,67,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,4,7,6,11,0,0,0,0,0,0,3,12,13,6,8,14,0,0,0,100,165,267,6,9,16,10,6,17,0,0,0,0,0,0,0,3,3,0,5,4,4,3,5,104,98,203,0,0,0,0,3,3,104,103,205,51,32,76,10,6,13,289,337,620
5114503,8,4,15,14,17,32,0,0,0,0,0,3,0,0,0,31,43,76,0,4,4,4,0,7,0,0,0,0,0,0,0,0,3,0,0,0,3,3,5,0,0,0,3,0,9,0,0,0,0,0,0,6,9,8,6,7,10,0,0,0,66,89,158,15,9,16,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,65,131,3,0,0,0,0,0,61,71,134,14,19,34,0,0,5,169,192,366
5114504,3,9,8,38,49,80,0,0,0,0,0,4,3,4,3,44,57,102,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,3,3,7,0,0,0,0,0,0,8,16,27,6,9,16,0,0,3,107,140,252,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,73,161,3,0,3,0,0,0,86,75,161,16,20,33,3,0,3,222,245,466
5114505,6,6,13,35,47,81,0,0,0,0,4,11,0,0,0,42,72,119,0,0,0,7,3,12,3,4,8,0,3,7,0,0,0,0,0,0,0,0,0,0,3,5,3,7,14,0,0,3,0,0,0,13,17,32,0,4,6,0,0,0,111,183,288,5,3,9,21,20,40,0,0,0,0,0,0,0,0,0,3,0,7,3,0,7,123,94,213,0,0,0,0,0,0,123,92,212,33,34,70,0,3,7,295,355,647
5114506,9,11,13,23,36,56,0,0,0,3,0,4,0,0,0,52,60,110,0,0,0,5,4,12,3,3,4,0,0,0,0,0,3,0,0,0,0,4,3,5,3,8,3,11,12,0,0,0,0,0,0,5,9,14,5,6,16,0,0,0,102,146,247,10,4,13,7,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,64,152,0,0,0,0,0,0,86,70,155,18,21,39,0,6,8,228,255,488
5114507,3,7,10,19,25,41,0,0,0,0,0,0,0,0,0,25,32,58,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,0,0,0,0,4,0,3,3,10,8,0,0,0,0,0,0,9,6,15,3,4,9,0,3,5,68,80,152,4,3,5,8,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,58,105,0,0,0,3,0,3,53,56,107,29,33,63,0,0,0,167,194,358
5114508,9,8,13,47,52,99,0,0,0,0,3,3,0,0,0,49,75,120,0,0,0,10,5,17,0,0,0,0,0,3,0,4,4,0,0,0,0,3,3,4,3,8,5,3,10,0,0,0,0,0,0,8,12,23,12,7,22,0,0,3,126,174,296,0,0,0,12,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,94,203,3,0,3,0,0,0,106,98,206,32,26,59,6,4,9,281,316,601
5114509,3,6,10,30,36,65,0,0,0,0,3,3,0,0,0,35,41,70,0,0,0,4,5,10,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,4,7,11,0,3,0,0,0,0,84,100,181,0,0,0,9,4,12,0,0,0,0,0,0,0,0,0,0,3,8,0,3,8,77,57,135,0,0,0,0,0,0,77,59,136,30,20,49,5,6,10,214,192,400
5114510,0,3,8,27,35,63,0,0,0,3,4,9,0,0,0,62,61,122,0,3,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,4,0,0,0,3,3,7,0,0,0,0,0,0,9,18,25,12,7,20,0,0,0,122,137,258,5,6,14,10,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,93,183,0,0,0,0,0,0,90,93,181,23,23,51,5,9,7,251,276,532
5114511,3,10,9,41,41,87,0,0,0,0,0,0,0,0,0,37,51,91,3,0,3,5,7,6,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,8,11,14,3,12,16,0,0,0,107,133,243,4,0,6,10,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,79,172,3,0,3,0,3,4,93,79,172,17,12,33,3,3,3,241,249,485
5114512,3,6,6,15,26,48,0,0,0,0,3,3,0,0,0,29,24,53,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,5,3,7,0,0,0,0,0,0,4,3,7,8,5,10,0,0,0,60,77,142,3,5,8,8,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,57,124,0,0,0,0,0,0,66,62,124,18,10,24,3,0,6,161,157,321
5114513,7,10,21,32,37,65,0,0,0,0,3,3,0,0,0,39,66,111,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9,3,10,3,4,11,0,0,0,85,121,210,0,3,5,3,3,10,0,0,4,0,0,0,0,3,6,0,0,0,0,3,6,74,72,149,3,0,3,0,0,0,81,72,153,18,10,30,0,4,5,205,235,436
5114514,9,10,17,20,29,55,0,0,0,4,7,9,0,0,0,48,61,117,0,0,0,4,0,4,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,9,16,6,8,9,0,0,0,92,130,226,0,7,7,4,6,12,0,0,0,0,0,0,0,3,7,0,0,0,0,4,6,91,87,177,0,0,4,0,0,0,94,93,185,15,30,45,3,4,11,226,273,498
5114515,8,19,27,18,36,58,0,0,0,3,11,8,0,0,0,34,49,85,3,0,3,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,4,4,3,0,3,4,3,0,3,0,0,0,0,0,0,5,6,8,4,4,9,0,0,0,75,120,197,4,4,8,5,3,10,0,0,0,0,0,0,3,4,5,0,0,3,3,3,9,110,94,206,0,0,0,3,0,4,114,98,209,20,26,48,0,0,3,234,276,510
5114516,0,0,0,16,55,71,0,0,0,0,5,10,0,0,0,8,39,46,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,11,16,0,3,3,0,3,3,30,127,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,60,68,0,0,0,0,0,0,11,58,73,3,12,17,0,5,5,44,203,250
5114517,3,9,10,29,37,63,0,0,0,3,6,8,0,0,0,55,61,111,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,3,7,0,0,0,0,0,0,3,13,17,0,3,3,0,0,0,97,129,225,5,4,6,4,6,18,0,0,0,0,0,0,4,3,4,0,0,0,4,3,7,83,91,174,0,3,3,0,0,0,83,90,175,16,29,45,0,6,8,216,279,493
5114518,6,9,9,21,32,51,0,0,0,0,0,3,0,0,0,45,85,126,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6,0,0,0,0,0,0,8,12,16,4,10,12,0,0,0,87,142,230,8,8,21,5,12,11,3,0,6,0,0,0,3,0,8,0,0,0,9,0,9,80,77,157,0,0,0,0,3,3,80,79,158,31,40,72,7,3,10,234,291,528
5114519,8,13,22,24,34,58,0,0,0,3,0,8,0,0,0,43,56,95,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,3,0,3,3,0,0,0,0,0,0,3,0,3,3,5,9,0,0,0,80,114,195,0,0,3,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,80,163,0,0,0,0,0,0,87,80,163,28,22,46,0,0,0,212,235,446
5114520,7,6,15,19,26,41,0,0,0,3,0,4,0,0,0,32,49,79,0,0,3,3,6,5,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,5,5,3,4,8,0,0,0,0,0,0,12,22,30,6,5,16,0,0,0,86,115,197,6,3,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,72,137,0,0,0,0,0,0,69,75,144,25,58,86,0,3,4,189,257,450
5114521,0,11,10,26,26,54,0,0,0,11,3,14,0,0,0,31,49,87,0,3,3,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,8,9,11,0,0,0,0,4,4,9,6,15,5,8,16,0,0,0,93,128,217,0,0,0,6,8,12,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,89,80,169,3,0,4,0,0,0,91,80,176,21,16,41,0,0,0,217,247,465
5114522,8,12,19,20,35,57,0,0,0,0,7,9,0,0,0,30,44,76,0,0,0,3,0,8,0,3,3,0,0,0,8,3,8,0,0,3,0,0,0,0,0,3,9,7,16,0,0,0,0,0,0,5,11,15,11,16,21,0,0,0,90,126,220,3,3,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,66,134,6,4,11,0,0,0,72,66,138,17,19,34,3,6,8,201,235,432
5114523,3,10,12,43,44,88,0,0,0,3,3,4,0,0,0,64,71,130,0,3,3,3,4,11,0,0,0,0,4,6,0,0,0,0,0,3,0,0,0,0,0,0,8,8,14,0,0,0,0,3,3,5,4,16,8,12,22,0,0,0,138,157,298,3,3,8,4,7,17,0,0,0,0,0,3,0,0,0,0,0,3,4,3,3,106,92,202,0,0,3,0,0,0,113,92,201,46,44,86,11,9,20,319,328,654
5114524,7,10,14,14,21,39,0,0,0,7,7,7,0,0,0,39,51,95,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,5,0,0,0,0,0,0,0,11,10,4,6,9,0,0,0,78,106,180,4,8,15,3,6,7,0,0,0,0,0,0,0,0,0,3,3,8,3,3,8,88,92,174,0,0,3,0,0,0,89,93,178,30,34,63,3,7,9,214,261,477
5114525,13,16,26,23,32,57,0,0,0,0,5,5,0,0,0,37,49,86,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,5,4,9,7,6,16,0,0,0,0,0,0,8,7,13,7,15,20,0,0,0,95,128,219,4,7,14,8,9,12,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,77,82,157,3,4,7,0,0,0,73,87,161,33,40,72,0,4,9,228,290,524
5114526,10,9,17,15,25,40,0,0,0,4,8,15,0,0,0,37,54,88,0,0,0,0,0,7,3,0,6,0,0,0,0,0,0,3,0,4,9,3,9,0,0,0,6,5,8,0,0,0,0,0,0,6,6,15,14,8,18,0,0,3,92,120,207,3,0,3,5,0,6,0,0,0,0,0,0,3,0,4,0,5,3,3,3,10,75,69,143,0,0,0,0,0,0,77,68,143,29,34,69,0,0,0,215,240,455
5114527,0,5,8,25,35,60,0,0,0,3,0,3,0,0,0,44,56,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,8,11,0,3,3,0,0,0,10,10,23,12,13,25,0,0,0,97,129,227,0,0,4,4,9,12,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,66,61,120,0,0,0,0,0,0,66,61,120,20,29,52,3,3,3,192,238,429
5114528,0,3,8,10,19,32,0,0,0,0,0,0,0,0,0,62,52,115,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,0,0,0,0,0,0,3,3,10,3,5,11,0,0,0,92,102,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,57,139,0,0,0,0,0,0,78,60,140,15,15,31,3,3,4,196,185,376
5114529,0,3,5,11,16,29,0,0,0,4,0,3,0,0,0,46,53,100,0,0,0,0,0,5,0,0,0,0,0,0,0,3,3,0,0,5,3,0,0,0,0,0,7,3,6,0,0,0,0,0,0,7,7,15,8,14,23,0,0,0,93,105,198,4,0,3,11,4,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,53,33,84,0,0,0,3,3,3,52,40,90,22,7,27,0,0,3,182,169,350
5114530,11,17,32,15,35,46,0,0,0,9,7,11,0,0,0,80,82,159,0,0,3,3,5,4,0,3,4,0,0,0,0,3,3,0,0,0,0,0,3,4,3,7,9,4,19,0,0,0,0,0,0,0,5,8,4,9,14,0,0,0,126,160,286,12,12,23,10,9,17,0,0,5,0,0,0,5,3,6,0,3,4,5,4,6,123,109,233,3,3,7,0,0,0,127,114,235,30,19,51,4,3,6,321,343,662
5114531,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,24,0,0,0,9,26,35
5114601,5,14,24,8,15,23,0,0,0,3,4,3,0,0,3,55,47,96,0,0,0,8,4,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,3,10,3,5,6,0,0,0,0,0,0,4,10,11,7,10,14,0,0,0,99,90,184,5,4,10,6,8,16,0,0,0,0,0,0,0,0,0,0,4,3,0,4,3,40,46,85,0,0,0,0,0,0,42,46,86,11,9,25,4,11,16,182,177,356
5114602,35,40,78,21,8,27,0,0,0,4,6,8,0,0,0,49,43,89,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,5,10,4,3,6,0,0,0,0,0,0,5,10,14,10,5,17,0,0,0,94,88,177,16,7,21,29,21,42,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,69,47,116,0,0,0,0,0,0,69,47,116,14,10,26,8,4,15,271,215,486
5114603,8,13,23,11,8,13,0,0,0,3,0,3,0,0,3,53,42,93,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,0,4,4,0,0,0,0,0,0,7,6,17,11,8,16,0,0,3,81,73,154,0,0,0,14,10,27,0,0,0,0,0,0,0,0,0,0,5,10,0,5,10,49,50,105,0,0,0,0,0,0,49,52,108,13,18,31,3,3,12,173,175,355
5114604,7,19,23,17,21,40,0,0,0,12,6,19,0,0,0,54,69,122,0,0,0,0,0,0,3,3,6,3,9,8,0,0,0,0,0,3,3,3,3,3,0,3,5,3,6,0,0,0,0,0,0,3,8,20,21,10,30,0,0,0,122,131,252,8,3,10,20,18,44,0,0,0,0,0,0,3,0,3,11,9,17,9,9,20,88,60,143,3,0,3,0,0,0,89,60,151,31,25,60,4,6,11,296,266,567
5114605,43,26,68,8,10,17,0,0,0,6,0,4,0,0,0,41,47,89,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,7,4,15,0,3,8,6,6,17,0,0,0,5,0,3,3,4,10,12,10,24,0,0,0,96,96,198,12,10,20,22,9,32,0,0,0,0,0,0,3,0,3,5,0,5,6,3,5,79,64,141,5,0,3,0,0,3,81,65,146,27,17,47,27,23,44,313,244,558
5114606,6,14,16,25,68,96,0,0,0,15,22,32,0,0,0,80,104,185,0,3,3,3,0,3,0,0,0,3,3,6,3,0,5,0,0,0,3,6,10,3,3,3,6,10,14,0,0,0,0,0,0,8,23,29,8,14,18,0,0,0,146,262,408,5,7,10,6,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,76,137,0,0,0,0,0,3,62,75,137,49,64,109,3,3,5,275,428,705
5114607,3,0,3,22,23,47,0,0,0,0,0,0,0,0,0,77,65,140,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,4,5,0,0,0,0,0,0,5,3,6,3,11,15,3,3,3,112,101,221,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,38,20,59,0,0,0,0,0,0,38,20,59,8,7,10,0,0,0,168,140,304
5114608,16,16,28,10,18,33,0,0,0,0,4,4,0,0,0,27,43,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,16,0,0,0,45,79,127,6,18,22,3,10,17,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,66,80,145,0,0,0,0,0,0,66,80,145,20,17,38,32,44,78,195,268,463
5114609,3,6,12,9,13,17,0,0,0,0,7,11,0,0,0,22,20,37,0,0,0,0,0,0,0,0,0,3,9,8,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,0,0,0,0,9,14,22,0,0,0,45,70,111,4,6,11,11,6,13,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,62,40,100,0,0,0,0,0,0,57,40,104,11,11,20,0,3,3,130,147,276
5114610,20,15,30,19,21,37,0,0,0,0,0,3,0,0,0,47,49,94,0,0,3,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,13,21,0,0,0,0,0,0,10,11,22,6,9,12,0,0,0,102,104,209,7,8,19,5,12,14,0,0,0,0,0,0,0,0,0,0,3,4,3,3,5,83,63,146,0,0,0,0,0,0,83,66,144,11,11,15,10,5,14,232,225,457
5114611,11,16,32,7,17,19,0,0,0,0,3,3,0,0,0,35,42,74,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,12,3,0,3,0,0,0,0,0,0,4,4,9,6,12,15,0,0,0,65,75,143,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,26,23,54,0,0,0,0,0,0,26,23,54,17,16,33,3,0,4,134,137,269
5114612,17,23,40,11,24,38,0,0,0,3,7,11,0,4,3,75,52,126,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,0,0,0,0,0,0,0,8,8,4,7,14,0,0,0,105,115,219,6,3,12,0,5,5,0,0,0,0,0,0,0,0,0,0,3,7,0,3,7,71,65,139,0,3,4,0,0,0,68,66,137,15,25,44,7,11,15,223,256,477
5114613,3,5,9,26,52,82,0,0,0,0,0,3,0,0,0,52,72,120,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,4,4,9,0,0,0,4,3,5,0,0,0,0,0,0,7,19,25,3,7,12,0,3,3,106,159,270,4,3,12,9,9,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,107,103,216,0,0,0,0,0,0,109,103,213,10,11,29,0,5,4,249,303,551
5114614,5,8,11,34,47,88,0,0,0,4,5,12,0,0,0,45,59,102,0,0,3,6,3,10,0,0,0,0,3,3,0,0,0,0,0,0,0,4,3,3,4,4,4,3,6,0,0,0,6,7,11,10,21,30,8,7,14,0,0,0,119,166,283,0,0,3,0,0,0,0,0,0,0,0,0,4,4,7,0,4,3,6,5,6,85,74,160,0,3,3,0,0,0,82,74,161,30,31,60,0,0,3,238,284,523
5114615,4,3,3,24,26,54,0,0,0,0,0,0,0,0,0,51,48,102,0,0,0,0,0,0,3,3,4,4,0,12,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,4,5,6,0,9,9,3,3,3,95,100,198,5,4,8,10,12,23,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,80,63,137,3,3,4,0,0,0,80,61,145,16,9,21,0,0,0,209,192,399
5114616,3,3,4,13,18,28,0,0,0,3,3,7,0,0,0,49,60,111,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,4,6,8,0,0,0,0,0,0,3,4,12,3,3,8,0,0,0,86,109,190,3,0,5,9,13,25,0,0,0,0,0,0,4,4,6,0,0,0,4,6,11,81,50,136,0,0,0,0,0,0,81,54,134,14,13,26,3,3,9,205,198,403
5114617,5,6,10,34,27,65,0,0,0,4,3,6,0,0,0,65,72,135,3,6,5,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,4,7,7,0,0,0,0,4,4,9,9,13,15,19,30,3,0,3,136,154,291,0,0,3,28,26,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,89,186,0,3,3,0,0,0,100,89,188,17,17,39,0,7,7,289,298,588
5114618,5,7,9,20,15,31,0,0,0,0,0,0,0,0,0,47,63,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,11,3,6,11,0,0,0,0,0,0,9,6,10,4,13,11,0,0,0,84,108,197,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,32,67,0,0,0,0,0,0,39,32,67,4,8,12,0,4,11,132,161,292
5114619,0,4,0,17,22,31,0,0,0,4,0,6,0,0,0,21,41,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,4,0,3,0,0,0,0,0,0,0,0,3,3,8,12,0,0,0,61,78,136,0,0,0,7,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,24,53,0,0,0,0,0,0,28,24,53,16,10,29,0,0,0,113,132,242
5114620,0,0,0,24,20,43,0,0,0,0,0,0,0,0,0,50,68,121,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,3,6,3,0,0,0,83,106,192,0,3,3,7,10,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,49,44,91,0,0,0,0,0,0,51,44,96,13,19,31,0,0,0,161,180,342
5114621,7,7,11,29,49,83,0,0,0,8,3,13,0,0,0,101,94,197,0,3,3,4,3,6,0,4,5,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,4,12,0,0,0,0,0,0,12,4,19,11,14,24,0,0,0,176,182,359,0,0,3,8,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,92,191,0,0,3,0,0,0,106,92,193,31,27,62,0,0,3,327,320,647
5114622,5,0,3,12,27,39,0,0,0,0,0,3,0,0,0,44,57,103,0,0,3,3,0,3,0,3,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,5,11,14,0,0,0,0,0,0,0,3,11,9,3,11,0,0,0,81,113,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,49,107,0,0,0,0,0,0,54,49,107,10,8,22,3,4,4,153,175,325
5114623,3,8,10,25,30,53,0,0,0,0,0,0,0,0,0,75,50,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,7,0,0,0,0,3,6,7,4,9,3,3,4,0,0,0,117,103,211,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,67,0,0,0,0,0,0,34,33,67,3,9,13,0,0,0,159,149,305
5114624,6,12,15,8,18,28,0,0,0,0,0,4,0,0,0,48,42,95,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,6,14,4,8,15,0,0,0,76,84,161,0,0,0,16,20,32,0,0,0,0,0,0,0,0,0,3,0,6,3,0,6,53,50,101,0,0,0,0,0,0,53,50,101,4,4,10,0,0,0,155,172,323
5114625,6,3,4,18,17,31,0,0,0,0,0,0,0,0,0,66,72,132,0,0,0,3,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,95,99,188,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,36,74,0,0,0,0,0,0,44,36,74,12,11,19,0,0,3,156,148,308
5114626,4,5,13,12,26,37,0,0,0,3,0,3,0,0,0,37,42,78,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,11,0,3,3,0,0,0,4,4,8,10,4,16,0,0,0,74,92,168,3,3,8,14,20,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,58,122,0,0,0,0,0,0,68,58,122,17,20,37,3,0,3,183,207,386
