SA1_7DIGITCODE_2016,M_Yr_12_eq_15_19_yr,M_Yr_12_eq_20_24_yr,M_Yr_12_eq_25_34_yr,M_Yr_12_eq_35_44_yr,M_Yr_12_eq_45_54_yr,M_Yr_12_eq_55_64_yr,M_Yr_12_eq_65_74_yr,M_Yr_12_eq_75_84_yr,M_Yr_12_eq_85_yr,M_Yr_12_eq_Tot,M_Yr_11_eq_15_19_yr,M_Yr_11_eq_20_24_yr,M_Yr_11_eq_25_34_yr,M_Yr_11_eq_35_44_yr,M_Yr_11_eq_45_54_yr,M_Yr_11_eq_55_64_yr,M_Yr_11_eq_65_74_yr,M_Yr_11_eq_75_84_yr,M_Yr_11_eq_85_yr,M_Yr_11_eq_Tot,M_Yr_10_eq_15_19_yr,M_Yr_10_eq_20_24_yr,M_Yr_10_eq_25_34_yr,M_Yr_10_eq_35_44_yr,M_Yr_10_eq_45_54_yr,M_Yr_10_eq_55_64_yr,M_Yr_10_eq_65_74_yr,M_Yr_10_eq_75_84_yr,M_Yr_10_eq_85_yr,M_Yr_10_eq_Tot,M_Yr_9_eq_15_19_yr,M_Yr_9_eq_20_24_yr,M_Yr_9_eq_25_34_yr,M_Yr_9_eq_35_44_yr,M_Yr_9_eq_45_54_yr,M_Yr_9_eq_55_64_yr,M_Yr_9_eq_65_74_yr,M_Yr_9_eq_75_84_yr,M_Yr_9_eq_85_yr,M_Yr_9_eq_Tot,M_Yr_8_bel_15_19_yr,M_Yr_8_bel_20_24_yr,M_Yr_8_bel_25_34_yr,M_Yr_8_bel_35_44_yr,M_Yr_8_bel_45_54_yr,M_Yr_8_bel_55_64_yr,M_Yr_8_bel_65_74_yr,M_Yr_8_bel_75_84_yr,M_Yr_8_bel_85_yr,M_Yr_8_bel_Tot,M_Did_not_go_to_school_15_19,M_Did_not_go_to_school_20_24,M_Did_not_go_to_school_25_34,M_Did_not_go_to_school_35_44,M_Did_not_go_to_school_45_54,M_Did_not_go_to_school_55_64,M_Did_not_go_to_school_65_74,M_Did_not_go_to_school_75_84,M_Did_not_go_to_school_85,M_Did_not_go_to_school_Tot,M_High_yr_sch_ns_15_19_yr,M_High_yr_sch_ns_20_24_yr,M_High_yr_sch_ns_25_34_yr,M_High_yr_sch_ns_35_44_yr,M_High_yr_sch_ns_45_54_yr,M_High_yr_sch_ns_55_64_yr,M_High_yr_sch_ns_65_74_yr,M_High_yr_sch_ns_75_84_yr,M_High_yr_sch_ns_85_yr,M_High_yr_sch_ns_Tot,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Yr_12_eq_15_19_yr,F_Yr_12_eq_20_24_yr,F_Yr_12_eq_25_34_yr,F_Yr_12_eq_35_44_yr,F_Yr_12_eq_45_54_yr,F_Yr_12_eq_55_64_yr,F_Yr_12_eq_65_74_yr,F_Yr_12_eq_75_84_yr,F_Yr_12_eq_85_yr,F_Yr_12_eq_Tot,F_Yr_11_eq_15_19_yr,F_Yr_11_eq_20_24_yr,F_Yr_11_eq_25_34_yr,F_Yr_11_eq_35_44_yr,F_Yr_11_eq_45_54_yr,F_Yr_11_eq_55_64_yr,F_Yr_11_eq_65_74_yr,F_Yr_11_eq_75_84_yr,F_Yr_11_eq_85_yr,F_Yr_11_eq_Tot,F_Yr_10_eq_15_19_yr,F_Yr_10_eq_20_24_yr,F_Yr_10_eq_25_34_yr,F_Yr_10_eq_35_44_yr,F_Yr_10_eq_45_54_yr,F_Yr_10_eq_55_64_yr,F_Yr_10_eq_65_74_yr,F_Yr_10_eq_75_84_yr,F_Yr_10_eq_85_yr,F_Yr_10_eq_Tot,F_Yr_9_eq_15_19_yr,F_Yr_9_eq_20_24_yr,F_Yr_9_eq_25_34_yr,F_Yr_9_eq_35_44_yr,F_Yr_9_eq_45_54_yr,F_Yr_9_eq_55_64_yr,F_Yr_9_eq_65_74_yr,F_Yr_9_eq_75_84_yr,F_Yr_9_eq_85_yr,F_Yr_9_eq_Tot,F_Yr_8_bel_15_19_yr,F_Yr_8_bel_20_24_yr,F_Yr_8_bel_25_34_yr,F_Yr_8_bel_35_44_yr,F_Yr_8_bel_45_54_yr,F_Yr_8_bel_55_64_yr,F_Yr_8_bel_65_74_yr,F_Yr_8_bel_75_84_yr,F_Yr_8_bel_85_yr,F_Yr_8_bel_Tot,F_Did_not_go_to_school_15_19,F_Did_not_go_to_school_20_24,F_Did_not_go_to_school_25_34,F_Did_not_go_to_school_35_44,F_Did_not_go_to_school_45_54,F_Did_not_go_to_school_55_64,F_Did_not_go_to_school_65_74,F_Did_not_go_to_school_75_84,F_Did_not_go_to_school_85,F_Did_not_go_to_school_Tot,F_High_yr_sch_ns_15_19_yr,F_High_yr_sch_ns_20_24_yr,F_High_yr_sch_ns_25_34_yr,F_High_yr_sch_ns_35_44_yr,F_High_yr_sch_ns_45_54_yr,F_High_yr_sch_ns_55_64_yr,F_High_yr_sch_ns_65_74_yr,F_High_yr_sch_ns_75_84_yr,F_High_yr_sch_ns_85_yr,F_High_yr_sch_ns_Tot,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Yr_12_eq_15_19_yr,P_Yr_12_eq_20_24_yr,P_Yr_12_eq_25_34_yr,P_Yr_12_eq_35_44_yr,P_Yr_12_eq_45_54_yr,P_Yr_12_eq_55_64_yr,P_Yr_12_eq_65_74_yr,P_Yr_12_eq_75_84_yr,P_Yr_12_eq_85_yr,P_Yr_12_eq_Tot,P_Yr_11_eq_15_19_yr,P_Yr_11_eq_20_24_yr,P_Yr_11_eq_25_34_yr,P_Yr_11_eq_35_44_yr,P_Yr_11_eq_45_54_yr,P_Yr_11_eq_55_64_yr,P_Yr_11_eq_65_74_yr,P_Yr_11_eq_75_84_yr,P_Yr_11_eq_85_yr,P_Yr_11_eq_Tot,P_Yr_10_eq_15_19_yr,P_Yr_10_eq_20_24_yr,P_Yr_10_eq_25_34_yr,P_Yr_10_eq_35_44_yr,P_Yr_10_eq_45_54_yr,P_Yr_10_eq_55_64_yr,P_Yr_10_eq_65_74_yr,P_Yr_10_eq_75_84_yr,P_Yr_10_eq_85_yr,P_Yr_10_eq_Tot,P_Yr_9_eq_15_19_yr,P_Yr_9_eq_20_24_yr,P_Yr_9_eq_25_34_yr,P_Yr_9_eq_35_44_yr,P_Yr_9_eq_45_54_yr,P_Yr_9_eq_55_64_yr,P_Yr_9_eq_65_74_yr,P_Yr_9_eq_75_84_yr,P_Yr_9_eq_85_yr,P_Yr_9_eq_Tot
5118128,4,9,10,24,19,10,9,3,3,89,0,0,0,0,3,0,0,0,0,9,0,0,0,7,5,4,11,3,3,39,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,18,26,33,20,21,8,4,147,4,3,21,25,28,9,7,4,0,112,0,0,0,0,3,3,0,0,0,16,0,0,0,0,4,13,11,5,3,34,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,3,18,32,34,24,25,16,12,177,9,11,28,49,45,24,15,6,7,196,0,0,0,3,4,7,0,0,0,22,0,0,0,7,14,18,27,10,3,75,0,0,0,3,0,0,3,0,0,11
5118129,3,14,22,22,18,23,14,3,0,123,0,0,0,0,3,0,3,0,0,9,0,0,0,0,3,6,7,3,0,14,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,19,22,27,29,29,27,5,0,162,3,16,20,28,21,15,16,0,0,123,0,0,0,0,3,3,0,0,0,8,0,0,0,0,4,6,10,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,17,23,25,35,33,22,8,3,168,9,32,40,44,44,40,25,7,0,241,0,0,0,3,5,3,3,0,0,22,0,0,0,0,9,11,10,4,0,40,0,0,0,0,0,0,5,0,3,10
5118130,3,11,42,32,21,16,9,10,3,146,0,0,4,0,3,3,4,3,0,21,0,0,0,4,6,6,9,3,0,28,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,3,0,4,3,4,0,0,5,0,23,8,13,50,45,34,26,27,21,3,229,8,28,50,41,23,26,19,11,0,200,0,0,3,5,7,0,0,0,0,15,0,0,3,4,6,9,11,4,9,45,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,7,9,5,8,3,3,3,3,37,5,40,62,53,45,40,35,24,16,311,10,38,86,70,42,38,26,17,3,338,0,0,5,5,6,3,6,3,0,31,0,0,4,5,17,11,16,9,9,76,0,0,0,3,0,0,3,3,6,21
5118131,7,19,20,19,27,31,14,3,7,141,0,0,0,3,8,0,3,0,0,11,0,0,0,0,8,3,3,0,4,23,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,12,6,21,23,22,42,36,22,12,10,195,5,11,12,21,35,29,12,5,3,130,0,0,0,3,7,4,0,0,0,14,0,0,0,5,8,8,6,3,0,31,0,0,0,0,0,3,4,0,0,4,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,12,11,15,14,25,47,37,23,16,4,203,8,28,29,38,63,59,23,7,6,266,4,0,0,3,8,4,3,0,0,25,0,0,0,8,16,8,10,3,4,49,0,0,0,0,0,0,7,4,0,15
5118132,6,15,12,11,40,15,14,10,0,124,0,0,0,3,0,3,0,3,0,13,0,0,0,0,8,3,4,5,0,25,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,19,12,48,23,26,22,3,172,5,11,11,16,23,19,11,9,0,110,0,0,0,3,7,0,3,3,0,15,0,0,0,3,5,0,6,4,0,23,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,11,11,25,38,23,27,19,3,158,12,25,28,30,64,31,22,19,6,237,0,0,0,5,8,5,5,4,0,27,0,0,0,3,14,3,13,7,0,50,0,0,0,0,0,0,3,3,0,11
5118201,5,15,19,26,26,16,5,0,0,114,0,3,4,0,0,6,0,0,0,15,0,0,6,4,11,12,8,4,0,40,0,0,0,0,3,3,0,0,0,12,0,0,0,0,0,0,3,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,7,18,26,37,36,39,22,16,0,195,5,9,30,28,19,23,3,3,0,117,0,0,0,0,9,11,0,0,0,18,0,0,0,0,11,6,12,3,3,40,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,3,4,0,0,8,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,6,6,6,33,39,34,41,19,10,7,200,10,20,44,60,41,40,9,4,0,228,0,3,3,3,9,16,0,3,0,36,0,0,6,9,17,16,23,8,3,79,0,0,0,0,4,3,7,0,0,16
5118202,0,9,30,21,13,18,14,3,0,115,0,3,0,0,0,3,0,0,0,12,0,3,4,7,10,11,4,3,0,47,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,10,3,20,37,29,25,42,32,7,0,199,6,9,28,23,11,21,11,3,0,107,0,3,0,0,5,3,0,0,0,15,0,0,0,0,10,14,10,3,0,39,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,8,4,11,29,24,35,45,22,14,3,191,4,26,59,40,26,42,27,4,0,226,3,7,3,3,5,11,0,3,0,26,0,3,3,9,19,23,10,6,0,81,0,0,0,0,0,3,4,0,0,17
5118203,4,3,9,7,11,9,7,0,0,43,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,5,5,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,10,12,13,16,15,3,4,79,4,5,6,8,11,7,3,4,4,53,0,0,0,3,0,8,0,0,0,11,0,0,0,0,0,6,4,0,0,24,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,9,8,15,20,14,12,10,95,4,10,15,17,22,14,8,4,5,98,0,0,0,3,0,5,0,0,0,15,0,0,0,0,3,11,10,0,3,32,0,0,0,0,0,0,7,3,0,6
5118204,11,10,24,6,10,19,10,3,3,96,0,0,6,3,4,0,0,0,0,11,0,0,0,0,4,12,9,0,0,32,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,26,6,25,37,21,12,8,153,4,5,14,16,14,18,13,3,0,84,0,0,0,0,3,7,0,0,0,14,3,3,0,3,6,16,12,4,0,38,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,3,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,7,14,17,27,38,21,15,3,152,17,18,38,24,25,38,20,8,3,184,0,0,6,3,9,3,3,0,0,22,4,3,0,3,11,23,12,5,0,70,0,0,0,0,6,0,5,3,0,15
5118205,3,9,16,17,3,10,3,0,0,69,0,0,0,3,4,3,0,0,0,6,0,0,0,3,9,3,3,4,0,23,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,21,23,14,20,9,8,0,115,4,17,11,15,14,6,3,3,0,72,0,0,0,0,3,7,0,0,0,12,0,0,0,3,4,8,0,0,0,24,0,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,11,18,28,24,12,8,4,125,3,25,24,32,23,19,10,5,3,147,0,0,0,3,3,8,0,0,0,20,0,3,0,10,12,11,3,4,0,42,0,0,0,0,0,0,8,4,0,14
5118206,3,8,29,20,18,12,6,3,0,105,0,0,0,0,0,4,0,0,0,10,0,3,0,3,8,3,6,4,0,31,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,5,12,35,27,28,21,22,10,0,167,3,19,26,22,16,6,13,3,0,108,0,0,0,5,0,3,0,0,0,16,0,0,3,5,8,7,8,5,0,35,0,0,0,0,0,3,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,15,4,23,31,31,31,24,24,14,3,188,5,26,56,47,37,16,16,3,0,213,0,0,0,3,3,7,0,0,0,21,3,3,7,3,11,8,19,5,0,69,0,0,0,0,0,8,6,3,0,15
5118207,10,11,27,17,16,13,9,0,0,101,0,3,3,0,3,0,3,0,0,13,0,0,0,7,0,11,5,0,0,28,0,0,0,0,0,3,4,3,0,8,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,13,10,15,34,19,24,28,27,10,0,175,7,18,32,22,21,17,11,3,0,122,0,0,0,0,3,3,0,0,0,10,0,0,0,3,8,8,12,4,0,34,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,14,9,18,34,29,26,30,30,12,3,194,12,34,56,34,37,30,22,6,0,220,0,3,3,3,8,3,3,0,0,24,0,0,0,5,7,18,22,3,0,63,0,0,0,0,0,3,5,5,0,15
5118208,3,21,25,18,7,6,9,5,0,101,0,0,7,0,0,0,0,0,0,6,0,0,3,0,6,6,0,3,0,16,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,26,33,25,18,15,8,15,3,140,0,18,25,23,12,9,8,4,0,99,0,0,0,0,0,3,0,0,0,8,0,0,0,0,4,8,0,3,0,20,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,3,0,3,3,17,27,28,20,23,17,16,12,148,8,42,52,45,23,18,14,12,0,203,0,0,5,0,5,3,0,0,0,13,0,0,3,0,7,11,0,10,5,37,0,0,0,0,0,0,4,3,0,6
5118209,3,15,24,27,8,9,7,3,0,95,0,3,3,4,0,0,0,0,0,12,0,3,3,5,5,6,3,0,0,30,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,3,0,0,7,3,18,36,41,12,16,22,10,3,164,3,21,33,23,13,5,12,3,0,110,0,0,3,0,8,0,4,0,0,9,0,3,0,3,5,12,3,4,0,26,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,8,20,38,31,25,18,26,12,0,171,8,30,62,53,20,8,16,6,0,214,0,4,3,4,8,4,4,0,0,23,0,6,3,5,10,15,12,4,0,54,0,0,0,0,0,0,4,0,0,15
5118210,13,18,28,27,14,25,9,3,0,143,0,3,3,0,5,5,0,0,0,17,0,0,3,3,15,13,4,0,0,31,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,22,33,37,38,42,17,3,0,208,8,21,22,30,29,27,6,3,0,146,0,0,3,3,3,8,0,0,0,23,0,0,4,0,13,8,6,4,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,8,14,21,29,33,42,41,20,7,3,209,21,38,56,57,44,52,20,5,0,288,3,3,6,3,10,13,0,3,0,40,3,0,4,4,26,18,7,3,0,66,0,0,0,0,0,0,3,0,0,8
5118211,0,11,26,10,12,3,6,3,0,64,0,0,3,3,0,0,0,0,0,6,0,0,0,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,4,11,32,9,12,10,10,10,3,101,6,11,29,20,5,7,0,3,0,79,0,0,3,0,0,3,5,0,0,6,0,0,0,0,0,3,4,0,0,13,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,13,8,8,34,18,8,13,13,10,0,123,5,15,56,24,22,7,3,8,0,143,0,0,4,3,0,3,3,0,0,17,0,0,0,0,4,10,12,3,0,25,0,0,0,0,0,0,4,0,0,4
5118212,12,21,33,9,10,27,6,5,0,130,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,13,20,36,12,17,41,13,9,0,160,6,22,20,14,23,21,4,0,0,112,0,0,0,0,4,3,3,0,0,9,0,0,0,0,3,5,9,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,9,22,20,16,30,33,18,3,0,149,16,39,52,27,35,52,15,8,0,243,0,0,0,0,8,6,3,0,0,15,3,3,0,0,6,5,8,0,0,25,0,0,0,0,0,0,0,0,0,5
5118213,60,115,29,16,6,17,43,48,24,366,0,9,3,3,4,7,12,4,0,39,0,4,9,6,6,16,23,19,15,94,0,0,0,0,0,3,3,11,8,31,0,0,0,0,0,0,4,16,12,30,0,0,0,0,0,0,0,0,0,0,13,44,55,20,22,51,56,85,62,409,76,174,96,45,45,93,144,182,121,969,103,89,56,28,5,24,49,60,40,456,0,9,6,3,3,3,6,17,6,52,3,3,7,11,3,10,38,46,23,145,0,0,0,0,0,3,3,17,13,34,0,0,0,0,0,4,9,18,19,48,0,0,0,0,0,0,0,0,0,0,12,9,36,24,17,41,72,129,151,497,117,106,106,68,41,77,176,279,256,1233,163,200,91,45,13,41,91,104,65,824,0,14,8,4,7,9,19,17,11,87,3,6,14,9,15,31,56,59,41,238,0,0,3,0,0,4,6,29,19,62
5118214,3,16,50,30,13,4,5,0,0,130,0,0,6,0,3,0,3,0,0,17,0,0,3,7,7,9,6,3,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,10,3,0,0,3,3,0,19,6,22,57,36,29,12,21,8,0,198,6,18,41,26,19,10,4,3,0,127,0,0,0,0,7,0,0,0,0,11,0,0,4,3,9,7,5,0,0,25,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,12,6,26,47,34,30,17,16,4,4,191,10,36,88,54,35,11,15,3,0,257,0,3,6,0,11,3,3,0,0,23,0,0,5,12,11,8,14,3,3,59,0,0,0,0,0,3,3,3,0,6
5118215,3,6,28,14,3,12,3,3,0,74,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,7,0,3,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,8,0,0,0,0,3,0,0,0,0,3,0,0,4,3,8,0,7,0,0,18,3,6,35,21,13,12,11,11,0,120,4,17,22,15,3,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,3,0,26,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,5,14,27,15,10,14,13,10,6,117,4,23,45,31,9,13,5,3,0,143,0,0,3,0,0,0,0,0,0,8,0,0,5,3,6,13,10,5,0,41,0,0,0,0,0,0,3,0,3,5
5118216,0,14,22,11,17,7,14,0,0,87,0,0,0,0,4,0,3,0,0,5,0,3,0,0,0,10,4,6,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,14,25,18,18,19,24,8,0,124,3,13,21,17,13,11,7,3,0,91,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,5,4,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,13,24,18,16,20,17,10,8,138,5,21,46,29,26,20,19,8,0,174,3,0,0,0,7,3,3,0,0,12,0,3,0,3,4,17,11,7,3,51,0,0,0,0,0,0,0,0,0,4
5118217,7,24,31,22,15,12,10,0,0,113,0,3,0,3,6,0,0,0,0,12,0,3,0,0,13,3,7,0,0,34,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,30,34,28,34,25,22,10,3,179,0,14,32,17,26,14,7,6,3,121,0,4,0,3,3,3,4,0,0,16,0,3,0,0,4,15,11,0,0,27,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,18,33,25,30,26,23,15,5,182,10,40,57,38,36,23,21,8,3,239,0,4,0,6,8,4,6,0,0,27,0,7,0,3,11,19,19,3,0,65,0,0,0,3,0,3,0,3,0,13
5118218,4,22,32,15,7,17,13,7,0,111,0,0,0,5,4,0,3,0,0,14,0,0,0,3,0,11,4,0,0,23,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,13,4,21,35,23,19,31,15,9,3,166,3,10,24,18,10,18,12,3,0,96,0,0,0,3,7,0,0,0,0,10,0,0,0,4,14,11,5,3,0,33,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,3,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,4,10,25,21,25,34,27,11,5,158,4,30,51,35,17,32,18,5,0,198,0,0,0,4,7,0,4,0,0,24,0,0,0,3,13,22,6,5,0,55,0,0,0,0,4,3,3,3,0,13
5118219,3,8,17,8,13,17,8,0,0,78,0,0,0,0,7,0,0,0,0,8,0,0,0,0,3,6,9,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,14,16,23,27,21,13,0,117,3,10,15,14,20,12,12,3,0,90,0,0,0,0,7,0,0,3,0,6,0,0,0,0,6,6,8,0,0,31,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,15,16,35,27,23,14,5,145,8,18,32,27,30,24,18,9,0,171,0,0,0,0,9,0,0,3,0,17,0,0,0,4,9,12,14,0,0,47,0,0,0,0,3,0,5,0,0,9
5118220,3,17,17,8,15,21,13,4,0,93,0,0,0,0,3,3,0,0,0,11,0,0,0,3,5,7,9,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,18,13,30,27,18,5,0,133,6,10,12,11,16,30,8,3,0,98,0,0,0,0,5,3,0,0,0,5,0,0,0,3,3,10,9,0,0,21,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,6,10,16,17,24,42,22,6,0,142,9,25,30,23,32,52,20,10,0,194,0,0,0,0,6,3,0,0,0,17,0,0,0,5,7,15,16,0,0,46,0,0,0,0,0,0,3,0,0,9
5118221,8,24,23,12,24,32,10,0,0,132,0,0,3,3,6,3,0,0,0,16,0,0,0,0,12,15,6,0,0,38,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,24,28,18,45,51,22,7,4,205,14,19,18,19,32,30,13,3,0,140,0,0,0,0,5,7,0,0,0,16,0,0,0,0,15,10,5,3,0,36,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,4,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,10,22,21,18,53,49,22,11,4,218,13,41,37,27,55,58,21,3,0,271,0,0,3,5,8,8,0,0,0,30,0,3,3,3,25,28,9,5,0,75,0,0,0,0,0,3,3,4,0,18
