SA1_7DIGITCODE_2016,M_15_19_Marr_a_reg_marr,M_15_19_Marr_a_de_facto_marr,M_15_19_yr_N_married,M_15_19_yr_Tot,M_20_24_Marr_a_reg_marr,M_20_24_Marr_a_de_facto_marr,M_20_24_yr_N_married,M_20_24_yr_Tot,M_25_34_Marr_a_reg_marr,M_25_34_Marr_a_de_facto_marr,M_25_34_yr_N_married,M_25_34_yr_Tot,M_35_44_Marr_a_reg_marr,M_35_44_Marr_a_de_facto_marr,M_35_44_yr_N_married,M_35_44_yr_Tot,M_45_54_Marr_a_reg_marr,M_45_54_Marr_a_de_facto_marr,M_45_54_yr_N_married,M_45_54_yr_Tot,M_55_64_Marr_a_reg_marr,M_55_64_Marr_a_de_facto_marr,M_55_64_yr_N_married,M_55_64_yr_Tot,M_65_74_Marr_a_reg_marr,M_65_74_Marr_a_de_facto_marr,M_65_74_yr_N_married,M_65_74_yr_Tot,M_75_84_Marr_a_reg_marr,M_75_84_Marr_a_de_facto_marr,M_75_84_yr_N_married,M_75_84_yr_Tot,M_85_over_Marr_a_reg_marr,M_85_Marr_a_de_facto_marr,M_85_yr_over_N_married,M_85_yr_over_Tot,M_Tot_Marr_a_reg_marr,M_Tot_Marr_a_de_facto_marr,M_Tot_N_married,M_Tot_Tot,F_15_19_Marr_a_reg_marr,F_15_19_Marr_a_de_facto_marr,F_15_19_yr_N_married,F_15_19_yr_Tot,F_20_24_Marr_a_reg_marr,F_20_24_Marr_a_de_facto_marr,F_20_24_yr_N_married,F_20_24_yr_Tot,F_25_34_Marr_a_reg_marr,F_25_34_Marr_a_de_facto_marr,F_25_34_yr_N_married,F_25_34_yr_Tot,F_35_44_Marr_a_reg_marr,F_35_44_Marr_a_de_facto_marr,F_35_44_yr_N_married,F_35_44_yr_Tot,F_45_54_Marr_a_reg_marr,F_45_54_Marr_a_de_facto_marr,F_45_54_yr_N_married,F_45_54_yr_Tot,F_55_64_Marr_a_reg_marr,F_55_64_Marr_a_de_facto_marr,F_55_64_yr_N_married,F_55_64_yr_Tot,F_65_74_Marr_a_reg_marr,F_65_74_Marr_a_de_facto_marr,F_65_74_yr_N_married,F_65_74_yr_Tot,F_75_84_Marr_a_reg_marr,F_75_84_Marr_a_de_facto_marr,F_75_84_yr_N_married,F_75_84_yr_Tot,F_85_over_Marr_a_reg_marr,F_85_Marr_a_de_facto_marr,F_85_yr_over_N_married,F_85_yr_over_Tot,F_Tot_Marr_a_reg_marr,F_Tot_Marr_a_de_facto_marr,F_Tot_N_married,F_Tot_Tot,P_15_19_Marr_a_reg_marr,P_15_19_Marr_a_de_facto_marr,P_15_19_yr_N_married,P_15_19_yr_Tot,P_20_24_Marr_a_reg_marr,P_20_24_Marr_a_de_facto_marr,P_20_24_yr_N_married,P_20_24_yr_Tot,P_25_34_Marr_a_reg_marr,P_25_34_Marr_a_de_facto_marr,P_25_34_yr_N_married,P_25_34_yr_Tot,P_35_44_Marr_a_reg_marr,P_35_44_Marr_a_de_facto_marr,P_35_44_yr_N_married,P_35_44_yr_Tot,P_45_54_Marr_a_reg_marr,P_45_54_Marr_a_de_facto_marr,P_45_54_yr_N_married,P_45_54_yr_Tot,P_55_64_Marr_a_reg_marr,P_55_64_Marr_a_de_facto_marr,P_55_64_yr_N_married,P_55_64_yr_Tot,P_65_74_Marr_a_reg_marr,P_65_74_Marr_a_de_facto_marr,P_65_74_yr_N_married,P_65_74_yr_Tot,P_75_84_Marr_a_reg_marr,P_75_84_Marr_a_de_facto_marr,P_75_84_yr_N_married,P_75_84_yr_Tot,P_85_over_Marr_a_reg_marr,P_85_Marr_a_de_facto_marr,P_85_yr_over_N_married,P_85_yr_over_Tot,P_Tot_Marr_a_reg_marr,P_Tot_Marr_a_de_facto_marr,P_Tot_N_married,P_Tot_Tot
5113348,0,0,19,19,0,0,23,23,31,3,21,54,30,3,11,41,31,0,4,36,26,0,0,26,13,0,3,15,3,0,0,3,0,0,0,0,133,10,84,224,0,0,20,20,0,4,17,23,41,3,13,56,42,4,8,48,29,3,3,34,19,3,5,25,11,0,4,14,0,0,0,3,0,0,0,0,136,14,79,231,0,0,44,44,0,4,39,46,65,12,35,108,70,6,13,96,62,3,9,72,46,3,5,55,21,0,9,29,3,0,0,4,0,0,0,0,267,31,160,454
5113349,0,0,14,14,0,0,15,15,8,3,14,21,34,0,4,40,18,3,3,25,9,0,0,9,4,0,0,9,0,0,0,0,0,0,0,0,86,4,48,137,0,0,16,16,0,0,13,16,16,3,8,27,41,0,3,44,16,0,8,24,6,0,6,17,3,0,0,4,0,0,0,0,0,0,0,0,89,4,51,144,0,0,26,26,0,0,24,24,33,3,21,55,80,3,7,91,28,0,11,48,22,0,6,26,10,0,0,9,0,0,0,0,0,0,0,0,172,11,98,278
5113350,0,0,7,7,0,0,8,8,12,3,12,21,30,3,3,30,11,0,4,15,6,0,0,9,0,0,3,5,0,0,0,0,0,0,0,0,58,12,33,96,0,0,7,7,0,0,7,8,19,3,10,36,26,5,5,35,3,0,6,10,8,0,4,11,0,0,3,3,0,0,0,0,0,0,0,0,57,13,37,105,0,0,11,11,4,4,14,17,33,4,21,60,51,4,4,65,18,0,7,31,15,0,6,23,0,0,7,6,0,0,0,0,0,0,0,0,117,17,69,204
5113351,0,0,16,23,0,0,11,10,13,3,11,32,35,0,0,36,26,0,3,29,6,0,0,6,5,0,3,9,0,0,0,0,0,0,0,0,89,6,48,143,0,0,20,15,0,0,15,13,26,3,11,32,36,3,8,46,23,0,3,25,3,0,3,10,7,0,5,6,0,0,0,0,0,0,0,0,96,8,60,159,0,0,36,41,3,0,23,24,40,3,17,67,68,3,9,84,42,4,3,50,13,0,3,17,12,0,3,17,0,0,0,3,0,0,0,0,185,13,101,299
5113352,0,0,9,9,0,0,12,14,5,4,8,14,7,0,3,14,18,0,0,18,11,0,0,12,5,0,0,10,0,0,0,0,0,0,0,0,51,7,40,91,0,0,8,8,0,3,8,14,4,0,7,12,11,0,0,11,14,0,3,14,21,0,0,19,4,0,0,4,0,0,3,3,0,0,0,0,52,5,39,93,0,0,16,16,0,3,24,27,5,3,13,28,19,0,4,22,30,0,4,35,35,0,4,38,13,0,3,13,0,0,3,3,0,0,0,0,94,13,74,181
5113353,0,0,20,19,0,0,13,13,14,0,12,22,36,5,8,53,15,4,4,22,11,0,0,14,3,0,0,3,0,0,0,0,0,0,0,0,77,12,57,147,0,0,21,19,0,0,11,11,19,3,10,28,39,6,3,53,17,3,7,23,8,0,9,18,0,0,0,4,0,0,3,3,0,0,0,0,83,12,58,156,0,0,36,40,0,0,28,28,28,4,20,54,75,15,12,104,34,5,9,50,15,3,13,32,9,0,0,11,0,0,3,0,0,0,0,0,160,30,114,305
5113354,0,0,10,10,0,0,10,11,16,5,22,37,31,3,3,36,24,3,5,29,14,0,0,14,3,0,0,8,3,0,0,3,0,0,0,0,93,9,52,151,0,0,14,14,0,0,14,16,15,4,13,33,30,0,6,43,20,0,4,27,15,0,6,21,3,0,0,3,0,0,0,3,0,0,0,0,89,7,65,168,0,0,29,29,3,3,24,28,28,10,32,69,64,3,13,77,48,5,13,60,25,0,6,29,9,0,0,9,7,0,0,6,0,0,0,0,181,15,113,314
5113355,0,0,36,36,0,0,18,19,9,0,12,26,33,0,3,32,39,0,4,43,19,0,0,23,9,0,0,12,0,0,0,0,0,0,0,0,116,5,78,197,0,0,29,29,0,0,21,27,17,3,16,31,43,0,3,46,36,0,5,43,24,0,4,28,3,0,0,4,0,0,3,5,0,0,0,0,115,6,83,205,0,0,59,59,0,0,40,48,27,3,26,58,75,0,4,80,77,0,10,89,43,3,5,46,16,0,3,14,3,0,3,4,0,0,0,0,232,9,156,399
5113356,0,0,20,20,0,0,22,20,10,3,14,30,26,3,4,35,23,4,0,34,21,3,0,29,13,0,0,13,0,0,0,0,0,0,0,0,99,12,62,171,0,0,15,15,3,3,13,17,16,3,14,30,27,3,9,39,25,3,5,35,20,0,3,27,4,0,3,10,0,0,0,3,0,0,0,0,100,14,57,175,0,0,33,33,3,3,30,35,27,10,27,62,56,6,6,69,50,5,5,63,47,5,3,53,14,0,3,17,0,0,0,3,0,0,0,0,203,25,120,344
5113357,0,0,17,17,0,0,12,12,21,4,12,34,39,3,6,53,40,0,3,45,18,0,4,21,3,3,0,5,3,0,0,3,0,0,0,0,127,10,57,194,0,0,20,20,0,3,24,26,30,3,13,47,44,4,9,59,36,0,9,43,18,0,0,16,3,3,3,13,0,0,4,4,0,0,0,0,131,13,81,225,0,0,34,34,0,3,40,40,46,11,20,80,87,12,16,114,74,5,13,89,35,0,6,38,11,3,3,16,3,0,4,4,0,0,0,0,258,27,137,423
5113358,0,0,8,8,0,9,12,17,33,12,23,67,27,0,14,39,9,0,13,26,9,3,3,18,26,0,0,27,24,0,3,27,0,0,0,4,134,22,70,225,0,0,11,11,0,3,8,16,35,8,25,71,22,0,13,33,12,0,14,22,15,0,9,23,25,0,23,49,18,0,25,35,0,0,0,0,133,20,124,281,0,0,17,17,0,14,17,36,74,15,49,146,47,3,21,73,26,0,24,47,24,4,11,38,47,0,23,71,39,0,25,66,0,0,3,4,261,39,198,506
5113359,0,0,9,9,0,0,12,12,14,6,13,29,25,6,4,33,23,0,3,27,12,3,0,16,8,0,0,9,0,0,0,0,0,0,0,0,73,19,49,136,0,0,21,21,3,0,3,10,16,8,18,43,34,9,6,45,23,3,6,25,4,0,6,9,5,0,3,8,0,0,0,0,0,0,0,0,80,20,66,165,0,0,35,35,3,0,19,20,27,12,33,73,56,10,14,80,42,5,6,50,14,0,9,23,14,0,3,16,0,0,0,0,0,0,0,0,158,31,116,303
5113360,0,0,20,20,0,0,7,10,26,9,18,48,44,3,5,48,16,0,3,27,5,0,0,7,9,0,0,6,0,0,0,0,0,0,0,0,98,11,64,172,0,0,25,25,0,0,10,9,24,8,15,49,49,0,11,61,13,3,9,29,4,0,3,8,3,0,7,9,0,0,4,4,0,0,0,0,95,15,81,193,0,0,47,47,3,0,17,20,48,17,30,94,89,3,19,115,29,6,15,51,11,0,4,16,13,0,4,17,0,0,4,4,0,0,0,0,195,32,144,365
5113361,0,0,16,16,0,0,12,15,12,0,19,34,46,0,6,51,19,4,3,31,8,0,0,11,3,0,3,6,0,0,0,0,0,0,0,0,86,12,58,159,0,0,22,23,0,0,10,13,15,3,13,26,41,8,9,59,23,3,10,31,10,0,3,18,0,0,6,5,0,0,0,0,0,0,0,0,95,10,66,167,0,0,34,38,0,0,17,21,26,4,32,61,89,12,16,111,47,8,9,57,21,3,3,30,3,0,7,9,0,0,0,0,0,0,0,0,183,25,129,326
5113401,0,0,4,4,0,0,0,0,3,6,3,8,5,4,11,17,3,0,5,12,7,0,3,11,4,3,4,6,3,0,0,3,0,0,0,0,27,12,38,79,0,0,11,11,0,0,7,4,7,3,4,12,10,5,3,12,0,3,3,11,5,0,5,13,7,0,0,9,0,0,3,3,0,0,0,3,33,14,43,84,0,0,15,15,0,0,5,11,8,3,5,25,14,6,9,36,9,4,13,25,11,3,11,30,6,3,3,16,3,0,3,6,0,0,0,3,60,21,78,160
5113402,0,0,15,15,0,3,5,12,9,0,12,24,13,7,5,20,12,3,13,19,11,0,3,17,20,0,3,22,3,0,0,3,0,0,0,3,59,8,57,127,0,0,4,4,0,0,8,8,14,3,5,27,3,0,5,15,16,0,3,20,8,4,4,22,7,0,9,18,3,0,4,12,0,0,0,0,59,12,45,116,0,0,18,18,0,3,14,20,23,5,17,49,15,6,15,33,21,3,13,38,22,4,13,33,24,0,13,39,5,0,4,13,3,0,0,4,124,25,98,246
5113403,0,0,16,16,0,3,9,13,9,4,12,35,20,3,9,29,14,0,5,27,17,0,7,18,17,4,3,19,3,0,4,10,0,0,0,0,84,15,63,163,0,0,19,19,0,4,13,21,14,9,11,33,21,10,12,35,18,4,8,29,20,0,12,27,12,0,9,22,0,0,4,5,0,0,0,0,83,23,92,197,0,0,31,31,0,4,30,35,25,13,27,71,34,10,23,63,37,3,19,57,33,0,17,49,24,3,13,41,9,0,9,12,0,0,0,0,167,34,162,362
5113404,0,0,11,11,0,0,9,14,3,7,5,16,11,4,8,16,7,3,5,17,9,4,0,16,5,0,0,11,9,0,0,6,0,0,0,0,50,14,44,102,0,0,7,7,0,0,5,8,6,3,5,14,6,3,6,22,11,3,5,19,14,4,0,21,3,0,0,9,4,0,0,8,0,0,0,4,51,12,34,98,0,0,19,19,0,0,20,17,12,5,9,30,22,10,13,38,19,4,10,37,23,3,3,32,9,0,5,13,11,0,3,14,0,0,0,4,98,23,78,206
5113405,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,4,0,0,4,4,4,0,3,6,7,0,4,10,21,0,10,26,4,0,8,13,31,0,41,71,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,3,0,8,13,5,3,19,24,16,0,54,65,3,0,49,49,32,4,128,159,0,0,0,0,0,0,0,0,5,0,3,7,3,0,3,6,0,0,9,6,8,0,8,19,8,3,22,36,30,0,63,96,6,0,58,63,61,4,166,234
5113406,0,0,18,16,0,3,10,11,23,12,9,47,27,9,10,43,9,0,10,14,14,0,6,16,4,0,0,4,0,0,0,3,3,0,0,3,77,23,55,155,0,0,10,10,0,3,17,19,32,7,7,54,29,5,10,43,9,4,11,22,11,3,5,16,3,0,0,5,0,0,0,0,0,0,0,0,90,21,66,177,0,3,26,28,0,5,22,30,59,15,22,99,54,13,18,88,21,4,15,37,22,0,13,36,5,0,3,6,3,0,0,5,3,0,0,3,167,46,123,329
5113407,0,0,13,13,0,0,7,11,5,0,11,13,3,5,7,17,7,7,7,14,3,0,5,14,9,0,0,12,4,0,0,8,0,0,0,0,30,13,52,96,0,0,11,11,0,3,4,12,3,0,12,13,4,3,7,12,4,0,8,8,5,0,4,14,5,0,9,21,0,0,0,9,0,0,0,0,34,8,54,94,0,0,15,15,0,3,14,20,11,3,16,28,6,8,13,31,11,3,8,27,12,0,12,23,15,0,17,30,6,0,5,8,0,0,3,4,64,22,102,191
5113408,0,0,5,5,0,3,3,9,16,3,12,29,12,0,7,24,0,0,18,16,7,0,4,15,9,0,4,16,16,0,10,27,11,0,6,11,65,11,77,152,0,0,7,7,0,3,3,6,18,0,12,36,5,0,9,17,3,3,13,14,14,0,12,23,12,0,15,26,15,0,14,34,0,0,15,13,69,8,100,179,0,0,11,11,0,5,7,19,32,4,26,65,19,0,16,34,10,3,29,33,21,3,22,44,21,0,19,40,29,0,24,58,10,0,16,26,133,19,173,328
5113409,0,0,20,20,0,0,23,23,14,5,26,36,17,0,16,39,16,0,9,26,13,0,7,19,9,0,0,14,0,0,0,0,0,0,0,0,68,11,101,173,0,0,8,8,3,5,10,17,18,5,20,40,21,0,8,31,11,0,5,20,10,0,11,21,10,0,12,15,0,0,3,4,0,0,4,4,69,17,73,158,0,0,30,30,3,7,32,43,25,8,42,75,39,0,24,68,28,3,17,44,23,0,16,40,17,0,12,29,3,0,3,4,0,0,4,3,139,24,176,333
5113410,0,0,4,4,0,0,6,12,9,0,13,20,7,0,4,16,6,0,9,18,15,0,7,18,11,0,3,12,4,0,0,3,0,0,0,0,51,5,49,104,0,0,8,8,0,0,13,18,9,9,7,27,10,0,9,15,8,3,9,20,6,0,7,15,10,0,3,12,0,0,0,0,0,0,0,0,51,14,58,115,0,0,21,21,7,3,22,27,18,9,17,44,13,0,13,34,19,4,12,35,21,0,14,37,14,4,4,26,5,0,0,7,0,0,0,0,104,21,105,221
5113411,0,0,12,12,0,3,17,23,5,7,14,30,10,7,3,19,17,4,6,26,28,3,7,43,17,0,0,16,3,0,0,3,0,0,0,0,85,25,65,171,0,0,11,11,0,0,17,18,7,8,14,36,13,3,7,21,24,0,12,31,23,3,12,34,9,0,0,9,0,0,9,7,0,0,0,0,83,19,74,178,0,0,23,23,0,7,34,38,16,20,34,62,27,6,14,46,35,3,21,63,51,10,14,77,26,4,0,28,7,0,4,12,0,0,0,0,165,42,141,349
5113412,0,0,5,12,0,3,14,15,4,5,10,15,7,5,15,25,15,0,8,22,17,7,11,27,13,0,9,20,10,0,0,5,0,0,0,3,69,16,73,151,0,0,15,15,0,3,17,21,8,3,12,27,16,0,4,19,14,3,6,27,18,0,4,27,8,0,8,15,4,0,4,12,0,0,0,0,72,18,74,163,0,0,25,25,0,3,32,34,8,13,21,39,23,5,19,48,26,6,15,47,39,8,10,58,20,0,13,36,16,0,3,18,0,0,4,4,138,36,150,312
5113413,0,0,15,15,0,0,7,10,7,7,16,31,7,4,18,29,10,6,17,27,9,0,19,25,14,0,6,20,5,0,3,10,0,0,0,0,49,18,94,166,0,0,12,12,3,3,8,13,13,6,8,29,7,8,14,32,13,4,3,15,7,0,9,11,7,0,6,17,5,0,6,11,0,0,0,0,55,24,68,141,0,0,25,29,3,5,17,27,20,15,26,59,19,11,34,59,19,8,19,46,13,0,24,35,22,0,7,33,9,0,8,15,0,0,0,0,106,40,163,310
5113415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5113417,0,0,17,17,0,3,13,19,9,3,17,27,14,4,6,22,12,0,14,28,16,3,3,18,3,0,3,10,0,0,0,5,0,0,0,0,53,13,76,143,0,0,10,10,0,0,3,8,15,3,11,23,16,4,5,28,12,0,11,22,13,0,9,20,3,0,3,5,0,0,5,10,0,0,0,0,52,17,54,122,0,0,23,23,0,3,24,25,23,10,22,55,27,8,14,56,19,3,27,45,24,3,12,38,5,0,4,13,5,0,9,12,0,0,0,3,101,32,128,261
5113418,0,0,14,14,0,0,11,11,10,4,13,28,16,3,16,33,18,3,8,21,14,0,3,19,21,0,7,26,6,0,9,15,4,0,0,4,89,15,74,170,0,0,6,6,0,3,4,6,13,5,7,25,12,5,7,24,15,3,0,17,19,3,9,25,16,0,5,24,6,0,6,12,0,0,0,0,87,13,47,150,0,0,18,18,0,3,14,21,25,9,26,58,30,7,22,56,29,3,11,43,38,4,8,44,39,0,14,55,17,0,14,27,4,0,0,4,172,25,121,318
5113419,0,0,3,3,0,0,9,9,7,3,7,18,8,0,6,20,4,0,0,7,6,0,8,18,3,0,3,12,3,0,0,3,0,0,0,0,40,8,33,84,0,0,5,5,0,0,5,8,12,3,3,18,5,0,3,11,8,0,4,17,9,0,14,21,7,0,13,14,3,0,4,11,0,0,3,3,41,6,55,99,0,0,11,11,0,0,10,14,18,10,11,39,17,0,13,30,8,0,10,21,19,3,18,35,11,0,12,21,8,0,4,13,3,0,3,4,84,15,90,184
5113420,0,0,20,20,0,4,10,16,15,12,19,40,14,4,5,26,19,0,21,36,14,5,9,29,10,0,3,14,8,0,0,9,0,0,0,0,75,27,87,183,0,0,8,8,3,4,17,24,18,13,10,43,15,0,12,23,15,3,16,30,12,3,10,28,12,0,20,29,4,0,6,10,0,0,0,0,73,22,100,199,0,0,21,21,3,9,30,37,29,22,34,83,33,3,13,51,31,3,31,65,27,11,17,58,19,0,20,44,9,0,6,15,0,0,0,0,146,44,185,377
5113421,0,0,12,14,3,4,9,21,23,15,24,64,25,4,21,54,8,3,19,30,19,0,5,29,11,0,6,20,10,0,0,10,0,0,4,4,90,35,115,237,0,0,16,16,9,9,10,27,34,13,35,81,12,8,17,35,15,0,20,31,12,3,28,42,8,0,16,23,6,0,12,18,0,0,3,8,91,32,159,284,0,0,26,27,13,14,24,50,53,32,56,138,33,12,37,83,25,3,35,64,26,3,38,69,17,0,24,41,8,0,12,23,3,0,10,11,180,68,269,515
5113422,0,0,9,9,0,0,10,15,9,3,11,21,15,3,11,28,12,3,16,32,14,0,13,24,16,0,3,14,5,0,3,8,0,0,0,0,66,13,66,144,0,0,5,6,0,5,12,15,9,0,9,22,10,5,13,30,14,0,3,17,10,3,7,17,14,0,3,18,3,0,6,13,0,0,0,0,67,12,57,136,0,0,9,13,0,4,18,24,18,3,19,41,28,9,22,50,21,9,15,48,19,5,19,46,29,0,6,34,6,0,9,17,0,0,0,0,129,23,125,279
5113423,0,0,3,3,0,0,3,3,0,0,3,4,0,0,0,3,4,4,0,9,6,0,3,9,5,0,3,11,0,0,0,3,0,0,4,4,16,4,21,40,0,0,6,6,0,0,0,0,0,0,0,0,4,0,3,6,8,0,6,11,7,0,3,11,7,0,0,10,0,0,3,3,0,0,0,0,21,3,22,45,0,0,8,8,0,0,3,3,3,3,0,6,7,0,4,10,11,5,9,18,7,3,4,21,12,0,3,19,0,0,5,3,0,0,4,4,37,6,41,91
5113424,0,0,20,20,0,0,20,18,19,13,17,46,21,3,19,41,5,3,18,34,5,0,12,23,11,0,3,19,11,0,5,16,3,0,4,5,77,23,114,213,0,0,12,12,3,5,11,17,30,9,23,56,8,0,20,31,14,3,13,28,9,0,8,13,12,0,11,26,8,0,5,12,0,0,3,3,82,21,103,202,0,0,35,35,3,4,25,41,46,20,38,102,30,4,33,72,22,4,30,57,15,0,22,34,26,0,13,43,15,0,14,28,7,0,8,10,158,39,219,422
5113425,0,0,11,10,0,3,6,8,10,10,11,31,9,4,9,24,13,3,18,37,17,0,11,20,10,0,3,15,5,0,3,8,0,0,0,3,63,22,69,156,0,3,5,13,3,4,7,16,8,10,12,24,17,0,8,23,12,7,8,24,17,0,5,26,13,0,8,18,4,0,10,9,0,0,0,3,71,21,74,159,0,3,18,21,3,12,16,30,17,20,20,51,26,3,17,49,26,8,21,59,29,0,20,48,26,0,14,37,8,0,13,15,3,0,0,7,131,42,141,317
5113426,0,0,10,10,0,0,5,6,5,13,22,41,10,3,14,31,3,0,18,22,13,0,6,19,17,0,3,20,3,0,3,9,0,0,0,0,49,21,94,158,0,0,16,16,0,3,11,13,9,12,18,38,10,5,14,24,11,0,17,22,13,0,10,20,11,0,12,19,3,0,3,3,0,0,3,3,49,20,90,165,0,0,27,27,0,6,20,23,13,23,43,72,18,6,28,54,15,4,36,47,23,0,19,45,22,0,10,41,10,0,7,10,0,0,3,3,100,39,186,322
5113427,0,0,16,16,3,0,17,23,7,3,21,34,22,5,8,28,16,3,7,27,11,0,13,25,10,0,5,17,0,0,0,3,0,0,0,0,68,15,83,166,0,0,13,11,0,4,10,17,17,6,19,36,19,0,10,34,14,4,5,28,9,0,16,25,9,0,3,9,0,0,3,0,0,0,3,3,66,20,86,171,0,0,22,28,7,3,32,36,29,7,38,71,40,7,18,66,28,10,12,50,21,5,29,53,14,0,8,26,0,0,3,6,0,0,3,3,131,30,166,333
5113428,0,0,14,14,0,0,7,16,4,3,22,34,10,3,9,16,19,0,3,18,5,0,7,17,5,0,4,13,0,0,0,3,0,0,0,0,52,9,63,126,0,0,16,16,6,0,5,12,9,5,9,20,10,7,17,30,16,5,3,21,9,0,8,17,7,0,3,10,0,0,3,3,0,0,3,3,52,12,63,128,0,0,26,26,6,3,16,28,14,12,31,51,19,7,22,43,26,3,10,41,20,0,14,33,15,0,7,19,4,0,4,5,0,0,3,3,99,23,129,249
5113429,0,0,12,12,0,0,10,14,10,0,5,19,17,3,3,26,12,5,6,25,11,0,3,15,9,0,0,9,3,0,0,3,0,0,0,0,58,10,46,112,0,0,18,18,0,0,11,7,10,3,3,19,18,0,7,29,6,7,6,16,12,0,6,16,4,0,3,12,0,0,0,0,0,0,3,3,59,12,52,122,0,0,28,28,0,0,22,19,16,3,11,35,40,3,11,58,18,9,17,40,19,0,6,30,12,0,3,15,5,0,3,7,0,0,3,3,116,24,101,235
5113430,0,0,7,8,0,3,12,16,10,4,26,37,11,3,12,22,8,5,5,23,5,0,4,14,7,3,3,16,3,0,0,8,0,0,3,0,46,15,82,142,0,0,6,5,0,4,7,12,9,5,9,27,9,4,10,24,3,0,3,10,9,0,7,16,5,3,4,17,3,0,3,9,0,0,0,0,43,18,47,106,0,0,11,14,0,3,18,28,17,7,35,65,20,8,18,45,15,3,13,28,16,0,10,26,9,8,11,24,3,0,5,16,0,0,3,5,90,34,128,253
5113431,0,0,8,8,0,0,10,10,4,4,7,20,17,0,0,17,6,3,8,17,0,0,0,0,6,0,3,9,7,0,0,7,0,0,0,3,34,11,39,86,0,0,10,10,0,0,10,12,6,6,9,18,14,0,3,15,3,0,13,16,0,0,10,9,6,0,4,6,0,0,3,3,0,0,3,3,39,8,59,102,0,0,17,17,0,0,24,22,14,7,12,37,31,4,3,34,9,3,23,33,3,0,10,17,9,0,3,13,4,0,3,11,0,0,0,3,72,18,98,189
5113432,0,0,12,12,0,0,19,18,8,4,31,39,20,0,6,33,11,0,14,25,9,0,10,21,5,0,4,10,4,0,0,4,3,0,0,5,63,9,96,164,0,0,9,9,5,3,9,11,12,4,12,26,18,3,12,31,13,0,6,18,4,0,8,15,9,0,5,12,3,0,4,8,0,0,0,3,63,9,58,133,0,0,23,23,8,3,19,31,15,8,36,63,37,6,18,59,26,0,18,45,18,0,19,34,11,0,8,23,11,0,4,16,8,0,0,10,125,17,157,294
5113434,0,0,22,22,0,0,14,14,6,3,3,17,18,3,11,24,9,3,16,28,12,0,7,16,11,0,0,14,3,0,0,10,0,0,0,0,62,11,69,140,0,0,13,13,4,0,3,7,8,3,11,20,19,7,3,28,10,0,9,27,10,0,12,22,6,0,3,17,0,0,9,7,0,0,0,0,62,14,73,148,0,0,34,34,3,6,15,21,19,10,16,40,38,4,14,53,20,7,27,53,19,0,14,38,19,0,5,23,6,0,9,17,0,0,5,5,129,22,140,292
5113435,0,0,10,10,0,0,9,10,15,5,9,26,7,3,12,20,14,0,8,20,7,5,8,12,3,0,3,6,3,0,0,0,0,0,0,0,44,14,51,118,0,0,5,8,4,0,4,7,17,4,12,30,8,8,3,17,9,0,6,14,8,3,6,15,4,0,3,12,0,0,3,3,0,0,0,0,49,22,46,106,0,0,14,13,6,0,18,25,26,13,17,59,15,10,16,37,25,3,8,38,15,4,13,29,13,0,6,14,3,0,4,9,3,0,0,4,97,36,95,225
5113436,0,0,6,6,0,3,14,17,18,6,22,40,21,3,12,39,12,3,12,19,8,5,7,24,12,0,12,21,18,0,4,25,6,0,7,15,95,22,93,213,0,0,8,6,5,0,11,17,18,9,16,43,25,3,7,32,14,3,16,30,7,3,26,30,11,0,18,29,18,0,22,43,5,0,26,28,102,23,144,266,0,0,13,14,6,3,27,32,30,15,33,86,45,4,19,73,18,11,24,52,12,9,33,52,20,0,33,59,40,3,27,70,17,0,25,46,197,50,235,480
5113437,0,0,11,11,0,0,4,8,11,3,12,21,14,8,6,31,11,0,6,14,9,3,3,15,12,0,8,16,4,0,0,4,0,0,0,0,49,15,44,109,0,0,3,3,0,3,3,8,10,4,9,24,6,8,3,23,9,3,6,14,11,0,3,13,3,0,3,10,3,0,0,4,0,0,0,0,48,21,33,102,0,0,14,14,0,5,8,10,23,8,18,45,17,16,11,48,16,3,10,30,17,3,8,25,18,0,9,23,8,0,0,8,0,0,0,0,97,38,78,211
5113438,0,0,21,21,0,3,21,22,16,7,17,46,23,3,9,33,12,3,6,25,25,7,13,42,3,3,3,15,3,0,3,5,0,0,0,0,85,27,94,207,0,0,14,16,0,7,7,8,21,9,11,43,23,4,5,34,21,3,17,38,14,3,9,22,5,3,3,11,3,0,3,5,0,0,0,0,91,26,69,186,0,0,35,35,0,7,24,36,38,15,33,83,44,6,18,64,32,9,25,69,35,6,22,66,11,5,9,21,9,0,5,15,0,0,0,0,169,47,166,387
