SA1_7DIGITCODE_2016,Preschool_M,Preschool_F,Preschool_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infants_Prim_Other_Non_Govt_M,Infants_Prim_Other_Non_Govt_F,Infants_Prim_Other_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tech_Ftime_stud_15_24_yr_M,Tech_Ftime_stud_15_24_yr_F,Tech_Ftime_stud_15_24_yr_P,Tech_Ftime_stud_25_yr_over_M,Tech_Ftime_stud_25_yr_over_F,Tech_Ftime_stud_25_yr_over_P,Tech_Ptime_stud_15_24_yr_M,Tech_Ptime_stud_15_24_yr_F,Tech_Ptime_stud_15_24_yr_P,Tech_Ptime_stud_25_yr_over_M,Tech_Ptime_stud_25_yr_over_F,Tech_Ptime_stud_25_yr_over_P,Tech_Full_Ptime_stud_st_ns_M,Tech_Full_Ptime_stud_st_ns_F,Tech_Full_Ptime_stud_st_ns_P,Tech_Furth_Educ_Instit_Tot_M,Tech_Furth_Educ_Instit_Tot_F,Tech_Furth_Educ_Instit_Tot_P,Uni_oth_Inst_Ft_stu_15_24_M,Uni_oth_Inst_Ft_stu_15_24_F,Uni_oth_Inst_Ft_stu_15_24_P,Uni_oth_Instit_Ft_stu_25_M,Uni_oth_Instit_Ft_stu_25_F,Uni_oth_Instit_Ft_stu_25_P,Uni_oth_Instit_Pt_stu_15_24_M,Uni_oth_Instit_Pt_stu_15_24_F,Uni_oth_Instit_Pt_stu_15_24_P,Uni_oth_Instit_Pt_stu_25_M,Uni_oth_Instit_Pt_stu_25_F,Uni_oth_Instit_Pt_stu_25_P,Uni_oth_Inst_F_Pt_stu_st_ns_M,Uni_oth_Inst_F_Pt_stu_st_ns_F,Uni_oth_Inst_F_Pt_stu_st_ns_P,Uni_oth_Inst_Tot_M,Uni_oth_Inst_Tot_F,Uni_oth_Inst_Tot_P,Oth_type_Edu_inst_Ftime_stu_M,Oth_type_Edu_inst_Ftime_stu_F,Oth_type_Edu_inst_Ftime_stu_P,Oth_type_Edu_inst_Ptime_stu_M,Oth_type_Edu_inst_Ptime_stu_F,Oth_type_Edu_inst_Ptime_stu_P,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_M,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_F,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_P,Oth_type_educ_institut_Tot_M,Oth_type_educ_institut_Tot_F,Oth_type_educ_institut_Tot_P,Type_educ_institution_ns_M,Type_educ_institution_ns_F,Type_educ_institution_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
5113821,0,0,3,13,12,26,0,0,0,0,4,4,14,16,30,3,3,8,0,0,0,3,6,11,4,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,3,3,0,0,0,3,14,17,0,0,0,0,0,0,0,0,0,0,0,0,20,15,32,0,0,4,45,58,99
5113822,4,0,3,19,9,31,0,0,0,4,3,8,20,16,39,23,8,31,0,0,0,6,0,8,23,15,35,0,0,0,0,0,3,0,0,0,0,6,7,0,0,0,3,9,10,3,3,6,7,4,11,0,0,3,0,0,0,0,0,0,6,8,21,0,0,0,0,3,4,0,0,0,0,3,4,10,10,11,3,0,6,76,56,133
5113823,4,4,5,17,13,26,0,0,0,0,3,5,18,15,29,10,11,23,0,0,0,5,0,5,13,11,23,4,0,4,0,0,0,0,0,0,0,3,4,0,0,0,4,4,5,0,4,3,0,0,0,0,0,0,3,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,12,13,19,3,0,6,54,52,106
5113824,3,0,3,15,8,18,0,0,0,5,0,7,15,13,23,13,9,25,0,0,0,0,0,0,17,11,27,0,3,4,0,0,0,0,0,0,0,3,3,0,0,0,0,5,6,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,44,38,76
5113825,4,4,7,21,12,30,0,0,0,0,0,0,21,15,34,8,8,15,0,4,7,0,3,3,15,14,29,0,3,3,0,0,0,0,0,0,0,4,4,0,0,0,0,5,5,0,3,4,4,3,10,0,0,0,0,3,3,0,0,0,5,8,16,0,0,0,0,0,0,0,0,0,0,0,0,13,18,35,0,0,0,54,71,121
5113826,4,0,8,27,14,43,0,3,3,3,3,4,29,19,51,8,14,16,0,0,3,4,0,3,12,10,27,0,0,0,3,0,3,0,0,0,4,9,10,0,0,0,4,6,16,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,6,6,15,7,3,5,0,0,0,0,0,0,7,3,5,28,23,57,0,4,3,95,82,171
5113827,0,0,0,5,3,14,0,3,4,4,8,14,17,16,28,6,3,7,7,4,9,3,4,6,16,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,3,0,0,0,0,0,0,5,5,14,0,0,0,0,0,0,0,0,0,0,0,0,13,22,28,3,3,3,47,60,109
5113828,0,3,3,0,9,9,0,3,3,0,3,6,0,13,14,5,8,10,4,3,11,4,0,10,14,11,29,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,7,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,3,9,18,3,0,3,0,3,3,0,0,0,3,3,9,7,11,23,0,0,0,41,59,102
5113831,4,3,7,22,14,29,0,0,0,0,0,3,22,13,33,15,3,20,0,0,0,0,0,0,12,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,4,3,10,0,0,0,0,0,3,0,0,0,3,0,3,3,3,7,0,0,0,52,33,85
5113832,0,11,8,13,17,33,3,3,6,5,0,3,22,19,42,3,5,13,3,0,7,4,5,4,12,9,22,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,4,3,11,11,0,0,0,0,0,0,6,3,8,0,0,0,10,12,20,3,0,3,0,5,5,0,0,0,3,5,10,17,21,36,0,0,0,64,77,137
5113833,10,0,6,16,18,42,3,0,3,7,0,4,27,20,46,14,22,33,0,0,0,4,3,6,20,20,39,0,0,0,3,6,6,0,0,0,4,0,4,0,0,0,9,8,15,0,3,5,4,4,4,0,5,3,5,0,3,0,0,0,10,11,22,3,3,7,3,4,8,0,0,0,5,4,11,20,22,47,0,5,5,97,98,191
5113834,3,0,0,13,12,25,0,0,0,0,0,0,16,13,29,13,4,14,0,0,0,0,0,0,9,4,18,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,4,4,7,3,0,4,0,0,0,0,0,0,0,0,0,3,5,16,0,0,0,0,0,0,0,0,0,0,0,0,11,8,25,0,0,0,53,43,94
5113835,0,0,0,12,11,20,0,0,0,0,0,3,12,10,25,3,10,10,0,0,0,0,0,0,6,5,15,3,0,3,0,0,0,0,0,0,0,0,4,0,0,0,4,4,6,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,4,8,0,0,0,0,3,3,0,0,0,0,3,3,18,17,31,0,0,0,43,45,84
5113836,0,3,3,4,6,17,0,0,0,0,3,8,13,10,25,9,9,15,0,0,0,3,7,5,13,9,23,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,3,0,3,10,10,18,0,0,0,35,41,77
5113837,6,0,3,12,13,24,3,0,6,4,3,6,19,18,41,11,15,19,0,3,0,3,5,4,10,16,34,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,3,5,10,3,9,7,0,3,8,0,0,0,0,0,0,0,0,0,4,6,16,0,3,3,0,5,5,0,0,0,0,3,5,7,12,22,3,3,7,60,72,133
5113838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5113839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5113840,3,4,3,37,27,66,0,0,3,3,0,6,45,34,78,13,13,27,3,3,5,3,8,12,23,23,42,0,0,0,0,0,0,4,0,4,0,5,11,0,0,0,3,5,16,3,7,16,0,3,0,0,0,0,0,0,3,0,0,0,3,14,20,0,0,0,0,0,0,0,0,0,3,3,7,11,8,19,3,5,5,93,95,185
5113841,3,3,5,26,29,47,0,3,3,3,3,10,24,31,61,4,14,14,0,5,9,0,0,0,8,11,22,4,0,4,0,0,0,0,0,0,0,3,5,0,0,0,3,4,11,3,8,9,0,0,0,0,0,0,0,3,3,0,0,0,5,8,17,0,0,0,0,0,0,0,0,0,4,3,6,31,16,44,3,3,4,80,89,168
5113842,7,5,14,18,18,35,0,4,3,5,3,10,25,24,50,17,11,29,0,3,3,0,7,8,23,22,40,0,4,4,0,0,0,0,0,0,0,3,3,0,0,0,0,7,7,4,3,13,0,3,6,0,0,0,0,4,4,0,0,0,12,12,23,0,0,0,0,0,0,0,0,0,0,0,0,11,12,25,4,5,5,79,86,167
5113843,3,3,7,28,26,55,0,4,4,4,4,5,33,34,66,9,10,19,0,3,6,7,0,6,11,22,31,0,0,4,3,0,3,0,0,0,4,3,4,0,0,0,7,3,15,8,17,23,0,7,8,0,0,0,3,9,10,0,0,0,8,30,43,0,3,3,0,0,0,0,0,0,3,3,9,6,7,19,6,9,9,81,115,193
5113844,4,0,4,23,29,57,0,3,5,0,3,3,31,34,62,9,12,18,0,3,6,0,3,3,10,17,28,3,3,3,0,7,8,0,0,0,0,0,3,0,0,0,7,10,11,4,8,10,3,4,5,0,3,3,0,0,0,0,0,0,6,18,23,4,0,4,0,0,0,0,0,0,4,0,5,4,4,6,0,5,7,64,84,143
5113845,4,8,13,19,38,56,3,4,10,4,3,13,29,42,73,9,12,23,3,3,4,10,3,13,24,14,38,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,3,3,9,7,3,0,3,0,0,0,0,3,3,0,0,0,5,8,13,0,0,0,0,0,0,0,0,0,0,3,3,6,9,17,3,4,5,81,93,172
5113846,7,5,14,50,56,110,4,7,5,7,4,15,60,72,128,13,26,38,8,4,10,9,6,10,30,31,57,4,0,4,0,0,0,0,0,0,7,3,9,0,0,0,11,3,14,8,7,10,0,9,9,0,0,0,5,7,9,0,0,0,8,21,36,0,3,8,0,4,4,0,0,0,0,7,11,19,10,26,9,13,18,146,159,304
5113847,5,7,18,43,30,69,3,3,10,5,3,8,48,43,86,20,9,33,3,5,6,6,3,6,26,24,52,3,0,9,3,5,8,0,0,0,0,0,3,0,0,0,13,7,21,13,13,28,5,11,10,0,0,0,3,7,11,0,0,0,21,30,49,0,5,5,0,0,0,0,0,0,4,5,6,14,22,30,8,8,17,137,139,278
5113848,0,0,4,18,32,44,4,3,5,4,3,10,26,42,59,6,11,18,0,3,4,0,5,8,11,14,29,0,4,6,0,0,0,0,0,0,4,4,8,0,0,0,7,10,14,0,0,6,0,4,3,0,0,3,3,4,7,0,0,0,7,10,19,0,0,3,3,0,3,0,0,0,3,3,6,10,11,18,3,7,7,64,89,155
5113901,3,0,7,15,13,31,0,0,0,0,0,0,17,13,32,4,4,14,0,3,3,0,0,0,7,10,12,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,4,4,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,5,10,0,0,0,0,0,3,0,0,0,0,0,3,14,16,36,0,0,0,48,47,96
5113902,8,4,10,34,25,58,9,8,13,7,3,3,47,36,83,23,18,37,3,3,7,3,3,6,28,24,51,8,0,3,0,0,0,3,4,5,3,4,3,0,0,0,11,6,20,0,3,3,0,0,0,0,0,0,0,4,4,0,0,0,0,11,8,0,0,3,3,9,8,0,0,0,0,8,11,10,21,31,0,4,3,105,110,217
5113903,10,3,8,13,10,26,0,0,3,0,0,0,15,15,29,13,8,24,3,0,7,5,3,4,19,16,30,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,3,9,3,3,3,3,0,5,3,0,4,0,3,7,0,0,0,11,6,19,0,3,3,0,0,0,0,0,0,0,3,3,19,11,32,0,0,0,67,60,130
5113904,0,9,9,9,22,31,9,0,12,0,0,0,19,27,45,8,12,20,0,0,0,3,4,3,10,13,28,0,0,3,0,0,0,5,0,3,4,0,8,0,0,0,13,4,15,3,4,3,0,0,0,0,0,3,3,3,5,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,16,16,32,3,3,9,72,74,151
5113907,4,0,7,9,9,25,3,0,0,0,0,0,11,14,28,12,5,18,3,4,8,3,0,3,19,11,24,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,6,12,3,3,3,0,0,0,0,3,3,0,0,0,7,13,14,0,0,0,0,4,6,0,0,0,0,4,7,4,9,17,3,4,8,50,55,108
5113908,0,0,4,8,17,25,9,7,13,4,3,12,21,23,49,3,10,11,0,0,0,3,0,3,14,10,22,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,6,7,6,3,5,0,0,0,0,0,3,0,0,0,0,0,0,5,7,9,0,0,0,0,3,3,0,0,0,3,3,6,16,6,24,0,0,0,59,57,117
5113909,6,4,5,8,15,24,3,7,9,0,0,3,8,27,39,4,7,15,10,12,13,3,3,3,16,16,31,3,0,3,0,3,3,3,3,7,0,0,0,0,0,0,6,7,11,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,33,22,54,0,0,0,65,84,152
5113910,0,0,0,3,10,14,3,0,3,0,0,3,7,17,22,7,7,15,5,3,10,3,0,6,18,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,3,0,7,13,25,0,0,0,38,42,81
5113911,4,3,7,25,14,33,14,7,22,4,3,5,35,22,64,19,11,28,11,10,19,0,4,9,31,20,56,0,0,0,0,3,4,0,3,4,3,3,8,0,0,0,4,12,18,0,5,5,3,3,4,3,0,4,0,3,3,0,0,0,4,11,16,0,0,0,3,0,0,0,0,0,3,0,0,21,12,30,0,3,3,108,91,203
5113913,3,0,3,5,8,13,3,0,4,3,3,3,11,10,21,9,7,20,10,4,13,0,0,0,18,9,27,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,3,8,0,0,5,0,0,0,0,0,0,3,3,3,0,0,0,3,8,10,0,0,0,0,0,0,0,0,0,0,0,0,20,14,31,0,0,0,63,38,103
5113914,3,0,7,10,19,29,0,0,0,0,0,0,10,17,30,7,13,24,0,0,0,0,0,0,8,18,25,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,3,0,4,7,0,0,0,0,0,0,0,3,4,0,0,0,4,5,8,0,0,0,0,0,0,0,0,0,0,0,0,12,4,16,0,0,3,38,53,89
5113915,3,0,6,11,15,30,0,0,0,0,5,3,12,24,38,6,9,21,0,4,3,0,0,4,12,16,23,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,3,0,0,0,0,0,3,18,9,29,0,0,0,51,53,102
5113916,0,3,5,6,3,15,3,0,3,3,3,8,9,7,18,5,6,10,0,0,5,0,0,0,5,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,0,0,0,31,29,57
5113917,0,0,3,6,10,24,0,3,4,0,0,4,9,16,29,9,7,11,0,4,4,0,0,5,6,7,15,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10,12,27,0,0,0,38,50,84
5113918,4,4,12,17,21,37,7,3,9,7,0,5,26,23,48,13,18,27,3,3,3,3,0,7,21,23,39,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,7,3,10,4,3,6,0,0,3,0,0,0,0,3,3,0,0,0,5,13,11,0,0,0,0,5,5,0,0,0,0,3,3,9,22,29,0,0,4,65,87,150
5113919,3,0,4,5,20,27,0,0,0,3,3,9,13,22,33,14,8,19,7,3,8,3,0,7,22,9,30,0,3,5,0,0,0,0,0,3,0,0,4,0,0,0,4,6,12,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,0,0,0,0,0,3,0,0,0,0,0,3,9,12,24,0,0,0,56,60,114
5113920,0,3,3,21,11,36,6,3,11,0,3,3,32,17,47,3,3,11,0,0,0,0,0,3,4,4,13,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,3,5,11,0,3,4,0,0,0,0,0,3,0,3,6,0,0,0,3,8,15,0,0,0,0,3,3,0,0,0,0,3,3,6,9,19,0,0,0,56,55,104
5113921,4,3,3,11,17,24,4,3,9,4,0,4,17,18,36,4,10,11,3,3,4,3,3,9,15,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,7,0,0,0,0,0,3,0,0,0,0,5,4,22,19,40,0,0,0,56,66,123
5113922,5,3,11,17,18,33,0,0,3,0,0,0,18,15,37,18,13,35,0,0,3,3,0,3,22,14,39,3,3,4,0,0,0,0,3,5,0,3,3,0,0,0,4,6,11,3,5,8,3,0,3,0,0,0,0,4,4,0,0,0,10,7,18,0,0,0,0,4,7,0,0,0,0,4,7,27,13,42,0,3,3,95,76,172
5113923,3,3,8,32,21,51,8,7,14,6,5,14,47,36,76,12,12,26,3,5,6,9,4,12,16,21,45,4,0,3,0,0,0,8,0,6,3,0,5,0,0,0,13,6,19,0,6,6,0,0,0,0,3,3,0,3,4,0,0,0,7,9,16,0,0,0,0,4,4,0,0,0,0,8,8,35,38,79,0,0,0,122,129,249
5113924,0,3,8,14,9,28,3,4,5,0,0,0,17,15,30,3,5,15,0,0,0,0,3,0,10,5,18,0,3,3,0,3,3,0,0,0,3,0,3,0,0,0,3,6,11,5,0,4,3,5,6,0,0,0,0,3,3,0,0,0,4,7,16,0,0,0,0,3,3,0,0,0,0,3,3,34,27,56,0,0,0,67,73,137
5113925,0,0,4,14,13,28,0,3,3,0,0,0,19,10,29,6,7,14,0,3,3,0,0,6,11,16,24,3,0,3,0,0,0,0,0,3,0,3,3,0,0,0,0,3,4,3,0,3,0,0,0,0,0,0,0,3,7,0,0,0,3,6,5,0,0,0,0,3,3,0,0,0,0,4,5,11,14,29,0,0,0,49,57,102
5113926,3,3,4,10,21,31,3,3,4,0,0,0,15,27,37,7,4,11,3,3,3,5,0,7,15,6,20,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,3,9,0,4,3,0,3,3,0,0,0,5,4,5,0,0,0,3,10,16,0,0,0,0,3,4,0,0,0,0,3,9,8,15,25,0,0,3,50,68,125
5113927,0,0,3,7,14,19,3,10,13,6,0,3,13,23,38,8,11,23,0,0,0,0,3,3,9,12,25,0,0,0,6,3,4,0,0,0,3,0,3,0,0,0,3,4,12,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,3,3,0,0,0,0,3,3,14,13,25,0,0,0,46,64,112
5113928,4,7,12,25,27,48,5,6,11,0,3,3,28,36,65,17,16,34,3,6,8,3,0,3,26,29,53,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,8,3,0,4,3,3,5,0,0,0,3,3,9,0,0,0,9,11,16,0,0,3,3,3,3,0,0,0,3,7,8,19,15,36,0,3,4,91,102,196
5113929,3,0,3,11,16,32,13,9,13,6,3,10,33,25,52,4,6,6,3,3,9,5,0,7,14,13,25,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,3,0,7,3,0,3,3,0,0,0,0,0,0,0,0,0,3,7,11,0,4,4,0,0,4,0,0,0,0,6,6,5,5,11,0,0,3,58,63,119
5113930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,34,0,0,0,19,22,35
5113931,0,4,5,15,10,19,3,9,6,0,0,0,15,12,27,10,14,22,0,0,5,3,0,3,12,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,5,0,0,3,0,0,0,0,3,6,0,0,0,3,11,15,0,0,0,3,0,3,0,0,0,3,0,6,15,11,22,0,0,0,54,52,109
5114001,3,3,4,9,13,17,3,3,11,4,3,5,18,19,35,0,7,4,3,3,11,3,3,11,8,10,23,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,16,26,0,0,0,0,0,0,0,0,0,0,0,0,11,21,33,0,0,0,3,3,3,0,0,0,3,3,3,5,4,7,0,3,5,46,66,115
5114002,0,0,6,16,14,24,0,0,0,0,0,0,17,17,32,6,11,15,4,0,6,3,0,3,12,9,25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,0,4,4,0,0,0,0,3,3,0,0,3,0,0,0,3,10,14,0,0,4,0,0,3,0,0,0,3,0,3,11,11,21,0,0,0,48,50,100
5114003,10,0,7,16,14,32,0,0,0,3,6,6,21,23,44,15,7,22,0,0,3,3,3,7,18,11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,5,9,10,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,0,0,0,65,48,117
5114004,6,3,8,15,7,23,0,0,0,0,0,3,19,7,25,5,10,20,3,0,3,5,0,4,12,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,6,9,9,0,3,3,0,0,0,0,0,0,3,3,3,12,7,19,0,0,0,59,47,99
5114005,6,3,5,15,14,29,3,0,4,0,3,5,19,19,36,5,3,10,4,3,10,3,3,3,12,12,22,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,7,7,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,13,13,24,3,0,4,51,54,107
5114006,0,0,0,12,11,25,9,3,10,0,0,0,16,18,37,11,6,20,4,0,7,0,0,3,15,8,26,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,8,9,3,0,7,0,0,0,3,0,3,0,4,4,0,0,0,8,5,11,0,0,0,0,4,5,0,0,0,0,4,5,18,23,45,0,0,0,62,70,125
5114007,4,3,5,11,9,25,3,5,10,0,0,0,21,19,37,5,7,9,4,3,4,3,3,4,8,11,19,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,4,10,3,4,4,0,0,0,0,0,0,0,4,3,0,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,4,6,13,0,0,4,43,47,91
5114008,0,0,0,9,9,17,8,3,7,0,3,3,14,16,26,7,7,10,8,3,4,5,3,4,17,10,24,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,5,3,0,0,3,0,3,3,0,7,7,0,0,0,3,11,13,0,0,0,3,0,3,0,0,0,3,0,3,14,20,35,0,3,0,47,68,117
5114009,3,0,3,10,12,23,7,9,16,6,7,17,28,30,56,9,11,23,8,8,21,3,6,11,20,31,51,0,0,0,0,0,0,4,0,4,0,3,3,0,0,0,3,3,7,3,3,4,0,3,3,0,0,0,3,9,7,0,0,0,11,13,18,0,0,0,0,0,0,0,0,0,0,0,3,10,12,22,0,3,0,79,88,165
5114010,0,4,4,13,14,32,4,3,11,3,0,3,28,21,50,0,3,5,8,3,13,6,3,9,13,14,29,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,3,5,10,3,9,10,3,0,3,0,0,0,3,10,7,0,0,0,10,19,24,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,3,58,64,125
5114011,0,0,3,4,9,11,0,0,3,0,0,4,4,7,12,7,8,15,4,4,13,3,0,3,15,13,25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,6,5,0,0,0,0,0,0,0,7,7,0,0,0,3,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,25,45,66
5114012,3,5,9,15,12,27,4,4,5,3,0,5,16,17,37,12,12,23,3,0,3,0,0,0,9,12,27,0,3,3,0,0,0,0,0,0,0,4,4,0,0,0,0,6,7,3,3,10,0,0,0,0,0,0,3,4,7,0,0,0,7,13,16,0,0,0,0,0,0,0,0,0,0,0,0,8,7,17,0,0,0,48,60,114
5114013,3,3,9,6,7,11,0,3,6,0,5,3,10,8,18,9,3,17,12,3,17,4,0,7,27,11,37,0,0,3,0,0,0,5,0,5,0,0,3,0,0,0,6,3,5,3,8,10,5,0,4,0,3,0,4,3,4,0,0,0,11,10,28,0,3,5,0,0,0,0,0,3,3,3,7,17,25,45,0,0,4,79,68,145
5114014,3,3,3,7,6,18,0,0,0,4,3,7,13,8,23,3,4,6,3,4,7,3,4,11,11,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,10,0,3,3,0,0,0,0,9,4,0,0,0,9,16,24,0,0,0,0,0,0,0,0,0,0,0,0,5,8,20,0,0,0,44,60,100
5114015,0,10,7,7,14,22,0,3,0,3,4,8,15,22,37,8,7,22,7,0,8,8,7,12,26,20,44,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,4,3,7,3,6,8,3,0,6,0,0,0,0,3,3,0,0,0,9,12,14,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,0,3,4,58,69,126
5114016,12,12,21,27,31,61,7,11,17,4,0,9,41,38,80,18,24,40,8,3,14,0,4,3,27,31,54,0,4,7,0,3,3,0,3,0,3,0,6,0,0,0,3,12,12,0,3,3,0,3,3,0,3,3,6,0,8,0,0,0,9,9,19,0,0,0,0,3,3,0,0,0,0,3,3,10,8,16,0,0,0,100,106,205
5114017,4,0,3,21,14,37,0,0,3,3,0,7,28,16,37,16,19,28,5,5,11,3,4,6,20,24,44,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,3,5,11,4,0,7,0,0,3,0,0,0,0,0,3,0,0,0,4,9,10,0,0,0,0,3,3,0,0,0,0,3,3,8,10,18,0,0,0,69,63,134
5114018,0,0,0,8,3,9,9,0,8,7,0,10,22,5,26,7,3,13,13,7,20,4,4,7,23,13,39,0,0,0,0,3,3,0,3,5,0,0,0,0,0,0,3,8,14,4,11,15,0,0,0,0,0,0,0,0,0,0,0,0,4,8,16,0,0,0,0,3,4,0,0,0,0,3,4,13,11,22,0,0,0,64,53,120
