SA1_7DIGITCODE_2016,P_Oth_svc_15_19_yr,P_Oth_svc_20_24_yr,P_Oth_svc_25_34_yr,P_Oth_svc_35_44_yr,P_Oth_svc_45_54_yr,P_Oth_svc_55_64_yr,P_Oth_svc_65_74_yr,P_Oth_svc_75_84_yr,P_Oth_svc_85_yr_over,P_Oth_svc_Tot,P_Inad_desc_Ns_15_19,P_Inad_desc_Ns_20_24,P_Inad_desc_Ns_25_34,P_Inad_desc_Ns_35_44,P_Inad_desc_Ns_45_54,P_Inad_desc_Ns_55_64,P_Inad_desc_Ns_65_74,P_Inad_desc_Ns_75_84,P_Inad_desc_Ns_85,P_Inad_desc_Ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
5113537,0,3,0,3,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,3,8,17,35,32,31,23,4,0,0,158
5113538,0,0,4,0,0,0,0,0,0,8,0,0,3,3,3,0,0,0,0,12,13,19,36,67,57,28,0,0,0,214
5113601,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,5,14,18,17,24,18,6,0,0,101
5113602,3,0,0,0,3,0,0,0,0,9,0,0,7,4,0,0,0,0,0,15,8,20,33,35,34,25,7,0,0,174
5113603,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,3,11,51,25,25,28,0,0,0,139
5113604,0,4,6,5,0,0,0,0,0,20,0,0,4,3,0,0,0,0,0,13,6,21,62,35,32,15,6,0,0,172
5113605,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,12,20,11,18,23,3,0,0,89
5113606,0,4,0,0,3,0,0,0,0,15,4,0,3,0,4,0,0,0,0,15,8,29,46,35,50,32,12,0,0,219
5113607,0,0,3,0,3,0,0,0,0,9,3,0,0,3,0,0,0,0,0,4,3,6,25,20,25,19,9,0,0,109
5113608,0,3,3,0,0,0,0,0,0,7,0,0,4,4,0,0,0,0,0,12,6,10,33,35,38,15,6,0,0,151
5113609,0,0,3,3,5,0,0,0,0,10,0,0,3,5,3,0,0,0,0,15,7,20,44,49,32,25,9,0,0,197
5113610,0,0,0,3,0,3,0,0,0,9,0,0,0,5,3,0,0,0,0,8,4,11,35,27,19,17,3,0,0,116
5113611,0,0,3,3,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,11,3,20,34,40,23,26,4,0,0,152
5113612,0,0,0,0,0,0,0,0,0,3,0,6,8,3,0,0,0,0,0,16,7,23,44,45,31,18,4,0,0,174
5113613,0,0,3,0,3,0,0,0,0,7,0,0,6,7,3,4,0,0,0,16,10,38,102,64,46,43,14,3,0,314
5113614,0,0,3,4,3,0,0,0,0,13,0,3,10,12,3,3,4,0,0,24,11,24,70,89,47,39,8,0,0,291
5113615,0,3,4,0,6,0,0,0,0,17,0,4,0,6,7,4,0,0,0,19,4,33,71,68,64,43,7,0,0,284
5113616,0,0,3,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,10,17,43,32,31,21,11,0,0,167
5113617,0,0,0,3,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,16,3,27,37,20,30,3,0,0,138
5113618,0,0,3,0,3,3,0,0,0,13,0,3,5,0,3,0,0,0,0,15,18,18,75,56,51,24,6,0,0,244
5113619,0,0,3,0,0,5,0,0,0,15,0,3,4,3,0,7,3,0,0,18,8,17,18,19,47,64,18,3,0,187
5113620,0,0,4,3,3,0,0,0,0,7,0,0,3,0,3,0,0,0,0,7,12,20,48,48,55,13,4,0,0,196
5113621,0,3,9,8,8,0,0,0,0,24,0,0,7,3,4,3,3,0,0,24,18,44,123,133,72,26,5,0,0,428
5113622,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,4,15,15,11,9,8,0,0,64
5113623,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,12,15,9,7,45,23,3,0,0,120
5113624,0,3,5,4,4,3,0,0,0,15,0,3,0,3,3,3,0,0,0,15,13,15,33,40,39,50,19,0,0,195
5113625,0,3,3,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,11,7,29,47,42,17,12,5,0,0,160
5113626,0,3,0,0,0,3,0,0,0,11,0,3,0,0,0,6,0,0,0,12,4,20,21,31,34,37,12,0,0,164
5113627,0,0,0,4,3,0,0,0,0,3,0,0,3,3,0,3,0,0,0,6,6,7,27,26,25,26,4,0,0,114
5113628,3,0,4,3,0,4,0,0,0,16,0,3,6,7,3,3,0,0,0,21,15,34,100,67,57,39,10,0,0,319
5113629,0,0,0,3,3,0,0,0,0,11,0,4,10,5,3,3,0,0,0,29,20,47,87,85,60,32,3,0,0,333
5113701,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,6,12,29,21,27,48,24,5,0,0,161
5113702,0,3,4,4,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,12,21,40,36,59,31,7,0,0,199
5113703,0,0,0,0,3,0,0,0,0,7,0,3,3,3,0,0,0,0,0,7,10,20,35,37,34,30,11,0,0,184
5113704,0,0,0,0,6,0,0,0,0,11,0,0,3,3,0,0,0,0,0,9,8,22,66,51,39,34,17,0,0,215
5113705,0,0,0,0,0,3,0,0,0,9,0,0,3,4,0,0,0,0,0,11,12,16,45,33,38,25,4,0,0,179
5113706,0,0,0,3,0,3,0,0,0,11,0,3,0,0,0,0,0,0,0,13,7,20,42,52,40,31,5,0,0,204
5113707,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,8,17,36,26,26,23,0,0,0,132
5113708,0,0,4,4,4,0,0,0,0,13,0,4,3,3,3,0,0,0,0,12,10,25,47,51,83,62,3,0,0,276
5113709,0,0,0,3,4,0,0,0,0,13,0,6,0,3,0,0,0,0,0,14,10,18,59,57,43,31,9,0,0,221
5113710,3,0,0,3,0,0,0,0,0,4,0,0,0,3,3,7,0,0,0,11,9,15,21,27,29,42,0,0,0,146
5113711,0,0,0,4,3,0,0,0,0,9,0,0,4,0,3,3,0,0,0,8,24,25,36,49,58,51,3,0,0,239
5113712,0,0,0,0,3,0,0,0,0,8,4,0,0,3,10,4,0,0,0,20,26,27,42,29,55,43,3,0,0,232
5113713,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,10,34,19,20,25,9,0,0,122
5113714,0,0,0,3,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,7,14,12,27,26,20,11,0,0,0,115
5113715,0,0,7,0,5,0,0,0,0,11,4,0,5,4,0,3,0,0,0,16,13,8,49,25,31,32,3,0,0,164
5113716,0,0,3,3,0,0,0,0,0,7,0,0,0,0,4,3,0,0,0,7,4,16,37,37,31,31,12,0,0,162
5113717,3,0,3,4,0,0,0,0,0,15,0,0,3,4,0,0,0,0,0,6,10,16,43,55,14,15,10,0,0,169
5113718,0,0,0,4,5,0,0,0,0,7,0,0,0,4,3,0,0,0,0,13,14,14,46,56,52,38,3,0,0,228
5113719,0,0,0,8,3,3,0,0,0,17,0,0,4,0,3,0,0,0,0,8,14,24,77,51,54,52,5,0,0,259
5113720,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,20,21,18,12,6,0,0,86
5113721,0,3,3,3,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,8,5,18,51,52,42,36,3,0,0,218
5113722,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,11,22,21,23,31,22,4,0,0,122
5113723,0,0,0,3,0,3,0,0,0,9,0,0,0,0,3,4,0,0,0,11,11,18,30,31,68,45,12,0,0,215
5113724,3,3,3,3,6,6,0,0,0,21,0,6,0,3,3,3,0,0,0,14,18,34,37,53,70,69,3,0,0,289
5113725,0,0,6,4,0,0,0,0,0,12,0,0,7,3,0,3,0,0,0,14,7,14,44,34,48,25,3,0,0,178
5113726,0,0,0,4,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,11,8,25,43,56,42,40,7,0,0,216
5113727,0,0,0,4,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,6,11,18,36,40,28,21,0,0,0,160
5113728,0,5,4,0,0,0,0,0,0,12,0,0,7,3,4,0,0,0,0,13,10,19,42,40,39,39,9,0,0,199
5113729,0,0,3,6,0,3,0,0,0,9,0,0,3,7,6,4,0,0,0,17,3,14,40,32,28,39,6,0,0,164
5113730,0,0,3,0,0,0,0,0,0,5,0,3,3,4,3,0,0,0,0,14,9,25,44,40,30,25,3,0,0,169
5113731,3,3,0,4,0,0,0,0,0,11,0,0,3,3,3,6,0,0,0,13,9,17,46,53,34,33,16,3,0,206
5113732,0,0,4,3,0,0,0,0,0,5,0,0,4,0,0,3,3,0,0,17,11,28,64,38,24,27,13,0,0,203
5113733,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,5,10,29,23,22,20,3,0,0,103
5113734,0,0,0,3,0,3,0,0,0,6,0,0,6,0,0,0,0,0,0,11,9,9,38,28,29,28,12,3,0,156
5113735,0,0,0,0,0,0,0,0,0,9,3,3,4,7,0,3,0,0,0,18,12,21,43,28,22,15,0,0,0,145
5113736,0,0,4,0,0,0,0,0,0,7,0,3,8,10,7,3,0,0,0,34,14,40,103,99,80,47,8,0,0,392
5113737,0,0,3,0,3,0,0,0,0,6,0,0,4,0,0,0,0,0,0,5,0,9,40,45,27,14,3,0,0,139
5113738,0,0,0,0,0,0,0,0,0,6,0,0,3,6,0,0,0,0,0,11,9,7,26,45,26,12,9,0,0,132
5113739,0,4,7,0,0,4,0,0,0,10,0,0,6,0,0,0,0,0,0,9,11,19,75,45,39,32,4,0,0,225
5113740,0,0,9,3,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,7,9,50,31,35,31,3,0,0,174
5113741,0,0,0,0,0,4,0,0,0,6,0,0,0,4,3,0,0,0,0,13,5,15,23,26,40,33,3,0,0,145
5113742,0,0,4,4,0,4,0,0,0,14,0,0,3,3,0,0,0,0,0,11,9,11,34,31,41,47,4,0,0,178
5113743,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,4,23,36,33,28,4,0,0,137
5113744,0,3,0,0,4,0,0,0,0,5,0,0,0,0,0,3,0,0,0,8,15,16,34,52,38,29,3,0,0,178
5113745,0,4,3,3,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,8,15,9,38,33,45,32,3,0,0,174
5113746,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,10,7,20,7,12,32,22,3,0,0,109
5113747,0,3,0,0,0,0,0,0,0,5,0,0,4,0,0,3,0,0,0,11,7,13,42,29,11,23,12,0,0,141
5113748,0,3,0,0,3,0,3,0,0,7,0,0,6,0,0,0,0,0,0,11,20,18,55,46,53,38,25,3,0,251
5113749,0,0,0,0,0,3,0,0,0,6,0,3,0,0,0,3,3,0,0,12,15,23,33,47,42,35,10,0,0,199
5113750,0,0,0,0,5,3,0,0,0,6,0,3,3,0,4,0,0,0,0,12,14,13,26,30,51,33,3,0,0,160
5113751,0,4,6,4,3,4,0,0,0,14,0,0,4,0,0,3,0,0,0,6,8,11,43,57,42,34,10,0,0,218
5113752,0,0,0,0,3,0,0,0,0,8,0,0,0,0,3,0,0,0,0,4,6,15,22,16,24,29,8,0,0,123
5113753,0,0,0,0,3,0,0,0,0,3,0,0,3,3,0,0,0,0,0,8,3,10,23,25,17,14,4,0,0,98
5113754,3,3,0,3,3,0,0,0,0,13,0,4,0,6,0,0,0,0,0,11,10,19,13,29,34,17,6,0,0,135
5113755,0,3,7,0,3,0,0,0,0,11,0,0,3,0,6,0,0,0,0,9,7,12,36,45,46,45,18,0,0,206
5113756,0,0,3,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,10,3,14,22,14,18,20,10,0,0,103
5113757,0,0,0,3,3,0,0,0,0,8,0,0,3,3,0,0,0,0,0,12,15,12,50,51,45,20,3,0,0,185
5113758,0,0,3,0,0,3,0,0,0,12,3,0,3,3,3,3,3,0,0,14,17,30,88,54,55,47,9,0,0,304
5113759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5113801,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,10,7,21,20,14,29,22,5,0,0,119
5113803,0,0,3,9,0,0,0,0,0,15,0,0,3,4,0,0,0,0,0,15,13,20,47,84,54,22,3,0,0,235
5113804,0,0,3,0,0,0,0,0,0,9,0,3,3,3,0,0,0,0,0,14,18,33,65,56,54,23,0,0,0,249
5113806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5113807,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,13,10,28,29,40,29,9,0,0,160
5113808,0,0,0,0,0,0,0,0,0,6,0,4,0,0,3,7,0,0,0,17,13,9,17,21,29,35,8,0,0,128
5113809,0,3,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,7,12,24,10,23,20,9,0,0,97
5113810,0,0,3,0,3,0,0,0,0,14,0,0,0,0,5,3,0,0,0,11,9,22,38,37,38,41,4,0,0,192
5113811,0,0,0,0,0,0,0,0,0,4,0,0,4,0,7,0,0,0,0,9,11,10,29,33,30,34,8,0,0,143
5113812,0,3,0,0,3,0,0,0,0,11,0,0,4,4,0,0,0,0,0,5,5,8,30,34,24,29,4,0,0,139
5113813,3,0,3,0,0,0,0,0,0,7,0,0,7,0,0,3,0,0,0,6,6,16,52,38,51,48,19,0,0,238
5113814,4,10,10,4,3,0,0,0,0,32,0,5,13,5,5,0,0,0,0,35,30,79,230,177,103,59,6,3,0,693
5113815,0,3,3,0,4,0,0,0,0,13,3,0,0,0,3,0,0,0,0,8,6,25,37,30,45,28,4,0,0,185
5113816,0,0,3,0,0,3,0,0,0,5,0,0,0,0,3,3,0,0,0,11,13,14,12,23,35,24,7,0,0,127
5113817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5113818,0,0,3,0,0,0,0,0,0,8,3,0,0,3,0,3,0,0,0,10,9,14,41,28,42,28,5,0,0,168
5113819,4,3,3,0,3,6,0,0,0,18,0,0,9,3,0,0,0,0,0,13,10,28,36,42,43,51,9,0,0,221
5113820,0,3,3,0,4,0,0,0,0,7,0,4,6,3,0,0,0,0,0,13,19,14,46,32,40,36,3,0,0,194
5113821,0,0,3,0,0,0,0,0,0,7,0,0,7,0,0,3,0,0,0,13,9,12,48,42,35,31,14,0,0,183
5113822,0,3,0,3,0,0,0,0,0,9,3,0,7,6,3,0,0,0,0,18,13,17,55,66,56,54,12,0,0,276
5113823,0,0,3,4,0,3,0,0,0,11,0,0,3,3,7,0,0,0,0,16,5,17,37,36,34,24,7,0,0,167
5113824,0,0,3,0,0,0,0,0,0,7,0,0,0,3,0,4,0,0,0,14,7,15,22,35,26,26,6,0,0,139
5113825,0,3,3,3,0,0,0,0,0,13,0,3,0,4,0,4,0,0,0,16,14,21,49,54,48,36,7,0,0,225
5113826,0,3,6,4,3,0,0,0,0,9,0,0,0,0,0,3,0,0,0,5,3,25,65,55,34,37,10,0,0,229
5113827,0,0,0,0,3,0,0,0,0,3,0,0,4,0,3,0,0,0,0,8,15,3,18,20,43,19,12,0,0,126
5113828,0,3,0,0,3,0,0,0,0,13,0,0,0,3,0,10,0,0,0,9,14,24,28,21,42,49,15,6,0,193
5113831,0,0,0,3,3,0,0,0,0,7,0,0,3,3,0,0,0,0,0,10,11,16,36,38,30,39,6,0,0,180
5113832,0,0,6,0,4,0,0,0,0,12,0,3,3,0,3,6,0,0,0,17,4,21,65,57,34,40,11,0,0,235
5113833,0,0,0,0,0,0,0,0,0,4,0,0,4,5,3,0,0,0,0,18,24,45,62,56,48,29,11,3,0,280
5113834,0,0,0,0,4,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,15,15,36,39,34,34,4,0,0,178
5113835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,6,20,33,18,38,24,4,0,0,146
5113836,0,0,0,3,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,7,7,18,34,29,32,29,6,0,0,163
5113837,0,0,8,0,0,3,0,0,0,13,0,0,3,3,5,3,0,0,0,19,16,23,60,58,62,53,9,3,0,287
5113838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5113839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5113840,0,0,3,9,0,3,0,0,0,12,0,3,4,4,4,0,0,0,0,16,12,12,78,76,48,22,4,0,0,250
5113841,0,0,4,3,0,0,0,0,0,15,0,0,5,5,0,3,0,0,0,11,5,19,90,81,47,19,3,0,0,267
5113842,0,0,6,0,4,0,0,0,0,17,0,5,3,7,3,0,0,0,0,13,9,23,57,76,50,26,3,0,0,242
5113843,0,0,0,3,0,0,0,0,0,10,0,0,11,5,3,0,0,0,0,22,13,31,156,108,47,16,4,0,0,373
5113844,0,0,8,3,3,3,0,0,0,19,3,0,3,6,3,0,0,0,0,12,15,25,71,86,46,21,6,0,0,268
5113845,0,0,3,7,3,0,0,0,0,16,3,3,0,3,3,0,0,0,0,7,17,20,41,83,56,23,3,0,0,237
5113846,0,7,5,6,0,0,0,0,0,15,0,3,3,5,0,0,0,0,0,11,17,30,131,153,67,26,0,0,0,421
5113847,0,0,9,3,0,0,0,0,0,14,0,3,3,10,6,0,0,0,0,17,14,26,118,109,53,30,0,0,0,351
5113848,0,0,0,0,0,0,3,0,0,8,0,0,3,0,0,0,0,0,0,11,12,21,50,47,50,30,11,0,0,212
5113901,0,3,3,6,3,0,0,0,0,12,0,5,6,0,0,0,0,0,0,7,3,25,41,27,24,19,3,0,0,144
5113902,3,5,12,4,0,0,0,0,0,28,0,4,9,3,0,0,0,0,0,17,16,46,99,92,54,41,7,0,0,364
5113903,0,0,8,0,0,0,0,0,0,13,0,4,0,0,0,5,0,0,0,6,15,19,60,52,45,43,3,0,0,230
5113904,0,4,3,4,0,3,0,0,0,18,0,3,0,0,0,3,0,0,0,14,10,24,57,54,34,36,12,0,0,226
5113907,3,4,3,0,3,0,0,0,0,12,3,0,0,0,3,0,0,0,0,11,16,26,39,38,55,27,4,0,0,203
5113908,3,3,5,0,0,0,0,0,0,14,0,0,0,0,3,3,0,0,0,6,9,15,39,33,56,25,8,0,0,185
5113909,0,0,6,0,0,3,0,0,0,10,0,0,0,3,3,0,0,0,0,10,16,20,39,42,52,23,8,0,0,190
5113910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,12,14,23,30,16,22,9,0,0,128
5113911,3,0,3,0,0,0,0,0,0,15,0,0,0,9,3,0,3,0,0,18,13,27,68,84,69,41,19,0,0,318
5113913,3,3,3,0,3,3,3,0,0,14,0,0,0,0,3,0,0,0,0,4,15,10,17,16,44,36,10,0,0,152
5113914,0,3,0,0,3,0,0,0,0,6,0,0,3,4,3,3,0,0,0,10,17,22,34,46,39,23,3,3,0,184
5113915,0,0,0,3,0,3,0,0,0,16,0,0,3,0,3,0,0,0,0,9,6,21,44,48,48,30,0,0,0,205
5113916,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,12,40,25,24,12,0,0,0,118
5113917,0,3,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,3,19,25,27,41,18,0,0,0,133
5113918,0,3,3,10,3,0,0,0,0,19,0,3,3,0,5,6,0,0,0,22,19,37,70,62,94,53,3,0,0,341
5113919,0,0,3,0,0,0,0,0,0,8,0,0,4,0,6,3,0,0,0,16,20,25,50,40,58,28,4,3,0,229
5113920,0,3,3,0,0,3,0,0,0,10,0,0,6,0,0,0,0,0,0,13,7,22,49,39,64,40,7,0,0,225
5113921,0,3,3,3,8,0,0,0,0,14,0,0,4,3,0,3,0,0,0,10,17,28,54,37,52,34,11,0,0,233
5113922,0,0,5,0,0,0,0,0,0,9,0,7,0,3,0,0,0,0,0,10,12,33,57,53,27,46,10,0,0,235
5113923,0,3,4,5,4,3,0,0,0,24,3,0,5,3,0,0,0,0,0,11,15,31,68,63,51,36,11,0,0,279
5113924,0,0,5,0,3,0,0,0,0,5,0,0,4,3,6,0,0,0,0,21,13,14,63,36,47,22,4,0,0,204
5113925,0,0,3,3,0,4,0,0,0,15,0,0,3,0,5,0,0,0,0,9,4,12,43,31,31,14,6,0,0,151
5113926,0,0,0,0,3,3,0,0,0,4,0,0,3,0,3,4,0,0,0,7,14,14,47,34,40,39,0,0,0,190
5113927,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,9,9,41,55,19,12,4,0,0,150
5113928,0,3,3,0,0,3,0,0,0,10,0,0,5,3,3,3,0,0,0,15,17,33,86,76,75,35,7,0,0,324
5113929,0,3,0,3,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,8,9,22,33,56,38,15,3,0,0,189
5113930,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,5,0,39
5113931,0,4,5,3,0,0,0,0,0,10,0,0,3,0,0,3,0,0,0,6,19,21,43,37,49,20,0,0,0,201
5114001,0,7,0,0,0,3,0,0,0,7,0,0,0,3,0,4,0,0,0,9,16,35,18,36,59,60,17,0,0,241
5114002,0,0,3,3,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,14,19,26,39,50,23,12,0,0,181
5114003,0,0,3,4,3,3,0,0,0,13,0,0,0,0,0,3,0,0,0,4,12,11,33,35,47,32,3,0,0,172
5114004,0,3,0,0,5,0,0,0,0,8,0,0,4,5,3,0,0,0,0,17,11,20,35,50,21,22,8,0,0,170
5114005,0,0,0,4,3,0,0,0,0,12,0,0,7,0,0,3,0,0,0,9,10,3,40,42,26,38,13,3,0,179
5114006,0,0,0,3,6,3,0,0,0,11,0,0,0,3,3,0,0,0,0,14,11,15,33,34,45,51,19,0,0,197
5114007,0,0,3,4,0,0,0,0,0,10,0,0,0,0,6,0,0,0,0,7,4,13,32,43,37,25,8,0,0,159
5114008,0,0,0,0,3,0,0,0,0,6,0,3,0,0,0,0,0,0,0,11,7,15,17,30,49,29,7,0,0,160
5114009,0,4,0,5,3,0,0,0,0,14,0,0,4,0,0,6,0,0,0,12,22,26,27,38,70,56,14,3,0,255
5114010,0,0,0,0,3,0,0,0,0,3,4,0,0,3,3,0,0,0,0,7,15,18,13,42,57,36,12,0,0,198
5114011,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,8,11,9,20,33,17,3,0,0,96
5114012,0,3,0,0,3,0,0,0,0,7,0,0,0,0,5,4,3,0,0,12,14,16,32,43,55,29,13,5,0,200
5114013,0,0,0,3,0,3,0,0,0,8,0,0,0,4,0,6,0,0,0,13,14,19,13,52,55,38,13,3,0,207
5114014,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,14,15,11,30,57,19,16,0,0,162
5114015,0,0,3,0,0,0,0,0,0,7,0,0,3,3,3,3,0,0,0,10,25,37,30,42,59,60,8,0,0,262
5114016,0,3,4,3,3,0,0,0,0,24,0,3,3,3,4,0,0,0,0,18,18,36,116,94,67,51,11,0,0,393
5114017,3,7,3,9,0,0,0,0,0,18,0,3,3,4,7,3,0,0,0,16,23,30,28,44,63,37,3,0,0,230
5114018,0,0,0,0,3,7,0,0,0,10,0,3,0,0,6,5,0,0,0,12,22,23,23,28,55,41,7,0,0,194
5114019,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,7,18,21,50,56,47,22,3,0,214
5114020,0,0,0,3,3,0,0,0,0,10,0,0,3,0,3,3,0,0,0,6,12,11,30,48,44,37,12,0,0,191
5114021,0,0,0,0,0,0,0,0,0,3,0,0,4,4,3,0,0,0,0,10,15,15,20,33,45,36,13,3,0,187
5114022,0,0,0,3,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,10,19,13,20,31,46,23,12,0,0,173
5114023,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,9,0,12,12,19,34,21,17,3,0,120
5114024,0,0,0,0,4,6,0,0,0,9,0,0,0,0,3,5,0,0,0,11,13,24,36,36,54,50,24,0,0,237
5114025,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,11,8,27,34,35,13,0,0,125
5114026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,8,10,14,30,34,60,42,15,3,0,213
5114027,5,0,0,3,0,9,0,0,0,20,0,0,0,0,4,8,0,0,0,14,15,20,22,51,47,72,8,0,0,239
5114028,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,14,11,12,16,22,48,35,7,3,0,155
5114029,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,4,0,0,0,8,8,9,7,24,37,23,10,0,0,121
5114030,0,0,0,0,3,0,0,0,0,6,0,0,3,0,3,0,0,0,0,10,6,19,16,15,41,24,3,0,0,121
5114031,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,5,4,8,17,28,26,36,7,0,0,136
5114032,0,0,0,3,0,3,0,0,0,11,0,3,0,0,10,0,0,0,0,21,37,29,46,88,97,69,17,5,0,380
5114033,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,9,13,12,43,57,28,18,0,0,183
5114034,0,0,3,0,3,5,0,0,0,14,0,0,0,0,3,0,0,0,0,5,25,16,21,41,75,65,31,6,0,280
5114035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
5114101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,9
5114102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,8,9,13,14,4,6,0,72
5114103,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,8,11,7,15,38,46,31,6,0,0,151
5114104,0,0,0,0,4,0,0,0,0,5,0,0,6,0,3,0,0,0,0,7,17,16,36,59,52,31,13,0,0,220
5114105,0,3,3,0,3,3,0,0,0,13,0,0,0,0,3,0,0,0,0,4,17,23,39,29,60,33,9,0,0,213
5114106,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,10,13,16,48,41,27,3,0,0,169
5114107,0,0,3,3,0,0,0,0,0,5,3,3,0,4,0,0,0,0,0,11,22,18,15,47,58,23,3,0,0,189
5114108,0,3,5,3,0,3,0,0,0,13,0,0,0,0,0,4,0,0,0,9,15,19,38,59,50,38,8,0,0,222
5114109,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,6,16,15,22,43,18,6,0,0,120
5114110,0,0,0,3,3,3,0,0,0,9,0,0,3,3,0,0,0,0,0,7,16,9,32,52,54,31,0,3,0,206
5114111,3,0,0,0,0,0,0,0,0,8,0,0,0,4,3,0,0,0,0,4,10,13,25,27,48,34,9,0,0,181
5114112,0,3,0,0,5,0,0,0,0,14,0,0,0,4,0,3,0,0,0,10,15,10,22,33,47,25,4,0,0,159
5114113,0,0,3,4,0,3,0,0,0,10,0,0,0,3,7,0,3,0,0,10,11,15,24,37,44,47,11,0,0,187
5114114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,20,20,22,58,32,10,0,0,183
