SA1_7DIGITCODE_2016,DC15_17FSEOMSolsET,DC15_17FSEOM_LpEns,DC15_17FSEOMT,DC15_17FSolsEVwwMSEO,DC15_17FSolsEVwwMSolsEVww,DC15_17FSolsEVwwMSolNwna,DC15_17FSolsEVwwMsol_pEns,DC15_17FSolsEVwwMSolsET,DC15_17FSolsEVwwM_LpEns,DC15_17FSolsEVwwMT,DC15_17FSolNwnaMSEO,DC15_17FSolNwnaMSolsEVww,DC15_17FSolNwnaMSolNwna,DC15_17FSolNwnaMsol_pEns,DC15_17FSolNwnaMSolsET,DC15_17FSolNwnaM_LpEns,DC15_17FSolNwnaMT,DC15_17FSol_pEnsMSEO,DC15_17FSol_pEnsMSolsEVww,DC15_17FSol_pEnsMSolNwna,DC15_17FSol_pEnsMsol_pEns,DC15_17FSol_pEnsMSolsET,DC15_17FSol_pEnsM_LpEns,DC15_17FSol_pEnsMT,DC15_17FSolsETMSEO,DC15_17FSolsETMSolsEVww,DC15_17FSolsETMSolNwna,DC15_17FSolsETMsol_pEns,DC15_17FSolsETMSolsET,DC15_17FSolsETM_LpEns,DC15_17FSolsETMT,DC15_17F_LpEnsMSEO,DC15_17F_LpEnsMSolsEVww,DC15_17F_LpEnsMSolNwna,DC15_17F_LpEnsMsol_pEns,DC15_17F_LpEnsMSolsET,DC15_17F_LpEnsM_LpEns,DC15_17F_LpEnsMT,DC15_17FTMSEO,DC15_17FTMSolsEVww,DC15_17FTMSolNwna,DC15_17FTMsol_pEns,DC15_17FTMSolsET,DC15_17FTM_LpEns,DC15_17FTMT,DC18_20FSEOMSEO,DC18_20FSEOMSolsEVww,DC18_20FSEOMSolNwna,DC18_20FSEOMsol_pEns,DC18_20FSEOMSolsET,DC18_20FSEOM_LpEns,DC18_20FSEOMT,DC18_20FSolsEVwwMSEO,DC18_20FSolsEVwwMSolsEVww,DC18_20FSolsEVwwMSolNwna,DC18_20FSolsEVwwMsol_pEns,DC18_20FSolsEVwwMSolsET,DC18_20FSolsEVwwM_LpEns,DC18_20FSolsEVwwMT,DC18_20FSolNwnaMSEO,DC18_20FSolNwnaMSolsEVww,DC18_20FSolNwnaMSolNwna,DC18_20FSolNwnaMsol_pEns,DC18_20FSolNwnaMSolsET,DC18_20FSolNwnaM_LpEns,DC18_20FSolNwnaMT,DC18_20FSol_pEnsMSEO,DC18_20FSol_pEnsMSolsEVww,DC18_20FSol_pEnsMSolNwna,DC18_20FSol_pEnsMsol_pEns,DC18_20FSol_pEnsMSolsET,DC18_20FSol_pEnsM_LpEns,DC18_20FSol_pEnsMT,DC18_20FSolsETMSEO,DC18_20FSolsETMSolsEVww,DC18_20FSolsETMSolNwna,DC18_20FSolsETMsol_pEns,DC18_20FSolsETMSolsET,DC18_20FSolsETM_LpEns,DC18_20FSolsETMT,DC18_20F_LpEnsMSEO,DC18_20F_LpEnsMSolsEVww,DC18_20F_LpEnsMSolNwna,DC18_20F_LpEnsMsol_pEns,DC18_20F_LpEnsMSolsET,DC18_20F_LpEnsM_LpEns,DC18_20F_LpEnsMT,DC18_20FTMSEO,DC18_20FTMSolsEVww,DC18_20FTMSolNwna,DC18_20FTMsol_pEns,DC18_20FTMSolsET,DC18_20FTM_LpEns,DC18_20FTMT,DC21_24FSEOMSEO,DC21_24FSEOMSolsEVww,DC21_24FSEOMSolNwna,DC21_24FSEOMsol_pEns,DC21_24FSEOMSolsET,DC21_24FSEOM_LpEns,DC21_24FSEOMT,DC21_24FSolsEVwwMSEO,DC21_24FSolsEVwwMSolsEVww,DC21_24FSolsEVwwMSolNwna,DC21_24FSolsEVwwMsol_pEns,DC21_24FSolsEVwwMSolsET,DC21_24FSolsEVwwM_LpEns,DC21_24FSolsEVwwMT,DC21_24FSolNwnaMSEO,DC21_24FSolNwnaMSolsEVww,DC21_24FSolNwnaMSolNwna,DC21_24FSolNwnaMsol_pEns,DC21_24FSolNwnaMSolsET,DC21_24FSolNwnaM_LpEns,DC21_24FSolNwnaMT,DC21_24FSol_pEnsMSEO,DC21_24FSol_pEnsMSolsEVww,DC21_24FSol_pEnsMSolNwna,DC21_24FSol_pEnsMsol_pEns,DC21_24FSol_pEnsMSolsET,DC21_24FSol_pEnsM_LpEns,DC21_24FSol_pEnsMT,DC21_24FSolsETMSEO,DC21_24FSolsETMSolsEVww,DC21_24FSolsETMSolNwna,DC21_24FSolsETMsol_pEns,DC21_24FSolsETMSolsET,DC21_24FSolsETM_LpEns,DC21_24FSolsETMT,DC21_24F_LpEnsMSEO,DC21_24F_LpEnsMSolsEVww,DC21_24F_LpEnsMSolNwna,DC21_24F_LpEnsMsol_pEns,DC21_24F_LpEnsMSolsET,DC21_24F_LpEnsM_LpEns,DC21_24F_LpEnsMT,DC21_24FTMSEO,DC21_24FTMSolsEVww,DC21_24FTMSolNwna,DC21_24FTMsol_pEns,DC21_24FTMSolsET,DC21_24FTM_LpEns,DC21_24FTMT,TDCFSEOMSEO,TDCFSEOMSolsEVww,TDCFSEOMSolNwna,TDCFSEOMsol_pEns,TDCFSEOMSolsET,TDCFSEOM_LpEns,TDCFSEOMT,TDCFSolsEVwwMSEO,TDCFSolsEVwwMSolsEVww,TDCFSolsEVwwMSolNwna,TDCFSolsEVwwMsol_pEns,TDCFSolsEVwwMSolsET,TDCFSolsEVwwM_LpEns,TDCFSolsEVwwMT,TDCFSolNwnaMSEO,TDCFSolNwnaMSolsEVww,TDCFSolNwnaMSolNwna,TDCFSolNwnaMsol_pEns,TDCFSolNwnaMSolsET,TDCFSolNwnaM_LpEns,TDCFSolNwnaMT,TDCFSol_pEnsMSEO,TDCFSol_pEnsMSolsEVww,TDCFSol_pEnsMSolNwna,TDCFSol_pEnsMsol_pEns,TDCFSol_pEnsMSolsET,TDCFSol_pEnsM_LpEns,TDCFSol_pEnsMT,TDCFSolsETMSEO,TDCFSolsETMSolsEVww,TDCFSolsETMSolNwna,TDCFSolsETMsol_pEns,TDCFSolsETMSolsET,TDCFSolsETM_LpEns,TDCFSolsETMT,TDCF_LpEnsMSEO,TDCF_LpEnsMSolsEVww,TDCF_LpEnsMSolNwna,TDCF_LpEnsMsol_pEns,TDCF_LpEnsMSolsET,TDCF_LpEnsM_LpEns,TDCF_LpEnsMT,TDCFTMSEO,TDCFTMSolsEVww,TDCFTMSolNwna,TDCFTMsol_pEns,TDCFTMSolsET,TDCFTM_LpEns,TDCFTMT
5127925,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,54,0,13,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,13,0,0,0,0,0,0,0,54,13,0,0,13,0,65
5127926,0,0,5,0,7,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,7,0,0,0,0,0,0,0,5,7,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,88,4,21,0,0,21,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,0,0,21,0,29,0,0,0,0,0,0,0,94,21,0,0,21,0,115
5127927,0,0,8,0,6,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,7,0,0,0,0,0,0,0,6,6,0,0,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,76,5,17,0,0,17,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0,0,17,0,25,0,0,0,0,0,0,0,78,18,0,0,18,0,100
5127928,0,0,9,0,6,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,10,0,0,0,0,0,0,0,14,6,0,0,7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,5,5,0,75,16,40,0,0,38,0,56,0,0,3,0,3,0,3,0,0,0,0,0,0,0,16,40,5,0,42,0,55,4,0,0,0,0,0,4,93,40,5,5,48,0,136
5127929,0,0,10,0,8,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,6,0,0,0,0,0,0,0,13,8,0,0,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,102,6,65,3,0,67,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,65,3,0,67,0,71,0,0,0,0,0,0,0,110,65,3,0,67,0,175
5127930,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,4,0,0,4,0,61,3,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,0,0,0,0,0,0,0,60,8,0,0,8,0,66
5127931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4
5127932,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,75,9,27,0,0,27,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30,0,0,30,0,32,0,0,0,0,0,0,0,78,30,0,0,30,0,108
5128001,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,8,0,0,8,0,76,4,28,0,0,28,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,0,0,28,0,36,0,0,0,0,0,0,0,82,37,0,0,37,0,116
5128002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5128003,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,85,3,14,0,0,14,0,14,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,13,0,0,13,0,18,0,0,0,0,0,0,0,85,13,0,0,13,0,104
5128004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,42,0,8,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,11,0,0,0,0,0,0,0,42,11,0,0,11,0,53
5128005,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,72,0,11,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,11,0,0,0,0,0,0,0,72,11,0,0,11,0,86
5128006,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,0,0,3,0,48,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,42,4,0,0,4,0,55
5128007,0,0,3,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,3,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,4,0,0,4,0,83,4,18,0,0,18,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,18,0,15,0,0,0,0,0,0,0,77,16,0,0,16,0,95
5128008,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,70,0,9,0,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,15,0,0,0,0,0,0,0,74,9,0,0,9,0,81
5128009,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,53,9,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,3,0,9,0,0,0,0,0,0,0,61,3,0,0,3,0,69
5128010,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,31,0,8,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,10,0,0,0,0,0,0,0,26,9,0,0,9,0,40
5128011,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,51,0,6,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,8,0,0,0,0,0,0,0,54,6,0,0,6,0,56
5128012,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,14,0,0,14,0,101,0,4,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,8,0,0,0,0,0,0,0,95,21,0,0,21,0,115
5128013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,0,0,4,0,38,4,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,7,0,0,0,0,0,0,0,41,6,0,0,6,0,50
5128014,0,0,8,5,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,5,0,0,0,0,0,0,0,9,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,92,4,7,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,7,0,12,0,0,0,0,0,0,0,101,7,0,0,7,0,110
5128015,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,59,3,13,0,0,13,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,13,0,11,0,0,0,0,0,0,0,61,13,0,0,13,0,72
5128016,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,44,7,8,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,8,0,12,0,0,0,0,0,0,0,50,8,0,0,8,0,58
5128017,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,3,114,3,22,0,0,22,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,0,0,22,0,29,0,0,0,0,0,0,0,115,22,0,0,22,3,140
5128018,0,0,14,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,14,4,0,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,74,3,15,0,0,15,0,17,0,3,0,0,7,0,7,0,0,0,0,0,0,0,3,16,0,0,24,0,25,0,0,0,0,0,0,0,77,16,0,0,24,0,94
5128019,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,87,4,18,0,0,18,0,18,0,0,0,0,0,0,0,0,6,0,0,6,0,6,4,26,0,0,26,0,30,0,0,0,0,0,0,0,93,21,0,0,21,0,112
