SA1_7DIGITCODE_2016,F_Mgmt_Cmrce_35_44,F_Mgmt_Cmrce_45_54,F_Mgmt_Cmrce_55_64,F_Mgmt_Cmrce_65_74,F_Mgmt_Cmrce_75_84,F_Mgmt_Cmrce_85_over,F_Mgmt_Cmrce_Tot,F_Scty_Cul_15_24_yr,F_Scty_Cul_25_34_yr,F_Scty_Cul_35_44_yr,F_Scty_Cul_45_54_yr,F_Scty_Cul_55_64_yr,F_Scty_Cul_65_74_yr,F_Scty_Cul_75_84_yr,F_Scty_Cul_85_yr_over,F_Scty_Cul_Tot,F_Crtve_Arts_15_24_yr,F_Crtve_Arts_25_34_yr,F_Crtve_Arts_35_44_yr,F_Crtve_Arts_45_54_yr,F_Crtve_Arts_55_64_yr,F_Crtve_Arts_65_74_yr,F_Crtve_Arts_75_84_yr,F_Crtve_Arts_85_yr_over,F_Crtve_Arts_Tot,F_FoodHos_PsnlSvcs_15_24,F_FoodHos_PsnlSvcs_25_34,F_FoodHos_PsnlSvcs_35_44,F_FoodHos_PsnlSvcs_45_54,F_FoodHos_PsnlSvcs_55_64,F_FoodHos_PsnlSvcs_65_74,F_FoodHos_PsnlSvcs_75_84,F_FoodHos_PsnlSvcs_85_over,F_FoodHos_PsnlSvcs_Tot,F_Mix_Fld_Prog_15_24,F_Mix_Fld_Prog_25_34,F_Mix_Fld_Prog_35_44,F_Mix_Fld_Prog_45_54,F_Mix_Fld_Prog_55_64,F_Mix_Fld_Prog_65_74,F_Mix_Fld_Prog_75_84,F_Mix_Fld_Prog_85,F_Mix_Fld_Prog_Tot,F_Fld_stud_inad_desc_15_24,F_Fld_stud_inad_desc_25_34,F_Fld_stud_inad_desc_35_44,F_Fld_stud_inad_desc_45_54,F_Fld_stud_inad_desc_55_64,F_Fld_stud_inad_desc_65_74,F_Fld_stud_inad_desc_75_84,F_Fld_stud_inad_desc_85,F_Fld_stud_inad_desc_Tot,F_Fld_stud_ns_15_24_yr,F_Fld_stud_ns_25_34_yr,F_Fld_stud_ns_35_44_yr,F_Fld_stud_ns_45_54_yr,F_Fld_stud_ns_55_64_yr,F_Fld_stud_ns_65_74_yr,F_Fld_stud_ns_75_84_yr,F_Fld_stud_ns_85_yr_over,F_Fld_stud_ns_Tot,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Nat_Phy_Sci_15_24,P_Nat_Phy_Sci_25_34,P_Nat_Phy_Sci_35_44,P_Nat_Phy_Sci_45_54,P_Nat_Phy_Sci_55_64,P_Nat_Phy_Sci_65_74,P_Nat_Phy_Sci_75_84,P_Nat_Phy_Sci_85,P_Nat_Phy_Sci_Tot,P_IT_15_24,P_IT_25_34,P_IT_35_44,P_IT_45_54,P_IT_55_64,P_IT_65_74,P_IT_75_84,P_IT_85,P_IT_Tot,P_Egnr_rel_Tech_15_24,P_Egnr_rel_Tech_25_34,P_Egnr_rel_Tech_35_44,P_Egnr_rel_Tech_45_54,P_Egnr_rel_Tech_55_64,P_Egnr_rel_Tech_65_74,P_Egnr_rel_Tech_75_84,P_Egnr_rel_Tech_85,P_Egnr_rel_Tech_Tot,P_Arc_Bld_15_24,P_Arc_Bld_25_34,P_Arc_Bld_35_44,P_Arc_Bld_45_54,P_Arc_Bld_55_64,P_Arc_Bld_65_74,P_Arc_Bld_75_84,P_Arc_Bld_85_over,P_Arc_Bld_Tot,P_Agric_Env_Rel_Stud_15_24,P_Agric_Env_Rel_Stud_25_34,P_Agric_Env_Rel_Stud_35_44,P_Agric_Env_Rel_Stud_45_54,P_Agric_Env_Rel_Stud_55_64,P_Agric_Env_Rel_Stud_65_74,P_Agric_Env_Rel_Stud_75_84,P_Agric_Env_Rel_Stud_85,P_Agric_Envir_Rel_Stud_Tot,P_Hlth_15_24_yr,P_Hlth_25_34_yr,P_Hlth_35_44_yr,P_Hlth_45_54_yr,P_Hlth_55_64_yr,P_Hlth_65_74_yr,P_Hlth_75_84_yr,P_Hlth_85_yr_over,P_Hlth_Tot,P_Edu_15_24_yr,P_Edu_25_34_yr,P_Edu_35_44_yr,P_Edu_45_54_yr,P_Edu_55_64_yr,P_Edu_65_74_yr,P_Edu_75_84_yr,P_Edu_85_yr_over,P_Edu_Tot,P_Mgmt_Cmrce_15_24,P_Mgmt_Cmrce_25_34,P_Mgmt_Cmrce_35_44,P_Mgmt_Cmrce_45_54,P_Mgmt_Cmrce_55_64,P_Mgmt_Cmrce_65_74,P_Mgmt_Cmrce_75_84,P_Mgmt_Cmrce_85_over,P_Mgmt_Cmrce_Tot,P_Scty_Cul_15_24_yr,P_Scty_Cul_25_34_yr,P_Scty_Cul_35_44_yr,P_Scty_Cul_45_54_yr,P_Scty_Cul_55_64_yr,P_Scty_Cul_65_74_yr,P_Scty_Cul_75_84_yr,P_Scty_Cul_85_yr_over,P_Scty_Cul_Tot,P_Crtve_Arts_15_24_yr,P_Crtve_Arts_25_34_yr,P_Crtve_Arts_35_44_yr,P_Crtve_Arts_45_54_yr,P_Crtve_Arts_55_64_yr,P_Crtve_Arts_65_74_yr,P_Crtve_Arts_75_84_yr,P_Crtve_Arts_85_yr_over,P_Crtve_Arts_Tot,P_FoodHos_PsnlSvcs_15_24,P_FoodHos_PsnlSvcs_25_34,P_FoodHos_PsnlSvcs_35_44,P_FoodHos_PsnlSvcs_45_54,P_FoodHos_PsnlSvcs_55_64,P_FoodHos_PsnlSvcs_65_74,P_FoodHos_PsnlSvcs_75_84,P_FoodHos_PsnlSvcs_85_over,P_FoodHos_PsnlSvcs_Tot,P_Mix_Fld_Prog_15_24,P_Mix_Fld_Prog_25_34,P_Mix_Fld_Prog_35_44,P_Mix_Fld_Prog_45_54,P_Mix_Fld_Prog_55_64,P_Mix_Fld_Prog_65_74,P_Mix_Fld_Prog_75_84,P_Mix_Fld_Prog_85,P_Mix_Fld_Prog_Tot,P_Fld_stud_inad_desc_15_24,P_Fld_stud_inad_desc_25_34,P_Fld_stud_inad_desc_35_44,P_Fld_stud_inad_desc_45_54,P_Fld_stud_inad_desc_55_64,P_Fld_stud_inad_desc_65_74,P_Fld_stud_inad_desc_75_84,P_Fld_stud_inad_desc_85,P_Fld_stud_inad_desc_Tot,P_Fld_stud_ns_15_24_yr,P_Fld_stud_ns_25_34_yr,P_Fld_stud_ns_35_44_yr,P_Fld_stud_ns_45_54_yr,P_Fld_stud_ns_55_64_yr,P_Fld_stud_ns_65_74_yr,P_Fld_stud_ns_75_84_yr,P_Fld_stud_ns_85_yr_over,P_Fld_stud_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr
5124716,5,0,0,0,0,0,7,0,3,4,0,5,0,0,0,12,0,4,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,8,0,3,0,22,6,25,22,18,18,5,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,4,4,0,0,19,0,0,0,0,0,0,0,0,0,4,6,3,7,0,4,0,0,27,3,0,3,3,4,0,0,0,11,3,3,4,9,3,0,0,0,21,0,8,7,0,3,0,0,0,22,0,0,9,0,4,0,0,0,17,0,4,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,8,15,8,3,0,46,17,44,36,33
5124717,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,8,0,7,12,4,9,4,0,0,32,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,6,4,0,0,16,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,7,0,3,0,0,0,0,16,0,3,3,0,0,0,0,0,5,0,0,0,0,0,3,0,0,8,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,5,3,12,14,10
5124718,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,7,7,10,18,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,3,0,0,15,0,3,0,0,0,0,0,0,4,0,3,5,0,0,0,0,0,15,0,3,0,0,4,0,0,0,12,0,3,0,3,7,0,0,0,10,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,3,0,0,19,7,21,19,16
5124801,3,0,7,3,0,0,14,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,7,0,0,23,9,10,11,19,6,10,3,0,69,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,7,4,8,3,4,4,0,23,0,0,0,0,0,3,0,0,3,0,0,0,7,0,0,0,0,7,0,5,0,8,0,0,0,0,14,3,0,3,3,0,3,0,0,13,0,0,3,0,7,3,0,0,15,0,0,0,4,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,11,7,4,4,0,45,8,15,24,42
5124802,4,4,3,0,0,0,18,0,3,6,0,3,0,0,0,12,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,3,0,20,7,13,25,17,14,10,3,0,86,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,19,13,4,3,0,0,42,0,3,6,5,4,0,0,0,12,0,0,0,0,0,0,0,0,7,0,0,3,9,0,0,0,0,17,0,3,3,3,6,3,0,0,17,0,9,9,4,3,0,0,0,20,0,3,6,0,3,0,0,0,11,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,5,11,3,7,0,42,8,34,51,42
5124803,5,0,0,0,0,0,20,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,6,3,0,0,18,5,26,27,15,10,6,0,0,88,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,13,10,7,6,3,3,0,42,0,5,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,4,0,5,3,3,4,0,0,0,16,0,3,3,3,9,0,0,0,20,3,7,11,6,0,0,0,0,22,0,5,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,9,9,13,11,9,5,3,0,48,21,56,42,31
5124804,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,5,4,3,8,6,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,3,3,0,0,20,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,3,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,6,3,0,0,20,0,15,14,14
5124806,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,11,0,3,7,3,3,4,0,0,25,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,5,3,0,25,3,6,15,10
5124807,3,6,0,0,0,0,8,3,3,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,3,0,0,0,17,12,11,13,18,15,5,3,0,77,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,5,3,10,3,3,0,28,3,0,0,0,0,0,0,0,5,0,0,0,4,4,0,0,0,12,0,0,4,7,4,3,4,0,19,3,3,0,0,3,0,0,0,13,4,6,3,7,3,4,0,0,21,3,3,3,3,4,4,0,0,24,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,4,7,10,9,0,0,41,30,18,25,37
5124808,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,4,23,14,12,6,3,0,0,55,0,3,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,3,19,66,52,48,22,3,0,0,214,0,10,7,0,0,0,0,0,17,0,5,4,4,0,0,0,0,7,0,8,10,5,4,0,0,0,26,0,0,3,9,3,0,0,0,10,4,11,11,7,7,0,0,0,36,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,7,3,8,3,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,18,13,18,14,0,0,0,68,24,132,108,106
5124809,4,0,3,3,0,0,17,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,0,0,0,0,11,4,21,15,18,16,12,4,0,83,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,14,9,11,0,0,0,41,0,3,0,0,3,0,0,0,9,0,0,3,3,0,3,0,0,10,0,4,3,4,4,0,0,0,20,0,3,0,5,3,4,0,0,16,0,5,4,3,7,4,0,0,27,0,3,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,7,7,12,0,5,0,0,34,11,34,35,37
5124901,0,0,0,0,0,0,5,3,0,3,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,9,8,7,10,12,8,3,6,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,0,3,0,27,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,4,0,3,3,3,0,0,0,0,15,0,0,0,4,0,0,0,0,6,0,3,0,0,0,0,0,0,7,3,0,3,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,3,3,3,0,27,12,17,20,23
5124902,3,4,3,0,0,0,23,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,8,4,0,0,17,12,15,15,13,22,9,3,0,101,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,9,5,0,5,0,6,0,0,22,3,0,3,0,0,0,0,0,11,0,3,0,0,3,0,0,0,12,0,12,5,0,9,3,3,0,33,0,0,3,4,7,5,0,0,21,7,3,3,3,4,3,0,0,31,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,8,7,5,3,0,42,29,35,22,27
5124903,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,26,13,4,0,12,6,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,3,0,0,14,0,0,0,0,4,0,0,0,3,4,0,0,4,0,0,0,0,13,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,0,0,13,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,3,7,3,5,0,0,59,48,9,9,25
5124904,0,4,0,3,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,5,3,9,14,10,13,8,4,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,0,0,0,23,0,0,0,0,3,0,0,0,3,0,3,5,3,3,5,0,0,15,0,3,4,0,7,0,3,0,15,0,0,4,4,5,3,0,0,14,0,3,4,5,0,3,0,0,20,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,13,5,18,22,21
5124905,0,0,0,0,0,0,13,0,3,4,3,3,0,0,0,20,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,6,5,5,8,9,3,0,53,23,22,16,17,23,13,5,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,3,3,6,4,0,0,31,0,0,3,3,3,0,0,0,13,0,3,0,0,0,0,0,0,11,0,3,3,0,4,0,3,0,11,0,3,6,3,3,0,0,0,18,4,15,0,5,0,0,0,0,21,0,3,9,3,3,0,0,0,22,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,26,17,11,8,13,17,3,0,99,46,56,35,33
5124906,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,7,6,4,4,15,3,7,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,4,6,4,0,0,0,17,0,0,0,3,0,4,0,0,6,0,0,0,5,0,0,0,0,7,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,17,8,6,5,27
5124907,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,5,3,15,7,3,4,4,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,19,0,0,3,0,0,0,0,0,4,0,3,3,5,0,0,0,0,11,4,3,0,4,0,0,0,0,12,0,0,9,0,0,0,0,0,9,0,0,3,0,0,0,0,0,4,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,20,12,13,19,23
5124908,3,0,0,0,0,0,10,0,3,0,3,6,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,9,0,6,0,24,9,11,18,20,23,10,11,0,98,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,7,0,5,3,4,0,28,3,0,0,0,4,0,0,0,13,0,3,3,0,0,0,0,0,13,0,0,6,0,10,3,0,0,22,0,0,3,8,5,0,3,0,24,3,3,5,8,5,3,0,0,21,0,3,3,3,6,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,4,0,5,7,3,12,0,50,17,23,24,32
5124909,0,0,4,0,0,0,10,10,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,20,5,6,3,7,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,6,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,8,6,3,0,0,3,0,0,0,15,9,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,25,7,7,3
5124910,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,3,3,0,24,10,23,10,7,16,9,3,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,3,4,0,0,0,27,0,0,0,0,0,4,0,0,9,0,0,0,0,4,3,0,0,15,0,3,0,3,3,3,0,0,14,0,3,4,0,5,0,0,0,10,0,8,0,0,0,0,0,0,13,3,0,0,6,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,7,6,3,7,3,0,35,18,38,19,18
5124911,3,4,3,3,0,0,17,0,3,0,3,10,3,0,0,22,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,3,7,11,36,19,25,26,26,23,16,14,19,159,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,8,11,3,7,7,3,4,3,36,3,3,0,0,3,5,3,0,10,4,0,9,0,3,0,0,0,21,3,10,6,3,4,3,4,3,47,0,3,9,8,3,0,3,0,35,4,3,8,6,7,8,0,0,36,4,3,3,6,10,0,0,0,31,0,3,0,0,0,0,0,0,9,0,3,0,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,6,13,5,10,9,63,31,52,48,42
5124912,5,0,0,0,0,0,9,7,3,4,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,7,7,5,3,0,35,19,23,12,12,5,9,3,0,90,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,8,8,3,3,3,0,3,0,25,0,0,3,0,0,0,0,0,5,0,4,4,0,0,0,0,0,9,0,0,3,0,0,3,0,0,8,3,0,0,4,0,0,0,0,5,0,9,4,0,0,0,0,0,17,3,3,4,8,0,3,0,0,21,0,0,0,0,0,0,0,0,6,0,4,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,14,11,12,14,10,9,0,71,33,41,32,27
5124913,4,3,3,0,0,0,11,0,4,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,8,3,3,0,31,13,16,20,30,28,6,10,5,124,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,11,3,8,9,12,7,0,0,45,0,0,4,0,3,3,0,0,14,3,3,0,3,4,0,0,0,10,4,4,10,12,11,3,0,0,37,0,0,0,4,7,4,3,0,19,4,4,3,8,3,0,0,0,23,0,4,0,6,7,0,0,0,20,0,0,0,0,0,0,0,0,4,3,0,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,4,9,19,3,8,3,64,34,32,31,51
5125001,4,0,3,0,0,0,14,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,3,0,6,3,0,23,9,12,8,12,8,14,3,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,4,3,0,0,19,0,0,0,3,0,0,0,0,5,0,3,3,0,0,3,0,0,9,0,3,0,4,0,0,0,0,17,0,4,5,3,3,3,0,0,10,0,3,4,3,3,3,0,0,15,0,0,3,3,0,3,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,4,6,3,4,5,14,0,0,34,9,29,16,31
5125002,0,0,3,0,0,0,13,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,5,0,0,20,3,14,9,4,14,5,4,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,0,4,0,0,27,3,3,0,0,0,0,0,0,8,0,7,3,3,0,0,0,0,19,0,0,3,0,3,0,0,0,8,0,0,3,4,3,0,0,0,11,3,8,0,0,6,0,0,0,10,0,0,4,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,5,18,7,3,0,49,18,38,21,19
