SA1_7DIGITCODE_2016,M_SEO_Before_2000,M_SEO_2000_2005,M_SEO_2006_2010,M_SEO_2011,M_SEO_2012,M_SEO_2013,M_SEO_2014,M_SEO_2015,M_SEO_2016,M_SEO_Yr_arr_ns,M_SEO_T,M_Sol_sp_En_Vww_B_2000,M_Sol_sp_En_Vww_2000_2005,M_Sol_sp_En_Vww_2006_2010,M_Sol_sp_En_Vww_2011,M_Sol_sp_En_Vww_2012,M_Sol_sp_En_Vww_2013,M_Sol_sp_En_Vww_2014,M_Sol_sp_En_Vww_2015,M_Sol_sp_En_Vww_2016,M_Sol_sp_En_Vww_Yr_arr_ns,M_Sol_sp_En_Vww_T,M_Sol_sp_En_Nwna_Bef_2000,M_Sol_sp_En_Nwna_2000_2005,M_Sol_sp_En_Nwna_2006_2010,M_Sol_sp_En_Nwna_2011,M_Sol_sp_En_Nwna_2012,M_Sol_sp_En_Nwna_2013,M_Sol_sp_En_Nwna_2014,M_Sol_sp_En_Nwna_2015,M_Sol_sp_En_Nwna_2016,M_Sol_sp_En_Nwna_Yr_arr_ns,M_Sol_sp_En_Nwna_T,M_Sol_sp_En_Pr_En_ns_Be_2000,M_Sol_sp_En_Pr_E_ns_2000_2005,M_Sol_sp_E_Pr_En_ns_2006_2010,M_Sol_sp_En_Prof_En_ns_2011,M_Sol_sp_En_Prof_En_ns_2012,M_Sol_sp_En_Prof_En_ns_2013,M_Sol_sp_En_Prof_En_ns_2014,M_Sol_sp_En_Prof_En_ns_2015,M_Sol_sp_En_Prof_En_ns_2016,M_So_sp_En_Pro_En_ns_Yr_ar_ns,M_Sol_sp_En_Prof_En_ns_T,M_Sol_sp_En_T_B_2000,M_Sol_sp_En_T_2000_2005,M_Sol_sp_En_T_2006_2010,M_Sol_sp_En_T_2011,M_Sol_sp_En_T_2012,M_Sol_sp_En_T_2013,M_Sol_sp_En_T_2014,M_Sol_sp_En_T_2015,M_Sol_sp_En_T_2016,M_Sol_sp_En_T_Yr_arr_ns,M_Sol_sp_En_T_T,M_LanProf_En_ns_B_2000,M_LanProf_En_ns_2000_2005,M_LanProf_En_ns_2006_2010,M_LanProf_En_ns_2011,M_LanProf_En_ns_2012,M_LanProf_En_ns_2013,M_LanProf_En_ns_2014,M_LanProf_En_ns_2015,M_LanProf_En_ns_2016,M_LanProf_En_ns_Yr_arr_ns,M_LanProf_En_ns_T,M_T_B_2000,M_T_2000_2005,M_T_2006_2010,M_T_2011,M_T_2012,M_T_2013,M_T_2014,M_T_2015,M_T_2016,M_T_Yr_arrival_ns,M_T_T,F_SEO_B_2000,F_SEO_2000_2005,F_SEO_2006_2010,F_SEO_2011,F_SEO_2012,F_SEO_2013,F_SEO_2014,F_SEO_2015,F_SEO_2016,F_SEO_Yr_arr_ns,F_SEO_T,F_Sol_sp_En_Vww_B_2000,F_Sol_sp_En_Vww_2000_2005,F_Sol_sp_En_Vww_2006_2010,F_Sol_sp_En_Vww_2011,F_Sol_sp_En_Vww_2012,F_Sol_sp_En_Vww_2013,F_Sol_sp_En_Vww_2014,F_Sol_sp_En_Vww_2015,F_Sol_sp_En_Vww_2016,F_Sol_sp_En_Vww_Yr_arr_ns,F_Sol_sp_En_Vww_T,F_Sol_sp_En_Nwna_Bef_2000,F_Sol_sp_En_Nwna_2000_2005,F_Sol_sp_En_Nwna_2006_2010,F_Sol_sp_En_Nwna_2011,F_Sol_sp_En_Nwna_2012,F_Sol_sp_En_Nwna_2013,F_Sol_sp_En_Nwna_2014,F_Sol_sp_En_Nwna_2015,F_Sol_sp_En_Nwna_2016,F_Sol_sp_En_Nwna_Yr_arr_ns,F_Sol_sp_En_Nwna_T,F_Sol_sp_En_Pr_En_ns_Be_2000,F_Sol_sp_En_Pr_E_ns_2000_2005,F_Sol_sp_E_Pr_En_ns_2006_2010,F_Sol_sp_En_Prof_En_ns_2011,F_Sol_sp_En_Prof_En_ns_2012,F_Sol_sp_En_Prof_En_ns_2013,F_Sol_sp_En_Prof_En_ns_2014,F_Sol_sp_En_Prof_En_ns_2015,F_Sol_sp_En_Prof_En_ns_2016,F_So_sp_En_Pro_En_ns_Yr_ar_ns,F_Sol_sp_En_Prof_En_ns_T,F_Sol_sp_En_T_B_2000,F_Sol_sp_En_T_2000_2005,F_Sol_sp_En_T_2006_2010,F_Sol_sp_En_T_2011,F_Sol_sp_En_T_2012,F_Sol_sp_En_T_2013,F_Sol_sp_En_T_2014,F_Sol_sp_En_T_2015,F_Sol_sp_En_T_2016,F_Sol_sp_En_T_Yr_arr_ns,F_Sol_sp_En_T_T,F_LanProf_En_ns_Bef_2000,F_LanProf_En_ns_2000_2005,F_LanProf_En_ns_2006_2010,F_LanProf_En_ns_2011,F_LanProf_En_ns_2012,F_LanProf_En_ns_2013,F_LanProf_En_ns_2014,F_LanProf_En_ns_2015,F_LanProf_En_ns_2016,F_LanProf_En_ns_Yr_arr_ns,F_LanProf_En_ns_T,F_T_B_2000,F_T_2000_2005,F_T_2006_2010,F_T_2011,F_T_2012,F_T_2013,F_T_2014,F_T_2015,F_T_2016,F_T_Yr_arrival_ns,F_T_T,P_SEO_B_2000,P_SEO_2000_2005,P_SEO_2006_2010,P_SEO_2011,P_SEO_2012,P_SEO_2013,P_SEO_2014,P_SEO_2015,P_SEO_2016,P_SEO_Yr_arr_ns,P_SEO_T,P_Sol_sp_En_Vww_B_2000,P_Sol_sp_En_Vww_2000_2005,P_Sol_sp_En_Vww_2006_2010,P_Sol_sp_En_Vww_2011,P_Sol_sp_En_Vww_2012,P_Sol_sp_En_Vww_2013,P_Sol_sp_En_Vww_2014,P_Sol_sp_En_Vww_2015,P_Sol_sp_En_Vww_2016,P_Sol_sp_En_Vww_Yr_arr_ns,P_Sol_sp_En_Vww_T,P_Sol_sp_En_Nwna_Bef_2000,P_Sol_sp_En_Nwna_2000_2005,P_Sol_sp_En_Nwna_2006_2010,P_Sol_sp_En_Nwna_2011,P_Sol_sp_En_Nwna_2012,P_Sol_sp_En_Nwna_2013,P_Sol_sp_En_Nwna_2014,P_Sol_sp_En_Nwna_2015,P_Sol_sp_En_Nwna_2016,P_Sol_sp_En_Nwna_Yr_arr_ns,P_Sol_sp_En_Nwna_T,P_Sol_sp_En_Pr_En_ns_Be_2000,P_Sol_sp_En_Pr_E_ns_2000_2005,P_Sol_sp_E_Pr_En_ns_2006_2010,P_Sol_sp_En_Prof_En_ns_2011,P_Sol_sp_En_Prof_En_ns_2012,P_Sol_sp_En_Prof_En_ns_2013,P_Sol_sp_En_Prof_En_ns_2014,P_Sol_sp_En_Prof_En_ns_2015,P_Sol_sp_En_Prof_En_ns_2016,P_So_sp_En_Pro_En_ns_Yr_ar_ns,P_Sol_sp_En_Prof_En_ns_T,P_Sol_sp_En_T_B_2000,P_Sol_sp_En_T_2000_2005
5117815,42,9,10,0,3,0,4,0,0,3,68,26,3,9,3,0,5,0,3,0,0,61,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,3,14,3,0,5,0,3,0,0,65,0,0,0,0,0,0,0,0,0,0,0,69,16,18,8,3,5,3,3,0,0,131,57,9,8,3,6,0,0,0,0,0,87,34,3,14,3,4,5,0,3,0,3,71,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,40,3,15,5,4,5,0,3,0,3,75,0,0,0,0,0,0,0,0,0,0,0,93,13,22,5,4,5,0,3,0,3,161,99,18,20,4,6,0,4,0,0,7,152,63,14,19,10,4,13,0,5,0,3,128,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,67,14
5117816,16,0,8,0,0,0,0,0,0,0,23,3,4,6,0,0,9,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,6,0,0,9,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,20,5,8,3,0,9,3,0,0,0,48,13,0,5,0,0,0,0,0,0,0,20,4,3,9,3,0,4,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,0,4,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,20,3,13,3,0,3,3,0,0,0,46,31,3,13,0,0,0,0,0,0,0,44,8,8,12,5,0,9,10,0,0,0,48,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,8
5117817,26,3,6,0,0,0,0,0,0,0,41,21,0,0,0,0,0,0,0,0,0,23,6,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,47,6,11,0,0,0,0,3,0,0,70,33,0,5,0,0,0,0,0,0,0,43,24,3,3,0,0,0,0,0,0,0,37,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,30,7,8,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,63,9,12,0,0,0,0,0,0,3,91,59,10,12,0,0,0,0,0,0,0,83,43,4,4,0,0,0,0,0,0,0,56,11,3,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,51,10
5117818,18,10,5,0,0,0,0,0,0,0,41,9,8,3,4,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,8,3,4,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,33,14,9,6,0,3,0,0,0,0,68,28,6,3,0,0,0,0,0,0,0,38,14,3,3,5,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,15,7,6,5,0,5,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,45,9,6,7,0,3,0,0,0,0,67,47,11,7,0,0,3,0,4,0,0,82,27,9,5,8,0,3,0,0,0,0,47,5,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,26,8
5117819,13,0,0,0,0,0,0,0,0,0,22,17,0,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,34,5,3,0,0,3,0,0,0,0,43,21,3,0,0,0,0,0,0,0,0,29,16,3,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,3,3,3,0,3,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,43,7,3,3,0,3,0,0,0,0,57,37,3,0,0,0,0,0,0,3,0,46,32,9,4,0,0,0,0,0,0,0,49,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,36,9
5117820,38,4,10,3,4,0,0,0,0,0,56,15,4,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,19,4,0,0,0,0,0,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,51,9,7,8,4,0,0,0,3,0,87,40,0,7,0,0,0,3,0,0,0,51,13,6,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,56,10,6,0,3,0,3,0,0,0,82,75,5,16,9,5,3,3,3,0,0,112,30,10,3,0,0,0,0,0,0,0,48,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,34,10
5117821,21,3,0,0,0,0,3,0,3,0,31,3,4,4,3,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,30,6,5,3,0,0,8,0,3,0,58,18,5,3,0,0,0,0,0,0,0,26,7,3,6,0,3,0,3,0,0,0,24,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,3,9,0,3,0,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,24,11,9,0,3,0,6,0,3,0,52,41,8,4,0,0,0,4,0,0,0,58,11,6,8,6,6,0,3,0,0,0,44,3,0,3,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,6
5117822,35,0,3,0,0,0,0,0,0,0,50,14,0,5,0,0,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,5,3,0,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,51,8,12,7,5,4,0,0,3,0,78,41,3,3,0,4,0,0,0,0,0,52,16,3,12,0,0,3,0,0,0,0,35,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,3,12,4,0,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,53,3,10,3,4,5,3,0,0,0,84,78,5,6,3,10,3,0,0,0,0,100,23,0,17,3,0,3,3,0,0,0,55,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,23,3
5117823,30,9,0,0,0,0,0,0,0,0,42,9,4,7,0,0,4,3,3,0,0,28,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,4,7,0,0,5,3,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,43,9,6,0,0,5,3,3,3,0,69,20,5,3,0,3,0,0,0,0,0,32,12,8,8,0,3,0,0,3,0,0,38,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,11,8,0,3,0,0,3,0,0,38,0,0,0,0,0,0,0,0,0,0,0,30,9,8,0,4,0,0,7,0,3,78,54,8,3,0,3,0,0,0,0,0,75,23,8,13,0,6,4,3,8,3,0,65,4,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,27,8
5117824,35,6,10,0,3,4,0,3,0,0,60,7,5,3,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,9,3,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,43,16,13,0,5,3,0,4,0,7,83,33,3,5,0,8,0,0,0,0,0,49,15,5,3,0,0,0,0,3,0,0,32,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,17,13,3,0,0,0,0,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,49,17,12,0,8,6,3,3,0,3,89,61,15,15,0,4,4,0,3,0,3,109,23,13,5,0,0,0,0,0,0,0,58,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,28,19
5117825,25,5,3,0,0,0,0,0,0,0,35,20,0,10,3,0,0,0,0,0,0,35,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,25,0,10,3,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,50,5,16,4,0,0,0,0,0,0,77,33,4,3,0,3,0,3,0,0,0,46,23,7,5,3,0,0,0,0,0,0,48,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,29,7,5,3,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,66,7,8,3,6,0,3,3,0,0,100,56,4,5,4,3,0,3,0,0,0,87,47,7,17,7,0,0,0,3,0,0,81,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,50,4
5117826,47,10,4,0,3,6,0,0,0,0,70,24,0,9,0,0,3,0,6,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,9,0,0,3,0,6,0,0,53,0,0,0,0,0,0,0,0,0,0,0,75,13,15,0,4,8,0,3,0,0,126,55,6,7,0,0,9,0,0,0,0,71,24,0,13,0,0,0,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,21,0,13,0,0,0,3,0,3,0,41,0,0,0,0,0,0,0,0,0,0,0,78,6,13,0,4,6,4,0,4,0,115,103,10,6,0,4,11,0,3,0,0,144,46,3,19,0,4,3,5,6,0,0,87,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,49,3
5117827,38,3,8,8,3,3,0,0,0,0,69,31,8,15,4,4,3,3,3,0,4,76,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,33,9,12,4,4,3,3,3,0,4,83,0,0,0,0,0,0,0,0,0,0,0,66,18,26,9,10,3,9,4,3,3,150,52,4,4,5,5,3,0,0,0,3,73,34,19,19,0,9,5,3,4,0,0,84,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,40,18,23,0,11,5,6,4,0,0,100,0,0,0,0,0,0,0,0,0,0,0,89,23,28,5,15,3,3,3,0,3,177,85,12,14,8,5,6,4,3,0,5,144,62,28,31,4,11,5,5,9,0,3,164,4,0,4,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,3,70,28
5117828,16,0,4,0,0,0,0,0,0,0,19,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,0,9,0,0,0,0,0,0,0,26,12,0,0,0,0,0,0,0,0,0,15,5,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,19,0,3,0,0,0,0,0,0,0,26,27,3,7,0,0,0,0,0,0,0,31,10,3,3,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3
5117829,29,6,4,0,9,0,4,0,0,0,50,9,3,9,0,6,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,9,12,4,6,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,41,11,11,4,10,0,5,0,0,0,86,23,7,5,0,7,0,0,0,0,0,50,13,8,10,0,3,4,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,15,10,8,0,3,3,0,0,0,3,46,0,0,0,0,0,0,0,0,0,0,0,36,20,16,3,10,6,0,0,0,3,92,54,10,13,0,11,0,3,0,0,0,96,19,11,15,0,9,4,0,0,0,4,67,0,3,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,22,19
5117830,21,3,4,0,3,0,0,0,0,0,34,3,8,3,0,3,0,4,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,3,0,4,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,24,9,9,0,6,0,4,3,0,0,53,28,3,4,0,3,0,0,0,0,0,34,9,3,7,0,6,3,3,3,0,0,36,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,3,11,4,9,4,3,4,0,0,46,0,0,0,0,0,0,0,0,0,0,0,36,8,11,4,9,4,3,4,0,0,81,42,6,6,0,5,0,0,0,0,0,66,7,13,10,0,13,3,10,4,0,0,57,0,0,0,0,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,7,13
5117831,18,0,4,0,0,0,0,0,0,0,28,8,3,13,3,0,3,3,3,0,0,44,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,3,13,3,0,11,3,4,0,0,54,0,0,0,0,0,0,0,0,0,0,0,26,6,14,4,3,11,5,4,0,0,82,31,3,3,3,0,0,3,0,0,0,43,11,4,12,4,0,3,3,0,0,0,46,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,14,4,13,9,0,5,3,0,3,3,52,0,0,0,0,0,0,0,0,0,0,0,42,4,14,6,0,5,3,0,3,3,89,48,4,7,0,3,0,3,0,0,0,67,19,8,21,7,7,6,6,8,3,0,88,0,0,0,3,0,3,0,3,0,3,16,0,0,0,0,0,0,0,0,0,0,0,24,6
5117901,20,0,4,3,0,3,0,0,0,0,29,17,8,3,0,0,3,0,0,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,3,0,0,3,0,0,3,0,33,0,0,0,0,0,0,0,0,0,0,0,37,8,10,3,0,6,0,0,3,0,59,16,0,3,3,0,0,0,0,0,0,20,20,3,0,0,0,3,0,0,0,0,32,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,23,9,0,0,0,3,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,32,10,5,3,0,4,0,0,0,0,58,32,0,9,3,0,6,0,0,0,0,49,37,14,7,0,0,4,0,0,3,0,59,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,34,15
5117902,18,0,0,0,0,0,0,0,0,0,21,22,12,5,0,5,0,0,3,0,0,56,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,27,12,5,0,5,0,0,3,0,0,62,0,0,0,0,0,0,0,0,0,0,0,45,12,8,0,5,0,4,3,0,0,82,25,3,0,3,0,0,0,0,0,0,35,23,12,8,0,4,0,4,3,0,0,56,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,24,15,8,0,4,3,4,3,0,0,60,0,0,0,0,0,0,0,0,0,0,0,55,20,11,3,4,3,3,3,0,0,91,45,3,3,3,0,0,3,0,0,0,54,45,23,12,0,13,0,3,5,0,0,112,3,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,49,26
5117903,31,8,3,0,0,0,0,0,0,0,44,16,4,15,3,3,0,0,0,3,3,45,3,0,4,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,13,4,18,3,3,0,3,3,7,3,58,0,0,0,0,0,0,0,0,0,0,0,43,7,22,3,3,3,3,3,7,3,104,37,9,5,3,0,3,0,0,0,3,62,18,4,9,3,3,3,0,3,5,3,55,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,14,4,12,10,4,3,3,3,5,3,61,0,0,0,0,0,0,0,0,0,0,0,57,8,19,9,6,9,3,3,5,3,127,70,14,8,3,0,8,0,0,0,3,104,25,10,27,10,9,6,3,6,10,5,101,4,0,5,0,3,0,5,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,31,10
5117904,19,0,0,0,0,0,0,0,0,0,21,11,4,3,0,0,0,0,0,0,3,27,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,4,3,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,30,4,3,0,0,4,0,0,0,3,43,12,5,0,0,0,0,0,0,0,0,21,15,11,4,7,3,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,4,7,3,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,34,15,7,7,3,0,0,0,0,3,63,28,5,0,0,0,0,0,0,0,0,41,24,13,4,6,3,0,0,0,0,4,61,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,33,13
5117905,26,9,3,0,0,0,0,3,0,0,44,28,9,15,4,7,13,9,5,3,0,91,0,4,0,0,0,0,3,0,3,4,17,0,0,0,0,0,0,0,0,0,0,0,34,11,15,4,10,13,6,9,10,3,112,0,0,0,0,0,0,0,0,0,0,0,55,16,20,4,10,14,6,12,10,3,152,24,3,10,0,0,0,0,0,4,0,37,37,15,16,0,3,6,8,5,8,0,103,0,4,5,0,3,0,3,0,3,3,17,0,0,0,0,0,0,0,0,0,0,0,33,13,23,0,5,6,16,9,11,3,120,0,0,0,0,0,0,0,0,0,0,0,64,18,27,0,5,6,16,9,13,3,161,51,14,10,0,0,0,0,3,3,0,88,62,23,30,3,15,16,15,15,13,0,195,3,3,3,0,0,0,7,3,5,7,35,0,0,0,0,0,0,0,0,0,0,0,66,23
5117906,24,5,0,3,0,0,0,3,0,0,38,5,7,5,3,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,3,0,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,32,4,10,9,0,0,3,7,0,0,64,28,7,3,4,0,0,0,3,0,0,44,6,3,3,0,0,0,0,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,3,0,0,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,40,12,3,4,3,0,0,7,0,0,67,55,11,6,5,0,0,0,4,0,0,86,17,7,8,3,0,3,3,3,0,0,48,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,19,7
5117907,40,0,0,0,0,0,0,0,0,3,50,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,5,58,58,5,4,0,0,3,0,0,0,13,85,3,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,0,0,0,0,0,3,70,5,4,0,0,3,0,0,0,15,92,101,3,7,0,0,3,0,0,0,20,135,11,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
5117908,23,6,7,3,0,3,5,0,0,0,46,28,11,18,0,0,3,0,0,0,0,65,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,28,8,22,3,3,3,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,49,12,25,3,3,3,6,0,0,0,117,25,4,17,0,0,6,0,0,0,4,50,26,13,10,3,3,4,0,0,0,0,66,7,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,35,13,12,3,9,10,3,4,0,0,79,0,0,0,0,0,0,0,0,0,0,0,53,16,27,3,9,10,3,4,0,4,131,47,12,19,3,0,7,5,0,0,6,91,52,21,33,3,8,11,4,3,0,0,131,4,0,0,3,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,62,22
5117909,17,3,0,0,0,0,0,0,0,4,23,20,5,5,0,5,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,23,12,5,0,5,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,38,12,9,0,10,3,0,3,0,6,76,15,0,3,0,0,4,0,0,0,0,19,22,6,5,3,7,0,3,0,0,0,49,3,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,29,10,8,3,7,0,4,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,38,12,12,3,6,4,4,0,0,0,82,25,3,3,0,3,9,0,0,0,4,46,43,14,11,5,15,0,3,0,0,0,101,8,0,3,0,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,51,16
