SA2_MAINCODE_2016,P_15_19_Mgrs,P_15_19_Profnls,P_15_19_Techs_trades_workers,P_15_19_Comm_psnl_serv_wrkrs,P_15_19_Cler_admin_wrkrs,P_15_19_Sales_wrkrs,P_15_19_Mach_oper_dvrs,P_15_19_Labrs,P_15_19_Inad_desc_Ns,P_15_19_Tot,P_20_24_Mgrs,P_20_24_Profnls,P_20_24_Techs_trades_wrkrs,P_20_24_Comm_psnl_serv_wrkrs,P_20_24_Cler_admin_wrkrs,P_20_24_Sales_wrkrs,P_20_24_Mach_oper_dvrs,P_20_24_Labrs,P_20_24_Inad_desc_Ns,P_20_24_Tot,P_25_34_Mgrs,P_25_34_Profnls,P_25_34_Techs_trades_wrkrs,P_25_34_Comm_psnl_serv_wrkrs,P_25_34_Cler_admin_wrkrs,P_25_34_Sales_wrkrs,P_25_34_Mach_oper_dvrs,P_25_34_Labrs,P_25_34_Inad_desc_Ns,P_25_34_Tot,P_35_44_Mgrs,P_35_44_Profnls,P_35_44_Techs_trades_wrkrs,P_35_44_Comm_psnl_serv_wrkrs,P_35_44_Cler_admin_wrkrs,P_35_44_Sales_wrkrs,P_35_44_Mach_oper_dvrs,P_35_44_Labrs,P_35_44_Inad_desc_Ns,P_35_44_Tot,P_45_54_Mgrs,P_45_54_Profnls,P_45_54_Techs_trades_wrkrs,P_45_54_Comm_psnl_serv_wrkrs,P_45_54_Cler_admin_wrkrs,P_45_54_Sales_wrkrs,P_45_54_Mach_oper_dvrs,P_45_54_Labrs,P_45_54_Inad_desc_Ns,P_45_54_Tot,P_55_64_Mgrs,P_55_64_Profnls,P_55_64_Techs_trades_wrkrs,P_55_64_Comm_psnl_serv_wrkrs,P_55_64_Cler_admin_wrkrs,P_55_64_Sales_wrkrs,P_55_64_Mach_oper_dvrs,P_55_64_Labrs,P_55_64_Inad_desc_Ns,P_55_64_Tot,P_65_74_Mgrs,P_65_74_Profnls,P_65_74_Techs_trades_wrkrs,P_65_74_Comm_psnl_serv_wrkrs,P_65_74_Cler_admin_wrkrs,P_65_74_Sales_wrkrs,P_65_74_Mach_oper_dvrs,P_65_74_Labrs,P_65_74_Inad_desc_Ns,P_65_74_Tot,P_75_84_Mgrs,P_75_84_Profnls,P_75_84_Techs_trades_wrkrs,P_75_84_Comm_psnl_serv_wrkrs,P_75_84_Cler_admin_wrkrs,P_75_84_Sales_wrkrs,P_75_84_Mach_oper_dvrs,P_75_84_Labrs,P_75_84_Inad_desc_Ns,P_75_84_Tot,P_85_over_Mgrs,P_85_over_Profnls,P_85_over_Techs_trades_wrkrs,P_85_over_Com_psnl_serv_wrkrs,P_85_over_Cler_admin_wrkrs,P_85_over_Sales_wrkrs,P_85_over_Mach_oper_dvrs,P_85_over_Labrs,P_85_over_Inad_desc_Ns,P_85_over_Tot,P_Tot_Mgrs,P_Tot_Profnls,P_Tot_Techs_trades_wrkrs,P_Tot_Comm_psnl_serv_wrkrs,P_Tot_Cler_admin_wrkrs,P_Tot_Sales_wrkrs,P_Tot_Mach_oper_dvrs,P_Tot_Labrs,P_Tot_Inad_desc_Ns,P_Tot_Tot
505031256,0,0,9,3,0,6,0,5,0,22,3,3,7,4,4,7,0,3,0,34,3,10,3,0,0,0,6,10,3,37,15,13,15,3,11,4,3,9,3,71,27,13,16,6,9,3,5,11,4,108,17,9,6,0,10,7,5,5,0,66,12,3,0,0,0,0,0,0,3,20,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,80,53,56,15,42,22,27,46,11,354
505031257,0,0,19,6,0,18,0,7,0,56,3,3,30,13,10,6,0,11,3,83,17,24,55,23,29,13,21,47,5,231,31,34,47,21,28,20,27,29,6,243,21,30,60,40,32,23,37,43,4,289,18,21,37,4,28,11,26,26,3,177,0,4,9,3,7,0,4,4,0,33,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,90,117,259,114,133,99,115,169,22,1122
505031258,3,0,32,23,8,63,3,34,9,174,17,14,81,45,32,54,14,67,3,329,77,120,206,98,101,60,84,116,9,869,71,150,181,111,116,57,74,83,7,863,69,119,172,99,106,62,75,92,8,817,38,44,73,53,74,34,31,43,5,410,16,15,16,10,14,11,3,18,3,106,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,295,473,773,446,454,347,285,446,45,3570
506011110,8,8,56,38,24,111,3,85,6,340,27,42,188,87,109,130,59,128,7,783,136,226,375,216,244,147,257,194,27,1823,91,184,250,209,194,116,229,183,35,1484,107,124,205,190,177,109,222,186,15,1341,62,95,117,141,164,69,158,145,18,969,16,24,25,28,23,18,29,39,3,211,3,3,0,0,5,0,0,3,0,17,0,0,0,0,0,0,0,0,0,3,454,708,1213,911,937,694,962,972,110,6971
506011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
506011112,0,3,17,12,3,47,4,26,3,118,7,19,47,23,16,39,17,40,3,208,37,73,126,75,88,30,80,61,13,574,35,52,75,48,72,31,65,60,10,453,45,42,88,60,98,31,81,69,5,507,42,54,57,58,58,19,56,49,3,410,0,3,8,11,3,10,13,7,0,60,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,171,241,411,287,340,213,317,313,42,2337
506011113,6,8,41,61,19,163,11,75,3,394,46,93,169,130,143,162,62,105,10,908,347,1051,655,333,576,280,281,182,51,3761,333,758,386,259,393,157,197,161,34,2670,221,266,226,136,265,113,124,102,26,1488,111,109,78,71,134,67,66,52,12,702,16,17,18,11,16,11,14,12,0,119,8,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,1085,2298,1579,1010,1541,954,754,689,139,10048
506011114,3,0,22,24,7,101,3,68,7,234,21,38,97,65,42,79,43,53,4,441,80,128,181,104,141,86,81,109,14,923,82,140,146,115,123,60,100,97,6,867,99,163,148,105,132,75,119,96,18,955,53,122,107,107,132,49,103,71,12,765,25,29,25,18,31,11,27,23,3,197,4,0,0,0,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,3,371,630,734,544,615,457,476,516,66,4401
506011115,6,6,46,25,16,93,6,48,4,256,8,29,89,52,39,57,22,35,12,335,42,105,137,48,92,59,39,34,9,564,97,150,127,48,111,55,43,41,3,673,131,165,144,98,171,66,90,55,12,932,96,119,121,81,136,39,58,65,10,731,25,30,36,8,25,8,16,13,6,162,6,7,3,0,3,0,5,0,3,25,0,0,0,0,0,0,0,0,0,0,418,607,697,356,593,374,273,298,54,3678
506011116,0,0,30,39,10,66,3,53,3,205,6,29,68,38,28,44,11,35,7,269,45,95,120,37,90,25,30,32,8,480,106,162,122,65,123,35,47,33,19,718,142,195,121,78,137,51,59,48,16,839,111,150,101,61,114,46,45,43,13,677,38,45,30,15,30,12,8,18,0,206,15,5,0,0,0,0,0,3,0,28,0,0,0,0,0,0,0,0,0,0,462,684,598,329,529,281,210,263,64,3419
506011117,4,3,40,33,9,109,11,65,3,280,23,21,92,74,48,90,52,66,11,474,103,163,303,182,166,120,157,145,13,1349,66,133,239,139,158,73,148,123,17,1097,69,83,127,106,117,72,153,97,15,836,33,43,56,66,76,28,67,72,3,446,3,8,8,14,8,6,13,13,5,75,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,306,458,866,611,570,499,593,580,70,4553
506021118,0,3,28,44,10,108,4,41,3,246,29,55,150,114,71,119,50,98,20,714,160,407,373,225,252,110,150,184,45,1920,200,335,253,155,192,89,143,130,17,1519,176,243,197,105,218,77,121,104,19,1265,134,143,117,81,173,60,85,92,11,893,29,36,36,29,43,23,18,24,6,242,3,0,4,0,5,0,0,0,3,24,0,0,0,0,0,0,0,0,0,3,733,1233,1170,757,968,592,580,683,123,6831
506021119,5,0,36,53,16,98,10,65,0,278,50,118,124,172,90,139,46,110,18,877,257,944,463,288,331,164,93,225,38,2801,277,694,235,149,216,84,72,113,20,1872,226,372,163,102,216,86,72,86,23,1341,111,200,95,86,147,45,53,56,6,805,24,48,26,14,49,14,20,12,3,210,0,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,940,2383,1142,865,1070,637,359,677,118,8199
506021120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021122,7,6,44,62,24,174,11,75,4,412,61,152,216,215,144,221,84,197,20,1314,335,956,729,443,474,243,265,370,64,3879,280,604,421,225,327,138,161,200,34,2389,205,302,286,167,307,126,188,212,41,1843,150,182,177,148,273,84,156,163,21,1351,26,45,35,26,60,16,34,32,8,294,4,3,0,3,3,3,3,10,3,33,0,0,0,0,0,0,0,0,0,3,1063,2254,1912,1296,1613,993,914,1266,201,11515
506021123,7,5,24,60,21,68,6,37,0,229,34,131,118,194,83,121,29,122,15,855,263,852,399,336,279,172,97,255,44,2689,292,579,187,118,214,78,74,94,28,1659,257,361,142,99,194,94,70,76,20,1300,181,235,81,65,172,66,58,64,12,933,35,68,24,11,39,18,23,22,7,244,4,3,3,0,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,4,1063,2227,981,883,1005,625,347,675,127,7937
506031124,3,6,29,87,17,127,10,66,3,363,52,168,168,308,93,277,84,229,18,1391,205,785,416,325,293,217,160,345,37,2793,165,440,229,144,170,69,80,171,31,1504,141,290,141,116,167,52,70,119,27,1124,98,195,95,77,126,34,60,78,4,760,16,40,19,12,39,26,21,25,3,200,3,5,0,0,0,0,0,3,3,20,0,0,0,0,0,0,0,0,0,3,681,1943,1105,1078,909,808,487,1029,133,8163
506031125,3,8,43,60,13,152,13,50,4,345,28,80,80,98,57,139,11,59,4,563,70,251,111,71,106,71,41,70,7,806,141,306,138,80,157,68,34,45,15,986,230,298,158,123,274,94,61,70,22,1324,151,177,112,82,161,67,49,51,16,868,42,39,29,13,28,7,18,27,3,195,4,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,664,1148,676,531,802,597,226,373,74,5099
506031126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506031127,0,0,32,46,7,90,3,67,8,259,38,82,114,206,86,190,76,225,17,1051,258,699,486,394,376,246,260,398,65,3183,151,384,293,212,225,96,189,193,35,1775,95,177,207,129,167,61,133,170,18,1148,58,86,111,81,116,35,72,110,14,687,11,26,33,19,33,14,20,22,3,179,0,0,4,0,0,0,0,3,3,13,0,0,0,0,0,0,0,0,0,3,612,1453,1280,1086,1014,733,756,1194,161,8297
506031128,3,4,35,43,11,104,10,57,5,275,17,83,89,77,63,124,32,69,4,554,130,495,309,159,223,104,98,131,18,1682,142,286,235,134,178,75,95,121,30,1296,115,208,169,141,188,83,122,138,30,1200,106,197,149,135,231,76,93,124,20,1128,27,42,34,30,52,15,17,47,3,260,0,9,0,5,0,4,0,3,0,28,0,0,0,0,0,0,0,0,0,3,537,1317,1022,729,950,586,465,695,118,6425
506031129,8,16,28,90,20,140,7,79,3,386,15,116,68,108,71,102,30,60,10,591,84,341,115,81,106,60,39,64,12,900,186,483,150,106,135,48,43,59,20,1228,269,512,164,113,223,78,68,78,25,1548,173,308,100,62,172,48,33,50,13,954,37,72,29,13,52,16,11,15,4,251,12,12,0,0,8,3,3,0,0,35,0,0,0,0,0,0,0,0,0,0,778,1857,665,574,786,509,243,408,88,5895
506031130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506031131,5,13,60,107,19,172,7,85,10,477,27,154,97,133,85,163,34,104,18,809,105,387,172,111,117,71,58,99,20,1134,255,763,269,160,258,75,90,131,26,2028,273,630,250,196,312,100,83,106,29,1979,175,429,175,124,273,86,85,119,18,1486,31,113,49,20,72,25,28,25,5,360,3,3,3,0,0,0,0,10,0,22,0,0,0,0,0,0,0,0,0,0,875,2493,1075,844,1134,700,382,673,118,8293
506041132,3,8,50,51,13,152,11,83,4,368,38,56,161,129,82,170,79,143,18,880,145,470,477,279,298,185,243,313,47,2455,164,302,372,189,244,120,200,226,26,1838,103,150,248,165,186,69,205,228,43,1409,73,109,154,119,143,54,145,152,18,979,15,25,36,34,46,19,37,44,0,267,0,3,4,0,3,0,3,4,3,24,0,0,0,0,0,0,0,0,0,0,547,1120,1501,963,1023,773,935,1188,168,8217
506041133,13,15,69,119,28,255,13,149,13,679,35,143,160,156,109,194,57,136,22,1003,206,687,338,215,301,179,178,190,35,2330,354,789,432,275,407,178,171,172,48,2827,375,527,388,213,456,160,170,186,37,2504,160,219,146,132,233,90,120,119,15,1234,36,46,26,19,39,34,19,23,0,242,0,7,3,0,3,3,0,5,0,19,0,0,0,0,0,0,0,0,0,0,1175,2423,1561,1130,1574,1099,721,975,167,10837
506041134,3,0,45,46,15,132,11,84,7,350,31,56,163,87,98,142,79,114,9,789,118,229,405,262,278,156,247,268,38,1999,131,212,333,197,231,114,222,218,31,1705,115,127,247,171,220,118,257,209,28,1496,87,108,174,162,193,77,163,159,21,1127,22,34,28,24,36,18,36,32,4,238,4,0,3,3,3,4,0,0,0,22,0,0,0,0,0,0,0,0,0,4,508,765,1409,950,1074,761,1016,1084,149,7720
506041135,8,13,64,73,19,206,14,106,10,497,23,79,177,113,84,173,48,90,16,803,205,461,429,192,355,182,193,176,42,2232,279,525,412,244,337,158,166,206,53,2374,223,296,310,208,347,119,202,174,27,1902,113,140,174,113,186,94,125,104,16,1064,26,30,34,20,34,14,25,18,9,207,3,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,880,1539,1594,971,1366,949,773,863,169,9098
506041136,3,6,35,29,7,97,4,68,6,253,18,33,138,81,62,97,49,108,11,586,88,184,299,139,173,104,176,163,25,1364,107,145,259,126,143,54,174,185,25,1228,95,102,201,121,138,50,157,182,15,1062,78,85,118,97,125,60,105,104,13,788,28,20,21,20,40,11,27,19,7,199,0,3,3,0,5,0,0,0,0,20,0,0,0,3,0,0,0,0,0,3,425,578,1076,617,693,475,698,834,106,5505
506041137,5,4,73,90,32,241,22,121,9,591,37,94,205,163,104,181,71,150,18,1017,167,441,448,227,314,198,222,276,35,2329,207,406,412,235,345,119,212,230,49,2211,219,323,375,224,407,162,226,228,41,2214,151,240,279,189,350,133,204,216,23,1791,23,48,58,31,61,50,41,55,7,374,3,0,5,3,3,3,3,4,0,30,0,0,0,0,0,0,0,0,0,0,810,1550,1849,1163,1621,1089,991,1282,187,10557
506051138,12,3,67,55,22,172,18,98,7,456,36,60,203,125,97,128,63,108,9,829,170,420,473,187,378,160,193,175,40,2200,237,375,416,207,328,128,236,172,42,2142,178,215,284,197,317,112,228,175,24,1735,121,136,204,130,264,86,184,121,28,1272,27,29,32,22,37,30,56,37,4,272,0,7,0,3,3,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,785,1247,1672,930,1453,818,973,881,156,8918
506051139,3,6,62,43,16,114,9,76,6,332,26,46,161,90,80,85,53,55,8,602,119,214,304,130,212,87,161,97,25,1345,127,180,233,112,208,70,175,112,14,1227,125,139,185,123,246,102,214,115,26,1261,81,86,95,88,179,58,127,90,10,809,15,16,18,10,38,13,36,15,7,172,3,0,4,3,3,0,0,6,0,18,0,0,0,0,0,0,0,0,0,0,492,681,1059,599,985,534,770,561,94,5770
506051140,0,16,62,89,15,151,10,99,3,448,24,54,147,94,82,105,26,45,6,582,91,229,189,69,119,57,42,46,13,867,225,341,177,116,217,80,89,74,21,1337,305,417,243,147,303,108,110,74,15,1722,222,300,162,130,237,73,90,77,17,1306,75,111,56,24,62,33,32,28,7,426,9,12,3,4,3,3,3,5,0,42,0,0,0,0,0,0,0,0,0,3,947,1482,1039,675,1038,602,412,450,92,6734
506051141,4,13,42,90,23,96,11,83,10,370,14,37,97,81,43,65,27,43,4,403,62,151,154,48,102,43,26,37,7,622,159,296,163,83,137,49,53,49,14,1008,247,316,203,146,231,71,68,83,18,1378,165,227,121,77,160,62,76,57,7,946,57,76,30,16,43,24,15,23,0,275,9,3,4,3,6,0,0,12,0,39,0,0,0,0,0,0,0,0,0,0,717,1115,809,538,742,406,276,376,65,5051
506061142,9,4,75,46,15,152,16,90,7,413,33,44,254,122,113,123,67,85,10,852,189,325,608,292,380,202,311,168,40,2519,171,236,306,214,250,130,217,141,35,1705,151,160,197,120,213,89,171,115,18,1249,73,100,132,84,127,55,105,68,8,751,12,14,19,6,26,15,25,13,6,126,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,632,895,1595,886,1135,765,910,694,124,7629
506061143,3,3,45,26,14,70,7,54,4,240,12,30,93,45,30,29,25,54,4,316,28,56,107,35,50,30,42,47,7,407,92,97,114,46,106,38,64,50,7,608,140,107,173,82,150,46,115,69,15,893,79,67,79,48,104,26,68,56,6,530,27,15,18,8,16,3,14,20,0,117,3,3,0,0,0,0,3,0,3,17,0,0,0,0,0,0,0,0,0,4,388,377,628,291,468,242,341,337,53,3126
506061144,3,0,36,16,5,21,3,19,0,94,8,10,39,15,16,7,9,13,3,121,21,39,71,17,34,12,19,23,0,235,44,49,69,40,35,14,38,31,6,329,97,71,103,48,66,29,73,52,12,552,58,45,45,29,51,21,38,32,6,331,33,13,7,3,12,4,12,14,3,103,4,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,3,263,227,367,172,219,119,191,191,25,1776
506071145,7,9,18,63,14,92,10,35,3,254,42,180,111,173,118,128,22,63,9,850,235,951,283,200,226,120,61,100,31,2208,245,564,149,102,204,68,28,57,17,1436,236,421,102,90,181,66,43,52,15,1213,172,326,86,70,196,68,34,38,11,997,42,102,18,23,59,23,8,15,6,298,3,11,0,3,3,0,3,4,4,27,0,0,0,0,0,0,0,0,0,3,972,2567,769,722,999,566,220,368,102,7281
506071146,3,14,23,71,18,106,7,53,4,306,24,85,56,125,64,105,20,63,14,552,99,414,107,93,107,64,27,73,16,1003,158,335,74,51,121,41,25,41,10,859,223,373,83,66,150,53,22,48,13,1033,159,265,87,55,140,44,36,38,5,828,34,62,15,9,39,31,15,12,4,223,9,3,0,3,3,3,0,0,0,19,0,0,0,0,0,0,0,0,3,3,714,1552,449,473,638,445,156,331,77,4834
506071147,3,8,21,70,24,128,8,47,5,316,45,164,83,225,80,108,24,69,10,813,230,816,270,189,232,99,52,91,32,2014,343,761,131,89,172,84,35,50,22,1684,408,647,110,94,264,86,22,52,23,1708,307,483,83,72,222,87,35,46,11,1335,95,166,28,19,77,33,6,29,17,483,8,18,0,3,3,5,0,3,3,45,3,0,0,0,0,0,0,0,0,7,1440,3057,727,761,1087,633,188,390,117,8406
507011148,9,9,57,88,33,215,18,120,0,550,27,81,155,108,121,134,43,67,12,743,226,657,380,199,296,119,98,123,26,2121,396,755,390,223,433,124,129,148,44,2645,279,357,289,178,358,107,125,104,21,1806,114,124,97,69,150,55,65,65,12,755,24,24,22,21,19,13,11,15,3,158,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,1072,2012,1386,879,1413,777,485,642,125,8792
507011150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011152,0,3,42,48,11,119,5,44,4,272,10,54,85,54,46,67,12,47,9,388,59,193,178,77,140,47,37,46,11,778,147,190,186,78,135,61,48,64,18,927,171,194,178,82,209,92,70,80,27,1097,117,113,115,54,134,54,53,54,14,707,22,22,29,15,21,17,12,22,3,164,3,0,4,0,0,0,0,3,3,17,0,0,0,0,0,0,0,0,3,4,534,762,808,410,703,454,238,361,88,4355
507011153,0,3,33,23,5,75,3,31,0,182,9,28,64,60,33,61,22,35,3,313,83,219,170,85,93,59,45,74,14,839,95,240,163,75,110,47,55,72,13,867,102,179,120,82,130,50,71,86,13,830,60,114,80,73,88,29,46,41,7,535,5,26,6,19,28,5,18,23,3,129,0,3,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,353,809,633,414,490,327,267,358,57,3708
507011154,3,0,21,33,6,74,9,25,6,172,15,37,65,87,38,51,15,40,4,357,114,276,242,153,108,61,50,108,20,1128,138,283,185,108,100,53,61,78,15,1021,102,224,145,110,88,68,73,133,14,961,43,116,80,85,94,58,55,80,11,623,10,40,16,14,19,16,10,22,4,155,0,0,0,0,3,3,0,0,0,9,0,0,0,3,0,0,0,0,0,3,429,971,760,600,451,382,276,485,79,4433
507011155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
507011158,0,0,3,13,3,23,0,8,3,54,0,21,24,33,7,16,7,0,3,107,41,99,30,25,36,15,9,9,3,270,66,94,20,11,32,11,5,12,3,248,84,82,42,22,51,16,6,12,11,325,52,61,21,16,37,14,0,7,0,211,15,21,9,3,10,3,0,4,0,68,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,256,371,148,122,180,97,31,49,34,1290
507011159,5,4,39,45,22,98,12,58,4,282,40,65,120,94,80,103,45,69,3,620,112,386,282,128,205,87,85,112,18,1419,136,274,195,97,149,72,69,84,27,1099,124,223,209,115,196,66,113,103,12,1175,92,131,126,95,145,59,94,123,16,878,17,38,20,19,29,8,18,30,8,187,0,0,0,0,4,5,0,3,0,12,0,0,0,0,0,0,0,4,0,4,526,1122,991,595,840,502,427,581,87,5670
507011160,3,0,29,33,7,94,9,39,8,223,14,40,93,70,44,82,22,46,9,413,75,200,243,100,144,82,63,83,25,1017,111,169,231,79,116,71,82,119,16,993,92,148,180,95,132,57,68,112,19,906,71,76,128,82,119,60,78,87,13,706,10,24,24,19,18,12,11,28,3,154,3,0,3,0,0,0,4,3,0,17,0,0,0,0,0,0,0,0,0,0,380,645,931,482,582,461,336,521,87,4435
507011161,12,7,47,51,8,136,16,65,5,344,42,73,128,108,84,125,37,83,10,684,243,673,405,213,348,161,121,134,44,2346,261,533,366,200,340,98,121,132,28,2081,172,235,197,112,227,110,99,107,29,1283,70,105,93,74,116,41,56,63,12,630,6,19,14,5,17,10,13,6,0,97,4,0,0,0,0,3,0,6,0,16,0,0,0,0,0,0,0,0,0,0,810,1638,1245,768,1152,679,461,602,133,7484
507011163,0,6,29,25,7,60,3,45,5,190,10,43,74,60,47,52,23,38,3,345,80,190,191,72,108,68,45,70,12,834,93,161,175,66,136,39,66,73,17,839,84,108,153,93,138,59,69,97,16,821,43,71,102,55,94,32,41,81,9,522,4,9,22,8,7,3,12,14,3,74,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,313,588,742,376,540,323,276,422,64,3639
507011259,0,0,40,37,15,88,4,41,3,227,10,38,83,62,51,50,31,52,4,377,100,270,200,95,165,66,66,62,18,1044,168,252,177,70,164,58,47,70,26,1041,94,132,147,93,153,68,80,80,21,878,67,59,85,61,79,33,56,42,0,477,20,17,14,8,14,8,10,7,0,95,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,470,768,747,424,644,370,296,354,75,4147
507011260,0,3,8,10,3,26,0,7,0,63,3,25,22,26,16,28,6,9,4,146,25,53,29,22,19,14,4,4,3,179,33,53,25,17,36,20,3,9,4,202,63,62,38,25,60,27,8,13,7,301,54,60,28,27,55,16,17,13,3,281,21,18,6,4,16,4,7,3,3,79,3,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,194,274,160,126,217,138,48,74,28,1261
507021164,3,7,8,45,6,49,3,48,3,170,19,41,40,95,36,51,9,20,0,316,70,188,82,54,63,29,20,26,9,545,141,315,64,43,83,30,21,11,8,732,209,387,83,54,110,57,10,20,16,951,154,294,61,48,82,40,11,24,11,725,36,67,12,7,27,16,5,7,0,179,5,7,0,0,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,649,1318,349,349,418,268,82,165,49,3644
507021165,3,8,19,79,12,83,3,52,3,257,26,96,56,156,48,88,16,49,7,540,213,739,264,217,164,95,66,95,34,1886,265,694,154,95,146,50,34,58,27,1520,319,618,122,95,186,85,46,53,28,1560,204,497,104,83,155,52,37,49,13,1190,83,162,26,19,48,21,20,28,5,405,10,25,0,0,6,8,0,4,3,45,0,3,0,0,0,0,0,0,0,9,1124,2831,739,744,765,487,217,378,119,7412
507021166,7,5,26,56,12,124,10,53,10,295,16,68,77,117,51,93,23,49,11,508,169,486,245,181,132,71,39,106,32,1458,217,545,196,98,139,64,51,78,27,1424,218,553,177,118,204,83,66,68,26,1517,157,334,130,113,145,66,73,87,15,1114,38,94,22,25,49,23,21,31,3,300,3,8,0,0,0,0,3,7,4,25,0,3,0,0,0,0,0,0,0,3,816,2101,870,710,731,519,277,475,121,6633
507021167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
