SA2_MAINCODE_2016,M_Nat_Phy_Sci_15_24,M_Nat_Phy_Sci_25_34,M_Nat_Phy_Sci_35_44,M_Nat_Phy_Sci_45_54,M_Nat_Phy_Sci_55_64,M_Nat_Phy_Sci_65_74,M_Nat_Phy_Sci_75_84,M_Nat_Phy_Sci_85,M_Nat_Phy_Sci_Tot,M_IT_15_24,M_IT_25_34,M_IT_35_44,M_IT_45_54,M_IT_55_64,M_IT_65_74,M_IT_75_84,M_IT_85,M_IT_Tot,M_Egnr_rel_Tech_15_24,M_Egnr_rel_Tech_25_34,M_Egnr_rel_Tech_35_44,M_Egnr_rel_Tech_45_54,M_Egnr_rel_Tech_55_64,M_Egnr_rel_Tech_65_74,M_Egnr_rel_Tech_75_84,M_Egnr_rel_Tech_85,M_Egnr_rel_Tech_Tot,M_Arc_Bld_15_24,M_Arc_Bld_25_34,M_Arc_Bld_35_44,M_Arc_Bld_45_54,M_Arc_Bld_55_64,M_Arc_Bld_65_74,M_Arc_Bld_75_84,M_Arc_Bld_85_over,M_Arc_Bld_Tot,M_Agric_Env_Rel_Stud_15_24,M_Agric_Env_Rel_Stud_25_34,M_Agric_Env_Rel_Stud_35_44,M_Agric_Env_Rel_Stud_45_54,M_Agric_Env_Rel_Stud_55_64,M_Agric_Env_Rel_Stud_65_74,M_Agric_Env_Rel_Stud_75_84,M_Agric_Env_Rel_Stud_85,M_Agric_Envir_Rel_Stud_Tot,M_Hlth_15_24_yr,M_Hlth_25_34_yr,M_Hlth_35_44_yr,M_Hlth_45_54_yr,M_Hlth_55_64_yr,M_Hlth_65_74_yr,M_Hlth_75_84_yr,M_Hlth_85_yr_over,M_Hlth_Tot,M_Edu_15_24_yr,M_Edu_25_34_yr,M_Edu_35_44_yr,M_Edu_45_54_yr,M_Edu_55_64_yr,M_Edu_65_74_yr,M_Edu_75_84_yr,M_Edu_85_yr_over,M_Edu_Tot,M_Mgmt_Cmrce_15_24,M_Mgmt_Cmrce_25_34,M_Mgmt_Cmrce_35_44,M_Mgmt_Cmrce_45_54,M_Mgmt_Cmrce_55_64,M_Mgmt_Cmrce_65_74,M_Mgmt_Cmrce_75_84,M_Mgmt_Cmrce_85_over,M_Mgmt_Cmrce_Tot,M_Scty_Cul_15_24_yr,M_Scty_Cul_25_34_yr,M_Scty_Cul_35_44_yr,M_Scty_Cul_45_54_yr,M_Scty_Cul_55_64_yr,M_Scty_Cul_65_74_yr,M_Scty_Cul_75_84_yr,M_Scty_Cul_85_yr_over,M_Scty_Cul_Tot,M_Crtve_Arts_15_24_yr,M_Crtve_Arts_25_34_yr,M_Crtve_Arts_35_44_yr,M_Crtve_Arts_45_54_yr,M_Crtve_Arts_55_64_yr,M_Crtve_Arts_65_74_yr,M_Crtve_Arts_75_84_yr,M_Crtve_Arts_85_yr_over,M_Crtve_Arts_Tot,M_FoodHos_PsnlSvcs_15_24,M_FoodHos_PsnlSvcs_25_34,M_FoodHos_PsnlSvcs_35_44,M_FoodHos_PsnlSvcs_45_54,M_FoodHos_PsnlSvcs_55_64,M_FoodHos_PsnlSvcs_65_74,M_FoodHos_PsnlSvcs_75_84,M_FoodHos_PsnlSvcs_85_over,M_FoodHos_PsnlSvcs_Tot,M_Mix_Fld_Prog_15_24,M_Mix_Fld_Prog_25_34,M_Mix_Fld_Prog_35_44,M_Mix_Fld_Prog_45_54,M_Mix_Fld_Prog_55_64,M_Mix_Fld_Prog_65_74,M_Mix_Fld_Prog_75_84,M_Mix_Fld_Prog_85_over,M_Mix_Fld_Prog_Tot,M_Fld_stud_inad_desc_15_24,M_Fld_stud_inad_desc_25_34,M_Fld_stud_inad_desc_35_44,M_Fld_stud_inad_desc_45_54,M_Fld_stud_inad_desc_55_64,M_Fld_stud_inad_desc_65_74,M_Fld_stud_inad_desc_75_84,M_Fld_stud_inad_desc_85,M_Fld_stud_inad_desc_Tot,M_Fld_stud_ns_15_24_yr,M_Fld_stud_ns_25_34_yr,M_Fld_stud_ns_35_44_yr,M_Fld_stud_ns_45_54_yr,M_Fld_stud_ns_55_64_yr,M_Fld_stud_ns_65_74_yr,M_Fld_stud_ns_75_84_yr,M_Fld_stud_ns_85_yr_over,M_Fld_stud_ns_Tot,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Nat_Phy_Sci_15_24,F_Nat_Phy_Sci_25_34,F_Nat_Phy_Sci_35_44,F_Nat_Phy_Sci_45_54,F_Nat_Phy_Sci_55_64,F_Nat_Phy_Sci_65_74,F_Nat_Phy_Sci_75_84,F_Nat_Phy_Sci_85,F_Nat_Phy_Sci_Tot,F_IT_15_24,F_IT_25_34,F_IT_35_44,F_IT_45_54,F_IT_55_64,F_IT_65_74,F_IT_75_84,F_IT_85,F_IT_Tot,F_Egnr_rel_Tech_15_24,F_Egnr_rel_Tech_25_34,F_Egnr_rel_Tech_35_44,F_Egnr_rel_Tech_45_54,F_Egnr_rel_Tech_55_64,F_Egnr_rel_Tech_65_74,F_Egnr_rel_Tech_75_84,F_Egnr_rel_Tech_85,F_Egnr_rel_Tech_Tot,F_Arc_Bld_15_24,F_Arc_Bld_25_34,F_Arc_Bld_35_44,F_Arc_Bld_45_54,F_Arc_Bld_55_64,F_Arc_Bld_65_74,F_Arc_Bld_75_84,F_Arc_Bld_85_over,F_Arc_Bld_Tot,F_Agric_Env_Rel_Stud_15_24,F_Agric_Env_Rel_Stud_25_34,F_Agric_Env_Rel_Stud_35_44,F_Agric_Env_Rel_Stud_45_54,F_Agric_Env_Rel_Stud_55_64,F_Agric_Env_Rel_Stud_65_74,F_Agric_Env_Rel_Stud_75_84,F_Agric_Env_Rel_Stud_85,F_Agric_Envir_Rel_Stud_Tot,F_Hlth_15_24_yr,F_Hlth_25_34_yr,F_Hlth_35_44_yr,F_Hlth_45_54_yr,F_Hlth_55_64_yr,F_Hlth_65_74_yr,F_Hlth_75_84_yr,F_Hlth_85_yr_over,F_Hlth_Tot,F_Edu_15_24_yr,F_Edu_25_34_yr,F_Edu_35_44_yr,F_Edu_45_54_yr,F_Edu_55_64_yr,F_Edu_65_74_yr,F_Edu_75_84_yr,F_Edu_85_yr_over,F_Edu_Tot,F_Mgmt_Cmrce_15_24,F_Mgmt_Cmrce_25_34
504031061,4,3,5,11,7,0,0,0,23,4,13,5,9,0,0,0,0,35,19,72,80,66,60,46,24,3,371,11,16,25,17,15,17,4,0,106,0,3,5,3,0,3,3,0,20,0,6,11,8,3,3,0,0,41,0,3,7,7,14,3,8,0,41,6,15,44,24,17,12,8,0,120,8,16,13,3,10,3,0,4,55,3,12,3,3,3,7,0,0,27,0,8,9,10,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,3,0,16,15,14,18,21,16,14,16,4,115,74,194,215,186,145,109,66,13,993,0,3,12,4,3,0,0,0,29,0,0,3,0,0,0,0,0,9,3,10,3,3,3,0,0,0,21,0,0,3,3,0,0,0,0,4,0,5,0,0,0,0,0,0,10,13,29,37,18,27,13,4,5,140,8,21,22,23,16,12,0,0,106,19,69
504031062,3,24,20,10,6,3,0,0,58,10,48,42,11,0,0,0,0,110,60,205,171,130,130,74,21,4,807,26,67,37,25,30,16,8,3,214,0,8,14,10,7,4,0,0,38,7,22,21,13,3,3,3,0,71,0,13,15,13,10,4,0,0,59,26,101,78,43,20,15,10,0,299,19,46,24,28,15,11,4,0,148,10,18,10,6,3,4,0,0,49,10,42,20,19,15,11,7,0,113,0,0,0,0,0,3,0,0,5,0,5,12,15,6,3,0,0,31,83,51,52,64,39,31,33,4,364,255,651,512,384,290,186,86,13,2372,7,20,23,7,4,3,0,0,61,3,14,9,3,0,0,0,0,28,3,19,15,14,8,3,3,0,58,0,9,4,0,0,0,0,0,20,3,6,8,5,3,0,0,0,23,21,99,64,52,44,15,12,0,309,12,66,70,60,38,10,10,0,263,52,186
504031063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031065,0,4,3,3,3,3,0,0,22,9,9,12,7,0,0,0,0,32,24,67,81,103,90,48,22,0,442,19,24,14,18,19,17,11,0,125,3,3,3,10,4,4,0,0,33,0,9,5,4,3,3,0,0,24,0,3,4,3,4,3,0,0,25,7,24,21,18,11,15,3,0,102,11,13,10,8,5,7,0,0,56,7,6,4,0,3,4,0,0,24,6,17,3,8,11,4,0,0,56,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,18,33,32,20,25,31,32,20,7,203,121,215,188,225,203,140,62,12,1166,7,7,3,4,5,3,0,0,27,0,0,3,0,0,0,0,0,3,0,4,3,7,8,0,6,0,29,0,3,3,0,0,0,0,0,10,0,3,9,3,4,0,0,0,25,14,26,34,28,35,23,9,0,163,6,15,25,28,25,22,3,0,124,23,45
504031066,4,24,17,11,11,3,0,0,70,14,26,26,15,7,0,0,0,90,57,136,160,148,106,76,34,12,738,17,42,36,31,30,24,11,0,198,3,15,11,5,4,6,0,0,44,5,15,21,14,20,5,4,0,86,3,12,13,22,24,10,4,3,85,28,82,53,50,31,13,8,0,273,28,44,26,29,26,11,3,0,168,6,15,22,10,19,4,0,0,70,7,24,10,21,11,7,3,0,93,3,0,0,0,3,0,0,0,9,3,14,6,0,5,3,3,3,43,83,100,94,116,113,85,82,75,746,265,545,495,476,409,253,154,97,2701,3,13,19,12,8,0,3,0,62,3,14,4,3,0,0,0,0,31,4,10,6,12,3,3,0,5,52,0,6,9,9,0,4,0,0,23,5,9,12,6,4,6,0,0,46,25,78,75,52,43,34,18,8,335,17,47,45,62,56,21,6,4,253,61,125
504031067,3,8,7,10,3,3,0,0,32,7,13,8,5,0,0,0,0,44,58,115,97,102,78,36,19,0,510,27,28,28,18,19,10,10,0,136,3,6,10,8,4,0,0,0,31,0,4,11,10,4,0,0,0,32,0,5,3,11,13,3,0,0,32,19,32,37,33,21,9,0,0,153,7,11,21,8,13,3,3,0,61,4,6,0,9,3,0,0,0,29,6,12,13,23,11,0,0,0,69,0,0,0,3,0,0,0,0,6,0,3,12,0,3,0,0,0,23,33,25,19,34,20,21,15,4,178,174,275,262,274,189,98,48,9,1332,9,9,11,7,3,0,0,0,33,3,0,3,3,0,0,0,0,13,0,4,3,3,0,0,0,0,13,4,4,0,0,0,0,0,0,10,0,3,4,0,0,0,0,0,14,10,46,37,43,21,9,3,0,168,3,30,42,41,42,7,0,0,174,26,80
504031068,3,10,13,7,9,6,3,0,60,9,24,18,18,7,3,0,0,79,63,188,159,194,150,96,23,9,881,15,45,37,47,31,34,7,3,223,4,15,20,9,4,5,3,0,59,3,7,19,23,11,6,4,0,84,3,9,10,16,22,8,3,0,75,11,59,67,86,43,30,3,0,303,13,29,24,24,28,12,0,0,137,5,13,14,8,3,7,0,0,47,6,23,26,19,11,3,0,0,95,0,0,0,0,0,0,0,0,0,0,7,7,7,3,3,0,0,30,44,35,40,46,34,25,9,3,231,191,472,452,503,366,244,63,16,2305,3,5,8,9,14,0,0,0,52,3,11,7,5,4,3,0,0,26,7,11,16,16,3,6,0,0,58,3,9,3,7,0,0,0,0,22,0,16,9,9,3,3,0,0,38,27,80,81,75,62,32,3,0,357,21,39,76,65,62,27,5,0,308,39,129
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505011070,9,20,9,7,9,4,3,0,62,7,29,25,12,3,4,0,0,83,50,211,161,124,155,89,33,12,833,33,126,88,59,48,33,12,3,408,3,18,20,16,9,0,0,0,68,10,17,22,13,13,6,4,0,81,0,20,8,14,10,6,0,0,64,14,62,49,30,40,15,8,3,219,21,41,25,16,19,13,0,0,127,10,15,14,11,6,3,0,0,60,3,25,20,26,20,4,0,0,98,3,0,0,0,0,0,0,0,0,0,10,8,5,3,0,4,0,26,40,59,43,25,27,24,16,4,237,197,661,494,354,364,202,80,22,2367,5,24,26,8,5,3,0,0,61,0,6,7,3,3,0,0,0,23,5,12,5,3,10,0,0,0,42,0,12,9,3,0,0,0,0,24,5,6,13,0,0,0,0,0,22,28,108,66,71,59,38,9,4,370,17,83,65,50,46,16,5,7,298,28,169
505011071,7,10,18,26,26,6,0,0,101,16,29,40,32,7,4,0,0,129,97,137,219,328,210,97,28,9,1133,57,90,94,138,78,40,18,0,512,3,9,12,19,7,7,0,0,57,13,20,24,39,24,3,4,3,126,0,13,17,36,23,6,4,0,102,35,63,104,134,78,25,12,3,443,33,32,40,42,29,15,3,0,212,24,25,8,5,3,4,0,0,73,10,19,26,26,19,10,0,0,112,3,0,0,0,3,0,0,0,10,0,9,6,13,3,3,0,0,37,52,35,35,30,18,22,16,11,218,360,500,647,868,531,240,98,32,3274,18,28,29,15,9,0,0,0,93,0,3,7,17,5,0,0,0,30,8,14,22,15,3,4,4,3,67,0,11,7,11,3,0,0,0,27,3,3,6,10,0,0,0,0,25,54,81,136,148,89,28,21,0,560,34,78,102,124,56,21,10,0,421,59,131
505011072,10,31,51,47,39,33,10,0,224,13,23,45,28,25,9,0,0,139,68,126,244,267,237,195,72,20,1228,36,58,94,72,62,47,22,3,389,3,8,19,25,14,8,0,0,82,8,25,51,41,32,21,8,0,190,0,15,38,43,51,43,12,5,205,35,77,183,163,130,129,20,6,744,24,37,55,62,49,35,10,4,276,17,19,24,13,12,3,3,0,95,3,11,24,19,5,7,5,0,77,0,0,0,0,0,0,0,0,0,0,6,12,17,7,5,8,0,49,24,22,32,43,31,29,19,14,201,239,456,862,833,697,564,186,62,3898,13,27,32,41,20,10,5,0,144,0,6,11,16,9,0,0,0,43,3,18,24,23,15,6,6,0,99,4,7,21,9,0,7,0,0,46,4,4,12,14,0,0,0,0,40,35,111,153,168,115,84,27,12,713,14,68,168,166,179,90,18,12,710,53,101
505011073,9,24,25,24,17,16,3,0,119,7,37,50,19,10,3,0,0,133,51,195,217,181,189,206,57,12,1108,23,103,94,75,63,66,29,4,459,4,19,15,14,12,4,3,0,78,5,15,27,28,23,8,8,0,119,3,16,37,34,21,30,7,0,153,20,92,89,86,74,93,23,3,479,31,44,47,26,34,27,3,4,205,8,33,20,9,11,9,3,0,92,11,18,23,24,9,17,9,0,102,0,0,0,0,0,0,0,0,12,0,9,8,9,5,3,3,0,37,39,45,44,35,34,42,22,9,270,217,639,709,568,487,531,173,36,3362,4,32,21,19,13,4,0,0,98,3,6,6,0,4,0,0,0,25,8,15,15,10,13,4,5,3,71,3,13,8,7,0,0,0,0,29,4,9,18,7,3,0,0,0,41,39,133,129,112,106,68,18,6,614,29,82,124,101,95,68,15,3,525,28,156
505011074,4,13,16,10,14,13,4,0,78,7,30,32,15,14,3,0,0,106,70,171,172,191,189,124,40,3,958,43,118,76,70,60,25,14,4,409,3,16,9,11,7,3,0,0,49,7,24,9,21,19,6,3,0,87,4,13,13,19,28,5,6,0,92,20,72,57,64,58,30,9,0,310,19,27,24,13,18,10,0,4,116,9,14,8,12,14,4,0,0,64,6,18,19,21,16,6,0,0,91,0,0,0,0,0,0,0,0,3,7,3,3,7,5,3,0,0,30,48,43,38,25,37,21,13,5,227,256,570,482,482,472,256,87,22,2618,12,13,16,14,6,0,4,0,61,0,7,15,4,3,0,0,0,25,0,7,9,3,4,0,3,0,41,0,13,6,9,0,0,0,0,23,3,9,7,7,0,0,0,0,26,24,73,74,83,66,47,13,3,382,18,71,85,82,76,27,3,0,348,49,134
505011075,12,7,17,24,32,7,5,0,117,7,11,21,41,19,4,0,0,99,50,101,157,212,219,147,49,4,936,21,60,64,56,60,33,17,3,318,8,7,9,10,4,3,0,0,49,10,22,28,45,35,14,6,4,159,0,0,18,21,40,24,9,0,111,36,53,100,164,137,74,12,4,580,29,22,33,32,37,18,3,0,169,9,9,17,6,10,10,6,0,58,8,5,15,7,7,3,3,0,50,0,0,0,0,0,0,0,0,3,0,6,3,8,4,3,0,0,22,29,15,31,24,28,24,9,4,163,219,327,504,654,633,360,118,28,2840,14,10,30,30,12,8,3,0,101,0,3,7,11,3,0,0,0,23,0,12,9,7,12,5,0,0,45,8,9,4,7,5,0,0,0,25,0,6,4,8,4,0,0,0,17,31,58,102,110,104,43,13,0,470,20,43,93,116,113,51,14,4,450,37,93
505011076,3,6,19,20,8,3,0,0,57,5,13,26,33,9,0,0,0,95,41,62,155,257,184,62,14,0,781,31,34,58,101,68,15,4,0,306,0,6,6,8,3,0,0,0,22,14,19,36,45,15,7,0,0,126,3,11,16,15,18,5,8,0,76,27,36,98,143,64,24,10,0,390,14,10,24,32,24,3,0,0,105,18,5,5,3,3,0,0,0,44,4,4,4,11,15,3,3,0,44,0,0,0,0,0,0,0,0,0,0,4,6,4,4,5,0,0,24,14,10,12,17,12,9,0,0,83,174,208,449,696,431,143,48,4,2159,13,5,20,16,4,0,0,0,56,0,0,6,12,0,0,0,0,27,6,7,8,10,5,0,0,0,31,8,3,3,7,5,0,0,0,26,0,4,0,3,0,0,0,0,5,41,49,91,112,63,15,9,0,376,24,19,79,109,56,13,8,0,311,31,64
505011077,12,23,19,23,24,18,0,0,121,28,53,41,14,13,0,0,0,154,124,260,179,217,228,114,57,12,1196,38,94,62,78,74,44,19,0,414,5,21,10,16,15,3,3,0,74,18,45,29,29,24,4,4,3,161,11,27,26,28,40,16,3,3,151,57,122,81,98,74,42,17,4,491,44,51,46,39,43,25,0,0,260,25,29,26,9,9,0,3,0,100,12,29,24,26,23,7,3,0,131,7,0,0,0,5,0,0,3,11,4,8,5,7,13,3,0,0,42,64,84,42,39,61,42,40,10,384,465,857,596,628,634,332,155,41,3700,13,29,25,15,10,0,3,0,102,3,9,12,3,5,0,0,0,38,4,19,20,10,7,10,3,0,72,7,10,8,4,6,0,0,0,37,9,7,10,8,0,0,0,0,34,56,152,115,126,112,39,14,6,615,27,86,97,101,90,46,12,0,462,85,216
505011078,6,10,30,24,19,17,6,3,116,13,22,42,26,12,9,4,0,132,60,133,176,189,277,166,57,33,1088,19,89,75,73,77,37,18,7,407,0,18,11,19,8,3,4,4,64,9,15,28,14,23,11,3,3,107,5,7,29,26,48,26,12,6,163,21,54,118,113,131,64,19,14,530,23,34,38,31,30,23,4,8,188,14,12,19,16,10,7,0,0,71,3,8,18,27,20,8,5,3,93,3,0,0,0,0,0,0,0,6,0,0,4,13,6,0,3,0,30,34,23,36,30,35,41,28,26,245,207,435,624,596,696,415,165,94,3233,10,15,36,22,13,4,0,0,94,0,4,15,7,4,0,0,0,31,0,15,13,9,4,0,7,4,57,3,11,8,0,3,0,0,0,30,3,16,4,4,3,0,0,0,34,33,87,98,104,100,56,31,22,526,14,74,116,121,133,44,22,8,527,34,118
505011079,13,10,26,25,25,12,0,0,106,7,18,33,23,5,0,0,0,88,33,96,170,198,203,168,45,7,938,44,64,95,111,60,53,20,3,446,0,5,9,24,3,5,4,0,52,16,23,15,28,30,7,4,0,127,0,15,24,26,33,17,10,3,126,13,43,79,104,80,64,12,6,401,12,22,29,37,35,15,10,0,152,22,10,9,9,4,11,3,3,66,0,6,13,23,3,3,0,3,50,0,0,0,0,0,0,0,0,0,6,0,9,11,0,8,0,0,35,51,21,34,48,29,28,18,11,231,224,338,539,657,518,387,117,42,2820,15,8,25,17,9,8,0,0,78,0,6,11,11,5,3,0,0,33,4,11,9,7,4,0,0,3,38,4,0,12,6,5,0,0,0,27,3,6,8,3,3,0,0,0,28,26,84,106,123,83,46,21,6,481,14,51,101,133,109,46,14,5,471,43,89
505011080,6,4,20,20,10,12,5,0,68,8,6,15,26,15,8,0,0,80,38,70,103,181,198,127,32,8,766,28,44,60,76,51,24,9,0,293,3,7,5,7,8,0,3,0,34,7,13,13,29,11,12,7,0,91,3,9,7,17,18,13,4,0,68,21,38,59,92,57,36,9,0,314,18,15,15,27,13,8,6,0,94,5,8,10,3,6,3,5,0,41,0,7,11,7,3,4,5,0,35,0,0,0,0,0,0,0,0,0,3,0,3,8,3,4,3,0,29,32,14,19,25,17,19,10,7,140,179,249,336,515,407,260,93,11,2049,6,6,13,22,10,6,3,0,67,0,0,4,4,6,0,0,0,22,4,3,8,6,4,3,5,0,40,7,3,5,8,5,0,0,0,26,0,7,4,3,3,0,0,0,21,19,45,70,103,59,24,13,0,344,21,28,63,84,59,28,6,3,297,16,46
505011081,4,14,26,13,9,13,0,0,70,4,17,18,25,7,0,0,0,78,41,129,162,128,146,101,32,7,752,21,113,70,42,34,32,11,0,316,0,17,10,3,8,7,0,0,44,4,25,19,16,6,8,3,0,79,3,12,10,16,13,9,0,4,62,9,44,69,48,40,20,3,3,230,4,21,28,15,14,12,6,0,101,6,22,18,5,11,3,0,0,54,3,11,23,13,16,3,0,3,74,0,0,0,0,0,0,0,0,0,0,4,6,4,4,0,0,0,20,18,19,35,29,20,14,10,3,154,124,442,493,360,329,225,68,20,2045,10,27,23,13,12,5,3,0,88,0,5,7,7,3,0,0,0,19,0,5,16,6,10,6,0,0,46,0,13,6,3,0,0,0,0,25,3,4,9,3,3,0,0,0,21,17,97,70,52,51,36,3,4,327,11,65,72,62,57,31,5,0,313,37,97
505011082,6,8,18,31,34,21,8,0,130,4,8,13,22,16,0,0,0,73,32,75,113,173,179,129,49,6,769,23,49,55,57,51,47,15,3,309,5,6,8,3,7,10,3,0,38,8,16,17,29,18,13,3,4,106,3,7,11,18,49,36,6,5,133,29,43,106,142,135,98,25,8,591,10,20,18,32,35,18,8,0,142,10,15,17,11,11,10,3,0,76,0,4,10,5,9,7,0,0,44,0,0,0,0,0,0,0,0,3,3,3,3,9,3,14,7,0,39,28,19,17,16,38,31,13,3,167,171,273,402,555,590,447,136,36,2610,9,19,22,20,14,7,0,0,90,0,3,7,7,0,3,0,0,22,0,5,11,15,6,3,4,0,49,0,10,5,8,3,0,0,0,26,4,3,3,3,0,0,0,0,15,21,54,72,102,100,66,9,4,428,10,26,87,111,140,79,14,9,480,44,71
505011083,6,9,8,20,19,4,3,0,76,5,18,35,25,16,3,0,0,101,66,78,124,197,205,92,39,16,824,25,45,47,74,68,27,9,3,302,0,5,11,10,6,3,0,0,36,6,13,14,22,13,10,3,0,87,9,9,14,30,36,12,3,0,110,21,40,80,110,69,45,15,7,382,25,17,21,28,23,13,0,0,131,16,9,3,4,5,3,0,0,44,3,6,7,26,14,4,3,0,59,3,0,0,0,0,0,0,0,3,4,4,3,8,5,3,0,0,29,17,4,9,17,18,18,14,0,104,218,262,375,578,495,233,91,34,2282,8,9,19,16,11,5,0,0,63,5,3,7,4,3,0,0,0,24,3,0,22,7,10,0,3,0,39,4,0,5,0,0,0,0,0,18,3,0,14,0,0,3,0,0,24,31,51,72,105,85,33,13,0,398,18,18,65,116,97,28,7,3,363,42,62
505021084,15,30,26,22,14,11,6,0,120,15,65,44,31,7,3,0,0,174,57,269,215,199,158,146,96,15,1155,36,148,95,68,36,42,39,8,475,0,13,13,13,9,6,4,0,61,11,44,39,12,17,7,8,0,135,8,28,28,23,24,10,8,3,129,28,165,134,66,58,56,19,7,532,20,60,49,37,31,13,12,0,225,15,28,20,12,16,5,7,0,97,16,55,30,31,12,12,3,0,167,3,0,0,0,0,9,0,0,12,3,14,9,8,4,6,0,0,50,65,103,52,60,49,53,58,48,491,283,1016,769,587,435,395,256,91,3819,13,27,38,22,7,8,0,0,109,3,14,13,9,3,0,0,0,48,3,26,18,11,14,5,8,3,91,3,24,6,3,8,0,0,0,42,7,13,3,3,0,0,0,0,29,29,167,110,73,70,48,22,3,529,22,105,89,106,72,50,10,0,457,55,261
505021085,10,43,24,11,7,5,0,0,99,28,104,42,22,8,0,0,0,203,115,285,188,189,148,98,55,12,1084,52,112,50,43,34,35,20,3,357,6,16,14,11,7,7,0,0,57,11,40,28,12,13,8,0,0,121,3,18,8,19,14,5,0,0,75,69,247,120,46,41,26,4,0,553,43,108,84,65,33,19,0,0,352,16,33,12,11,9,3,0,0,83,17,99,40,38,14,7,3,0,215,4,8,6,5,4,4,3,0,40,3,19,10,8,9,4,4,0,53,140,233,125,135,85,87,49,9,864,520,1359,750,613,433,305,152,29,4163,17,62,29,18,3,3,0,0,126,14,34,14,4,0,0,0,0,64,6,25,24,23,19,7,3,0,117,3,12,8,4,3,0,0,0,27,3,15,9,10,7,4,0,0,38,71,167,84,48,41,28,5,0,447,17,90,60,56,35,22,11,0,288,91,291
505021086,18,39,51,57,27,19,10,3,218,16,82,91,47,26,7,0,0,266,110,288,279,294,261,193,148,41,1624,44,117,90,99,73,66,62,11,571,4,17,17,13,10,5,3,3,69,19,54,53,43,45,39,16,11,277,5,21,27,41,46,30,21,6,205,64,250,234,224,168,108,64,14,1129,32,86,90,72,75,46,25,7,434,27,53,40,33,14,9,9,0,177,16,54,42,39,29,17,12,0,217,0,5,4,0,0,3,0,0,13,3,13,21,16,6,11,3,0,82,83,95,87,81,67,57,67,26,551,441,1177,1122,1052,858,606,447,127,5826,22,53,37,46,21,5,0,3,194,0,25,27,18,12,0,0,0,75,15,37,28,31,25,15,20,8,178,12,25,10,11,6,0,0,0,71,4,11,12,8,3,0,0,0,37,75,185,134,131,126,91,46,17,805,24,124,147,175,153,94,44,9,776,106,314
