SA2_MAINCODE_2016,DC0_4FSEOMSEO,DC0_4FSEOMSolsEVww,DC0_4FSEOMSolNwna,DC0_4FSEOMsol_pEns,DC0_4FSEOMSolsET,DC0_4FSEOM_LpEns,DC0_4FSEOMT,DC0_4FSolsEVwwMSEO,DC0_4FSolsEVwwMSolsEVww,DC0_4FSolsEVwwMSolNwna,DC0_4FSolsEVwwMsol_pEns,DC0_4FSolsEVwwMSolsET,DC0_4FSolsEVwwM_LpEns,DC0_4FSolsEVwwMT,DC0_4FSolNwnaMSEO,DC0_4FSolNwnaMSolsEVww,DC0_4FSolNwnaMSolNwna,DC0_4FSolNwnaMsol_pEns,DC0_4FSolNwnaMSolsET,DC0_4FSolNwnaM_LpEns,DC0_4FSolNwnaMT,DC0_4FSol_pEnsMSEO,DC0_4FSol_pEnsMSolsEVww,DC0_4FSol_pEnsMSolNwna,DC0_4FSol_pEnsMsol_pEns,DC0_4FSol_pEnsMSolsET,DC0_4FSol_pEnsM_LpEns,DC0_4FSol_pEnsMT,DC0_4FSolsETMSEO,DC0_4FSolsETMSolsEVww,DC0_4FSolsETMSolNwna,DC0_4FSolsETMsol_pEns,DC0_4FSolsETMSolsET,DC0_4FSolsETM_LpEns,DC0_4FSolsETMT,DC0_4F_LpEnsMSEO,DC0_4F_LpEnsMSolsEVww,DC0_4F_LpEnsMSolNwna,DC0_4F_LpEnsMsol_pEns,DC0_4F_LpEnsMSolsET,DC0_4F_LpEnsM_LpEns,DC0_4F_LpEnsMT,DC0_4FTMSEO,DC0_4FTMSolsEVww,DC0_4FTMSolNwna,DC0_4FTMsol_pEns,DC0_4FTMSolsET,DC0_4FTM_LpEns,DC0_4FTMT,DC5_9FSEOMSEO,DC5_9FSEOMSolsEVww,DC5_9FSEOMSolNwna,DC5_9FSEOMsol_pEns,DC5_9FSEOMSolsET,DC5_9FSEOM_LpEns,DC5_9FSEOMT,DC5_9FSolsEVwwMSEO,DC5_9FSolsEVwwMSolsEVww,DC5_9FSolsEVwwMSolNwna,DC5_9FSolsEVwwMsol_pEns,DC5_9FSolsEVwwMSolsET,DC5_9FSolsEVwwM_LpEns,DC5_9FSolsEVwwMT,DC5_9FSolNwnaMSEO,DC5_9FSolNwnaMSolsEVww,DC5_9FSolNwnaMSolNwna,DC5_9FSolNwnaMsol_pEns,DC5_9FSolNwnaMSolsET,DC5_9FSolNwnaM_LpEns,DC5_9FSolNwnaMT,DC5_9FSol_pEnsMSEO,DC5_9FSol_pEnsMSolsEVww,DC5_9FSol_pEnsMSolNwna,DC5_9FSol_pEnsMsol_pEns,DC5_9FSol_pEnsMSolsET,DC5_9FSol_pEnsM_LpEns,DC5_9FSol_pEnsMT,DC5_9FSolsETMSEO,DC5_9FSolsETMSolsEVww,DC5_9FSolsETMSolNwna,DC5_9FSolsETMsol_pEns,DC5_9FSolsETMSolsET,DC5_9FSolsETM_LpEns,DC5_9FSolsETMT,DC5_9F_LpEnsMSEO,DC5_9F_LpEnsMSolsEVww,DC5_9F_LpEnsMSolNwna,DC5_9F_LpEnsMsol_pEns,DC5_9F_LpEnsMSolsET,DC5_9F_LpEnsM_LpEns,DC5_9F_LpEnsMT,DC5_9FTMSEO,DC5_9FTMSolsEVww,DC5_9FTMSolNwna,DC5_9FTMsol_pEns,DC5_9FTMSolsET,DC5_9FTM_LpEns,DC5_9FTMT,DC10_12FSEOMSEO,DC10_12FSEOMSolsEVww,DC10_12FSEOMSolNwna,DC10_12FSEOMsol_pEns,DC10_12FSEOMSolsET,DC10_12FSEOM_LpEns,DC10_12FSEOMT,DC10_12FSolsEVwwMSEO,DC10_12FSolsEVwwMSolsEVww,DC10_12FSolsEVwwMSolNwna,DC10_12FSolsEVwwMsol_pEns,DC10_12FSolsEVwwMSolsET,DC10_12FSolsEVwwM_LpEns,DC10_12FSolsEVwwMT,DC10_12FSolNwnaMSEO,DC10_12FSolNwnaMSolsEVww,DC10_12FSolNwnaMSolNwna,DC10_12FSolNwnaMsol_pEns,DC10_12FSolNwnaMSolsET,DC10_12FSolNwnaM_LpEns,DC10_12FSolNwnaMT,DC10_12FSol_pEnsMSEO,DC10_12FSol_pEnsMSolsEVww,DC10_12FSol_pEnsMSolNwna,DC10_12FSol_pEnsMsol_pEns,DC10_12FSol_pEnsMSolsET,DC10_12FSol_pEnsM_LpEns,DC10_12FSol_pEnsMT,DC10_12FSolsETMSEO,DC10_12FSolsETMSolsEVww,DC10_12FSolsETMSolNwna,DC10_12FSolsETMsol_pEns,DC10_12FSolsETMSolsET,DC10_12FSolsETM_LpEns,DC10_12FSolsETMT,DC10_12F_LpEnsMSEO,DC10_12F_LpEnsMSolsEVww,DC10_12F_LpEnsMSolNwna,DC10_12F_LpEnsMsol_pEns,DC10_12F_LpEnsMSolsET,DC10_12F_LpEnsM_LpEns,DC10_12F_LpEnsMT,DC10_12FTMSEO,DC10_12FTMSolsEVww,DC10_12FTMSolNwna,DC10_12FTMsol_pEns,DC10_12FTMSolsET,DC10_12FTM_LpEns,DC10_12FTMT,DC13_14FSEOMSEO,DC13_14FSEOMSolsEVww,DC13_14FSEOMSolNwna,DC13_14FSEOMsol_pEns,DC13_14FSEOMSolsET,DC13_14FSEOM_LpEns,DC13_14FSEOMT,DC13_14FSolsEVwwMSEO,DC13_14FSolsEVwwMSolsEVww,DC13_14FSolsEVwwMSolNwna,DC13_14FSolsEVwwMsol_pEns,DC13_14FSolsEVwwMSolsET,DC13_14FSolsEVwwM_LpEns,DC13_14FSolsEVwwMT,DC13_14FSolNwnaMSEO,DC13_14FSolNwnaMSolsEVww,DC13_14FSolNwnaMSolNwna,DC13_14FSolNwnaMsol_pEns,DC13_14FSolNwnaMSolsET,DC13_14FSolNwnaM_LpEns,DC13_14FSolNwnaMT,DC13_14FSol_pEnsMSEO,DC13_14FSol_pEnsMSolsEVww,DC13_14FSol_pEnsMSolNwna,DC13_14FSol_pEnsMsol_pEns,DC13_14FSol_pEnsMSolsET,DC13_14FSol_pEnsM_LpEns,DC13_14FSol_pEnsMT,DC13_14FSolsETMSEO,DC13_14FSolsETMSolsEVww,DC13_14FSolsETMSolNwna,DC13_14FSolsETMsol_pEns,DC13_14FSolsETMSolsET,DC13_14FSolsETM_LpEns,DC13_14FSolsETMT,DC13_14F_LpEnsMSEO,DC13_14F_LpEnsMSolsEVww,DC13_14F_LpEnsMSolNwna,DC13_14F_LpEnsMsol_pEns,DC13_14F_LpEnsMSolsET,DC13_14F_LpEnsM_LpEns,DC13_14F_LpEnsMT,DC13_14FTMSEO,DC13_14FTMSolsEVww,DC13_14FTMSolNwna,DC13_14FTMsol_pEns,DC13_14FTMSolsET,DC13_14FTM_LpEns,DC13_14FTMT,DC15_17FSEOMSEO,DC15_17FSEOMSolsEVww,DC15_17FSEOMSolNwna,DC15_17FSEOMsol_pEns
504031061,189,8,0,0,8,0,193,15,28,3,0,27,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,28,3,0,27,0,40,0,0,0,0,0,0,0,204,33,3,0,35,0,238,144,3,0,0,3,0,148,10,17,0,0,17,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,0,0,23,0,31,0,0,0,0,0,4,7,157,24,0,0,24,4,190,57,4,0,0,4,0,60,3,13,0,0,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,10,0,16,0,0,0,0,0,0,0,66,15,0,0,14,0,77,51,0,0,0,0,0,52,3,9,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,4,0,9,0,0,0,0,0,0,0,56,5,0,0,9,0,62,57,0,0,0
504031062,349,25,0,0,25,3,376,26,181,5,0,185,0,214,3,22,12,0,39,0,39,0,0,0,0,3,0,3,32,210,17,3,230,0,255,0,0,0,0,0,0,3,382,231,17,3,250,3,633,271,14,0,0,14,0,285,30,136,3,0,143,0,165,0,18,6,0,28,0,28,3,0,0,3,4,0,5,31,154,11,4,172,0,200,0,0,0,0,0,0,0,304,170,11,4,185,0,491,142,6,0,0,6,0,146,10,73,3,0,78,0,87,0,6,9,0,12,0,12,0,3,0,0,3,0,3,12,80,7,0,90,0,100,0,0,0,0,0,0,0,148,87,7,0,102,0,252,97,3,0,0,3,0,100,3,34,0,0,40,0,46,0,5,4,0,13,0,14,0,0,0,0,0,0,0,7,41,5,0,49,0,60,0,0,0,0,0,0,0,105,42,5,0,51,0,157,112,3,0,0
504031063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031065,153,4,0,0,4,0,158,10,39,0,0,42,0,48,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,39,0,0,43,0,48,0,0,0,0,0,0,0,160,47,0,0,47,0,206,124,4,0,0,4,0,129,13,32,0,0,35,0,48,0,4,3,0,7,0,7,0,0,0,0,0,0,0,13,34,5,0,38,0,57,0,0,0,0,0,0,0,141,37,5,0,41,0,184,82,0,0,0,0,0,82,3,21,0,0,21,0,27,0,0,4,0,3,0,3,0,0,0,0,0,0,0,3,24,4,0,23,0,26,0,0,0,0,0,0,0,88,23,4,0,28,0,115,71,4,0,0,4,0,70,3,10,0,0,10,0,16,0,4,0,0,4,0,4,0,0,0,0,0,0,0,3,14,0,0,14,0,18,0,0,0,0,0,0,0,76,16,0,0,16,0,89,80,8,0,0
504031066,230,4,0,0,4,0,238,17,107,3,3,117,0,133,0,6,0,0,12,0,11,0,4,0,3,8,0,8,19,121,3,3,128,0,154,0,0,0,0,0,0,0,255,128,3,3,139,0,390,204,9,3,0,12,0,212,21,89,5,0,89,0,113,0,3,0,0,11,0,6,0,0,0,0,0,0,0,24,93,4,0,96,0,122,0,0,0,0,0,0,0,224,103,10,0,108,0,336,114,9,0,0,9,0,119,5,34,0,0,34,0,45,0,3,3,0,6,0,6,0,0,0,0,0,0,0,5,42,3,0,45,0,49,0,0,0,0,0,0,0,116,49,3,0,48,0,165,81,0,0,0,0,0,83,6,12,0,0,12,0,15,0,0,3,0,4,0,6,0,0,0,0,0,0,0,7,14,3,0,19,0,21,0,0,0,0,0,0,0,87,19,3,0,18,0,106,94,0,0,0
504031067,276,13,0,0,13,0,288,11,26,0,0,26,0,39,0,4,3,0,9,0,9,0,0,0,0,0,0,0,11,30,3,0,34,0,44,0,0,0,0,0,0,0,288,43,3,0,46,0,336,294,7,0,0,7,0,296,15,35,6,0,36,0,55,0,9,0,0,10,0,10,0,0,0,0,0,0,0,15,40,6,0,45,0,62,0,0,0,0,0,0,0,306,45,6,0,52,0,363,164,5,0,0,5,0,174,12,22,0,0,22,0,34,0,4,0,0,4,0,4,0,0,0,0,0,0,0,12,24,0,0,24,0,39,0,0,0,0,0,0,0,177,34,0,0,34,0,214,107,0,0,0,0,0,107,3,7,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,7,0,12,0,0,0,0,0,0,0,108,7,0,0,7,0,116,149,6,0,0
504031068,402,15,0,0,15,0,419,23,100,3,3,104,0,126,0,9,3,0,6,0,6,0,0,0,0,0,0,0,23,103,6,3,112,0,135,0,0,0,0,0,0,0,424,120,6,3,125,0,550,439,17,0,0,17,0,459,24,65,0,3,66,0,95,0,4,5,0,7,0,7,0,0,0,0,0,0,0,24,67,5,3,75,0,97,0,0,0,0,0,0,0,470,91,5,3,94,0,560,246,11,0,0,11,0,257,12,42,0,0,43,0,59,0,0,3,0,8,0,8,0,0,0,0,0,0,0,12,46,7,0,51,0,62,0,0,0,0,0,0,0,260,63,7,0,68,0,322,165,3,0,0,3,0,167,9,11,0,0,17,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0,0,20,0,24,0,0,0,0,0,0,0,173,18,0,0,19,0,194,227,7,0,0
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505011070,470,3,0,0,3,0,479,30,53,3,0,58,0,87,0,8,3,0,11,0,9,0,0,0,0,0,0,0,30,60,3,0,67,0,97,0,0,0,0,0,0,0,503,63,3,0,70,0,574,374,11,0,0,11,0,386,21,35,0,0,31,0,58,0,0,0,0,3,0,3,0,0,0,0,0,0,0,23,32,3,0,37,0,55,0,0,0,0,0,3,3,395,46,3,0,50,4,445,150,4,0,0,4,0,153,11,9,0,0,9,0,22,0,0,0,0,3,0,3,0,0,0,0,0,0,0,11,15,0,0,16,0,22,0,0,0,0,0,0,0,161,19,0,0,18,0,177,98,0,0,0,0,0,102,3,7,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,11,0,11,0,0,0,0,0,0,0,100,12,0,0,11,0,116,143,4,0,0
505011071,484,10,0,0,10,0,495,21,72,0,0,72,0,91,0,3,0,0,3,0,5,0,0,0,0,0,0,0,25,78,0,0,78,0,100,0,0,0,0,0,0,0,511,85,0,0,85,0,594,601,8,0,0,8,0,605,27,80,0,0,80,0,109,0,3,0,0,8,0,8,0,0,0,0,0,0,0,27,82,0,0,85,0,115,0,0,0,0,0,0,0,626,91,0,0,91,0,722,400,13,0,0,13,0,417,15,48,0,0,48,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,53,0,0,53,0,68,0,0,0,0,0,0,0,415,66,0,0,66,0,486,250,7,0,0,7,0,254,15,39,0,0,41,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,39,0,0,41,0,52,0,0,0,0,0,0,0,262,40,0,0,48,0,307,420,13,0,0
505011072,625,22,0,0,22,0,646,43,55,9,0,63,0,106,0,4,0,0,4,0,4,0,0,0,0,0,0,0,43,58,6,0,70,0,106,0,0,0,0,0,0,0,665,81,6,0,85,0,755,852,29,0,0,27,0,882,54,90,5,0,95,0,150,0,3,0,0,3,0,3,0,0,0,0,0,0,0,54,92,5,0,94,0,148,4,0,0,0,0,0,4,911,119,5,0,124,0,1035,505,7,0,0,7,0,521,20,46,0,0,46,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,41,0,0,41,0,66,0,0,0,0,0,3,3,529,55,0,0,55,3,585,266,3,0,0,3,0,271,17,21,0,0,21,0,38,0,0,3,0,3,0,3,0,0,0,0,0,0,0,17,21,3,0,28,0,41,0,0,0,0,0,0,0,287,31,3,0,32,0,318,375,6,0,0
505011073,554,24,0,0,24,0,574,42,59,0,0,59,0,108,3,4,4,0,6,0,11,0,0,0,0,3,0,3,45,64,3,3,70,0,115,0,0,0,0,0,0,0,597,91,3,3,97,0,691,545,18,0,0,18,0,568,34,47,0,0,46,0,81,0,7,4,0,10,0,10,0,0,0,0,0,0,0,34,54,5,0,58,0,94,0,0,0,0,0,0,3,585,67,5,0,79,0,661,288,3,0,0,3,0,293,8,26,0,0,24,0,35,0,3,0,0,3,0,5,0,0,0,0,0,0,0,9,27,0,0,28,0,45,4,0,0,0,0,0,4,303,33,0,0,38,0,339,172,3,0,0,3,0,173,14,23,0,0,26,0,38,0,3,0,0,3,0,3,0,0,0,0,0,0,0,14,30,0,0,26,0,36,0,0,0,0,0,0,0,186,31,0,0,30,0,212,213,5,0,0
505011074,418,14,0,0,14,0,432,22,54,0,0,54,0,79,0,3,7,0,4,0,7,0,0,0,0,0,0,0,26,58,7,0,58,0,85,0,0,0,0,0,0,0,441,69,7,0,72,0,510,393,8,0,0,8,0,408,7,40,5,0,43,0,52,0,4,4,0,9,0,9,0,0,0,0,0,0,0,7,40,4,0,47,0,57,0,0,0,0,0,0,0,409,55,4,0,56,0,467,221,3,0,0,3,0,231,0,12,0,0,12,0,14,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,16,3,0,16,0,17,0,0,0,0,0,0,0,224,21,3,0,24,0,247,131,7,0,0,7,0,144,5,17,0,0,19,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,17,0,25,0,0,0,0,0,0,0,135,25,0,0,25,0,160,213,3,0,0
505011075,369,15,0,0,15,0,380,36,29,5,0,26,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,27,5,0,31,0,63,0,0,0,0,0,0,0,399,39,5,0,41,0,445,494,11,0,0,11,0,510,31,42,0,0,42,0,71,0,0,3,0,3,0,3,0,0,0,0,0,0,0,32,42,3,0,41,0,72,3,0,0,0,0,0,3,526,50,3,0,53,0,582,315,5,0,0,5,0,324,21,23,0,0,26,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,23,0,0,26,0,43,0,0,0,0,0,0,0,334,34,0,0,32,0,367,207,5,0,0,5,0,210,16,19,0,0,19,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,0,0,25,0,40,0,0,0,0,0,0,0,226,32,0,0,32,0,252,300,11,0,0
505011076,335,8,0,0,8,0,345,9,50,0,0,50,0,57,3,3,0,0,3,0,3,0,0,0,0,0,0,0,9,48,0,0,48,0,63,0,0,0,0,0,0,0,347,60,0,0,60,0,404,461,11,0,0,11,0,474,19,49,0,0,54,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,49,0,0,54,0,73,3,0,0,0,0,0,3,484,63,0,0,67,0,548,324,6,0,0,8,0,324,13,41,0,0,41,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,41,0,0,41,0,55,0,0,0,0,0,0,0,336,46,0,0,51,0,386,200,3,0,0,3,0,212,10,26,0,0,26,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26,0,0,26,0,32,0,0,0,0,0,0,0,211,28,0,0,28,0,242,270,6,0,0
505011077,426,13,0,0,15,0,443,25,104,0,0,105,0,137,5,3,4,0,10,0,13,0,0,0,0,0,0,0,33,114,5,0,119,0,150,0,0,0,0,0,0,0,459,127,3,0,130,0,588,353,7,0,0,12,0,365,25,70,0,0,67,0,94,0,6,3,0,7,0,7,0,0,0,0,0,0,0,25,73,5,0,81,0,109,0,0,0,0,0,0,0,378,88,5,0,88,0,471,212,9,0,0,9,0,219,18,27,0,0,28,0,47,0,4,3,0,3,0,3,0,0,0,0,0,0,0,18,34,0,0,34,0,51,0,0,0,0,0,0,0,234,39,0,0,38,0,269,131,5,0,0,5,0,134,4,20,0,0,20,0,26,0,0,3,0,4,0,4,0,0,0,0,0,0,0,4,18,3,0,20,0,29,0,0,0,0,0,0,0,134,22,3,0,21,0,157,213,7,0,0
505011078,510,13,0,0,13,0,527,42,58,0,0,58,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,56,0,0,58,0,96,0,0,0,0,0,0,0,549,75,0,0,74,0,624,622,12,0,0,12,0,642,36,58,0,0,58,0,93,0,3,0,0,7,0,7,0,0,0,0,0,0,0,36,62,0,0,62,0,97,0,0,0,0,0,0,0,659,78,0,0,82,0,739,329,6,0,0,6,0,338,19,23,0,0,23,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,23,0,0,23,0,46,3,0,0,0,0,0,3,355,29,0,0,29,0,384,191,0,0,0,0,0,190,6,22,0,0,22,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,0,0,23,0,31,0,0,0,0,0,0,0,196,24,0,0,24,0,222,274,7,0,0
505011079,408,12,0,0,12,0,419,18,33,0,0,36,0,55,0,3,0,0,3,0,3,0,0,0,0,0,0,0,20,36,0,0,39,0,58,0,0,0,0,0,0,0,427,50,0,0,47,0,473,564,9,0,0,9,0,577,28,53,0,0,56,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,53,0,0,56,0,83,0,0,0,0,0,0,0,594,63,0,0,62,0,654,321,12,0,0,12,0,331,20,37,0,0,37,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,37,0,0,37,0,60,0,0,0,0,0,0,0,341,45,0,0,49,0,394,199,0,0,0,0,0,199,6,17,0,0,19,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,0,0,19,0,21,0,0,0,0,0,0,0,206,17,0,0,19,0,227,287,9,0,0
505011080,232,4,0,0,4,0,236,12,20,0,0,20,0,32,0,3,3,0,4,0,4,0,0,0,0,0,0,0,12,24,3,0,21,0,37,0,0,0,0,0,0,0,244,27,3,0,25,0,276,353,7,0,0,7,0,362,17,37,0,0,34,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,36,0,0,38,0,60,0,0,0,0,0,0,0,376,45,0,0,45,0,422,245,5,0,0,5,0,246,8,25,0,0,30,0,37,0,3,0,0,3,0,3,0,0,0,0,0,0,0,8,30,0,0,32,0,43,3,0,0,0,0,0,3,255,31,0,0,36,0,289,168,4,0,0,4,0,167,5,13,0,0,13,0,25,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,19,0,0,18,0,25,0,0,0,0,0,0,0,173,19,0,0,24,0,196,230,4,0,0
505011081,448,9,0,0,9,0,456,20,41,0,0,41,0,61,0,0,4,0,4,0,4,0,0,0,0,0,0,0,20,37,4,0,49,0,68,0,0,0,0,0,0,0,469,45,4,0,54,0,522,368,5,0,0,5,0,369,20,39,3,0,38,0,65,0,0,0,0,5,0,5,0,0,0,0,0,0,0,20,37,0,0,41,0,63,3,0,0,0,0,0,3,391,43,0,0,44,0,437,165,0,0,0,0,0,165,8,6,0,0,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,11,0,21,0,0,0,0,0,0,0,179,6,0,0,11,0,192,92,0,0,0,0,0,88,3,16,3,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,3,0,16,0,18,0,0,0,0,0,0,0,94,18,3,0,16,0,111,118,3,0,0
505011082,319,5,0,0,5,0,324,14,23,0,0,23,0,41,0,0,0,0,0,0,0,0,3,0,0,3,0,3,14,26,0,0,26,0,45,0,0,0,0,0,0,0,333,32,0,0,32,0,367,466,7,0,0,7,0,480,22,32,0,0,32,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,30,0,0,34,0,55,0,0,0,0,0,0,0,493,44,0,0,41,0,533,272,3,0,0,3,0,278,16,14,0,0,14,0,31,0,0,0,0,3,0,3,0,0,0,0,0,0,0,16,15,0,0,17,0,36,0,0,0,0,0,0,0,293,20,0,0,18,0,312,207,3,0,0,3,0,209,11,12,0,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,12,0,15,0,0,0,0,0,0,0,213,16,0,0,16,0,226,277,3,0,0
505011083,267,4,0,0,4,0,271,15,51,3,4,57,0,66,0,4,0,0,4,0,4,0,0,0,0,0,0,0,15,56,3,4,59,0,77,0,0,0,0,0,0,0,278,59,3,4,66,0,345,386,8,0,0,8,0,386,16,55,0,0,58,3,77,0,3,3,0,6,0,6,0,0,0,0,0,0,0,16,56,3,0,61,3,80,0,0,0,0,0,0,0,404,64,3,0,63,3,467,270,3,0,0,3,0,270,15,32,0,0,32,0,43,0,4,0,0,4,0,4,0,0,0,0,0,0,0,15,32,0,0,37,0,45,0,0,0,0,0,0,0,279,40,0,0,42,0,320,197,3,0,0,3,0,195,11,14,0,0,14,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,0,13,0,22,0,0,0,0,0,0,0,200,17,0,0,17,0,223,301,7,0,0
505021084,449,29,0,0,29,0,481,55,188,0,0,192,0,246,0,26,10,0,37,0,34,0,0,0,0,0,0,0,57,214,10,0,225,0,285,3,0,0,0,0,3,7,503,248,10,0,260,3,763,400,17,0,0,17,0,411,39,154,0,0,154,0,190,0,19,10,0,23,0,26,0,0,0,0,0,0,0,45,167,10,0,175,0,217,0,0,0,0,0,0,3,443,187,10,0,191,0,631,194,6,0,0,6,0,199,17,76,3,0,79,0,100,0,7,3,0,9,0,9,0,0,0,0,0,0,0,17,85,7,0,95,0,111,0,0,0,0,0,0,0,210,94,7,0,100,0,316,103,3,0,0,3,0,113,13,45,0,0,45,0,56,0,3,3,0,8,0,8,0,0,0,0,0,0,0,13,48,8,0,54,0,59,0,0,0,0,0,0,0,116,53,8,0,54,0,169,147,7,0,0
505021085,230,26,0,0,26,0,260,29,547,30,5,590,3,617,3,174,131,4,312,0,310,0,11,4,8,25,0,27,30,736,169,20,920,3,956,0,0,0,0,0,4,7,266,760,169,20,949,6,1222,159,13,0,0,15,0,174,26,343,35,0,383,0,410,3,109,159,3,271,0,272,0,0,7,3,13,0,13,23,458,201,8,665,0,688,3,0,0,0,0,4,3,185,467,201,9,679,4,871,88,10,0,0,10,0,99,12,153,19,0,173,0,183,0,62,86,0,143,0,146,0,0,0,3,3,0,3,9,216,101,3,325,0,330,0,0,0,0,0,0,0,96,226,101,3,333,0,432,59,6,0,0,6,0,69,9,101,14,0,114,0,126,0,26,48,0,68,0,68,0,0,0,0,0,0,0,9,129,58,0,190,0,198,0,0,0,0,0,0,0,72,135,58,0,194,0,263,87,4,0,0
505021086,482,44,0,0,50,4,532,88,307,10,3,316,0,407,3,44,16,0,59,0,67,0,4,0,0,10,0,10,93,356,27,5,389,0,480,0,0,0,0,0,4,3,575,401,30,5,431,7,1014,529,34,0,0,34,0,562,71,282,15,4,295,0,367,3,41,31,0,65,0,68,0,0,0,0,3,0,4,77,321,44,3,364,0,441,5,0,0,0,0,0,6,609,350,44,3,400,3,1005,330,18,0,0,18,0,350,41,168,3,0,175,0,210,0,20,21,0,44,0,44,3,0,0,0,0,0,4,44,190,28,4,221,0,257,0,0,0,0,0,0,0,370,209,28,4,238,0,606,225,14,0,0,14,0,241,15,84,4,0,95,0,112,0,19,20,0,35,0,37,0,0,0,0,3,0,3,18,108,26,3,133,0,153,0,0,0,0,0,0,0,246,123,26,3,144,0,393,315,13,0,0
