SA2_MAINCODE_2016,DC15_17FSEOMSolsET,DC15_17FSEOM_LpEns,DC15_17FSEOMT,DC15_17FSolsEVwwMSEO,DC15_17FSolsEVwwMSolsEVww,DC15_17FSolsEVwwMSolNwna,DC15_17FSolsEVwwMsol_pEns,DC15_17FSolsEVwwMSolsET,DC15_17FSolsEVwwM_LpEns,DC15_17FSolsEVwwMT,DC15_17FSolNwnaMSEO,DC15_17FSolNwnaMSolsEVww,DC15_17FSolNwnaMSolNwna,DC15_17FSolNwnaMsol_pEns,DC15_17FSolNwnaMSolsET,DC15_17FSolNwnaM_LpEns,DC15_17FSolNwnaMT,DC15_17FSol_pEnsMSEO,DC15_17FSol_pEnsMSolsEVww,DC15_17FSol_pEnsMSolNwna,DC15_17FSol_pEnsMsol_pEns,DC15_17FSol_pEnsMSolsET,DC15_17FSol_pEnsM_LpEns,DC15_17FSol_pEnsMT,DC15_17FSolsETMSEO,DC15_17FSolsETMSolsEVww,DC15_17FSolsETMSolNwna,DC15_17FSolsETMsol_pEns,DC15_17FSolsETMSolsET,DC15_17FSolsETM_LpEns,DC15_17FSolsETMT,DC15_17F_LpEnsMSEO,DC15_17F_LpEnsMSolsEVww,DC15_17F_LpEnsMSolNwna,DC15_17F_LpEnsMsol_pEns,DC15_17F_LpEnsMSolsET,DC15_17F_LpEnsM_LpEns,DC15_17F_LpEnsMT,DC15_17FTMSEO,DC15_17FTMSolsEVww,DC15_17FTMSolNwna,DC15_17FTMsol_pEns,DC15_17FTMSolsET,DC15_17FTM_LpEns,DC15_17FTMT,DC18_20FSEOMSEO,DC18_20FSEOMSolsEVww,DC18_20FSEOMSolNwna,DC18_20FSEOMsol_pEns,DC18_20FSEOMSolsET,DC18_20FSEOM_LpEns,DC18_20FSEOMT,DC18_20FSolsEVwwMSEO,DC18_20FSolsEVwwMSolsEVww,DC18_20FSolsEVwwMSolNwna,DC18_20FSolsEVwwMsol_pEns,DC18_20FSolsEVwwMSolsET,DC18_20FSolsEVwwM_LpEns,DC18_20FSolsEVwwMT,DC18_20FSolNwnaMSEO,DC18_20FSolNwnaMSolsEVww,DC18_20FSolNwnaMSolNwna,DC18_20FSolNwnaMsol_pEns,DC18_20FSolNwnaMSolsET,DC18_20FSolNwnaM_LpEns,DC18_20FSolNwnaMT,DC18_20FSol_pEnsMSEO,DC18_20FSol_pEnsMSolsEVww,DC18_20FSol_pEnsMSolNwna,DC18_20FSol_pEnsMsol_pEns,DC18_20FSol_pEnsMSolsET,DC18_20FSol_pEnsM_LpEns,DC18_20FSol_pEnsMT,DC18_20FSolsETMSEO,DC18_20FSolsETMSolsEVww,DC18_20FSolsETMSolNwna,DC18_20FSolsETMsol_pEns,DC18_20FSolsETMSolsET,DC18_20FSolsETM_LpEns,DC18_20FSolsETMT,DC18_20F_LpEnsMSEO,DC18_20F_LpEnsMSolsEVww,DC18_20F_LpEnsMSolNwna,DC18_20F_LpEnsMsol_pEns,DC18_20F_LpEnsMSolsET,DC18_20F_LpEnsM_LpEns,DC18_20F_LpEnsMT,DC18_20FTMSEO,DC18_20FTMSolsEVww,DC18_20FTMSolNwna,DC18_20FTMsol_pEns,DC18_20FTMSolsET,DC18_20FTM_LpEns,DC18_20FTMT,DC21_24FSEOMSEO,DC21_24FSEOMSolsEVww,DC21_24FSEOMSolNwna,DC21_24FSEOMsol_pEns,DC21_24FSEOMSolsET,DC21_24FSEOM_LpEns,DC21_24FSEOMT,DC21_24FSolsEVwwMSEO,DC21_24FSolsEVwwMSolsEVww,DC21_24FSolsEVwwMSolNwna,DC21_24FSolsEVwwMsol_pEns,DC21_24FSolsEVwwMSolsET,DC21_24FSolsEVwwM_LpEns,DC21_24FSolsEVwwMT,DC21_24FSolNwnaMSEO,DC21_24FSolNwnaMSolsEVww,DC21_24FSolNwnaMSolNwna,DC21_24FSolNwnaMsol_pEns,DC21_24FSolNwnaMSolsET,DC21_24FSolNwnaM_LpEns,DC21_24FSolNwnaMT,DC21_24FSol_pEnsMSEO,DC21_24FSol_pEnsMSolsEVww,DC21_24FSol_pEnsMSolNwna,DC21_24FSol_pEnsMsol_pEns,DC21_24FSol_pEnsMSolsET,DC21_24FSol_pEnsM_LpEns,DC21_24FSol_pEnsMT,DC21_24FSolsETMSEO,DC21_24FSolsETMSolsEVww,DC21_24FSolsETMSolNwna,DC21_24FSolsETMsol_pEns,DC21_24FSolsETMSolsET,DC21_24FSolsETM_LpEns,DC21_24FSolsETMT,DC21_24F_LpEnsMSEO,DC21_24F_LpEnsMSolsEVww,DC21_24F_LpEnsMSolNwna,DC21_24F_LpEnsMsol_pEns,DC21_24F_LpEnsMSolsET,DC21_24F_LpEnsM_LpEns,DC21_24F_LpEnsMT,DC21_24FTMSEO,DC21_24FTMSolsEVww,DC21_24FTMSolNwna,DC21_24FTMsol_pEns,DC21_24FTMSolsET,DC21_24FTM_LpEns,DC21_24FTMT,TDCFSEOMSEO,TDCFSEOMSolsEVww,TDCFSEOMSolNwna,TDCFSEOMsol_pEns,TDCFSEOMSolsET,TDCFSEOM_LpEns,TDCFSEOMT,TDCFSolsEVwwMSEO,TDCFSolsEVwwMSolsEVww,TDCFSolsEVwwMSolNwna,TDCFSolsEVwwMsol_pEns,TDCFSolsEVwwMSolsET,TDCFSolsEVwwM_LpEns,TDCFSolsEVwwMT,TDCFSolNwnaMSEO,TDCFSolNwnaMSolsEVww,TDCFSolNwnaMSolNwna,TDCFSolNwnaMsol_pEns,TDCFSolNwnaMSolsET,TDCFSolNwnaM_LpEns,TDCFSolNwnaMT,TDCFSol_pEnsMSEO,TDCFSol_pEnsMSolsEVww,TDCFSol_pEnsMSolNwna,TDCFSol_pEnsMsol_pEns,TDCFSol_pEnsMSolsET,TDCFSol_pEnsM_LpEns,TDCFSol_pEnsMT,TDCFSolsETMSEO,TDCFSolsETMSolsEVww,TDCFSolsETMSolNwna,TDCFSolsETMsol_pEns,TDCFSolsETMSolsET,TDCFSolsETM_LpEns,TDCFSolsETMT,TDCF_LpEnsMSEO,TDCF_LpEnsMSolsEVww,TDCF_LpEnsMSolNwna,TDCF_LpEnsMsol_pEns,TDCF_LpEnsMSolsET,TDCF_LpEnsM_LpEns,TDCF_LpEnsMT,TDCFTMSEO,TDCFTMSolsEVww,TDCFTMSolNwna,TDCFTMsol_pEns,TDCFTMSolsET,TDCFTM_LpEns,TDCFTMT
504031063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031065,8,0,87,4,11,0,0,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,12,0,20,0,0,0,0,0,0,0,84,20,0,0,19,0,108,28,3,0,0,3,0,25,0,8,0,0,8,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,8,0,10,0,0,0,0,0,0,0,29,13,0,0,13,0,40,18,0,0,0,0,0,19,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,0,0,0,0,0,0,0,19,5,0,0,5,0,18,553,16,0,0,16,0,574,33,133,3,0,134,0,163,0,14,7,0,19,0,22,0,0,0,0,0,0,0,29,139,10,0,154,0,182,0,0,0,0,0,0,0,585,160,10,0,170,0,757
504031066,0,0,94,3,16,0,0,16,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,16,0,0,19,0,22,0,0,0,0,0,0,0,96,16,0,0,19,0,112,36,0,0,0,0,0,36,0,12,0,0,12,0,11,0,3,3,0,4,0,4,0,0,0,0,0,0,0,0,11,3,0,18,0,18,0,0,0,0,0,0,0,38,18,3,0,18,0,56,11,0,0,0,0,0,13,0,7,0,0,7,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,7,0,0,5,0,7,0,0,0,0,0,0,0,16,9,0,0,11,0,18,768,24,3,0,25,0,792,56,280,4,3,289,0,344,8,22,16,0,37,0,44,0,4,0,6,6,0,6,59,303,20,4,326,0,388,0,0,0,0,0,0,0,826,326,26,4,353,0,1189
504031067,6,0,153,9,15,0,0,13,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0,0,19,0,27,0,0,0,0,0,0,0,154,17,0,0,19,0,174,46,0,0,0,0,0,45,3,8,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,8,0,12,0,0,0,0,0,0,0,50,8,0,0,8,0,61,15,0,0,0,0,0,15,0,6,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,14,3,0,0,3,0,21,1051,29,0,0,29,0,1078,51,116,8,0,120,0,174,0,21,7,0,29,0,29,0,0,0,0,0,0,0,52,139,10,0,149,0,199,0,0,0,0,0,3,3,1103,165,10,0,178,3,1285
504031068,7,3,239,5,37,3,3,38,0,43,0,0,3,0,3,0,3,0,0,0,0,0,0,0,5,36,4,3,41,0,48,0,0,0,0,0,0,0,233,47,4,3,53,3,283,82,3,0,0,3,0,83,0,12,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,16,0,0,0,0,0,0,0,82,14,0,0,14,0,102,23,3,0,0,3,0,21,0,11,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,11,0,12,0,0,0,0,0,0,0,21,12,0,0,11,0,35,1581,65,0,0,65,3,1650,70,273,7,8,290,0,364,0,19,13,0,28,0,28,0,8,0,0,8,0,8,70,301,18,8,327,0,394,0,0,0,0,0,0,0,1656,363,18,8,389,3,2045
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505011070,3,0,150,8,13,0,0,13,0,23,0,0,3,0,3,0,3,0,0,0,0,0,0,0,8,13,3,0,17,0,21,0,0,0,0,0,0,0,152,20,3,0,24,0,174,31,5,0,0,4,0,40,3,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,0,8,0,0,0,0,0,0,0,38,5,3,0,13,0,50,24,0,0,0,3,0,30,0,4,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,6,0,0,0,0,0,0,0,24,5,3,0,5,0,31,1294,31,0,0,37,3,1333,77,123,3,0,127,0,205,3,7,11,0,15,0,23,0,0,0,0,0,0,0,77,136,15,0,151,0,228,0,0,0,0,0,3,3,1376,171,13,0,183,4,1563
505011071,16,0,431,14,48,0,0,48,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,48,0,0,55,0,70,0,0,0,0,0,0,0,435,59,3,0,67,0,498,171,4,0,0,4,0,176,10,49,4,0,49,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,49,4,0,55,0,64,0,0,0,0,0,0,0,183,53,4,0,57,0,241,61,0,0,0,0,0,62,3,23,0,0,24,0,27,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,24,0,0,21,0,26,0,0,0,0,0,0,0,69,19,0,0,20,0,93,2390,62,0,0,64,3,2451,112,356,6,0,359,0,470,3,14,3,0,15,0,24,0,0,0,3,3,0,3,114,368,10,3,376,0,496,0,0,0,0,0,0,0,2504,430,7,3,443,3,2947
505011072,7,3,393,14,32,0,0,32,0,45,0,3,0,0,6,0,6,0,0,0,0,0,0,0,14,39,0,0,39,0,55,0,0,0,0,0,3,3,388,46,0,0,52,3,444,174,10,0,0,10,0,183,5,21,0,0,21,0,27,0,0,3,0,3,0,3,0,0,0,0,0,0,0,5,21,3,0,22,0,30,0,0,0,0,0,0,0,177,23,3,0,28,0,205,86,4,0,0,4,0,88,7,12,0,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,12,0,17,0,0,0,0,0,0,0,94,16,0,0,16,0,110,2892,81,0,3,86,3,2981,159,278,8,0,285,0,448,0,8,9,0,20,0,20,0,0,0,0,0,0,0,159,289,17,0,303,0,464,5,0,0,0,0,3,11,3055,373,17,3,393,4,3456
505011073,5,0,223,10,14,3,0,21,0,33,0,4,0,0,8,0,8,0,0,0,0,0,0,0,10,20,3,0,27,0,32,0,0,0,0,0,0,0,228,26,3,0,32,0,254,81,3,0,0,3,0,82,4,18,0,0,18,0,21,0,3,3,0,7,0,7,0,0,0,0,0,0,0,4,18,3,0,26,0,25,0,0,0,0,0,0,0,78,25,3,0,32,0,110,42,0,0,0,0,0,44,0,10,0,0,10,0,13,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,15,0,0,13,0,16,0,0,0,0,0,0,0,43,13,0,0,15,0,62,1899,57,0,0,57,0,1961,114,195,9,4,204,0,325,5,27,10,0,42,0,48,0,0,0,0,3,0,3,118,228,23,3,247,0,372,3,0,0,0,0,0,4,2024,290,23,3,314,3,2337
505011074,3,0,218,9,15,0,0,15,0,26,0,0,0,0,3,0,3,0,0,0,0,0,0,0,12,16,0,0,23,0,31,0,0,0,0,0,0,0,221,24,0,0,26,0,245,78,3,0,0,3,0,76,3,11,0,0,13,0,14,0,0,3,0,3,0,3,0,0,0,0,0,0,0,3,11,4,0,12,0,13,0,0,0,0,0,0,0,80,10,4,0,13,0,94,44,0,0,0,0,0,44,3,9,0,0,9,0,10,0,4,0,0,5,0,5,0,0,0,0,0,0,0,3,11,0,0,11,0,17,0,0,0,0,0,0,0,47,11,0,0,11,0,58,1500,43,0,0,43,0,1549,51,154,8,0,160,0,212,0,17,11,0,28,0,25,0,0,0,0,0,0,0,53,167,15,0,188,0,239,0,0,0,0,0,0,0,1553,211,15,0,229,0,1786
505011075,12,0,313,13,30,0,0,30,0,40,0,0,0,0,3,0,3,0,0,0,0,0,0,0,14,30,0,0,35,0,46,0,0,0,0,0,0,0,315,43,0,0,48,0,358,185,4,0,0,5,0,190,3,32,0,0,32,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,0,0,33,0,38,0,0,0,0,0,0,0,190,38,0,0,35,0,226,104,3,0,0,3,0,106,0,16,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,0,16,0,0,0,0,0,0,0,100,16,0,0,16,0,121,1966,59,0,3,59,0,2027,118,189,3,0,193,0,309,4,5,6,0,9,0,14,0,0,0,0,0,0,0,120,194,12,0,199,0,326,3,0,0,0,0,0,3,2094,250,12,3,259,0,2352
505011076,6,0,275,9,46,0,0,51,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,46,0,0,51,0,60,0,0,0,0,0,0,0,281,53,0,0,53,0,331,162,9,0,0,9,0,163,0,29,0,0,31,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,33,0,31,0,0,0,0,0,0,0,165,34,3,0,35,0,201,69,0,0,0,0,0,67,6,27,0,0,29,0,29,0,4,0,0,4,0,4,0,0,0,0,0,0,0,6,29,0,0,27,0,32,0,0,0,0,0,0,0,71,27,0,0,32,0,99,1812,41,0,0,42,3,1863,66,269,3,0,269,0,336,3,8,0,0,10,0,9,0,0,0,0,0,0,0,67,270,3,0,278,0,345,5,0,0,0,0,0,5,1889,314,10,0,326,3,2210
505011077,7,0,219,13,22,0,0,22,0,32,0,5,0,0,8,0,4,0,0,0,0,0,0,0,12,25,0,0,25,0,42,0,0,0,0,0,0,0,228,32,0,0,35,0,263,94,3,0,0,3,0,100,4,13,0,0,13,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,16,0,20,0,0,0,0,0,0,0,103,20,0,0,20,0,118,45,4,0,0,4,0,44,3,8,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,10,0,14,0,0,0,0,0,0,0,46,16,0,0,15,0,62,1474,48,0,0,49,0,1529,98,264,3,0,263,0,364,3,21,8,0,32,0,38,0,0,0,0,0,0,0,106,282,17,0,301,0,406,3,0,0,0,0,0,3,1588,334,15,0,353,0,1938
505011078,7,0,287,10,19,0,0,19,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,0,0,17,0,26,0,0,0,0,0,0,0,289,30,0,0,30,0,316,137,3,0,0,3,0,141,3,16,0,0,16,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,17,0,21,0,0,0,0,0,0,0,140,17,0,0,21,0,153,74,3,0,0,3,0,74,0,6,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,10,0,0,0,0,0,0,0,74,10,0,0,10,0,88,2142,53,0,0,53,3,2196,118,201,0,0,201,0,318,0,9,0,0,12,0,12,0,0,0,0,0,0,0,118,206,0,0,209,0,329,3,0,0,0,0,0,3,2261,258,0,0,267,3,2529
505011079,9,0,294,8,11,0,0,11,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,11,0,26,0,0,0,0,0,0,0,300,17,0,0,17,0,320,150,7,0,0,7,0,154,13,14,0,0,14,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,0,0,14,0,23,0,0,0,0,0,0,0,161,16,0,0,16,0,180,73,0,0,0,0,0,73,4,3,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,10,0,0,0,0,0,0,0,72,3,0,0,9,0,83,2005,41,0,0,41,0,2049,104,171,4,0,174,0,277,0,3,0,0,3,0,3,0,0,0,0,0,0,0,99,170,4,0,176,0,280,0,0,0,0,0,0,0,2111,213,4,0,220,0,2328
505011080,4,0,235,6,22,0,0,23,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,0,0,23,0,28,0,0,0,0,0,0,0,235,25,0,0,31,0,266,112,3,0,0,3,0,118,4,19,0,0,19,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,0,0,19,0,23,0,0,0,0,0,0,0,119,19,0,0,19,0,138,57,0,0,0,0,0,60,0,8,0,0,13,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,13,0,14,0,0,0,0,0,0,0,60,10,0,0,15,0,77,1401,29,0,0,29,0,1423,67,150,0,4,150,0,216,0,7,3,0,14,0,14,0,0,0,0,0,0,0,67,154,3,4,162,0,230,3,0,0,0,0,0,3,1468,183,3,4,193,0,1660
505011081,3,0,120,3,18,0,0,21,0,24,0,3,0,0,3,0,3,0,0,0,0,0,0,0,5,22,0,0,22,0,28,0,0,0,0,0,0,0,118,24,0,0,25,0,142,49,0,0,0,0,0,53,3,6,0,0,8,0,9,0,0,3,0,5,0,5,0,0,0,0,0,0,0,3,12,3,0,16,0,17,0,0,0,0,0,0,0,48,11,3,0,16,0,66,12,0,0,0,0,0,11,0,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,9,0,0,0,0,0,0,0,14,10,0,0,8,0,24,1252,18,0,0,18,0,1265,61,136,10,0,139,0,207,0,8,7,0,17,0,12,0,0,0,3,3,0,3,63,141,16,3,158,0,220,3,0,0,0,0,0,3,1315,154,16,3,176,3,1491
505011082,3,0,279,9,11,0,0,11,0,28,0,0,4,0,3,0,3,0,0,0,0,0,0,0,9,17,4,0,15,0,29,0,0,0,0,0,0,0,289,17,4,0,19,0,307,124,8,0,0,8,0,126,11,9,0,0,9,0,24,0,0,3,0,3,0,3,0,0,0,0,0,0,0,11,9,3,0,12,0,24,0,0,0,0,0,0,0,135,19,3,0,20,0,154,86,0,0,0,0,0,86,0,9,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,11,0,0,0,0,0,0,0,90,9,0,0,9,0,100,1748,34,0,0,34,0,1780,92,113,0,0,113,0,206,0,3,7,0,6,0,6,0,3,0,0,3,0,3,92,121,7,0,126,0,215,0,0,0,0,0,0,0,1842,153,7,0,157,0,1996
505011083,7,0,304,12,32,0,0,32,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,32,0,0,32,0,46,0,0,0,0,0,0,0,312,36,0,0,36,0,353,157,3,0,0,3,0,156,3,11,0,0,11,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,11,0,19,0,0,0,0,0,0,0,161,18,0,0,18,0,179,74,0,0,0,0,0,77,0,13,0,0,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,10,0,14,0,0,0,0,0,0,0,72,15,0,0,16,0,86,1641,27,0,0,27,0,1663,71,205,4,4,216,3,284,0,11,3,0,16,0,16,0,0,0,0,0,0,0,71,220,5,4,231,3,300,0,0,0,0,0,0,0,1709,245,5,4,251,3,1971
505021084,7,0,153,15,56,0,0,56,0,69,0,5,8,0,11,0,11,0,0,0,0,0,0,0,15,61,9,0,74,0,88,0,0,0,0,0,0,0,159,72,9,0,80,0,239,59,5,0,0,5,0,71,10,25,0,0,25,0,40,0,0,3,0,9,0,4,0,0,0,0,0,0,0,12,28,3,0,32,0,43,0,0,0,0,0,0,0,74,34,3,0,42,0,112,18,3,0,0,3,0,26,5,14,0,0,13,0,16,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,12,3,0,18,0,25,0,0,0,0,0,0,0,26,20,3,0,20,0,46,1373,77,0,0,77,0,1449,150,556,3,4,568,0,721,3,65,32,0,97,0,105,0,0,0,0,3,0,3,157,626,43,3,666,0,824,3,0,0,0,0,3,8,1526,703,43,3,745,3,2280
505021085,4,0,89,8,129,10,0,143,0,152,0,35,92,0,124,0,126,0,0,0,3,3,0,3,12,166,104,3,269,0,280,0,0,0,0,0,0,0,103,167,104,3,270,0,375,33,0,0,0,0,0,32,3,70,11,3,84,0,90,0,27,31,0,58,0,58,0,0,0,0,0,0,0,3,100,48,3,145,0,152,0,0,0,0,0,0,0,35,97,48,3,150,0,182,15,0,0,0,0,0,15,3,40,4,0,47,0,52,0,18,16,0,39,0,39,0,0,0,0,0,0,0,3,59,25,0,89,0,90,0,0,0,0,0,0,0,21,61,25,0,89,0,104,677,64,0,0,63,3,742,83,1396,131,13,1544,3,1630,6,455,563,3,1014,0,1025,0,15,11,15,37,0,41,94,1866,699,35,2602,3,2698,3,0,0,0,0,8,16,770,1922,699,34,2662,16,3449
505021086,20,0,334,19,134,10,0,149,0,165,4,24,35,0,54,0,61,0,0,0,0,0,0,0,23,161,44,0,205,0,229,0,0,0,0,0,0,0,339,174,45,0,223,0,563,172,6,0,0,6,0,179,21,125,12,0,134,0,152,0,21,19,0,44,0,44,0,3,0,0,3,0,6,19,148,30,3,181,0,201,0,0,0,0,0,0,0,190,158,30,3,187,0,375,77,6,0,0,6,0,83,9,64,4,0,67,0,78,0,8,12,0,21,0,21,0,0,0,0,0,0,0,9,79,15,0,91,0,95,0,0,0,0,0,0,0,80,78,15,0,93,0,177,2119,139,3,0,140,7,2270,264,1164,55,7,1228,0,1488,12,175,147,5,327,0,343,3,12,0,4,18,0,28,282,1357,206,16,1578,0,1859,5,0,0,0,0,4,11,2403,1501,209,16,1718,14,4134
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021088,4,0,183,15,44,0,0,39,0,59,3,0,3,0,3,0,6,0,0,0,0,0,0,0,14,44,3,0,46,0,63,0,0,0,0,0,0,0,199,45,3,0,53,0,248,84,4,0,0,4,0,93,10,20,0,0,21,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,3,0,21,0,25,0,0,0,0,0,0,0,91,22,3,0,21,0,119,49,0,0,0,0,0,48,0,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,10,0,0,0,0,0,0,0,49,11,0,0,11,0,57,1589,56,3,0,61,0,1659,138,341,8,0,356,3,495,4,29,23,0,53,0,58,0,3,0,0,3,0,9,141,384,31,0,413,3,554,0,0,0,0,0,0,0,1733,443,32,0,474,9,2210
505021089,11,0,435,14,46,0,0,50,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,50,0,0,47,0,68,0,0,0,0,0,0,0,438,57,0,0,56,0,498,240,7,0,0,7,0,243,5,35,0,0,35,0,35,0,5,0,0,3,0,3,0,0,0,0,0,0,0,5,40,0,0,37,0,40,0,0,0,0,0,0,0,243,40,0,0,43,0,285,91,3,0,0,3,0,96,8,16,0,0,16,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,0,0,17,0,25,0,0,0,0,0,0,0,102,24,0,0,25,0,126,3605,93,0,0,93,3,3710,257,448,3,0,450,0,709,5,14,13,0,29,0,36,3,0,0,0,0,0,3,262,463,21,0,480,0,744,3,0,0,0,0,4,7,3876,559,21,0,578,5,4458
