SA2_MAINCODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_ns,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_ns,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_ns,Japan_Tot,Korea_Rep_South_Before_1946,Korea_Rep_South_1946_1955,Korea_Rep_South_1956_1965,Korea_Rep_South_1966_1975,Korea_Rep_South_1976_1985,Korea_Rep_South_1986_1995,Korea_Rep_South_1996_2005,Korea_Rep_South_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repblic_Sth_Yr_arr_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_ns,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_ns,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_ns,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
504021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504021053,0,0,0,0,0,0,0,51,0,9,12,3,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,6,3,6,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,0,3,0,0,0,0,0,0,0,0,27,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,34,8,13,6,7,12,6,3,3,0,0,0,0,5,96,0,0,8,31,86,79,57,25,5,7,7,0,3,6,9,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,8,8,3,0,0,0,4,0,0,28,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,12
504021054,0,8,0,0,0,0,0,50,0,46,101,33,4,3,0,0,0,0,0,0,0,0,10,200,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,5,4,8,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,15,8,12,6,0,5,0,0,0,0,0,0,0,4,49,0,0,3,32,64,66,75,90,49,27,24,10,3,8,19,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,11,82,17,8,26,17,14,12,0,207,0,14,4,3,3,3,0,0,0,0,0,0,0,0,0,35,0,0,0,4,0,3,6,0,0,0,0,0,0,0,0,18
504031055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031056,7,12,3,0,0,0,3,89,0,16,35,26,3,6,3,6,0,0,0,0,0,0,0,101,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,3,4,3,0,0,0,0,0,0,3,17,0,0,5,28,57,111,37,21,0,0,4,5,7,10,7,303,0,0,4,7,0,3,0,0,0,0,0,0,0,0,0,13,0,22,3,8,3,0,0,0,0,0,0,0,0,0,0,39,0,0,0,14,73,94,105,83,43,31,21,22,11,10,19,536,0,0,0,6,0,0,3,9,0,11,0,0,0,0,5,33,0,0,0,0,26,41,31,100,19,30,7,25,17,12,3,315,0,5,5,0,24,32,8,0,0,0,0,0,0,0,0,81,0,0,4,10,19,36,34,9,0,0,0,0,8,0,0,115
504031057,11,3,3,0,0,3,0,70,0,24,32,23,10,7,0,4,4,0,0,4,0,0,5,113,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,7,4,0,0,0,0,3,0,0,25,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,16,0,0,3,13,53,82,24,31,10,0,3,3,4,5,11,243,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,3,7,3,0,0,3,0,0,0,0,0,0,3,31,0,0,7,16,44,60,91,91,40,39,28,6,14,3,35,468,0,0,0,0,3,13,19,21,11,4,3,11,0,3,0,87,0,0,0,0,26,59,49,179,55,57,18,18,18,22,15,533,0,3,0,3,14,19,3,7,3,0,0,0,0,0,0,57,0,0,3,15,12,21,14,16,0,3,3,0,0,0,0,85
504031058,0,3,0,0,0,0,0,19,0,5,4,3,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,3,0,0,3,0,0,0,0,0,0,0,0,0,13,0,0,0,16,30,52,26,26,7,11,0,0,0,3,5,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,4,0,0,0,0,0,0,4,3,5,29
504031059,14,23,8,4,0,0,3,183,0,14,15,19,0,4,11,9,0,0,3,0,0,0,6,85,0,0,0,0,0,4,6,14,0,3,0,0,0,0,0,28,0,0,0,0,0,3,9,10,0,3,5,0,4,0,0,48,0,0,0,0,3,3,4,3,0,0,0,0,0,0,0,15,0,0,0,20,13,39,34,64,6,14,11,10,0,0,3,217,0,4,8,0,0,3,5,0,0,0,0,0,0,0,0,30,0,28,10,11,9,9,11,6,0,0,0,0,0,0,5,85,0,0,3,40,118,247,295,511,140,174,112,51,42,26,59,1817,0,0,0,4,0,3,7,15,0,0,0,0,0,0,4,33,0,0,0,0,21,41,55,260,62,30,33,25,13,10,11,554,0,3,0,4,28,22,0,11,3,4,3,0,0,0,3,82,0,0,0,12,13,30,38,58,11,8,8,18,4,0,3,208
504031060,0,4,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,14,8,12,10,3,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,9
504031061,0,3,0,0,0,0,0,20,0,8,10,3,0,3,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,7,3,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,4,0,0,0,0,0,0,0,20,0,0,3,3,18,35,29,49,4,6,0,7,8,6,4,177,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,5,0,8,10,0,9,3,0,3,3,0,36,0,0,0,0,6,4,3,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,15
504031062,5,16,0,0,0,0,0,43,0,14,16,14,0,0,0,3,0,0,0,0,0,0,3,49,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,15,0,0,0,0,3,0,3,8,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,25,26,16,4,6,9,5,4,0,3,113,0,3,7,3,0,0,0,0,0,0,0,0,0,0,3,14,0,19,3,7,0,0,0,0,0,0,0,0,0,0,0,38,0,0,3,15,45,67,75,69,14,34,16,26,3,3,5,371,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,5,39,26,122,55,34,10,22,11,8,4,340,0,0,0,4,12,8,3,3,0,0,0,0,0,0,0,35,0,0,0,6,7,3,3,15,3,0,5,4,4,0,0,56
504031063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031065,5,0,0,0,0,3,0,24,0,27,39,23,0,0,0,4,0,0,0,0,0,0,10,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,0,0,3,0,0,0,0,0,0,0,21,0,0,4,11,33,25,34,33,7,20,17,13,3,3,11,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,8,62,15,3,3,10,3,6,5,138,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,5
504031066,0,3,3,0,3,6,7,51,0,53,82,23,0,0,0,0,0,0,0,8,3,0,19,184,0,0,0,0,0,0,7,9,0,0,0,0,3,0,0,19,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,14,6,0,0,0,0,0,0,0,42,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,3,0,4,3,0,0,0,0,0,0,0,0,4,29,0,0,10,14,59,77,76,73,36,52,20,22,17,3,17,461,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,4,0,14,32,116,35,52,38,38,59,26,3,408,0,12,4,4,8,6,0,4,0,0,0,0,0,0,0,38,0,0,0,0,3,5,3,0,0,0,0,0,0,0,0,23
504031067,3,0,0,0,0,0,3,16,0,8,6,7,0,0,3,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,9,3,3,3,0,0,0,3,3,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,13,4,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,13,28,67,75,58,5,17,5,4,0,0,12,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,18,14,3,3,0,4,6,4,54,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,21,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,13
504031068,0,3,0,3,3,0,0,37,0,15,23,5,0,0,3,3,0,0,3,0,0,0,0,58,0,0,0,0,0,4,3,6,4,0,0,0,0,0,0,22,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,9,3,0,0,0,4,0,4,0,0,39,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,5,0,12,3,0,0,3,3,10,0,0,0,0,0,0,0,31,0,0,4,21,38,59,45,95,29,34,23,4,6,4,15,379,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,3,4,16,30,4,13,3,4,3,3,0,84,0,0,0,0,8,9,0,0,4,0,0,0,0,3,0,22,0,0,3,7,0,8,11,16,0,0,0,3,0,0,0,47
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505011070,17,23,18,0,0,0,0,176,0,6,11,7,3,4,0,5,0,5,3,0,0,0,0,48,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,7,9,6,11,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,0,3,7,0,3,3,0,0,0,0,0,0,0,35,0,0,0,15,54,83,78,57,22,20,19,6,6,3,13,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,9,11,3,7,0,3,3,0,3,55,0,3,0,0,27,16,4,0,4,0,3,0,0,0,0,56,0,0,0,8,4,0,3,0,0,0,0,0,0,0,0,18
505011071,46,23,10,3,0,0,0,231,0,4,4,4,5,4,4,9,0,7,0,0,0,0,0,41,0,0,0,0,0,3,11,0,4,0,0,0,0,0,0,16,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,10,17,13,3,0,0,4,5,3,3,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,10,0,8,0,0,3,3,0,3,0,0,0,0,38,0,0,0,11,49,77,101,54,35,26,15,7,8,3,9,389,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,0,0,0,3,12,27,10,10,14,17,7,7,3,5,0,114,0,0,0,0,17,18,9,3,3,4,0,0,0,0,0,61,0,0,0,5,4,32,44,10,9,0,3,4,8,3,0,117
505011072,4,17,19,3,3,0,5,161,3,32,36,15,10,0,7,0,0,3,0,0,0,0,10,110,0,0,0,0,0,8,3,3,0,0,0,3,0,0,3,28,0,0,0,0,0,0,5,0,3,4,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31,31,39,11,8,0,0,0,0,0,0,0,130,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,22,7,4,6,3,13,0,0,0,0,0,0,0,0,57,0,0,8,22,63,81,66,45,14,9,3,4,3,3,7,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,18,10,4,3,0,0,3,0,0,0,0,39,0,3,0,0,21,14,3,3,3,0,0,0,8,0,0,52,0,3,0,5,16,12,10,0,0,0,3,0,0,3,0,55
505011073,18,21,9,3,3,0,0,180,0,25,36,21,0,0,5,3,0,9,0,0,0,3,3,107,0,0,0,0,3,9,5,6,4,0,0,0,0,0,5,32,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,17,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,11,0,0,8,22,10,17,7,12,5,0,3,3,0,0,3,93,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,22,5,11,5,0,3,10,0,3,0,0,0,0,0,55,0,0,6,34,77,94,81,41,16,40,15,5,6,3,11,438,0,0,0,3,3,0,3,0,3,0,0,0,0,0,0,12,0,0,0,0,7,15,10,12,0,9,4,4,3,0,0,63,0,3,0,7,11,5,0,3,0,0,0,0,0,0,0,31,0,0,0,14,5,17,7,8,0,5,0,0,0,0,0,66
505011074,21,27,10,0,0,0,5,189,0,8,7,3,4,0,0,3,0,0,0,0,0,0,0,30,0,0,0,0,0,0,5,7,0,0,0,0,3,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,5,4,8,15,12,3,0,6,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,3,10,0,0,0,0,0,0,0,0,0,0,39,0,0,3,11,42,48,52,57,16,18,10,9,9,6,3,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,7,12,4,3,0,0,0,3,5,0,33,0,0,0,0,37,5,0,0,0,0,0,3,0,3,0,52,0,0,4,3,4,7,8,3,0,0,0,0,0,3,0,29
505011075,5,16,13,5,6,3,0,147,0,17,17,8,5,0,5,3,0,0,0,0,3,0,3,67,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,8,10,14,4,8,0,0,0,0,0,0,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,8,0,3,0,0,0,0,0,0,0,0,0,34,0,0,0,21,50,60,35,15,15,6,5,13,3,0,0,229,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,6,6,0,0,0,0,0,4,3,0,34,0,0,0,3,20,15,3,3,0,0,0,0,0,0,3,54,0,0,0,6,11,11,9,9,0,0,0,0,0,0,4,59
505011076,11,3,3,0,0,0,3,131,0,3,3,3,5,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,11,21,12,5,8,0,0,0,0,0,70,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,3,5,7,4,3,0,0,0,0,0,0,0,24,0,0,0,9,35,43,38,25,14,0,0,0,0,0,0,172,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,6,6,4,4,0,0,0,0,0,0,25,0,0,0,0,15,19,0,0,0,0,0,0,0,0,0,36,0,0,0,3,6,7,18,9,0,0,0,4,3,0,0,52
505011077,16,25,9,4,3,0,6,222,0,7,6,4,3,0,0,5,0,0,0,0,0,0,4,38,0,0,0,0,0,3,3,3,0,3,3,4,0,0,0,20,0,0,0,0,5,0,3,18,3,0,0,5,3,3,5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,12,19,14,13,0,7,8,7,11,9,3,120,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,18,17,16,17,0,3,0,3,0,0,0,0,0,0,76,0,0,3,21,67,102,80,80,31,31,25,15,12,5,12,474,0,0,0,0,0,0,3,0,0,7,0,0,3,11,0,19,0,0,0,0,10,12,7,23,3,7,12,4,7,0,3,94,0,4,6,0,21,22,4,7,0,0,5,0,0,0,0,65,0,0,4,14,18,12,14,17,0,0,0,10,8,4,4,106
505011078,18,14,3,0,7,0,3,138,0,29,25,16,6,0,0,0,0,0,0,0,0,0,3,83,0,0,0,0,0,0,7,6,0,5,0,0,0,0,0,28,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,18,18,10,11,5,0,0,0,0,0,0,67,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,30,12,5,4,5,4,7,0,0,0,0,0,0,0,71,0,0,3,33,68,70,59,62,8,21,6,5,6,0,10,352,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,10,5,0,0,0,5,3,3,0,0,38,0,3,0,0,8,7,0,3,0,3,0,0,0,0,0,31,0,0,3,3,13,8,10,3,0,0,3,0,0,0,0,46
505011079,3,14,11,7,7,0,0,165,0,6,14,6,3,0,0,0,0,8,0,0,0,0,0,50,0,0,0,0,0,3,4,3,0,4,0,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,4,5,3,0,0,0,0,0,0,0,36,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,13,7,4,4,3,9,3,0,0,0,3,0,0,0,41,0,0,0,17,56,79,33,32,19,8,8,7,0,3,13,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,21,0,0,0,0,11,13,0,0,0,0,0,0,0,0,0,28,0,0,0,0,7,13,4,7,0,9,0,0,3,0,0,42
505011080,0,20,10,7,0,0,4,127,0,12,16,9,3,3,5,0,0,0,0,0,0,0,0,56,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,18,23,8,3,0,0,0,0,3,4,0,63,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,3,0,3,3,0,0,0,0,0,0,0,0,0,15,0,0,0,22,26,59,42,30,11,10,5,0,3,6,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,11,6,3,0,0,0,0,0,0,4,28,0,0,0,0,12,9,3,0,0,0,0,0,0,0,0,30,0,0,0,3,13,16,19,3,0,0,0,0,0,0,0,58
