SA2_MAINCODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Total_NofB_1,Se_d_r_or_t_h_t_Total_NofB_2,Se_d_r_or_t_h_t_Total_NofB_3,Se_d_r_or_t_h_t_Total_NofB_4,Se_d_r_or_t_h_t_Total_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Total_Total,Fl_a_1_or2_st_bl_NofB_0_ib,Fl_a_1_or2_st_bl_NofB_1,Fl_a_1_or2_st_bl_NofB_2,Fl_a_1_or2_st_bl_NofB_3,Fl_a_1_or2_st_bl_NofB_4,Fl_a_1_or2_st_bl_NofB_5,Fl_a_1_or2_st_bl_NofB_6_m,Fl_a_1_or2_st_bl_NofB_NS,Fl_a_1_or2_st_bl_Total,Fl_a_3_st_bl_NofB_0_ib,Fl_a_In_3_st_bl_NofB_1,Fl_a_In_3_st_bl_NofB_2,Fl_a_In_3_st_bl_NofB_3,Fl_a_In_3_st_bl_NofB_4,Fl_a_In_3_st_bl_NofB_5,Fl_a_In_3_s_bl_NofB_6_m,Fl_a_In_3_st_bl_NofB_NS,Fl_a_In_3_st_bl_Total,Fl_a_4_or_m_s_b_NofB_0_ib,Fl_a_4_or_m_s_b_NofB_1,Fl_a_4_or_m_s_b_NofB_2,Fl_a_4_or_m_s_b_NofB_3,Fl_a_4_or_m_s_b_NofB_4,Fl_a_4_or_m_s_b_NofB_5,Fl_a_4_or_m_s_b_NofB_6_m,Fl_a_4_or_m_s_b_NofB_NS,Fl_a_4_or_m_s_b_Total,Fl_a_At_to_a_h_NofB_0_ib,Fl_a_At_to_a_hse_NofB_1,Fl_a_At_to_a_hse_NofB_2,Fl_a_At_to_a_hse_NofB_3,Fl_a_At_to_a_hse_NofB_4,Fl_a_At_to_a_hse_NofB_5,Fl_a_At_to_a_hse_NofB_6_m,Fl_a_At_to_a_hse_NofB_NS,Fl_a_At_to_a_hse_Total,Fl_a_Total_NofB_0_i_b,Fl_a_Total_NofB_1,Fl_a_Total_NofB_2,Fl_a_Total_NofB_3,Fl_a_Total_NofB_4,Fl_a_Total_NofB_5,Fl_a_Tot_NofB_6_or_m,Fl_a_Total_NofB_NS,Fl_a_Total_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dw_struct_NS_NofB_0_i_b,Dw_struct_NS_NofB_1,Dw_struct_NS_NofB_2,Dw_struct_NS_NofB_3,Dw_struct_NS_NofB_4,Dw_struct_NS_NofB_5,Dw_struct_NS_NofB_6_or_m,Dw_struct_NS_NofB_NS,Dw_struct_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,8,28,145,475,864,153,37,157,1859,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,4,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,7,4,0,0,0,3,14,0,6,4,4,3,0,0,0,23,0,0,3,3,4,0,0,0,14,5,32,163,481,875,150,42,164,1922
509021237,4,16,202,656,368,73,23,184,1516,0,12,7,8,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,12,7,8,0,0,0,3,20,0,19,8,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,0,0,0,0,0,24,6,11,0,3,0,0,3,17,41,0,3,9,20,3,3,0,6,40,14,58,225,683,373,71,24,204,1653
509021238,3,41,241,713,444,77,9,132,1661,0,15,3,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,15,3,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,0,4,0,0,0,20,53,0,0,0,6,3,0,0,3,19,9,78,250,727,448,77,14,156,1753
509021239,10,72,299,1174,1170,165,48,324,3271,0,0,16,37,7,0,0,9,72,0,0,3,4,3,0,0,0,11,0,0,24,38,9,0,0,14,86,0,3,3,3,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,4,17,23,53,24,14,13,0,0,23,160,3,9,10,7,9,8,0,31,79,47,140,354,1241,1206,177,49,402,3604
509021240,6,30,226,871,525,86,12,175,1934,0,28,42,3,0,0,0,12,85,0,0,0,0,0,0,0,0,0,0,28,42,3,0,0,0,12,85,0,3,5,3,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,3,17,8,17,11,0,3,0,0,7,45,0,0,3,9,4,0,0,7,19,11,78,282,882,533,87,18,199,2097
509021241,8,43,209,726,475,119,33,178,1791,0,12,20,3,3,0,0,5,43,0,0,0,0,0,0,0,0,0,0,12,20,3,3,0,0,5,43,0,0,0,4,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,6,4,18,0,3,5,0,7,35,72,0,0,3,6,0,0,0,9,22,7,65,230,746,486,123,42,239,1938
509021242,10,23,170,504,309,60,16,128,1210,0,20,5,8,0,0,0,5,41,0,0,0,0,0,0,0,0,0,0,20,5,8,0,0,0,5,41,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,21,3,3,0,0,0,20,55,0,0,0,4,4,0,0,0,8,18,58,180,520,319,58,19,154,1321
509021243,6,72,543,1669,1092,174,65,366,3990,0,12,30,20,0,0,0,17,78,0,0,0,0,0,0,0,0,0,0,12,30,20,3,0,0,17,80,0,15,48,10,3,0,0,12,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,48,10,4,0,0,13,100,4,22,13,7,0,0,0,10,62,0,0,0,0,8,3,3,6,28,17,123,632,1707,1116,176,63,422,4257
509021244,10,55,230,722,498,86,33,184,1832,0,6,9,0,0,0,0,8,21,0,0,0,0,0,0,0,0,3,0,6,9,5,0,0,0,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,9,5,4,3,0,18,50,0,3,0,3,7,0,0,3,10,14,76,245,740,508,96,33,211,1920
509021245,6,58,334,904,508,82,25,238,2147,0,6,27,8,0,0,0,3,43,0,0,5,0,0,0,0,0,5,0,6,24,8,0,0,0,3,52,0,13,21,4,0,0,0,13,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,4,0,0,0,13,52,8,5,6,7,0,0,0,4,23,0,6,3,7,3,0,0,6,34,18,82,387,930,511,82,26,267,2304
509031246,3,36,200,635,371,50,12,140,1441,0,3,9,7,0,0,0,7,23,0,0,0,0,0,0,0,0,0,0,3,9,7,0,0,0,7,23,0,10,11,3,3,0,0,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,3,3,0,0,4,33,8,4,3,3,0,0,0,8,24,0,0,3,17,10,0,0,4,31,9,53,228,665,380,50,16,162,1558
509031247,8,17,194,702,505,83,21,146,1673,0,11,18,16,0,0,0,6,52,0,0,0,0,0,0,0,0,0,0,11,18,16,0,0,0,6,52,0,3,12,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,3,20,8,14,0,9,4,0,0,6,39,0,6,0,6,3,0,0,3,21,11,47,231,728,509,84,22,170,1807
509031248,10,10,81,360,331,44,6,90,932,0,0,7,9,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,3,18,0,3,5,0,0,0,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,8,16,0,10,7,0,3,0,0,7,29,0,0,0,3,0,0,0,3,6,11,31,97,373,329,44,6,104,992
509031249,0,18,187,735,442,72,11,166,1629,0,8,44,35,3,0,0,33,123,0,0,0,0,0,0,0,0,0,0,8,44,35,3,0,0,33,123,0,0,13,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,19,0,14,38,4,0,0,0,11,72,0,0,0,3,0,0,0,0,3,7,46,281,779,453,72,11,205,1849
509031250,7,39,240,837,518,94,21,198,1961,0,15,32,7,0,0,0,6,65,0,0,0,0,0,0,0,0,0,0,15,32,9,0,0,0,6,67,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,9,0,0,0,0,10,23,0,3,0,4,4,0,0,3,17,14,63,284,855,521,94,24,215,2069
510011262,21,117,342,1556,1221,128,24,472,3881,0,40,124,46,12,0,0,62,279,0,21,88,52,6,0,0,38,205,3,57,214,100,18,0,0,95,488,3,61,180,59,12,0,0,78,390,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,10,61,182,59,12,0,0,77,403,504,679,90,85,61,9,5,315,1754,10,38,18,20,10,3,5,15,119,552,953,851,1823,1319,138,36,975,6642
510011263,14,59,252,842,397,50,9,178,1803,3,40,90,48,8,0,0,44,243,0,0,6,7,3,0,0,0,11,3,40,99,52,12,0,0,51,257,0,6,53,20,5,0,0,30,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,53,20,5,0,0,30,112,233,257,27,45,35,6,10,161,770,6,3,3,3,4,0,0,11,36,250,372,427,965,449,58,22,426,2974
510011264,4,43,79,309,93,8,5,163,714,0,20,42,19,3,0,0,31,123,0,0,7,6,3,0,0,9,25,0,20,52,26,7,0,0,40,144,4,4,16,4,0,0,0,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,16,7,0,0,0,12,32,83,74,19,29,18,0,3,35,261,4,0,3,3,0,0,0,0,10,100,141,167,369,111,8,9,246,1156
510011265,16,62,209,763,430,58,14,219,1760,0,30,94,55,3,0,0,52,236,0,0,13,18,0,0,0,3,39,0,30,109,72,3,0,0,57,269,0,19,48,20,0,0,0,20,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,48,20,0,0,0,24,117,357,424,84,90,55,3,6,298,1308,8,14,13,15,0,0,0,12,68,376,545,461,961,490,60,19,605,3522
510011266,13,47,102,278,80,14,3,125,663,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,186,257,31,55,33,4,3,162,735,0,0,0,3,3,0,0,4,14,203,304,141,338,114,18,6,295,1414
510021267,0,26,66,212,60,17,3,73,468,0,0,5,0,0,0,0,3,4,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,3,12,0,3,3,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,12,68,102,11,18,12,3,0,78,289,0,13,3,3,4,0,0,33,53,69,139,90,236,83,23,9,195,833
510021268,3,18,159,580,361,45,5,169,1329,0,19,22,10,3,0,0,24,81,0,3,3,0,0,0,0,3,18,0,19,28,15,6,3,0,30,97,0,7,40,0,0,0,0,21,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,40,0,0,0,0,21,71,12,14,3,3,0,0,0,0,40,0,8,4,0,0,0,6,6,29,17,65,232,599,369,44,13,222,1561
510021269,0,20,74,381,416,45,14,115,1063,0,3,21,16,3,0,0,9,57,0,0,5,28,3,3,0,3,38,0,3,23,42,11,3,0,11,99,3,89,158,46,12,0,0,94,405,0,16,26,11,0,0,0,21,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,107,192,58,12,0,0,115,474,34,35,5,5,4,0,0,95,176,0,5,3,3,0,0,0,12,23,35,167,297,488,436,44,14,353,1832
510021270,3,103,160,1115,777,72,12,428,2666,0,27,33,67,15,3,0,50,193,0,10,13,58,22,5,0,25,126,0,31,46,125,41,6,0,71,327,0,38,77,51,4,0,3,40,211,0,0,0,0,0,0,0,0,0,0,15,25,16,0,0,0,8,70,0,0,0,0,0,0,0,0,0,0,56,97,69,4,0,3,49,274,17,24,0,0,3,0,0,139,184,0,3,6,7,3,0,0,6,24,19,216,314,1317,822,83,12,692,3476
510031271,0,30,107,1189,294,31,12,140,1803,0,17,85,48,5,0,0,15,169,0,0,0,0,7,0,0,0,8,0,17,85,48,9,0,0,15,173,0,4,17,27,0,0,13,11,74,0,10,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,27,0,0,13,10,89,166,208,33,30,15,0,3,184,650,4,5,0,0,0,0,3,26,51,175,281,248,1290,332,31,25,384,2763
510031272,11,82,267,1557,2059,157,27,503,4672,5,59,199,156,21,0,0,70,511,0,11,30,21,5,0,0,14,82,5,70,234,178,21,0,0,81,591,14,78,25,35,0,0,4,26,176,0,12,0,0,0,0,0,3,15,0,14,38,13,0,0,0,43,115,0,0,0,0,0,0,0,0,0,14,110,67,47,0,0,4,72,312,46,94,14,20,10,0,0,37,227,0,3,0,5,0,0,3,3,21,74,364,587,1807,2092,157,32,705,5816
510031273,3,12,40,636,314,21,4,81,1116,0,18,125,89,9,0,0,25,267,0,0,0,0,0,0,0,0,0,0,14,125,89,9,0,0,25,266,3,7,11,16,0,0,0,3,36,0,0,7,3,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,17,16,0,0,0,9,48,73,113,12,20,16,0,0,54,290,4,3,9,3,0,0,4,19,43,85,151,195,759,349,21,9,186,1764
511011274,8,67,310,1743,1330,198,31,395,4068,3,100,161,71,10,0,0,66,409,0,0,10,14,0,0,0,7,37,3,98,173,91,10,0,0,74,445,0,18,23,24,3,0,0,9,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,23,24,3,0,0,14,82,21,35,19,13,5,0,0,37,135,5,24,5,14,9,7,0,15,75,44,240,529,1882,1352,199,33,526,4805
511011275,0,36,132,504,356,79,11,183,1311,0,9,6,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,9,6,3,3,0,0,0,20,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,3,16,3,7,5,0,0,12,50,0,4,4,12,5,3,0,80,107,7,62,149,519,374,82,15,286,1491
511021276,10,49,178,760,357,42,21,269,1683,5,46,67,18,3,0,0,45,176,0,0,5,0,0,0,0,0,5,5,46,67,18,3,0,0,45,183,0,7,29,9,0,0,0,4,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,34,9,0,0,0,4,55,195,264,33,40,34,3,0,175,745,0,3,3,12,9,0,0,8,38,213,370,315,839,400,50,25,499,2698
511021277,6,37,165,688,302,28,18,173,1429,0,18,25,9,0,0,0,34,96,0,0,0,10,0,0,0,4,18,0,18,27,16,0,0,0,44,112,0,3,9,8,0,0,0,0,26,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,8,0,0,0,0,31,588,756,81,120,113,11,12,380,2055,17,29,3,3,4,3,0,70,129,615,853,291,839,426,41,27,660,3758
511031278,3,22,215,1014,579,85,13,239,2165,9,63,50,156,16,0,0,59,349,0,9,11,4,0,0,0,13,41,9,72,64,160,16,0,0,69,393,0,3,6,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,4,19,23,45,19,8,3,0,0,137,240,8,4,0,3,0,0,0,6,29,45,148,300,1183,604,91,13,456,2838
511031279,3,25,234,1412,1459,227,50,350,3766,6,89,348,257,20,0,0,122,852,0,0,27,49,16,0,0,19,118,6,89,375,312,37,0,0,141,964,3,77,74,21,0,0,0,29,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,77,74,21,0,0,0,29,199,24,91,9,3,0,0,0,96,223,4,17,3,3,8,0,0,22,61,41,299,690,1753,1510,227,54,636,5210
511031280,3,18,131,1081,1118,175,20,175,2721,3,68,81,162,6,3,0,56,382,0,0,10,43,17,0,0,15,79,3,68,88,212,22,6,0,66,463,0,6,3,9,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,13,6,90,222,1306,1140,182,18,251,3221
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,4,26,162,790,317,26,8,179,1516,0,0,65,3,0,3,0,14,83,0,0,12,0,0,0,0,3,18,0,0,76,3,0,3,0,18,103,0,10,11,0,0,0,0,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,13,34,25,24,8,10,10,0,3,139,214,3,10,3,4,0,0,6,64,82,26,69,259,810,333,29,14,407,1949
511031283,5,37,112,480,168,4,13,184,1002,0,11,22,5,0,0,0,9,44,0,0,0,0,0,0,0,0,0,0,11,22,5,0,0,0,9,44,0,4,14,3,3,0,0,19,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,3,3,0,0,19,44,39,56,10,13,11,0,3,47,164,7,6,3,7,0,3,0,9,41,46,117,161,500,183,6,16,274,1295
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,7,46,430,1927,831,117,18,335,3708,3,114,398,181,7,0,0,131,837,0,15,73,59,3,0,0,17,165,4,129,463,239,5,0,0,153,1001,3,73,103,42,3,0,0,55,273,0,3,14,0,0,0,0,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,72,116,39,3,0,0,62,298,7,32,61,7,0,0,0,29,147,13,24,9,18,3,0,0,13,81,40,302,1092,2228,848,120,18,587,5227
511041286,3,14,102,1011,939,146,34,202,2459,3,7,62,32,0,0,0,25,129,0,0,0,0,0,0,0,0,0,3,7,62,32,0,0,0,25,129,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,6,33,17,4,0,23,103,0,0,0,0,0,0,0,0,3,11,31,176,1075,962,150,34,254,2690
511041287,7,20,109,812,1416,133,25,163,2684,0,0,14,13,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,14,13,0,0,0,3,28,0,3,0,3,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,12,27,57,14,10,7,0,0,29,149,0,0,4,0,3,0,0,0,10,28,87,142,841,1430,133,30,192,2873
511041288,5,27,80,919,1813,145,15,196,3196,0,3,108,140,16,0,0,18,291,0,0,10,38,89,14,0,3,161,0,3,120,176,109,19,0,19,448,0,0,0,11,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,14,3,8,0,0,0,0,0,4,18,0,0,0,3,0,0,0,15,19,6,40,202,1116,1923,167,15,235,3696
511041289,6,20,105,571,499,57,16,80,1355,0,10,13,11,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,10,13,11,0,0,0,0,44,0,23,19,3,0,0,0,7,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,3,0,0,0,7,47,15,34,26,14,3,0,0,9,100,11,8,12,3,4,0,0,0,39,26,98,173,604,509,57,15,99,1587
511041290,8,26,126,284,122,11,13,161,748,0,0,3,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,8,9,5,0,0,0,12,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,5,0,0,0,12,37,48,56,3,15,8,3,0,72,210,0,14,0,10,0,3,7,31,69,53,112,143,317,129,20,24,278,1075
511041291,6,31,183,686,430,74,6,120,1540,0,0,4,4,4,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,3,14,0,3,11,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,3,24,37,46,14,12,5,0,0,26,148,0,4,3,3,4,0,3,10,26,47,90,218,708,440,77,10,163,1747
511041292,8,72,300,880,602,80,22,240,2205,0,0,40,13,0,0,0,4,61,0,0,5,0,0,0,0,0,12,0,0,51,16,3,0,0,4,74,0,18,28,16,0,0,0,8,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,28,16,0,0,0,8,73,160,186,41,51,22,4,0,203,658,4,4,3,3,3,3,0,17,31,172,276,421,962,625,87,24,475,3040
597979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
