SA2_MAINCODE_2016,Neg_Nil_Inc_CF_no_chldren,Neg_Nil_Inc_CFwith_chldren,Neg_Nil_Inc_OnePF,Neg_Nil_Inc_Oth_family,Neg_Nil_Inc_Total,Inc_1_149_CF_no_chldren,Inc_1_149_CFwith_chldren,Inc_1_149_One_PF,Inc_1_149_Oth_family,Inc_1_149_Total,Inc_150_299_CF_no_chldren,Inc_150_299_CFwith_chldren,Inc_150_299_OnePF,Inc_150_299_Oth_family,Inc_150_299_Total,Inc_300_399_CF_no_chldren,Inc_300_399_CFwith_chldren,Inc_300_399_OnePF,Inc_300_399_Oth_family,Inc_300_399_Total,Inc_400_499_CF_no_chldren,Inc_400_499_CFwith_chldren,Inc_400_499_OnePF,Inc_400_499_Oth_family,Inc_400_499_Total,Inc_500_649_CF_no_chldren,Inc_500_649_CFwith_chldren,Inc_500_649_OnePF,Inc_500_649_Oth_family,Inc_500_649_Total,Inc_650_799_CF_no_chldren,Inc_650_799_CFwith_chldren,Inc_650_799_OnePF,Inc_650_799_Oth_family,Inc_650_799_Total,Inc_800_999_CF_no_chldren,Inc_800_999_CFwith_chldren,Inc_800_999_OnePF,Inc_800_999_Oth_family,Inc_800_999_Total,Inc_1000_1249_CF_no_chldren,Inc_1000_1249_CFwith_chldren,Inc_1000_1249_OnePF,Inc_1000_1249_Oth_family,Inc_1000_1249_Total,Inc_1250_1499_CF_no_chldren,Inc_1250_1499_CFwith_chldren,Inc_1250_1499_OnePF,Inc_1250_1499_Oth_family,Inc_1250_1499_Total,Inc_1500_1749_CF_no_chldren,Inc_1500_1749_CFwith_chldren,Inc_1500_1749_OnePF,Inc_1500_1749_Oth_family,Inc_1500_1749_Total,Inc_1750_1999_CF_no_chldren,Inc_1750_1999_CFwith_chldren,Inc_1750_1999_OnePF,Inc_1750_1999_Oth_family,Inc_1750_1999_Total,Inc_2000_2499_CF_no_chldren,Inc_2000_2499_CFwith_chldren,Inc_2000_2499_OnePF,Inc_2000_2499_Oth_family,Inc_2000_2499_Total,Inc_2500_2999_CF_no_chldren,Inc_2500_2999_CFwith_chldren,Inc_2500_2999_OnePF,Inc_2500_2999_Oth_family,Inc_2500_2999_Total,Inc_3000_3499_CF_no_chldren,Inc_3000_3499_CFwith_chldren,Inc_3000_3499_OnePF,Inc_3000_3499_Oth_family,Inc_3000_3499_Total,Inc_3500_3999_CF_no_chldren,Inc_3500_3999_CFwith_chldren,Inc_3500_3999_OnePF,Inc_3500_3999_Oth_family,Inc_3500_3999_Total,Inc_4000orMore_CF_no_chldren,Inc_4000orMore_CFwith_chldren,Inc_4000orMore_OnePF,Inc_4000orMore_Oth_family,Inc_4000orMore_Total,Part_IncStated_CF_no_chldren,Part_IncStated_CFwith_chldren,Part_IncStated_OnePF,Part_IncStated_Oth_family,Part_IncStated_Total,All_Inc_NS_CF_no_chldren,All_Inc_NS_CFwith_chldren,All_Inc_NS_OnePF,All_Inc_NS_Oth_family,All_Inc_NS_Total,Total_CF_no_chldren,Total_CFwith_chldren,Total_OnePF,Total_Oth_family,Total_Total
509011229,3,0,3,0,7,4,0,0,0,4,3,4,4,0,11,3,0,9,0,8,9,4,3,0,22,3,7,7,0,21,27,8,12,0,51,23,19,5,0,46,34,29,4,0,63,29,25,3,0,59,22,21,0,0,43,18,22,0,0,46,42,39,3,0,88,23,27,0,0,54,21,8,0,0,30,9,8,0,3,20,24,35,0,0,65,22,57,9,0,84,7,0,3,0,13,326,308,73,10,721
509011230,3,0,6,0,7,4,0,5,0,9,4,0,7,0,12,0,0,8,0,6,22,6,10,3,38,12,14,17,3,45,84,16,32,0,131,31,23,10,0,63,41,37,10,0,87,47,35,16,3,93,20,45,3,4,66,37,27,0,0,62,54,48,6,0,114,42,33,0,0,71,13,24,0,0,42,10,11,3,0,22,17,31,0,3,46,41,73,22,0,135,8,3,9,0,25,481,425,159,24,1088
509011231,5,0,5,0,13,5,0,0,0,8,4,0,7,0,10,3,0,10,0,17,17,8,9,0,30,12,7,17,0,33,67,14,11,0,97,45,33,8,3,92,47,25,11,0,85,62,38,10,0,110,21,30,4,0,59,47,41,0,0,83,49,46,3,3,105,31,29,4,0,61,31,28,0,0,51,7,7,0,0,18,25,36,0,0,68,34,69,10,0,120,14,12,12,0,36,524,433,119,14,1088
509011232,8,0,0,0,9,3,0,0,0,10,6,0,6,0,10,3,0,0,0,3,24,0,5,0,30,8,6,6,0,22,59,11,6,0,76,37,9,10,0,59,33,27,19,3,85,35,21,9,0,69,32,25,3,0,58,33,22,3,0,58,50,59,5,0,119,28,61,0,0,95,16,27,0,0,38,11,17,0,0,26,23,32,0,0,51,53,51,3,0,106,3,3,0,0,12,469,373,86,8,930
509011233,14,0,3,0,24,8,0,0,0,11,13,3,17,0,26,3,4,24,0,35,38,9,22,0,72,37,14,56,3,104,179,22,64,8,270,75,46,54,9,181,121,98,60,6,279,73,120,32,3,222,78,100,21,3,202,83,117,18,4,217,145,187,20,4,361,58,115,3,0,179,41,76,3,0,117,8,40,4,0,55,16,62,8,0,85,75,158,37,0,273,28,11,13,0,50,1085,1185,453,37,2764
509011234,10,3,0,0,12,10,0,0,0,12,3,4,10,0,18,3,0,15,0,22,45,7,16,0,65,30,6,25,0,61,102,20,28,0,144,48,32,19,3,97,71,46,20,3,138,68,46,5,3,127,37,30,8,0,74,36,36,6,0,78,70,48,5,0,118,35,46,6,0,92,11,20,0,0,33,3,12,3,0,21,24,24,0,0,46,62,81,16,0,160,13,4,9,0,25,672,477,187,17,1352
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,12,0,0,0,17,12,3,0,0,15,6,3,4,0,9,8,0,0,0,12,37,3,10,0,50,17,4,10,0,32,85,7,13,0,109,49,15,14,0,76,63,39,9,0,100,54,28,4,0,93,32,41,4,0,71,29,55,7,0,86,87,111,12,0,202,47,61,6,0,110,28,45,0,0,75,26,38,8,0,75,36,72,0,0,111,67,165,11,0,249,15,3,0,0,23,708,696,113,3,1521
509021237,5,0,0,0,8,3,0,0,0,4,4,3,8,0,15,0,0,4,0,8,17,7,11,0,35,15,4,20,0,42,63,14,30,3,103,38,18,16,3,78,44,30,17,3,95,44,23,3,0,72,17,41,4,0,67,35,27,0,0,63,46,44,3,0,96,36,23,0,0,58,22,17,3,0,43,5,6,0,0,20,21,37,3,0,66,34,77,18,3,131,12,6,0,0,22,481,381,141,18,1019
509021238,9,0,0,0,6,0,0,3,0,5,0,0,11,0,11,3,0,7,0,11,28,6,13,0,43,17,6,15,0,41,70,22,11,0,103,23,22,15,3,67,46,27,8,0,84,37,38,4,0,80,30,33,5,0,66,30,32,0,0,61,68,40,3,0,109,38,40,0,0,76,14,14,0,0,29,19,8,0,0,27,34,30,0,0,61,33,82,14,0,126,16,5,3,0,22,506,412,126,11,1045
509021239,35,0,11,0,48,24,4,8,0,31,11,0,9,0,26,0,3,7,0,8,80,4,22,0,104,32,13,29,0,71,167,22,24,3,219,87,31,27,0,143,127,53,22,0,200,104,53,17,0,170,59,50,7,0,112,75,57,8,0,138,107,106,11,3,223,60,67,4,0,133,38,31,0,0,72,24,41,4,0,66,45,58,0,0,101,109,179,29,0,322,32,14,9,3,53,1224,768,236,17,2245
509021240,13,0,3,4,13,8,0,0,0,6,0,0,8,0,8,3,0,8,0,7,18,4,14,3,40,5,15,17,0,39,75,12,13,0,104,42,23,19,5,85,51,39,10,3,101,55,36,9,0,95,26,36,9,0,71,50,40,3,0,94,80,59,3,0,148,41,65,0,0,100,36,27,3,0,65,17,20,3,0,38,46,44,6,0,94,64,67,24,0,163,13,4,8,0,26,630,492,162,17,1294
509021241,7,6,0,0,15,8,3,0,0,10,3,3,3,0,9,0,0,4,0,4,31,6,7,0,50,13,4,16,0,33,50,10,19,0,82,22,21,3,0,47,37,40,15,3,90,38,45,16,0,98,30,47,7,3,83,51,46,7,0,105,76,89,5,3,172,46,53,0,0,98,24,32,0,0,55,8,11,0,0,25,24,39,0,0,65,41,78,9,0,136,10,6,6,0,29,522,533,129,19,1203
509021242,7,3,3,0,14,8,0,0,0,8,4,0,3,0,7,3,0,3,0,9,18,3,10,0,34,12,8,12,0,30,42,6,9,0,61,20,7,4,0,38,33,30,3,0,63,29,16,0,0,50,26,14,3,0,46,22,19,6,0,45,50,40,6,0,95,31,23,0,0,49,22,12,0,0,28,12,16,0,0,27,22,25,5,0,50,32,65,5,3,106,6,7,4,0,19,390,294,89,5,774
509021243,9,3,9,0,18,6,9,3,0,17,11,5,20,3,31,5,3,21,0,31,58,9,36,0,108,34,12,55,0,107,208,28,45,0,287,83,35,58,4,180,97,57,47,3,202,93,66,38,3,200,48,80,11,0,144,70,60,18,4,157,115,162,32,4,305,90,99,14,0,205,57,75,4,0,136,38,46,9,0,83,39,61,9,0,107,96,186,46,0,328,30,13,13,0,57,1194,1010,491,26,2718
509021244,18,3,0,0,23,9,0,0,0,13,5,0,5,0,8,0,0,9,0,8,39,9,5,0,46,24,0,17,0,47,102,6,13,0,127,66,10,15,0,96,66,21,8,0,97,59,24,9,0,92,39,16,3,0,60,39,35,3,0,75,51,54,12,0,124,45,47,3,0,98,19,25,3,0,38,26,14,4,0,40,34,32,3,0,65,77,91,22,0,190,16,4,5,0,22,729,392,146,6,1277
509021245,9,0,7,0,10,7,0,3,0,13,5,0,3,0,7,5,0,5,0,12,39,6,15,0,55,21,5,28,0,51,138,7,29,0,179,68,20,22,3,116,64,37,14,0,117,78,35,13,0,120,30,35,13,0,81,38,41,3,3,83,73,55,10,3,140,39,45,0,0,80,21,24,0,0,44,13,15,0,0,32,32,26,0,0,61,74,89,19,0,181,15,4,3,0,28,777,445,179,15,1409
509031246,8,0,0,0,14,11,0,0,0,12,4,0,7,0,11,0,0,11,0,8,31,5,7,0,45,12,6,16,0,26,65,11,17,0,100,32,21,16,3,71,46,18,13,0,75,36,19,8,0,62,25,26,4,0,57,35,25,4,0,61,39,41,3,0,87,45,28,0,0,77,22,17,3,0,40,19,13,3,0,29,34,13,0,0,47,40,72,7,3,125,16,12,3,0,35,520,328,117,11,977
509031247,11,0,0,0,13,3,0,0,0,6,3,0,0,0,6,3,0,10,0,15,22,7,4,0,32,3,5,11,0,19,47,20,14,0,81,37,25,15,0,80,55,30,7,0,102,55,42,0,0,92,29,37,4,0,70,37,20,3,0,65,69,62,3,0,138,35,34,0,0,70,23,18,0,0,43,10,14,0,0,22,31,37,0,0,69,44,91,8,0,147,21,9,0,0,32,545,454,87,10,1101
509031248,11,3,0,0,12,3,0,0,0,3,0,0,5,0,8,0,0,7,0,4,16,0,12,0,23,5,4,3,0,16,18,3,7,0,35,21,7,8,0,39,15,9,15,0,32,21,5,9,0,37,16,21,7,0,42,19,19,4,0,41,35,53,8,0,92,29,26,0,0,51,16,22,0,0,40,16,23,0,0,36,29,32,0,0,62,18,50,6,0,77,5,7,3,0,11,284,285,94,4,667
509031249,3,0,3,0,5,0,0,0,0,6,0,3,4,0,8,0,4,10,0,15,18,4,19,0,45,9,7,17,0,32,60,8,40,3,103,37,18,19,0,76,44,35,23,3,108,27,36,17,4,77,24,29,15,0,69,28,26,10,4,64,58,64,11,0,137,27,43,7,0,73,22,27,3,0,48,4,20,3,0,29,21,38,0,0,61,39,67,19,0,130,16,12,11,3,32,448,443,217,19,1128
509031250,4,3,4,0,8,3,4,3,0,10,3,0,5,0,10,4,3,5,0,13,32,3,10,0,53,21,8,13,0,46,94,12,18,0,125,54,24,17,3,101,66,40,16,3,121,60,37,5,4,107,28,46,0,0,75,49,29,8,0,90,87,52,4,5,149,44,43,3,0,85,24,15,0,0,46,20,19,0,0,37,29,26,0,0,63,62,76,8,3,148,10,8,4,0,26,697,453,131,22,1302
510011262,13,3,10,3,28,0,0,11,0,12,3,6,9,0,21,0,0,31,3,33,27,4,37,3,72,7,7,51,3,64,32,15,62,8,107,42,28,36,9,117,57,45,62,7,161,72,57,34,8,170,57,52,31,0,146,85,81,31,3,200,207,233,36,4,479,144,211,21,0,374,107,138,4,0,252,77,91,3,0,170,125,160,11,3,289,139,226,71,6,437,21,13,35,0,75,1212,1372,577,54,3210
510011263,3,0,4,0,6,10,3,14,3,30,0,8,63,4,80,0,4,43,3,47,38,56,29,12,136,14,36,40,3,91,35,53,48,15,148,29,49,26,9,113,26,48,23,11,108,30,32,19,6,90,21,39,9,3,70,35,19,19,0,64,68,63,13,3,154,47,37,5,5,84,30,33,9,0,69,16,17,0,0,33,24,28,0,0,51,48,106,54,10,214,12,22,18,0,59,480,653,432,97,1658
510011264,0,0,6,0,7,9,4,5,0,21,3,6,23,3,31,3,0,14,0,20,25,28,18,0,72,3,14,22,4,46,6,11,14,0,35,12,30,14,3,58,8,9,12,0,28,5,12,12,0,24,0,7,4,0,16,3,4,3,0,17,12,16,10,0,35,11,4,4,3,22,10,0,0,0,10,7,3,0,0,11,12,4,0,0,17,10,38,24,3,71,7,18,7,0,36,143,209,187,24,566
510011265,4,0,8,0,16,0,4,0,0,3,3,3,13,0,24,0,3,17,0,21,14,20,32,10,66,7,11,24,4,49,33,26,21,5,82,11,24,35,4,81,22,44,27,3,98,37,26,24,0,82,21,24,16,6,63,43,40,5,0,94,95,78,17,5,190,81,66,6,0,153,56,54,3,0,121,30,31,0,0,67,55,64,3,0,120,73,83,45,3,200,13,6,30,0,49,601,613,327,38,1574
510011266,3,3,3,0,6,0,0,0,0,0,0,4,21,3,24,0,4,14,0,23,19,15,22,6,60,4,19,13,5,36,12,20,18,5,57,21,23,27,0,67,7,13,9,0,31,6,15,0,0,21,4,8,5,0,16,3,7,0,0,13,7,14,4,0,26,6,14,0,0,19,8,4,0,0,15,0,0,0,0,0,8,4,0,0,15,9,30,10,4,53,0,8,3,0,6,128,203,142,23,494
510021267,0,0,0,0,0,0,0,0,0,3,0,0,16,0,13,0,0,15,0,14,19,22,16,3,55,3,12,8,0,18,8,17,6,0,43,8,9,11,0,31,5,14,12,0,31,3,11,4,3,16,3,0,3,0,4,10,8,3,0,15,9,13,0,0,22,13,4,0,0,12,8,5,0,0,15,4,3,0,0,7,7,7,0,0,19,7,26,8,3,47,9,12,14,0,39,125,171,110,14,419
510021268,3,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,4,0,0,4,0,3,10,3,3,0,11,4,0,3,0,12,3,15,3,0,19,9,15,4,0,25,10,12,10,0,26,6,27,3,3,40,49,88,13,0,156,48,77,3,0,130,45,51,0,0,99,33,55,8,0,99,67,139,7,0,208,29,63,4,0,98,3,4,0,0,10,313,555,72,5,950
510021269,0,0,3,0,3,3,0,0,0,4,3,0,3,0,3,0,0,3,0,3,3,0,6,0,11,0,0,5,0,3,5,0,3,0,7,0,0,0,0,4,5,3,3,0,12,9,8,0,0,20,16,4,7,0,23,11,11,5,0,27,45,63,13,0,117,37,33,3,0,74,62,28,0,0,91,59,76,10,0,146,133,172,0,0,309,49,48,0,0,101,6,7,3,0,15,437,453,69,4,969
510021270,3,0,11,0,16,3,0,0,0,4,0,4,14,3,18,0,0,17,0,23,9,0,14,4,27,3,3,22,0,25,15,9,28,3,51,12,11,21,0,45,22,19,24,3,61,16,31,16,3,64,26,50,16,3,97,35,63,18,0,114,77,152,31,3,263,81,103,8,3,200,82,97,7,3,192,73,128,6,3,208,162,251,15,6,426,76,134,19,3,233,22,15,6,4,46,718,1071,296,45,2117
510031271,3,0,8,0,9,0,0,7,0,5,0,0,3,0,4,0,0,7,0,7,5,4,13,0,19,3,3,4,0,15,4,7,4,0,15,9,8,6,0,23,10,14,4,0,27,16,11,6,3,32,14,24,5,0,40,14,29,9,0,48,63,156,24,3,237,61,85,9,3,155,42,72,4,0,119,51,79,9,0,136,120,202,5,0,327,50,99,7,3,153,10,5,3,3,20,466,788,136,17,1404
510031272,3,7,11,0,26,3,0,3,0,7,0,5,12,0,24,3,5,14,0,25,8,6,27,0,40,4,10,23,0,43,12,17,31,0,61,10,25,23,0,60,26,28,28,7,85,50,29,23,3,101,40,57,25,4,130,61,80,27,0,171,167,309,46,9,525,166,204,14,6,393,132,167,13,0,309,126,268,17,4,419,309,561,17,9,891,105,253,38,5,397,18,26,13,0,55,1249,2048,402,48,3747
510031273,0,0,7,0,10,0,0,0,0,3,0,7,11,0,14,0,4,6,0,12,4,8,10,0,19,4,4,11,3,17,8,8,13,0,30,8,8,3,3,31,7,9,10,3,26,3,9,8,0,27,3,9,10,0,26,4,16,9,0,27,33,91,15,4,139,34,63,3,0,105,33,54,8,0,97,34,66,5,0,105,95,149,3,0,242,33,72,11,0,120,8,17,6,0,27,330,598,134,20,1080
511011274,12,0,6,0,16,8,4,10,3,24,5,3,11,0,20,8,0,22,0,30,58,3,30,5,87,30,11,55,0,101,152,14,56,5,219,91,37,44,3,170,94,74,51,4,224,103,90,35,8,240,73,89,24,3,183,85,86,13,0,188,145,190,19,0,352,115,161,5,0,283,63,87,0,3,158,26,53,6,0,88,60,102,6,0,170,129,220,29,3,387,20,15,19,0,58,1276,1241,452,41,3004
511011275,9,0,0,0,12,3,0,0,0,4,3,0,3,0,11,0,0,5,0,5,20,8,4,0,27,9,5,6,0,26,38,10,12,0,55,23,14,8,0,47,38,25,4,0,61,42,34,6,0,85,20,24,4,3,51,18,32,0,0,52,49,54,0,0,108,23,38,0,0,58,15,10,0,0,29,9,24,0,0,31,35,34,4,0,77,34,67,8,0,108,11,3,3,0,13,409,388,69,6,871
511021276,14,0,7,0,21,6,3,3,0,13,4,0,10,0,14,3,5,8,0,17,13,8,25,3,45,4,13,21,0,37,49,19,23,5,90,19,20,19,5,57,45,24,12,3,82,38,38,12,4,82,15,29,12,0,61,41,41,6,5,86,54,56,8,3,128,31,49,0,5,88,17,29,3,0,57,16,22,0,0,40,29,33,4,0,67,43,68,19,3,138,30,26,19,0,71,475,483,217,29,1203
511021277,8,0,3,0,11,3,0,0,0,6,3,0,4,0,7,0,0,4,0,9,18,4,15,0,32,3,8,12,0,18,53,3,11,0,69,26,10,5,0,39,43,26,8,3,79,38,27,5,0,72,25,25,9,0,64,29,34,3,0,59,55,63,3,0,118,43,51,0,0,94,22,24,0,0,49,10,12,0,0,21,25,33,3,0,68,50,69,11,0,134,5,3,6,0,20,459,387,111,10,961
511031278,7,3,5,0,17,0,0,4,0,5,8,3,11,0,20,3,0,17,0,24,11,3,20,3,41,4,0,22,0,35,36,13,37,0,91,27,11,36,3,77,34,21,30,0,81,36,39,17,0,89,24,40,18,0,84,41,52,13,3,110,96,137,24,3,263,59,92,7,0,165,46,63,3,0,119,31,42,3,0,72,41,81,3,0,118,46,127,27,0,204,13,5,8,3,26,543,733,318,26,1626
511031279,10,0,11,0,23,7,0,3,0,18,3,3,11,0,16,0,0,25,0,23,22,8,18,0,44,3,4,45,0,57,64,18,33,5,122,24,17,45,9,96,50,46,32,5,136,69,58,40,4,168,52,72,33,4,161,83,86,24,3,190,173,260,36,8,481,158,239,17,15,418,103,165,10,3,283,85,132,10,4,223,126,285,3,0,415,136,214,30,0,380,26,26,14,3,64,1195,1639,433,65,3330
511031280,10,3,4,0,15,0,3,3,0,7,5,0,8,0,13,0,0,13,0,12,8,4,15,0,27,14,3,16,0,35,33,8,18,3,58,26,14,13,0,53,28,19,25,3,68,28,38,21,0,85,35,54,17,3,110,31,77,15,0,115,96,190,27,3,316,93,159,11,0,261,88,144,5,0,241,79,139,3,0,222,116,208,3,3,333,75,155,24,0,259,13,10,9,0,38,773,1225,247,20,2271
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,8,0,3,0,5,3,0,0,0,3,6,0,3,0,14,0,0,14,0,20,14,0,12,0,33,8,8,12,0,29,26,4,23,3,57,20,14,14,0,50,31,14,15,0,62,21,22,10,3,49,14,17,10,0,44,20,30,6,0,56,57,82,13,0,154,28,39,3,0,73,32,42,3,0,75,18,30,8,0,55,22,46,7,0,69,38,64,9,0,114,10,3,13,0,31,377,423,184,13,995
511031283,0,0,0,0,3,5,4,3,0,9,3,0,25,3,34,0,0,12,0,15,31,28,14,0,74,4,17,13,3,43,17,26,10,0,61,19,26,10,4,51,12,27,8,0,49,6,21,6,0,28,5,18,6,0,29,8,17,3,0,31,29,20,3,0,54,13,11,3,0,26,21,12,0,0,31,7,8,4,0,17,15,9,0,0,27,26,46,26,8,104,24,43,30,0,102,245,328,187,30,786
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,20,8,8,0,35,19,0,8,3,23,3,4,25,0,32,3,4,37,0,44,46,10,42,3,97,28,13,74,3,123,200,22,62,5,291,74,22,53,3,157,121,54,74,3,253,119,67,43,6,242,72,66,24,0,166,68,71,28,0,166,122,118,35,4,280,71,105,12,3,186,49,44,6,0,102,27,41,0,3,78,50,70,5,0,131,128,156,50,3,340,31,6,21,8,65,1267,892,606,54,2809
511041286,15,3,10,0,26,4,3,3,0,7,3,0,18,0,18,8,4,22,0,30,30,10,37,6,83,23,12,55,8,88,87,15,43,5,152,39,24,35,7,104,60,42,35,3,135,46,58,34,6,139,40,57,20,0,121,31,70,15,0,115,74,120,17,4,209,50,93,3,3,144,27,61,5,0,87,15,35,4,0,53,17,73,0,4,95,85,188,56,4,331,11,11,26,3,55,660,871,431,40,2005
511041287,11,3,10,0,27,9,5,0,0,12,5,7,10,0,24,4,0,10,0,13,44,3,6,0,54,21,6,28,0,60,92,14,38,3,146,51,17,34,3,106,66,39,32,3,138,65,52,14,3,134,49,61,19,0,127,39,65,18,3,125,109,172,18,3,302,72,116,4,0,197,42,71,3,0,122,30,48,3,0,81,48,73,0,0,123,114,210,27,3,361,35,11,3,0,46,906,961,285,29,2184
511041288,9,3,5,0,20,10,0,4,0,13,7,3,9,3,22,3,4,21,0,32,29,6,22,3,58,15,8,49,0,71,103,10,38,4,160,64,18,35,3,124,69,45,41,3,162,69,61,37,3,174,56,67,21,0,141,68,90,23,3,188,139,192,28,9,365,102,143,7,0,247,80,124,4,0,212,41,79,4,0,124,80,143,3,0,226,112,212,35,3,361,15,6,7,0,32,1073,1221,404,36,2730
511041289,8,4,0,3,11,3,0,3,0,6,4,0,9,0,10,0,0,10,0,8,32,0,9,0,40,11,12,24,0,45,88,9,9,0,111,39,10,14,0,61,57,15,7,3,85,42,28,5,0,74,25,19,3,3,47,32,19,0,0,49,47,46,3,0,97,23,33,0,0,51,19,17,0,0,34,17,9,0,0,24,21,26,0,0,50,58,91,9,0,162,10,4,0,0,14,531,340,107,9,997
511041290,0,0,0,0,3,3,0,0,0,3,3,0,6,0,10,0,0,7,0,7,10,3,5,0,19,7,10,15,0,34,15,8,10,0,39,8,9,9,3,28,16,9,9,0,26,13,9,3,0,29,5,15,3,0,23,16,10,3,0,23,22,18,3,0,48,10,5,0,0,19,13,3,0,0,18,4,0,0,0,7,14,0,0,0,10,12,18,9,0,41,10,3,7,4,21,187,117,95,11,411
511041291,15,4,5,0,28,10,0,0,0,11,5,7,3,0,14,4,0,0,0,5,20,5,13,0,34,11,3,14,0,26,69,15,8,0,94,29,21,6,3,59,49,36,13,3,95,40,30,5,0,78,22,23,3,0,55,31,16,3,0,56,53,38,8,0,99,34,32,0,0,66,21,17,5,0,39,7,3,0,0,15,34,20,3,0,51,53,65,14,3,130,13,3,3,3,19,515,343,114,11,982
511041292,16,4,0,3,28,14,5,0,0,15,8,6,12,0,24,0,0,9,0,14,53,13,16,0,81,27,11,11,0,51,119,21,16,3,157,60,23,16,0,97,63,39,15,6,124,68,56,23,0,147,21,46,10,0,77,44,35,8,0,85,79,75,15,0,167,47,38,0,0,85,19,25,3,0,44,15,9,0,0,28,44,38,3,0,83,69,121,16,0,206,25,9,3,0,36,790,575,176,18,1558
597979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
