SA2_MAINCODE_2016,M_0_299_Separate_house,M_0_299_Sd_rw_tce_hse_th,M_0_299_Flat_apartment,M_0_299_Other_dwelling,M_0_299_Dwelling_structure_NS,M_0_299_Tot,M_300_449_Separate_house,M_300_449_Sd_rw_tce_hse_th,M_300_449_Flat_apartment,M_300_449_Other_dwelling,M_300_449_Dwg_structure_NS,M_300_449_Tot,M_450_599_Separate_house,M_450_599_Sd_rw_tce_hse_th,M_450_599_Flat_apartment,M_450_599_Other_dwelling,M_450_599_Dwg_structure_NS,M_450_599_Tot,M_600_799_Separate_house,M_600_799_Sd_rw_tce_hse_th,M_600_799_Flat_apartment,M_600_799_Other_dwelling,M_600_799_Dwg_structure_NS,M_600_799_Tot,M_800_999_Separate_house,M_800_999_Sd_rw_tce_hse_th,M_800_999_Flat_apartment,M_800_999_Other_dwelling,M_800_999_Dwg_structure_NS,M_800_999_Tot,M_1000_1399_Separate_house,M_1000_1399_Sd_rw_tce_hse_th,M_1000_1399_Flat_apartmnt,M_1000_1399_Other_dwelling,M_1000_1399_Dwg_structure_NS,M_1000_1399_Tot,M_1400_1799_Separate_house,M_1400_1799_Sd_rw_tce_hse_th,M_1400_1799_Flat_apartmnt,M_1400_1799_Other_dwelling,M_1400_1799_Dwg_structure_NS,M_1400_1799_Tot,M_1800_2399_Separate_house,M_1800_2399_Sd_rw_tce_hse_th,M_1800_2399_Flat_apartmnt,M_1800_2399_Other_dwelling,M_1800_2399_Dwg_structure_NS,M_1800_2399_Tot,M_2400_2999_Separate_house,M_2400_2999_Sd_rw_tce_hse_th,M_2400_2999_Flat_apartmnt,M_2400_2999_Other_dwelling,M_2400_2999_Dwg_structure_NS,M_2400_2999_Tot,M_3000_3999_Separate_house,M_3000_3999_Sd_rw_tce_hse_th,M_3000_3999_Flat_apartmnt,M_3000_3999_Other_dwelling,M_3000_3999_Dwg_structure_NS,M_3000_3999_Tot,M_4000_over_Separate_house,M_4000_over_Sd_rw_tce_hse_th,M_4000_over_Flat_apartmnt,M_4000_over_Other_dwelling,M_4000_over_Dwg_structure_NS,M_4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
506071145,50,51,14,0,0,118,9,14,0,0,0,22,4,6,4,0,0,19,13,23,9,0,0,45,21,33,3,0,0,62,43,88,24,0,0,157,50,115,40,0,0,204,108,187,51,0,0,346,81,120,16,0,0,216,118,115,19,0,0,248,132,70,7,0,0,215,39,18,3,0,0,66,672,841,187,3,4,1710
506071146,92,9,0,0,0,103,17,0,0,0,0,19,21,3,0,0,0,26,26,3,0,0,0,26,29,3,0,0,0,33,81,13,0,0,0,94,87,6,3,0,0,94,150,24,0,0,0,180,98,13,0,0,0,118,202,27,0,0,0,226,207,18,0,0,3,231,39,4,0,0,0,38,1043,126,4,0,3,1179
506071147,92,43,9,0,0,144,15,5,3,0,0,27,15,6,0,0,0,26,22,8,5,0,0,40,38,22,6,0,0,65,84,49,19,0,0,149,82,52,24,0,0,158,148,73,48,0,0,275,102,52,19,0,0,170,183,73,17,0,0,275,310,64,12,0,0,382,44,17,14,0,0,75,1139,474,188,0,0,1801
507011148,101,9,0,0,0,108,39,0,0,0,0,39,36,0,0,0,0,39,57,0,0,0,0,55,81,3,0,0,0,83,281,22,0,0,0,303,357,26,0,0,0,385,835,52,0,0,0,889,581,27,0,0,0,611,423,22,0,0,0,445,186,4,0,0,0,189,92,7,0,0,0,101,3073,165,0,0,3,3245
507011150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011152,60,7,0,0,0,63,14,0,0,0,0,14,18,0,0,0,0,23,24,5,0,0,0,31,46,3,0,0,0,52,97,6,0,0,0,109,112,5,0,0,0,121,255,14,0,0,3,274,188,15,0,0,0,203,211,10,0,0,0,223,122,0,0,0,0,123,50,0,0,0,0,54,1214,63,0,3,3,1285
507011153,65,0,6,0,0,68,28,5,0,0,0,36,27,0,0,0,0,24,52,4,4,0,0,62,66,7,0,0,0,69,109,19,8,0,0,141,150,16,17,0,0,182,264,15,11,0,0,295,152,13,0,0,0,162,102,0,6,0,0,106,50,0,0,0,0,50,36,0,5,0,0,46,1103,89,55,0,0,1242
507011154,41,15,0,0,0,59,30,4,0,0,0,34,29,8,0,0,0,33,32,8,0,0,0,43,42,11,4,0,0,60,97,36,11,0,0,150,149,51,21,0,0,220,263,83,4,0,4,350,131,22,0,0,3,163,96,16,0,0,3,108,37,9,0,0,0,41,40,12,3,0,0,58,985,276,55,0,14,1328
507011155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011158,4,5,6,0,0,13,0,6,3,0,0,8,3,0,0,0,0,0,3,3,0,0,0,5,0,0,8,0,0,4,10,7,5,0,0,20,9,6,11,0,0,30,23,17,18,0,0,65,19,21,12,0,0,48,39,21,21,0,0,80,62,33,17,0,0,111,6,11,5,0,0,22,178,137,100,0,0,416
507011159,65,4,8,0,0,72,34,4,0,0,0,42,30,0,0,0,0,30,64,8,3,0,0,69,119,0,3,0,0,122,245,8,13,0,0,264,285,14,19,0,0,321,429,26,36,0,0,485,216,3,6,0,0,223,125,3,3,0,0,134,58,3,0,0,0,57,67,5,3,0,0,75,1733,73,94,0,0,1907
507011160,49,13,0,0,0,64,20,7,0,0,0,26,12,8,0,0,0,20,29,8,3,0,0,38,43,13,0,0,0,54,103,30,6,0,0,140,127,33,3,0,0,171,225,46,6,0,0,274,136,12,0,0,0,150,125,12,0,0,0,132,39,7,0,0,0,41,47,6,0,0,0,56,954,199,18,0,4,1175
507011161,61,3,5,0,0,74,25,3,0,0,0,26,20,0,0,0,0,25,33,8,0,0,0,38,56,5,0,0,0,59,214,31,15,0,0,253,302,38,28,0,0,364,664,103,34,0,0,794,538,42,8,0,0,591,344,34,0,0,0,382,106,15,7,0,0,125,80,3,0,0,0,78,2435,283,102,0,3,2818
507011163,45,3,0,0,0,43,16,0,0,0,0,17,22,0,0,0,0,23,38,3,0,0,0,40,66,3,0,0,0,68,190,11,0,0,0,199,192,11,0,0,0,203,360,27,0,0,0,381,191,5,0,0,0,198,120,0,0,0,0,124,56,0,0,0,0,54,48,0,0,0,0,48,1339,68,0,0,0,1405
507011259,38,0,0,0,0,38,18,0,0,0,0,18,16,0,0,0,0,16,28,0,0,0,0,32,50,0,0,0,0,53,110,4,10,0,0,123,175,15,11,0,0,195,357,11,8,0,0,368,278,5,3,0,0,281,235,3,0,0,0,240,88,0,0,0,0,88,52,0,0,0,0,51,1441,41,30,0,0,1512
507011260,27,0,0,0,0,27,7,0,0,0,0,7,8,0,0,0,0,8,5,0,0,0,0,5,15,0,0,0,0,15,31,0,0,0,0,35,41,0,0,0,0,41,74,0,0,0,0,77,47,0,0,0,0,47,64,0,0,0,0,64,45,0,0,0,0,45,12,0,0,0,0,12,367,3,0,0,0,368
507021164,51,12,3,0,0,65,9,6,0,0,0,18,11,3,0,0,0,13,9,3,7,0,0,15,22,8,3,0,0,35,58,7,17,0,0,85,49,11,23,0,0,88,111,24,27,0,0,164,62,15,3,0,0,80,125,25,11,0,0,154,234,18,3,0,0,251,34,6,5,0,0,38,767,141,97,0,0,1006
507021165,60,18,16,0,0,99,27,6,4,0,0,37,22,8,3,0,0,33,24,12,5,0,0,46,29,13,5,0,0,51,103,40,20,0,0,168,105,59,30,0,0,194,192,99,46,0,0,338,139,56,30,0,0,226,181,72,21,0,3,274,166,60,32,0,3,257,44,17,7,0,0,63,1100,462,214,3,10,1787
507021166,79,17,0,0,0,92,29,0,0,0,0,29,22,0,0,0,0,21,46,4,0,0,0,56,66,7,5,0,0,77,185,28,3,3,0,217,210,29,5,0,0,243,303,32,7,0,3,346,253,23,4,0,0,284,238,28,0,3,3,274,143,17,0,0,0,168,57,3,0,0,4,61,1628,195,34,9,16,1876
507021167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507031169,49,0,0,0,0,55,17,0,0,0,0,17,15,0,0,0,0,15,30,0,0,0,0,31,53,0,0,0,0,49,226,13,0,0,0,237,523,10,0,0,0,532,1097,16,4,0,5,1114,483,3,0,0,4,490,181,7,0,0,0,182,75,0,0,0,0,75,64,3,0,0,3,66,2802,44,11,0,15,2872
507031170,44,0,0,0,0,46,34,0,0,0,0,37,30,0,0,0,0,30,68,0,0,0,0,66,77,7,0,0,0,79,240,12,5,0,0,257,318,6,3,0,0,330,272,0,3,0,0,273,37,0,0,0,0,37,24,0,0,0,0,24,17,0,0,0,0,17,38,3,0,0,0,42,1195,34,18,0,0,1242
507031172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
507031173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507031174,72,0,3,0,0,74,40,0,3,0,0,46,47,4,0,0,0,48,78,0,13,0,0,94,104,0,14,0,0,118,331,10,24,3,0,362,452,7,5,7,0,473,358,6,3,13,0,375,67,0,0,8,0,76,41,0,0,0,0,38,14,0,0,0,0,11,69,0,0,3,0,70,1666,32,67,34,0,1798
507031261,39,0,0,0,0,37,11,0,0,0,0,6,6,0,0,0,0,6,10,0,0,0,0,14,14,4,0,0,0,21,63,8,0,0,0,67,105,13,0,0,4,123,278,40,0,0,3,315,210,24,0,0,0,235,132,7,0,0,0,136,82,0,0,0,0,83,36,3,0,0,0,41,988,94,0,0,6,1091
507041175,77,26,3,0,0,100,21,3,3,0,0,28,20,0,0,0,0,19,12,11,0,0,0,26,15,11,0,0,0,23,51,18,10,0,0,77,49,25,7,0,0,82,109,34,11,0,0,152,66,22,9,0,0,97,138,41,10,0,0,188,281,44,4,0,0,333,44,15,3,0,0,55,870,244,55,0,3,1172
507041176,24,3,0,0,0,25,8,0,0,0,0,7,7,0,0,0,0,7,11,0,0,0,0,15,13,0,0,0,0,18,31,8,0,0,0,36,29,10,0,0,0,40,65,9,0,0,0,74,44,6,0,0,0,53,68,9,0,0,0,77,42,3,0,0,0,40,19,3,0,0,0,20,361,46,0,0,3,409
507041177,69,26,3,0,0,93,23,7,0,0,0,39,24,3,0,0,0,25,27,20,0,0,0,48,47,19,0,0,0,63,136,51,7,0,0,196,141,80,3,0,0,231,254,163,11,0,3,428,200,74,0,0,0,277,252,70,0,0,0,327,200,30,0,0,7,236,49,23,0,0,0,76,1427,571,25,0,6,2035
507041178,102,19,8,0,0,127,35,12,0,0,0,43,18,5,3,0,0,30,28,14,0,0,0,44,34,10,0,0,0,50,98,28,3,0,0,133,91,33,4,0,3,131,203,61,10,0,0,271,135,43,8,0,0,176,232,44,0,0,0,277,306,44,8,0,3,365,46,18,0,0,0,61,1324,325,38,0,5,1703
507041179,69,7,0,0,0,74,20,4,0,0,0,27,19,4,0,0,0,25,25,0,0,0,0,21,23,3,0,0,0,23,73,5,0,0,0,86,83,7,0,0,0,94,128,13,0,0,0,143,101,7,0,0,0,114,121,3,0,0,0,121,81,3,0,0,0,84,23,3,0,0,0,24,766,65,0,0,0,830
507041180,84,3,0,0,0,90,30,3,0,0,0,35,18,0,0,0,0,23,45,3,0,0,0,52,57,3,0,0,0,59,161,12,0,0,0,178,154,15,0,0,0,167,257,13,0,0,0,269,184,5,0,0,0,191,261,6,0,0,0,271,107,3,0,0,0,110,50,0,0,0,0,50,1419,62,0,0,0,1482
507041181,93,29,0,0,0,124,29,3,0,0,0,30,16,5,0,0,0,27,43,11,0,0,0,53,55,23,0,0,0,79,159,34,0,0,0,193,139,42,3,0,0,184,297,88,3,0,4,391,220,52,0,0,0,275,356,57,3,0,0,411,333,27,0,0,0,364,82,17,0,0,0,97,1808,384,19,0,11,2220
507041182,103,8,0,0,0,113,28,3,0,0,0,28,23,3,0,0,0,26,38,11,0,0,0,46,49,5,0,0,0,58,118,25,3,0,0,143,105,18,6,0,0,129,212,30,9,0,0,249,152,3,0,0,0,165,168,3,4,0,0,174,88,0,0,0,0,89,49,7,0,0,0,58,1144,112,20,0,8,1278
507041183,23,4,0,0,0,25,11,0,0,0,0,11,13,0,0,0,0,13,10,3,0,0,0,12,17,3,3,0,0,22,62,17,3,0,0,77,74,20,0,0,0,93,153,19,0,0,0,171,103,13,0,0,0,118,96,6,0,0,0,105,33,0,0,0,0,37,23,3,0,0,0,28,615,87,6,0,0,712
507041184,47,0,0,0,0,48,18,0,0,0,0,21,18,0,0,0,0,18,9,0,0,0,0,9,30,0,0,0,0,30,63,0,0,0,0,59,47,0,0,0,0,47,96,0,0,0,0,99,67,0,0,0,0,67,102,0,0,0,0,102,87,0,0,0,0,87,21,0,0,0,0,23,608,3,0,0,0,615
507051185,109,4,0,0,0,115,49,3,0,0,0,50,35,0,0,0,0,35,73,0,0,0,0,75,103,3,0,0,0,104,412,12,0,0,3,427,826,47,0,0,0,873,2393,37,0,3,4,2441,1156,0,0,3,7,1167,510,3,0,0,3,516,235,3,0,3,0,237,191,0,0,0,0,195,6090,113,0,3,18,6223
507051186,57,4,0,0,0,64,34,0,0,0,0,34,46,0,0,0,0,46,80,4,0,0,0,80,88,3,0,0,0,86,233,10,0,0,0,241,331,10,0,0,0,339,286,0,0,0,0,291,56,0,0,0,0,56,36,0,0,0,0,33,4,0,0,0,0,4,41,3,0,0,0,39,1287,35,0,0,0,1327
507051187,73,0,0,0,0,77,35,0,0,0,0,37,33,0,0,0,0,33,60,0,0,0,0,60,80,4,0,0,0,81,284,7,0,0,0,291,454,5,0,0,0,455,693,6,0,0,0,697,264,5,0,0,0,272,157,0,0,0,0,153,55,0,0,0,0,60,70,0,0,0,0,70,2257,34,0,0,0,2290
507051188,73,13,5,0,0,93,42,5,3,0,0,48,31,3,8,0,0,46,72,15,3,0,0,85,59,17,0,0,0,79,206,29,9,0,0,246,261,23,17,0,0,298,375,27,8,0,0,407,120,13,7,0,0,142,94,7,0,0,0,105,44,7,7,0,0,60,57,5,3,0,0,67,1422,160,80,5,4,1665
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507051190,83,0,3,0,0,91,34,0,0,0,0,38,24,0,0,0,0,27,45,3,3,0,0,53,69,5,5,0,0,75,168,7,17,0,0,188,235,14,18,0,0,259,391,3,8,0,0,401,160,0,0,0,0,161,116,0,4,0,0,119,55,0,0,0,0,55,48,0,0,0,0,55,1431,27,59,4,0,1531
507051191,107,3,0,0,0,106,32,0,0,0,0,34,37,3,0,0,0,35,61,0,0,0,0,62,65,3,0,0,0,71,299,11,0,0,0,314,446,24,0,0,0,472,1062,23,0,0,0,1084,649,4,0,0,0,656,459,0,0,0,3,466,160,4,0,0,0,160,120,4,0,0,0,126,3505,75,0,0,6,3589
507051192,76,0,0,0,0,75,37,0,0,0,0,37,42,0,0,0,0,42,70,0,0,0,0,75,76,0,0,0,0,83,286,0,0,0,0,285,394,0,0,0,0,394,567,4,0,0,0,575,218,4,0,0,0,220,119,0,0,0,0,122,38,0,0,0,0,40,63,4,0,0,0,70,1991,15,0,0,4,2011
507051193,68,0,0,0,0,68,37,0,0,0,0,37,29,0,0,0,0,32,56,3,0,0,0,56,76,0,0,0,0,75,265,8,0,0,0,269,404,7,0,0,0,411,465,7,0,0,0,465,121,0,0,0,0,121,75,0,0,0,0,75,32,0,0,0,0,32,72,0,0,0,0,79,1701,32,0,0,0,1733
509011225,72,4,0,0,0,79,48,3,0,0,0,48,35,7,0,0,0,34,73,4,0,0,0,71,85,3,0,0,0,88,244,9,0,0,0,258,258,5,0,0,0,266,280,10,0,0,3,287,89,4,0,0,0,96,58,3,0,0,0,56,33,0,0,0,0,31,53,0,0,0,0,52,1313,50,0,3,10,1377
509011226,29,0,0,0,0,29,18,0,0,0,0,18,4,0,0,0,0,4,18,0,0,0,0,18,16,0,0,0,0,16,47,0,0,0,0,47,49,0,0,0,0,49,58,0,0,0,0,61,26,0,0,3,0,36,38,0,0,0,0,38,18,0,0,0,0,18,33,0,0,0,0,34,356,0,0,3,0,360
509011227,26,0,0,0,0,26,20,0,0,0,0,20,17,0,0,0,0,18,16,0,0,0,0,16,36,0,0,0,0,36,100,3,0,0,0,102,142,0,0,0,0,142,167,0,0,0,0,167,48,0,0,0,0,48,34,0,0,0,0,34,13,0,0,0,0,13,34,0,0,0,0,34,657,3,0,0,0,661
509011228,49,0,0,0,0,52,21,0,0,0,0,21,9,0,0,0,0,9,32,0,0,0,0,32,31,0,0,0,0,34,105,0,0,0,0,101,96,0,0,0,3,99,101,0,0,0,0,106,53,0,0,0,0,53,34,0,0,0,0,35,29,0,0,0,3,31,28,0,0,0,0,34,589,4,0,5,7,607
509011229,58,0,0,0,0,54,15,0,0,0,0,12,15,0,0,0,0,22,26,0,0,0,0,26,20,0,0,0,0,20,36,0,0,0,0,36,19,0,0,0,0,19,19,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,6,10,0,0,0,0,10,221,0,0,4,0,228
509011230,40,0,0,0,0,40,18,0,0,0,0,18,27,0,0,0,0,32,41,0,0,0,0,42,56,0,0,0,0,56,127,0,0,0,0,130,69,0,0,0,0,69,39,0,0,0,0,39,12,4,0,0,0,15,8,0,0,0,0,8,11,0,0,0,0,11,18,0,0,0,0,18,463,8,3,0,0,470
509011231,53,0,0,0,0,57,17,0,0,0,0,17,14,0,0,0,0,14,34,0,0,0,0,34,29,0,0,0,0,29,63,0,0,0,0,61,31,0,0,0,0,31,27,0,0,0,0,27,5,0,0,0,3,6,5,0,0,0,0,9,14,0,0,0,0,14,19,0,0,0,0,19,308,0,0,0,3,313
509011232,13,0,0,0,0,13,18,0,0,0,0,18,10,0,0,0,0,7,13,0,0,0,0,13,21,0,0,0,0,21,70,0,0,0,0,72,57,0,0,0,0,56,97,0,0,0,0,97,47,0,0,0,0,49,34,0,0,0,0,34,13,0,0,0,0,13,11,0,0,0,0,11,393,0,0,0,3,403
509011233,61,0,0,0,0,67,35,0,0,0,0,35,29,0,0,3,0,31,55,0,0,0,0,58,68,0,0,0,0,71,266,3,0,0,0,270,293,0,0,0,0,301,348,3,0,0,3,349,120,0,0,0,0,120,64,0,0,0,0,64,34,0,0,0,0,34,60,0,0,0,0,60,1434,8,0,9,5,1453
509011234,49,0,0,3,4,57,31,0,0,0,0,31,22,0,0,0,0,22,47,0,0,0,0,47,58,0,0,0,0,59,105,0,0,0,3,107,84,0,0,0,4,90,81,0,0,0,3,86,28,0,0,0,0,29,17,0,0,0,0,16,17,0,0,0,0,15,29,0,0,0,0,29,570,0,0,9,13,594
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,39,0,0,0,0,39,14,0,0,0,0,14,12,0,0,0,0,12,30,0,0,0,0,30,43,0,0,0,0,44,69,0,0,0,0,70,116,0,0,6,0,122,200,0,0,3,4,209,155,0,0,3,0,157,169,0,0,0,3,173,64,0,0,0,0,69,53,0,0,0,0,53,951,0,0,14,10,975
509021237,44,0,0,0,0,44,24,0,0,3,0,20,15,0,0,0,0,15,39,0,0,0,0,43,47,0,0,0,0,47,65,0,0,0,0,64,27,0,0,0,0,29,25,0,0,0,0,25,7,0,0,0,0,7,11,0,0,0,0,11,8,0,0,0,0,8,22,0,0,0,0,20,332,0,0,8,5,341
509021238,42,0,0,0,0,46,24,0,0,0,0,24,26,0,0,3,0,25,39,0,0,0,0,39,41,0,0,0,0,41,71,0,0,0,0,71,30,0,0,0,0,30,34,0,0,0,0,34,9,0,0,0,0,9,8,0,0,0,0,8,10,0,0,0,0,7,22,0,0,0,0,24,350,0,0,7,0,356
509021239,84,0,0,0,0,88,29,0,0,0,0,34,19,0,0,0,0,19,34,0,0,0,0,33,56,0,0,0,0,54,124,3,4,0,3,128,126,3,0,0,0,129,183,0,0,0,0,183,111,0,0,0,0,111,102,0,0,3,0,106,45,0,0,0,0,50,60,0,0,0,0,60,971,8,5,7,13,1005
509021240,48,0,0,0,0,48,29,0,0,0,0,29,25,0,0,0,0,25,58,0,0,0,0,61,62,0,0,0,0,62,106,0,0,0,0,113,52,0,0,0,0,52,48,0,0,0,0,48,14,0,0,0,0,16,15,0,0,0,0,15,4,0,0,0,0,10,20,0,0,0,0,20,478,0,0,3,0,486
509021241,51,0,0,0,0,51,21,0,0,0,0,21,36,0,0,0,0,36,28,0,0,0,0,23,49,0,0,0,0,49,80,0,0,0,0,80,45,0,0,0,0,45,46,0,0,0,0,46,18,0,0,0,0,17,7,0,0,0,0,7,7,0,0,0,0,13,24,0,0,0,0,28,410,0,0,3,3,411
509021242,39,0,0,0,0,39,26,0,0,0,0,30,23,0,0,0,0,23,26,0,0,0,0,26,21,0,0,0,0,21,23,0,0,0,0,29,13,0,0,0,0,13,9,0,0,0,0,9,4,0,0,0,0,4,5,0,0,0,0,4,4,0,0,3,0,3,12,0,0,0,0,14,202,0,0,4,0,208
509021243,74,0,0,0,0,74,52,0,0,0,0,52,49,0,0,0,0,48,82,0,0,0,0,82,118,0,0,0,0,117,282,0,3,3,0,287,239,0,0,3,0,242,241,0,0,0,6,250,104,0,0,0,0,104,76,0,0,0,0,71,32,0,0,0,0,31,61,0,0,0,0,61,1407,3,4,5,8,1429
509021244,46,0,0,0,0,46,30,0,0,0,0,30,23,0,0,0,0,24,46,0,0,0,0,46,44,0,0,3,0,43,102,0,0,0,0,105,112,0,0,0,0,112,134,0,0,3,0,138,75,0,0,4,0,79,47,0,0,0,0,47,25,0,0,0,0,25,41,0,0,0,0,47,724,0,0,9,3,739
509021245,46,0,0,0,0,46,27,0,0,0,0,27,27,0,0,0,0,27,38,0,0,0,0,38,51,0,0,0,0,51,111,0,0,0,0,114,97,0,0,0,0,96,112,0,0,0,0,115,40,0,0,0,0,36,32,0,0,0,0,32,15,0,0,0,0,15,29,0,0,0,0,29,623,0,0,0,3,635
509031246,29,0,0,0,0,29,29,0,0,0,0,29,15,0,0,0,0,14,30,0,0,0,0,30,28,0,0,0,4,34,68,0,0,0,3,68,39,0,0,0,0,39,38,0,0,0,0,39,19,0,0,0,0,19,11,0,0,0,0,10,7,0,0,0,0,7,12,0,0,0,0,14,308,0,0,3,10,318
509031247,60,0,0,0,0,60,25,0,0,0,0,26,19,0,0,0,0,20,37,0,0,0,0,37,30,0,0,0,0,26,44,0,0,0,0,43,20,0,0,0,0,20,21,0,0,0,0,21,4,0,0,0,0,4,6,0,0,0,0,6,3,0,0,0,0,3,27,0,0,0,0,30,301,3,0,3,0,307
509031248,12,0,0,0,0,12,11,0,0,0,0,11,5,0,0,0,0,7,16,0,0,0,0,16,19,0,0,0,0,26,43,0,0,0,0,41,54,0,0,0,0,56,76,0,0,0,0,76,25,0,0,0,0,25,26,0,0,0,0,26,9,0,0,0,0,9,12,0,0,0,0,12,309,0,0,0,0,316
509031249,28,0,0,0,0,24,19,0,0,0,0,20,21,0,0,0,0,21,55,0,0,0,0,59,43,0,0,0,0,43,119,0,0,0,0,119,73,0,0,0,0,73,65,0,0,0,0,65,28,0,0,0,0,28,16,0,0,0,0,16,5,0,0,0,0,5,16,0,0,0,0,18,498,0,0,4,0,504
509031250,69,0,0,0,0,73,25,0,0,0,0,25,26,0,0,0,0,26,52,0,0,0,0,57,49,0,0,0,0,49,95,0,0,0,0,95,76,0,0,0,0,76,49,0,0,0,0,45,23,0,0,0,0,23,12,0,0,0,0,12,7,0,0,0,0,7,29,0,0,0,0,27,518,0,0,3,0,526
510011262,47,0,0,3,0,49,11,0,0,9,0,15,13,0,0,3,0,15,20,0,3,3,0,29,20,0,3,3,0,30,80,5,0,12,0,94,89,5,3,8,0,108,175,9,15,4,0,201,199,3,10,7,0,217,252,9,0,4,3,266,147,0,0,3,3,147,71,0,0,3,0,76,1106,43,37,53,10,1247
510011263,4,0,0,3,0,9,10,0,0,0,0,10,7,0,0,3,0,6,7,0,0,0,0,7,8,0,0,0,0,12,16,0,0,6,0,23,34,0,0,0,0,37,34,0,0,4,0,34,11,0,0,0,0,16,11,0,0,6,0,16,9,0,0,3,0,20,9,0,0,0,0,10,155,0,0,28,5,185
510011264,3,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,19,0,27
510011265,8,0,0,3,0,13,7,0,0,4,0,9,6,0,0,0,0,8,8,0,0,8,0,17,9,0,0,0,0,7,27,0,3,13,0,43,41,0,0,11,0,50,67,3,3,10,4,81,42,3,0,8,0,55,41,3,0,13,0,60,35,0,0,11,0,38,25,0,0,3,0,25,306,12,8,67,9,404
510011266,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,11,0,0,6,0,12,6,0,0,7,0,5,7,0,0,3,0,10,5,0,0,3,0,8,4,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,39,0,0,28,0,70
510021267,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,7,0,0,0,0,7,0,0,0,0,0,0,20,0,0,7,3,31
510021268,7,0,0,0,0,7,17,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,55,3,0,3,0,61
